sample_id	total	protein_containing_complex	virion_component	cellular_anatomical_entity
0159_AS41_40063_20190320_ST	446988	21989.8666666667	439	424559.133333333
0159_AS41_40065_20190328_ST	689311	38196.6333333333	189.5	650924.866666667
0159_AS41_40068_20190430_ST	642637	33900	90	608647
0159_AS41_40070_20190424_ST	90125	4636.83333333333	17.75	85470.4166666667
0159_AS41_40071_20190501_ST	1473425	80470.2833333334	204	1392750.71666667
0159_AS41_40072_20190422_ST	497822	24345.4	53	473423.6
0159_AS41_40073_20190706_ST	4688662	285554.35	2624	4400483.65
0159_AS41_40075_20190608_ST	2301331	120382.333333333	306	2180642.66666667
0159_AS41_40081_20190607_ST	665444	30971.6761904762	82.8333333333333	634389.490476191
0159_AS41_40084_20190710_ST	530812	26649.8166666667	89.5	504072.683333333
0159_AS41_40085_20190714_ST	389778	21130.9833333333	64	368583.016666667
0159_AS41_40086_20190715_ST	644198	33669.4333333333	45.5	610483.066666666
0159_AS41_40087_20190717_ST	1612955	79482.6833333333	386	1533086.31666667
0159_AS41_40088_20191004_ST	1357709	78973.3857142857	140	1278595.61428571
0159_AS41_40089_20190724_ST	659630	34298.95	382.5	624948.55
0159_AS41_40091_20190918_ST	152198	7901.6	15.5	144280.9
0159_AS41_40093_20191022_ST	3395395	182578.4	372.166666666667	3212444.43333334
0159_AS41_40097_20191022_ST	738774	40716.7166666667	173.5	697883.783333333
0159_AS41_40099_20191031_ST	1934908	103381.716666667	191	1831335.28333333
0159_AS41_40100_20191102_ST	1714852	83243.65	257	1631351.35
0159_AS41_40101_20191130_ST	629411	32811.2333333333	44	596555.766666666
0159_AS41_40102_20191114_ST	902060	42011.3333333333	293	859755.666666667
0159_AV42_66107_20190327_ST	25109407	1698609.78333333	1114	23409683.2166666
0159_AV42_66129_20190414_ST	5684207.99999999	290448.861111111	349	5393410.13888888
0159_AV42_66135_20190524_ST	9973779	517196.488888889	1812.5	9454770.01111111
0159_AV42_66136_20190805_ST	12318668	564726.85	1276.5	11752664.65
0159_AV42_66137_20190706_ST	4017547	206787.2	1121.5	3809638.3
0159_AV42_66139_20190626_ST	4449307	209904.094444445	1121	4238281.90555555
0159_AV42_66140_20190602_ST	946294	48279.5277777778	195	897819.472222222
0159_AV42_66141_20190731_ST	2185400	105586.8	175	2079638.2
0159_AV42_66143_20190516_ST	10065085	537600.052380952	2718.66666666667	9524766.28095237
0159_AV42_66144_20190909_ST	1820616	95318.4666666667	372	1724925.53333333
0159_AV42_66147_20190812_ST	6667588	357953.05	2450.5	6307184.45
0159_AV42_66149_20190809_ST	8561386	456282.716666667	1911.5	8103191.78333333
0159_AV42_66154_20190902_ST	980290	51238.3666666667	102	928949.633333334
0159_AV42_66160_20190805_ST	14417839	748639.550000001	3879.33333333333	13665320.1166667
0159_AV42_66161_20190722_ST	9865155	476344.483333333	3112	9385698.51666666
0159_AV42_66162_20190810_ST	12476969	640858.244444444	1436	11834674.7555556
0159_AV42_66163_20190718_ST	17925240	1020263.11111111	2682.33333333333	16902294.5555555
0159_AV42_66166_20190824_ST	1989489	111428.666666667	472	1877588.33333333
0159_AV42_66168_20190824_ST	1916155	104311.25	268	1811575.75
0159_AV42_66169_20190814_ST	3925052	214821.288888889	2112	3708118.71111111
0159_AV42_66170_20190905_ST	1530536	78792.1333333333	5248.5	1446495.36666667
0159_AV42_66175_20190824_ST	4136235	221689.966666667	1079.83333333333	3913465.2
0159_AV42_66179_20190929_ST	7178969.99999999	383164.333333333	1528.5	6794277.16666666
0159_AV42_66180_20190913_ST	924834	51199.95	312	873322.050000001
0159_AV42_66184_20190930_ST	14030786	721122.45	1280.5	13308383.05
0159_AV42_66185_20190913_ST	2849551	153373.594444444	309	2695868.40555556
0159_AV42_66190_20190924_ST	8737606.00000001	455333.126190476	15670	8266602.87380953
0159_AV42_66192_20191019_ST	1826407	99005.0333333333	324	1727077.96666667
0159_AV42_66193_20191022_ST	4564321	238613.216666667	724.333333333333	4324983.45
0159_AV42_66194_20191012_ST	4182426	238590.491666667	876	3942959.50833333
0159_AV42_66196_20191011_ST	6493472	353669.902380952	799	6139003.09761904
0159_AV42_66197_20191014_ST	7517740	383173.866666667	7555	7127011.13333333
0159_AV42_66200_20191011_ST	6644859	356142.9	1724	6286992.1
0159_AV42_66207_20190915_ST	1174448	57820.0333333333	365.5	1116262.46666667
0159_AV42_66210_20191015_ST	401465	21208.9166666667	56	380200.083333333
0159_AV42_66211_20191005_ST	3986653	215843.45	1269	3769540.55
0159_AV42_66212_20191007_ST	6874570	359729.016666667	1247.5	6513593.48333333
0159_AV42_66213_20191004_ST	5436777	301799.383333333	3349	5131628.61666667
0159_AX43_65009_20180109_ST	1746	88.6666666666667	0	1657.33333333333
0159_AY44_33000_20171025_ST	3095136	158418.216666667	788.5	2935929.28333334
0159_AY44_33001_20170915_ST	2727493	147831.25	844	2578817.75
0159_AY44_33002_20170915_ST	3909222	194018.116666667	521.833333333333	3714682.05
0159_AY44_33003_20170914_ST	603877	31858.0166666667	84.5	571934.483333333
0159_AY44_33004_20170919_ST	675550	36787.5833333333	53.3333333333333	638709.083333334
0159_AY44_33005_20170925_ST	6627805	345640.433333333	613	6281551.56666667
0159_AY44_33006_20170914_ST	2477299	130978.5	504.5	2345816
0159_AY44_33007_20170914_ST	6077713	322717.683333333	1577.5	5753417.81666667
0159_AY44_33008_20170913_ST	8133304	444251.644444444	990.833333333333	7688061.52222222
0159_AY44_33011_20171005_ST	2483281	125447.633333333	177.5	2357655.86666667
0159_AY44_33013_20170917_ST	5299208	275082.316666667	34911.5	4989214.18333333
0159_AY44_33014_20171028_ST	3254499	179757.6	707	3074034.4
0159_AY44_33015_20170917_ST	68965	3828.33333333333	489	64647.6666666667
0159_AY44_33017_20170921_ST	248240	12846.7	17	235376.3
0159_AY44_33019_20170913_ST	3062314	152353.85	218	2909742.15
0159_AY44_33021_20170916_ST	784596	35505.4833333333	144.5	748946.016666667
0159_AY44_33022_20170915_ST	13491486	727254.383333333	2193	12762038.6166667
0159_AY44_33025_20170915_ST	2261667	122474.733333333	544	2138648.26666667
0159_AY44_33026_20171014_ST	1082178	58583.5666666667	496	1023098.43333333
0159_AY44_33027_20170919_ST	544469	29093.5	79	515296.5
0159_AY44_33028_20170919_ST	1740860	97702.3833333333	3391.5	1639766.11666667
0159_AY44_33029_20170925_ST	293393	14940.2	81	278371.8
0159_AY44_33030_20170915_ST	862152.000000001	41624.6666666667	115	820412.333333334
0159_AY44_33032_20170926_ST	33941	1669.66666666667	10	32261.3333333333
0159_AY44_33033_20171003_ST	5453153	290807.7	1731	5160614.3
0159_AY44_33034_20170915_ST	319084	16327.4166666667	40	302716.583333334
0159_AY44_33037_20171009_ST	1884361	96535.2666666666	203.166666666667	1787622.56666667
0159_AY44_33038_20170923_ST	3295228	168456.116666667	1099	3125672.88333334
0159_AY44_33039_20170920_ST	897699	46269.4166666667	203	851226.583333334
0159_AY44_33041_20170920_ST	816589	42375.6833333333	341.5	773871.816666667
0159_AY44_33042_20170924_ST	3171400	164433.616666667	717.5	3006248.88333333
0159_AY44_33043_20170926_ST	7102299	350685.983333333	392.5	6751220.51666666
0159_AY44_33044_20170923_ST	4278594	230156.178571429	70058.5	3978379.32142857
0159_AY44_33046_20171003_ST	3153343	160864.869047619	442.5	2992035.63095238
0159_AY44_33047_20170930_ST	2631410	145667.633333333	934.5	2484807.86666666
0159_AY44_33048_20170924_ST	202647	10014.7833333333	93.5	192538.716666667
0159_AY44_33052_20171004_ST	165004	9682.15	40	155281.85
0159_AY44_33056_20171004_ST	318337	16437.4166666667	26	301873.583333334
0159_AY44_33058_20171008_ST	220432	14186.1833333333	531	205714.816666667
0159_AY44_33061_20171010_ST	606460	31729.3333333333	133	574597.666666667
0159_AY44_33062_20171010_ST	139670	6431.08333333333	11	133227.916666667
0159_AY44_33063_20171010_ST	310084	14844.7333333333	81	295158.266666667
0159_AY44_33064_20171009_ST	19094	1055	9	18030
0159_AY44_33066_20171009_ST	4443793	214280.616666667	998	4228514.38333333
0159_AY44_33068_20171023_ST	8909	421	12.5	8475.5
0159_AY44_33069_20171012_ST	3831	204.333333333333	0	3626.66666666667
0159_AY44_33070_20171016_ST	205437	14920.7	1574	188942.3
0159_AY44_33071_20171019_ST	55633	2379.7	6	53247.3
0159_AY44_33072_20171102_ST	44858.9999999999	3122.35	38	41698.65
0159_AY44_33083_20171115_ST	676298.999999999	33724.8333333333	5393	637181.166666666
0159_AY44_33086_20171029_ST	1740446	94569.55	572	1645304.45
0159_AY44_33087_20171115_ST	1946747	97299.2357142857	247.5	1849200.26428572
0159_AY44_33092_20171127_ST	283841	14615.6333333333	30	269195.366666667
0159_AY44_33108_20180918_ST	63867	5291.25	17	58558.75
0159_AY44_33109_20180920_ST	103614	6373.46666666667	398	96842.5333333333
0159_AY44_33119_20181130_ST	11249	109.714285714286	1.5	11137.7857142857
0159_AY44_33142_20190301_ST	54379	3519.6	15	50844.4
0159_AY44_33148_20190508_ST	6565116	374464.693867244	809	6189842.30613275
0159_AY44_33159_20190508_ST	1655807	87512.9166666666	196.5	1568097.58333333
0159_AY44_33160_20190423_ST	11877679	724520.216666666	5177.5	11147981.2833333
0159_AY44_33167_20190301_ST	89181.9999999999	6918.11666666667	26	82237.8833333333
0159_AY44_33171_20190508_ST	4392396	263664.731385282	984.5	4127746.76861472
0159_AY44_33173_20190222_ST	468540	30002.530952381	417	438120.469047619
0159_AY44_33181_20190529_ST	3599353	189058.166666667	584.5	3409710.33333334
0159_AY44_33186_20190530_ST	1281049	69268.4166666667	189	1211591.58333333
0159_AY44_33193_20190808_ST	4505960	252498.4	1274.5	4252187.1
0159_AY44_33208_20190808_ST	10009952	513518.066666666	1397	9495036.93333334
0159_AY44_33214_20190806_ST	8008941	431302.766666667	1336.5	7576301.73333333
0159_AY44_33230_20191018_ST	505067	25385.8666666667	58	479623.133333334
0159_AY44_33242_20191007_ST	2738670	151093.233333333	342	2587234.76666667
0159_AY44_33244_20191018_ST	2868883	139440.433333333	202	2729240.56666667
0159_AY44_33246_20191002_ST	2595779	138790.45	329.5	2456659.05
0159_AY44_33251_20191023_ST	3411269	175486.6	546.75	3235235.65
0159_AY44_33252_20190930_ST	1381137	73778.55	316.5	1307041.95
0159_AY44_33253_20190927_ST	4209479	214040.166666667	437	3995001.83333333
0159_AY44_33254_20191029_ST	4744536	262509.85	796.333333333333	4481229.81666667
0159_AY44_33255_20191018_ST	2064502	124695.261111111	558	1939248.73888888
0159_AY44_33257_20191029_ST	847004	46365.3333333333	462	800176.666666666
0159_AY44_33259_20191007_ST	1821793	106452.35	493.333333333333	1714847.31666667
0159_AY44_33260_20191106_ST	1333069	75026.75	278.5	1257763.75
0159_AY44_33261_20191002_ST	1573935	89463.65	108	1484363.35
0159_AY44_33263_20191106_ST	7791004	388506.975	2580	7399917.025
0159_AY44_33265_20191106_ST	1584695	99164.1500000001	696	1484834.85
0159_AY44_33270_20191025_ST	3644488	187323.333333333	390	3456774.66666667
0159_AY44_33271_20191119_ST	1167268	66205.4	141	1100921.6
0159_AY44_33272_20191114_ST	1494415	70392.5833333333	505.5	1423516.91666667
0159_AY44_33273_20191111_ST	2522267	131186.816666667	242	2390838.18333333
0159_AY44_33274_20191126_ST	2171615	119694.65	1099.5	2050820.85
0159_AY44_33277_20191212_ST	180682	9606.5	20	171055.5
0159_AY44_33278_20191106_ST	2361463	118199.366666667	159.5	2243104.13333333
0159_AY44_33280_20191213_ST	1634008	85561.7666666667	362.5	1548083.73333333
0159_AY44_33281_20191203_ST	1151585	57849.35	136	1093599.65
0159_AY44_33282_20191127_ST	1741374	89627.75	143	1651603.25
0159_AY44_33283_20191212_ST	1628962	88845.6833333333	371.5	1539744.81666667
0159_AY44_33285_20191118_ST	1506391	85436.7833333334	216.5	1420737.71666667
0159_AY44_33288_20191212_ST	418489	22224.9166666667	21	396243.083333333
0159_AY44_33289_20191216_ST	3863217	211447.708585859	532	3651237.29141414
0159_AY44_33293_20191206_ST	921364	51193.3333333333	153.5	870017.166666667
0159_AY44_33295_20200114_ST	2538887	145727.0004329	548	2392611.9995671
0159_AY44_33298_20200114_ST	215586	11537.15	26.8333333333333	204022.016666667
0159_AY44_33303_20200127_ST	1731978	93156.2	227.5	1638594.3
0159_AY44_33305_20200110_ST	1515212	85454.480952381	350	1429407.51904762
0159_AY44_33308_20200110_ST	1936726	100551.483333333	370	1835804.51666666
0159_AY44_33309_20200130_ST	2772530	143333.272222222	313.5	2628883.22777777
0159_AY44_33310_20200114_ST	3195577	166317.666666667	455.5	3028803.83333333
0159_AY44_33313_20200205_ST	2426667	132114.55	297.5	2294254.95
0159_AY44_33315_20200121_ST	4795054	253069.085714286	1421	4540563.91428571
0159_AZ03_32000_20171102_ST	1826198	109275.95	406.5	1716515.55
0159_AZ03_32001_20171108_ST	8123135	445522.566666666	2258.66666666667	7675353.76666667
0159_AZ03_32003_20171013_ST	7239293	418949.766666666	3420.33333333333	6816922.9
0159_AZ03_32004_20171027_ST	8195085	450399.383333333	1534	7743151.61666667
0159_AZ03_32005_20200930_ST	9084897	491409.9	3603	8589884.1
0159_AZ03_32008_20180124_ST	7190056	380986.566666666	1244.5	6807824.93333333
0159_AZ03_32011_20180226_ST	95222	4992.61666666667	30	90199.3833333334
0159_AZ03_32012_20180518_ST	1919305	101669.916666667	643.5	1816991.58333333
0159_AZ03_32013_20200922_ST	21886689	1225865.03679654	3404	20657419.9632034
0159_AZ03_32014_20180605_ST	8538916	476846.183333333	2004.5	8060065.31666667
0159_AZ03_32015_20201210_ST	18411108	1049937.47691198	12582.5	17348588.023088
0159_AZ03_32016_20180619_ST	17356229	855075.400000001	2797.5	16498356.1
0159_AZ03_32016_20180619_STHS	3400208	165872.516666667	580	3233755.48333333
0159_AZ03_32016_20180619_STLS	9508913	461011.733333333	1307	9046594.26666667
0159_AZ03_32017_20180615_ST	8203774	402452.65	943.5	7800377.85
0159_AZ03_32017_20180615_STHS	1854317	91089.5666666666	161	1763066.43333334
0159_AZ03_32017_20180615_STLS	2047162	100252.45	260.5	1946649.05
0159_AZ03_32018_20180723_ST	7866377	416633.033333333	1761.5	7447982.46666666
0159_AZ03_32018_20180723_STHS	1263769	65889.6333333334	280.5	1197598.86666667
0159_AZ03_32018_20180723_STLS	1727214	90490.2166666666	392	1636331.78333333
0159_AZ03_32019_20180325_ST	21736839	1282127.7984127	5005.5	20449705.7015873
0159_AZ03_32019_20180325_STLS	7278795	425189.838888889	1707	6851898.16111111
0159_AZ03_32020_20180611_ST	8429434	442300.05	3072.33333333333	7984061.61666667
0159_AZ03_32022_20201016_ST	11465951	571101.094047619	1460	10893389.9059524
0159_AZ03_32023_20180717_ST	12503275	715501.164790765	3611.5	11784162.3352093
0159_AZ03_32024_20180718_ST	5941800	284447.55	884.5	5656467.95
0159_AZ03_32025_20200904_ST	4894731	254916.635714286	693.5	4639120.86428571
0159_AZ03_32026_20180802_ST	3503986.00000001	206596.616666667	5874	3291515.38333334
0159_AZ03_32027_20180806_ST	11834480	594972.6	2971.5	11236535.9
0159_AZ03_32028_20180808_ST	6741971.99999999	334300.266666667	1783.66666666667	6405888.06666666
0159_AZ03_32029_20180906_ST	9809383	443536.133333333	943	9364903.86666667
0159_AZ03_32032_20180919_ST	7119943.99999999	374539.430952381	980.5	6744424.06904761
0159_AZ03_32033_20180922_ST	14086507	772593.683333334	4091.83333333333	13309821.4833333
0159_AZ03_32034_20181015_ST	9170412.00000001	496563.761111111	2406	8671442.2388889
0159_AZ03_32035_20181025_ST	8635159	451667.833333333	1303	8182188.16666667
0159_AZ03_32037_20201020_ST	6657593	397991.845238095	1722.5	6257878.65476191
0159_AZ03_32038_20181018_ST	15424570	758570.733333334	671.5	14665327.7666667
0159_AZ03_32039_20181029_ST	18202	955.25	1	17245.75
0159_AZ03_32040_20181023_ST	5326964	256771.45	986.5	5069206.05
0159_AZ03_32043_20181121_ST	4732058	250807.066666667	635	4480615.93333334
0159_AZ03_32044_20181207_ST	8474973	423859.883333333	1109.5	8050003.61666667
0159_AZ03_32047_20190415_ST	5107558	265367.616666667	1517.5	4840672.88333333
0159_AZ03_32048_20190111_ST	7223977	424680.983333333	2039	6797257.01666667
0159_AZ03_32049_20190124_ST	9766994.00000001	465166.9	1299	9300528.10000001
0159_AZ03_32050_20190123_ST	9573201.00000001	519645.3	3687	9049868.70000001
0159_AZ03_32051_20190819_ST	13638199	721084.505555555	1675	12915439.4944444
0159_AZ03_32051_20190819_STHS	1419821	74281.05	187	1345352.95
0159_AZ03_32051_20190819_STLS	1277296	67508.2666666667	154	1209633.73333333
0159_AZ03_32052_20190827_STHS	1498628	81246.2666666666	465	1416916.73333333
0159_AZ03_32052_20190827_STLS	1228323	66420.2833333333	386.5	1161516.21666667
0159_AZ03_32054_20190917_ST	9820545.00000001	507273.792857143	26885	9286386.20714287
0159_AZ03_32054_20190917_STHS	1048185	54217.7595238095	3150	990817.24047619
0159_AZ03_32054_20190917_STLS	1484017	75617.6666666667	4619	1403780.33333333
0159_AZ03_32055_20190830_ST	7778030	417870.05	2105	7358054.95
0159_AZ03_32055_20190830_STHS	1201025	63469.7333333334	308	1137247.26666667
0159_AZ03_32055_20190830_STLS	6966641	369649.683333333	1922.5	6595068.81666667
0159_AZ03_32056_20190914_ST	10681784	650164.783333334	3565.83333333333	10028053.3833333
0159_AZ03_32057_20190910_ST	16831551	839614	3253.5	15988683.5
0159_AZ03_32059_20190918_ST	6382042	302340.133333333	466	6079235.86666667
0159_AZ03_32060_20190920_ST	5740340.99999999	352391.139393939	1964	5385985.86060605
0159_AZ03_32062_20191002_ST	2805517	150968.416666667	497	2654051.58333333
0159_AZ03_32065_20190126_ST	11160247	587077.616666667	2275.5	10570893.8833333
0159_AZ03_32068_20190211_ST	10659697	569292.883333333	2493	10087911.1166667
0159_AZ03_32068_20190211_STHS	430106	26062.4333333333	406.5	403637.066666667
0159_AZ03_32068_20190211_STLS	3352121	177306.983333333	929	3173885.01666666
0159_AZ03_32071_20190315_ST	7613351	424924.595238095	988.5	7187437.90476191
0159_AZ03_32072_20190318_ST	9215110	507185.866666666	1686.83333333333	8706237.3
0159_AZ03_32073_20190317_ST	792784	36784.25	96	755903.75
0159_AZ03_32076_20190429_ST	6571711.99999999	315625.733333333	1452.5	6254633.76666666
0159_AZ03_32077_20190530_ST	7248061.99999999	364123.5	2234.41666666667	6881704.08333333
0159_AZ03_32078_20190616_ST	4484401	228362.144444445	1105.33333333333	4254933.52222222
0159_AZ03_32079_20190619_ST	1941596	99628.5	212.5	1841755
0159_AZ03_32083_20190809_ST	5853768	276665.7	703	5576399.3
0159_AZ03_32084_20190614_ST	1656997	89678.2333333334	800.5	1566518.26666667
0159_AZ03_32085_20191015_ST	1993114	98499.8333333333	325.5	1894288.66666667
0159_AZ03_32086_20191018_ST	3061589	167341.066666667	1585	2892662.93333333
0159_AZ03_32087_20191111_ST	8767270	537120.916666667	7624.5	8222524.58333333
0159_AZ03_32087_20191111_STHS	1961226	121291.35	1811	1838123.65
0159_AZ03_32087_20191111_STLS	2696538	143868.472222222	665	2552004.52777778
0159_AZ03_32089_20191030_ST	4320701	231633.418686869	929.5	4088138.08131313
0159_AZ03_32092_20191205_ST	3563522	192003.55	336	3371182.45
0159_AZ03_32093_20191209_ST	1500172	75894.5	270.5	1424007
0159_AZ03_32095_20191213_ST	5014784	257780.876190476	4965	4752038.12380952
0159_AZ03_32096_20191217_ST	4424352	219063.2	780.5	4204508.3
0159_AZ03_32098_20200124_ST	1730289	89567.1166666667	120	1640601.88333333
0159_AZ03_32099_20200206_ST	10368394	532641.887337662	1376.5	9834375.61266235
0159_BA21_18000_20170917_ST	4948238	260589.366666667	9343.5	4678305.13333333
0159_BA21_18002_20170929_ST	236198	12887.0833333333	31	223279.916666667
0159_BA21_18004_20171027_ST	83706.9999999999	4624.4	7	79075.5999999999
0159_BA21_18005_20171227_ST	398164	20394.5666666667	69.5	377699.933333334
0159_BA21_18006_20171110_ST	165574	8353.11666666667	13	157207.883333333
0159_BA21_18007_20171111_ST	3469544	166674.433333333	598	3302271.56666667
0159_BA21_18014_20171018_ST	787469.000000001	41707.4666666666	127.5	745634.033333334
0159_BA21_18015_20710113_ST	183848	9787.48333333333	45.5	174015.016666667
0159_BA21_18016_20171020_ST	94982	5364.48333333333	9	89608.5166666666
0159_BA21_18017_20171206_ST	774411	42550.0666666667	173.5	731687.433333333
0159_BA21_18019_20171025_ST	386569	19944.65	36	366588.35
0159_BA21_18021_20171130_ST	543330	24237.75	119	518973.25
0159_BA21_18022_20171205_ST	1294819	61634.6833333333	181.5	1233002.81666667
0159_BA21_18023_20180102_ST	177626	9619.08333333333	80	167926.916666667
0159_BA21_18028_20180102_ST	2584228	141468.483333333	5070.5	2437689.01666666
0159_BB02_45000_20180208_ST	48070	2925.46666666667	39	45105.5333333334
0159_BB02_45001_20181029_ST	9855219	722232.55	15016.5	9117969.95
0159_BB02_45001_20190108_ST	2450	186.916666666667	0.333333333333333	2262.75
0159_BB02_45001_20190227_ST	32	2.5	0	29.5
0159_BB02_45001_20190502_ST	7072.99999999999	516.5	3	6553.49999999999
0159_BB02_45001_20190821_ST	528	28.25	1	498.75
0159_BB02_45014_20190625_ST	153582	10761.6666666667	130.333333333333	142690
0159_BB02_45014_20191006_ST	71122	4825.46666666667	35	66261.5333333333
0159_BB02_45014_20191203_ST	11912180	836564.55	43023.75	11032591.7
0159_BC12_41001_20171018_ST	1316868	68633.2833333333	227.5	1248007.21666667
0159_BC12_41004_20171127_ST	1396914	75582.4666666667	68.5	1321263.03333333
0159_BC12_41006_20171116_ST	398000	20480.0333333333	543	376976.966666667
0159_BC12_41010_20171203_ST	25020998	1358769.65793651	5320	23656908.3420635
0159_BC12_41014_20171205_ST	11174	598.233333333333	3	10572.7666666667
0159_BC12_41014_20171212_ST	379962	20559.2166666667	32	359370.783333333
0159_BC12_41015_20171213_ST	13064425	731400.766666666	1658.5	12331365.7333333
0159_BC12_41016_20171220_ST	118341	6384.91666666667	14	111942.083333333
0159_BC12_41018_20180118_ST	9326	472.483333333333	0	8853.51666666667
0159_BC12_41019_20171213_ST	10805	621.166666666667	10	10173.8333333333
0159_BC12_41021_20171220_ST	13002	659.333333333333	1	12341.6666666667
0159_BC12_41022_20180228_ST	3149	145.166666666667	0	3003.83333333333
0159_BC25_41007_20171117_ST	140025	7866.86666666666	47	132111.133333333
0159_BC25_41011_20171120_ST	112477	6083.05	10	106383.95
0159_BC25_41013_20171214_ST	15903	722.666666666667	1	15179.3333333333
0159_BC25_41017_20171214_ST	425598	22830.5333333333	100	402667.466666667
0159_BC45_41009_20171103_ST	902972	41003.8420995671	7	861961.157900433
0159_BD46_77000_20190523_ST	42880	2306.41666666667	22.5	40551.0833333333
0159_BD46_77001_20190606_ST	156246	8462.23333333333	165.5	147618.266666667
0159_BD46_77002_20190112_ST	518048	28272.4444444444	69	489706.555555555
0159_BD46_77003_20190628_ST	6959.00000000001	392.733333333333	8	6558.26666666667
0159_BD46_77004_20190215_ST	144056	6853.16666666667	21	137181.833333333
0159_BD46_77007_20191005_ST	67127	3773.53333333333	15	63338.4666666666
0159_BD46_77020_20190318_ST	79044	4359.41666666667	21	74663.5833333333
0159_BD46_77021_20190227_ST	192696	10567.0833333333	68	182060.916666667
0159_BD46_77022_20190218_ST	85447	4311.16666666667	2	81133.8333333333
0159_BD46_77023_20190108_ST	71598	3387	23	68188
0159_BD46_77024_20190329_ST	18341	1116.5	1	17223.5
0159_BD46_77025_20181126_ST	11104	590.5	0	10513.5
0159_BD46_77026_20181027_ST	154391	8773.51666666667	23	145594.483333333
0159_BD46_77027_20181113_ST	18950	1011.16666666667	0	17938.8333333334
0159_BD46_77028_20180919_ST	22962	1425.96666666667	16	21520.0333333334
0159_BD46_77029_20180921_ST	15825	795.666666666667	1	15028.3333333333
0159_BD46_77034_20190430_ST	12402	659.75	1	11741.25
0159_BD46_77037_20190607_ST	141993	6982.98333333333	19	134991.016666667
0159_BD46_77038_20191111_ST	139065	7283.25	22	131759.75
0159_BD46_77047_20190801_ST	298	17.6666666666667	0	280.333333333334
0159_BD46_77049_20190901_ST	7237	368.5	1	6867.5
0159_BD46_77051_20190920_ST	164889	9293.16666666667	18.5	155577.333333333
0159_BD46_77054_20190703_ST	30764	1606.33333333333	1	29156.6666666667
0159_BD46_77066_20200102_ST	8446.00000000001	414.333333333333	0	8031.66666666668
0159_BD46_77070_20191018_ST	170414	8777.6	59.5	161576.9
0159_BD46_77071_20191018_ST	12873	808.233333333333	1	12063.7666666667
0159_BE31_82018_20191106_ST	255195	14355.5833333333	25.5	240813.916666667
0159_BE31_82018_20191107_ST	224773	12898	17	211858
0159_BE31_82018_20191205_ST	661268	37476.0333333333	66	623725.966666666
0159_BE31_82018_20200107_ST	373791	21244.0166666667	27	352519.983333333
0159_BE31_82019_20191113_ST	379016	20152.4833333333	39.5	358824.016666667
0159_BE31_82019_20191212_ST	41596	2230.16666666667	3	39362.8333333334
0159_BE31_82020_20191126_ST	18715	1075	4	17636
0159_BE31_82021_20191121_ST	780715	49021.2060606061	616	731077.793939394
0159_BE31_82021_20191230_ST	1575533	93021.0227272727	1859.5	1480652.47727273
0159_BE31_82022_20191219_ST	125467	7644.11666666666	83.5	117739.383333333
0159_BE31_82023_20191203_ST	285027	16963.8	43	268020.2
0159_BE31_82023_20200102_ST	415493	24705.9333333333	69.5	390717.566666667
0159_BE31_82023_20200120_ST	216922	12758.3	41	204122.7
0159_BE31_82024_20191122_ST	148840	8216.03333333333	162	140461.966666667
0159_BE31_82024_20191218_ST	576405	31386.0333333333	181	544837.966666666
0159_BE31_82024_20200115_ST	594285	33339.4	156	560789.6
0159_BE31_82025_20191107_ST	154446	8314.91666666667	27	146104.083333333
0159_BE31_82025_20191211_ST	63810	3355.33333333333	7	60447.6666666667
0159_BE31_82025_20200108_ST	829035	45690.6893939394	137	783207.310606061
0159_BE31_82027_20191115_ST	2747385	136747.283333333	355	2610282.71666666
0159_BE31_82027_20191217_ST	323756	16763.4166666667	38	306954.583333333
0159_BE31_82027_20200115_ST	238653	12536.5833333333	27.5	226088.916666666
0159_BE31_82028_20191119_ST	508772	26191	43	482538
0159_BE31_82028_20191226_ST	1090547	56984.4166666667	257	1033305.58333333
0159_BE31_82028_20200116_ST	872819	43874.7166666667	97	828847.283333334
0159_BE31_82029_20191213_ST	53706.9999999999	3093.81666666667	23.5	50589.6833333333
0159_BE31_82029_20200116_ST	660161	36201.3166666667	282.5	623677.183333333
0159_BE31_82030_20191202_ST	66806	3611.33333333333	13	63181.6666666667
0159_BE31_82030_20200104_ST	439651	23748.4333333333	132	415770.566666667
0159_BE31_82030_20200116_ST	22917	1270.5	1	21645.5
0159_BE31_82031_20191218_ST	559008	29809.0166666667	211	528987.983333333
0159_BE31_82031_20200116_ST	1002626	50514.4166666666	344	951767.583333333
0159_BE31_82032_20191215_ST	56160	3263.83333333333	10	52886.1666666667
0159_BE31_82032_20200109_ST	130649	7343.5	17.5	123288
0159_BE31_82033_20191106_ST	1174569	62428.5333333333	111	1112029.46666667
0159_BE31_82033_20191210_ST	30076	1598.08333333333	7	28470.9166666667
0159_BE31_82033_20200108_ST	590522	31799.1666666666	59	558663.833333333
0159_BE31_82034_20191205_ST	13341	807	12	12522
0159_BE31_82034_20200109_ST	21178	1229.83333333333	9	19939.1666666667
0159_BE31_82035_20191112_ST	444931	22671.7166666667	85	422174.283333333
0159_BE31_82035_20200110_ST	277610	14074.6666666667	229	263306.333333334
