Sample ID,Shannon,Simpson,Evenness,SimpsonsRecip,Tail,DiscTaxa
0104.24.12.SINUS,0.103351554650473,0.0327968434380363,0.047037319587864,1.03390894996106,0.283269269528549,9
0104.47.01.SINUS,0.098569429469674,0.0362201080441643,0.0428081593030312,1.0375813070458,0.216026104660825,10
0104.09.01.SINUS,0.0840285167163719,0.0248602144389851,0.0247055690356046,1.02549400076491,0.572165347504474,30
0104.33.08.SINUS,0.0833564776189572,0.0271919478347454,0.036201258260805,1.0279520176403,0.25233093876793,10
0104.07.03.SINUS,0.0791059084727649,0.0176276428801267,0.0211644999562847,1.01794395246606,1.57350576675459,42
0104.27.09.SINUS,0.0729744351885474,0.0272936228767369,0.10527985575819,1.02805946739802,0.11763634756946,2
0104.41.03.SINUS,0.0667200109143673,0.0244748741219598,0.0962566288742153,1.02508892233804,0.111314748707441,2
0104.44.05.SINUS,0.0614053086952641,0.0213249346742134,0.0442945671694568,1.02178959639389,0.113217185769793,4
0104.35.07.SINUS,0.0603296878773903,0.0153178300657296,0.0242784524249784,1.01555611600721,0.380035980756556,12
0104.24.10.SINUS,0.0585716320411184,0.0176103500638777,0.0363926011613179,1.01792603379425,0.151726897205846,5
0104.24.05.SINUS,0.0583395540270929,0.0205743123653176,0.0531029505393756,1.02100650679788,0.103320650645901,3
0104.01.03.SINUS,0.0515439392598246,0.0116658346777471,0.0175055212977844,1.0118035327393,0.627125274770217,19
0104.33.01.SINUS,0.0431088410294223,0.01254171124824,0.0149146354311185,1.01270100356755,0.271594480924189,18
0104.36.01.SINUS,0.0349546285453661,0.00987140027862476,0.0145772123336202,1.00996981632629,0.176542470351609,11
0104.45.02.SINUS,0.0326263235640773,0.0100170127310082,0.0202718746166067,1.01011836855767,0.081183575419631,5
0104.43.04.SINUS,0.0325537880339945,0.00707859724544713,0.0123353849379014,1.00712906099698,0.455741265760653,14
0104.27.04.SINUS,0.0324385062876905,0.00824178659708075,0.0130542152520933,1.00831027813604,0.237743889658759,12
0104.33.03.SINUS,0.0300062626026643,0.00746223593136874,0.0136564386327055,1.00751833955494,0.180398561240814,9
0104.43.01.SINUS,0.0263775664362655,0.00614693830280777,0.00866394220303058,1.00618495685098,0.308986195928534,21
0104.32.04.SINUS,0.0237988679860893,0.00605703570366811,0.0122301988083278,1.00609394695797,0.125522901669761,7
0104.28.01.SINUS,0.0227562485388501,0.00551117145798063,0.0116943984026691,1.00554171278732,0.141825159484306,7
0104.27.03.SINUS,0.0214830121454986,0.00472933144733301,0.00932995362945058,1.00475180430486,0.210634515932441,10
0104.27.05.SINUS,0.0210051983589066,0.0056558349765734,0.0151520477526418,1.00568800539644,0.0689374802853574,4
0104.27.06.SINUS,0.0196453257730402,0.00571675161581675,0.0283422140694133,1.00574962076964,0.0535405749341361,2
0104.42.01.SINUS,0.0180711278106062,0.00442782975501588,0.0130355632378161,1.00444752262804,0.0911858315520097,4
