sample_id	total	small_molecule_metabolic_process	monosaccharide_metabolic_process	alcohol_metabolic_process	organic_acid_metabolic_process	one_carbon_metabolic_process	vitamin_metabolic_process	Entner_Doudoroff_pathway_through_6_phosphogluconate	ether_metabolic_process	urea_metabolic_process	cellular_ketone_metabolic_process	small_molecule_catabolic_process	small_molecule_biosynthetic_process	formaldehyde_metabolic_process	cellular_ketone_body_metabolic_process	nucleobase_containing_small_molecule_metabolic_process	cellular_lactam_metabolic_process	Remaining
m10121	4863299	257.333333333333	42280.6659722223	6282.76342592593	65725.1522919301	4798.525	13802.1609975749	7.5	0	31.8958333333333	1993.74826388889	1329.98709545855	5440.5106266764	4.78125	49	24857.2782457559	45.4240740740739	4696392.27358983
m26103	4860763	315.166666666667	42746.5423611111	4824.19629629629	58346.5177304251	4167.22916666667	18290.3459027777	0	0	47.75	1943.74131944444	1320.78331886574	5369.78661479001	4.375	41.9	22280.2376714678	66.5388888888889	4700997.8890626
m42485	4854551	628	42023.1013888889	4557.7837962963	58746.2163371058	3947.39583333333	19662.2397442681	2.25	0	42.8125	1692.17361111111	1330.07302662037	5257.77383930868	5.125	45.3	21261.1579841107	65.6925925925927	4695283.90434636
m40073	4851274	3831	38104.4159722222	7061.39791666666	66879.0815429067	3567.32916666667	15757.7361871693	393.25	0	78.8333333333333	4371.11412037037	2269.55377460869	5192.62313379537	117.604166666667	167.4	22354.3360609364	39.2018518518518	4681089.1227728
m26735	4844473	397.166666666667	40293.9909722222	5496.61874999999	62317.1515921149	4713.70416666667	16134.3967328042	0.333333333333333	0	49.9861111111111	1918.60293209877	1583.82583101852	5272.5951134443	8.40625	99.3	23104.6243177624	54.1425925925927	4683028.15463816
m71011	4834417	427.333333333333	39375.5131944444	4659.92374338625	56464.7245764256	4812.70833333333	15924.484510582	1	0	27.0416666666667	1839.55196759259	1292.34661491402	4884.07867440109	1.0625	30.8	21883.1714986283	55.3731481481483	4682737.88623814
m32025	4801909	478.333333333333	42821.41875	4854.01851851852	57996.1656556805	4577.27083333333	18187.8742824074	3.75	0	34.6527777777778	2021.04861111111	1487.80126446759	5292.71528838735	5.9375	76.7	21082.2282738912	91.1287037037038	4642897.95620739
m10096	4795690	462.666666666667	39803.2986111111	5749.09305555555	64457.6545020025	5022.45833333333	18363.738143739	0.5	0	74.6666666666667	2116.26597222222	1600.3319525463	5746.99955729167	5.6875	111.1	24258.100076099	63.3370370370372	4627854.10192573
m10127	4793814	247.5	38606.4284722222	5874.86759259259	67466.5254260362	4791.08333333333	16538.5583024691	10.75	0	34.5277777777778	2554.71180555556	1426.16830729167	5803.60498736956	2.25	80.6	26367.0193551383	55.9962962962962	4623953.40834392
m42106	4790297	406.5	45741.6097222222	6334.70717592593	60580.8964751433	4804.55416666667	13809.0135119047	0.25	0	211.729166666667	721.79861111111	1525.13990933642	5339.9375490061	7.0625	41.9	22985.7194558756	35.5685185185185	4627750.61323762
m101629	4780202	261.333333333333	38522.0319444444	5437.98518518518	62216.1857155258	4515.39583333333	15055.7159424603	6	0	31.8958333333333	2267.42361111111	1263.26763764881	5328.86735181051	6.8125	43.4	25074.8418831243	63.1972222222222	4620107.64600647
m71053	4773427	345.5	35340.6166666667	5099.49652777777	59702.0966813263	4627.625	16521.2894279101	0.75	0	24.2708333333333	2252.40277777778	1281.62158275463	5132.95967980692	2.125	72.5	24232.4536311769	61.6296296296295	4618729.66256184
m21367	4760118	389.833333333333	39897.0548611111	5008.2545138889	61599.8744821092	5212.88194444445	15326.3703835979	0	1.02777777777778	27.1458333333333	2300.08171296296	1405.86385108025	5049.91555824239	3.34375	54.3	23210.4430556984	55.7887037037038	4600575.82023872
m21219	4759665	219.333333333333	45775.5944444444	7043.35219907407	66549.3511025867	5077.50833333334	14791.05482694	0.5	0	51.6111111111111	1730.19050925926	1769.62062962963	5419.19518169459	3.0625	59.4	25167.2204847513	96.2555555555555	4585911.74978829
m100826	4746207	303.666666666667	39678.6673611111	6176.74988425927	63830.8729309352	5109.73611111111	15704.8151984127	0.666666666666665	0	50.3333333333333	1568.03279320988	1418.7223128858	5419.06511592446	3.9375	84.05	23552.0768808585	40.3388888888889	4583265.26835574
m26825	4716233	595.833333333333	41768.6743055556	6575.31514550264	63303.2911002719	4686.66666666667	14594.9402380952	41.25	0	89.3611111111111	1716.703125	1517.43349592152	5357.49059569738	15.5625	51	25357.1987018869	63.8055555555556	4550498.4741254
m42443	4709859	660	39117.3416666666	6212.84606481482	61040.8537161964	4055.95833333333	21073.6235670194	7.25	0	77.3194444444444	1186.40625	1469.59812775573	5859.06989675191	9.5	101.65	23716.83892949	45.55	4545225.19400353
m21055	4705695	238.833333333333	40743.3055555555	4590.94813161376	62130.1143671461	4686.20416666667	18927.7708333333	0	0	32.4791666666667	2166.39149305555	1401.86981150794	5356.44823685975	1.1875	36.3	23236.0170573274	56.7314814814816	4542090.39886545
m26332	4701494	510	40358.5659722222	4967.11990740741	56962.5190518751	4681.06944444444	16643.8615817901	0	0	50.625	1390.40625	1336.88303530093	5176.61202160494	1.4375	59.6	22382.5937248514	48.8129629629628	4546923.89354754
m32043	4693831	480.166666666667	39367.8944444444	4670.98680555555	59545.3027651807	4813.1875	17209.6162455908	10	0	40.5	2634.34027777778	1496.92375065136	5149.21228714267	10.25	65.7	21285.0217249861	71.4703703703705	4536980.42716163
m21174	4682435	156.5	39391.249537037	4104.17662037036	57322.9179857896	4206.79166666667	17949.5558928572	1.25	0	12.0555555555556	2693.38888888889	1355.57636656746	5051.04231286284	1.375	31.2333333333333	21794.4077748792	177.178703703704	4528186.30036149
m26688	4658757	618.5	36804.8527777778	5531.97837301588	58336.8799427267	4647.35	14449.9211662257	22.25	0	35.2708333333333	1483.08564814815	1424.90928240741	4802.69296165399	9.25	81.5	21780.9085972916	54.7935185185184	4508672.8568989
m33193	4632616	261.5	37568.26875	5382.92245370371	59625.0912709972	4603	14743.9649669312	1.41666666666666	0	48	1517.11103395062	1272.97802546296	5116.2873128858	4.625	104.6	22914.9859753046	36.7388888888889	4479414.50965521
m42249	4631601	125.5	41875.1736111111	4256.81365740741	54956.2489960685	4476.80833333333	13435.9462037037	0.166666666666666	0	89.4166666666667	1944.0525462963	1295.53651736111	4538.11097626396	1.4375	27.4	21135.63121242	94.175	4483348.5821127
m33171	4626696	438	36700.0930555556	5894.3167824074	62805.048621096	5136.25833333333	12442.8838580247	10.4166666666667	0.166666666666667	37.6041666666667	1820.41041666667	1373.24830516975	5011.40810463055	8.06875	55.95	24441.0473535107	33.7611111111111	4470487.31780849
m21375	4610098	269.666666666667	38845.0652777778	5326.77361111111	57178.4311544921	4465.35416666667	13623.9240608465	2.16666666666667	0	44.6458333333333	1847.39529320988	1426.65898092031	4736.32861710483	6.75	78.1	21971.9772880944	66.9490740740739	4460207.81330904
m71000	4610092	628.333333333333	38394.1770833334	4696.24451566952	57789.2932332543	4457.3125	18127.8858465609	0	0	34	1989.50560897436	1486.88192352208	5122.15797725567	1.9375	76.8	21796.4784133815	46.0740740740739	4455444.91799064
m33315	4609931	1190.83333333333	39378.6520833333	4956.16805555555	58471.7988441542	3937.64583333333	16324.8010857584	85.75	0	38.0208333333333	3195.875	1669.06608837632	4925.55561406893	45.625	85.0333333333333	21507.7814727652	53.6916666666667	4454064.70175599
m42389	4601776	1577.33333333333	43505.8555555556	4511.47708333333	51652.0350014238	3933.41666666667	11572.1208708113	108.5	0	14.2916666666667	2651.13541666667	1657.26592647707	4109.59553536982	54.875	104.3	18370.2540267571	58.9138888888889	4457894.63002805
m26725	4584638	381.666666666667	39762.2458333333	4946.09178240741	58812.4076402576	4274.83333333333	17350.6291071428	0.166666666666666	0	63.9375	1596.8150462963	1378.70987037037	5194.66152224335	1.3125	58.1666666666667	22232.5807392302	74.3861111111111	4428509.38901427
m26761	4576192	341.833333333333	38924.0118055555	5262.27858796297	58242.1620399214	4853.52083333333	14832.6543198853	5.75	0.25	28.8958333333333	1849.94679783951	1415.48532162147	4903.25895713918	3.125	53.5	22428.7518658142	65.0657407407406	4422981.50956352
m76009	4571708	400	38832.7486111111	4503.60925925926	54766.6925757459	4314.60416666667	16921.2385449735	0.75	0	56.5625	2181.42685185185	1408.82471875	4824.40662528476	5	53.4	21109.4646218932	123.848148148148	4422205.42337632
m26765	4567380	1380.83333333333	41249.0847222222	5993.28402777778	59517.6411990896	3815.64166666667	17058.2018253968	96.9166666666665	0	93.8125	2676.30034722222	1805.90238040123	5127.59474468144	21.75	78.8	20698.9513130552	57.6092592592594	4407707.67601423
m26367	4548299	363.666666666667	39369.5611111111	4698.14664351853	56898.6901354075	4504.60416666667	16222.9272784392	1.25	0	24.8333333333333	1613.23472222222	1299.28694386574	4858.47180144492	4	45	21422.0454695155	50.8831481481483	4396922.39857966
m42377	4541997	550.166666666667	42822.0944444444	4032.66319444444	57394.7983291998	4346.08333333333	14615.7367261905	1.41666666666666	0	17.25	2317.86805555555	1513.94527364418	4802.62855245995	3.5625	119.2	21049.4720248097	64.7824074074073	4388345.33182518
m21363	4532542	203.333333333333	42652.5555555556	5417.02789351851	62236.48334736	4804.6375	15381.3494091711	4.5	0	45.3541666666666	2365.22523148148	1395.62953670635	5257.29461302634	4.375	39.3	23974.3089087097	64.9796296296295	4368695.64587484
m26446	4530568	607.833333333333	42278.6423611111	4654.19351851852	51809.8592347333	4271.375	14655.4874603175	4.25	0	17.125	1594.85763888889	1523.37490244709	4349.91326182209	12.25	92.1	19019.4742043487	25.8222222222222	4385651.44186226
m32078	4506304	267.166666666667	40140.46875	4617.82662037036	55103.0002100541	4240.28611111111	15471.6852645503	0.25	0	53.8541666666667	1904.58935185185	1418.4789212963	4730.93232220936	3.0625	58.3	20536.4041542761	76.2564814814816	4357681.43847947
m21341	4483351	2019.16666666667	42315.7763888889	6446.58773148148	66315.4154387768	3658.33333333333	12753.2580687831	389.25	0	187.965277777778	4747.71828703704	2044.69722630071	5090.85769687408	146.395833333334	55.5	21681.2509653023	24.512037037037	4315474.31504841
m750052	4482803	566.916666666667	35277.7993055555	5455.73576388888	62658.091118109	4853.50833333334	15468.6286309524	0.416666666666667	0	24.9583333333333	2112.16087962963	1525.25168586911	5184.50335597626	5.375	126.1	23394.5563167295	56.3129629629628	4326092.68498033
m66193	4471832	244	38632.2451388889	5164.39861111111	55392.5727939169	4631.25694444444	18027.8950617284	5.5	0	76.6666666666667	1427.05902777778	1490.72545138889	4911.27488324882	9.4375	81.5333333333333	21647.9699142457	27.0324074074074	4320062.43226584
m26774	4470167	370.166666666667	40773.4645833333	3818.69108796296	50122.3553829089	3756.79166666667	14911.1457616843	19	0	27.9166666666667	1755.55381944444	1282.93811535494	4313.92948456331	17.4375	50.1	18836.1271647805	66.6574074074073	4330044.72469256
m26814	4463975	373.5	35754.4909722222	5089.05416666667	55907.7283119856	4540.85416666667	15854.3403604497	0	0.0555555555555555	60.9583333333333	1731.61319444444	1476.21901176697	4725.57676697531	3.6875	79.2	21904.5131774559	74.160185185185	4316399.04829729
m100015	4419289	399.166666666667	41363.2694444444	4895.5837962963	51586.6825225051	3864.375	15121.9381878307	0	0	75	1319.17013888889	1434.17846643519	4534.97729042658	2.875	48.6	19731.5969085791	50.8138888888889	4274860.77268904
m21554	4395072	330.666666666667	40933.95625	4183.57280092592	54380.8768021017	4225.125	16671.6511772487	0.333333333333333	0	37.6458333333333	1854.84147376543	1451.33875925926	4725.61134553204	1.875	51.25	19730.3473511496	51.2861111111111	4246441.62209557
m42181	4376099	298	38991.36875	4656.04675925925	56188.2071081809	4192.54464285714	15582.8009755291	10	0	22.4479166666667	1604.47743055555	1240.34208567571	4838.31167945785	14.75	48.8	20535.4618521785	50.2907407407406	4227825.1500589
m32089	4375241	437.5	33225.4395833333	4730.02708333333	55967.198710136	4245.86111111111	14628.9067724868	14.75	0	21.6041666666667	1459.31921296296	1263.08001016865	4764.08574905386	5.875	114.4	21130.0852471483	32.4981481481482	4233200.36920545
m21051	4366842	942.5	38294.4256944444	4761.96412037036	59128.6137249504	4196.45416666667	16655.1660273369	92.75	0	42.5069444444444	2486.46801697531	1590.32580693342	4922.26644765487	26.5	61.8333333333333	20958.8468665287	59.1814814814816	4212622.19736888
m66194	4363289	1118.83333333333	32544.6444444444	5405.41597222222	55394.7745026516	3897.89583333333	14466.6529684744	71	0	54.4583333333333	1963.01041666667	1366.61690049052	4844.52121463477	30.625	115.8	21649.2313940329	57.0675925925927	4220308.45209379
m66139	4342016	480.5	37397.2923611111	4236.06782407407	53875.6106243937	4209.47916666667	15547.7134589947	1	0	50.5208333333333	2001.03032407407	1222.39915856481	4687.34457887823	1.0625	34.3	19958.0726091678	89.9435185185184	4198223.66304222
m33044	4341268	181	33667.8326388889	4899.68437500001	53564.9757992875	4315.79166666667	12111.7134700176	1.75	0.5	67.0208333333333	1480.03472222222	1218.12542227834	4429.69281943526	2.5	61.8	21022.3750433568	47.1148148148149	4204196.0883947
m32096	4296743	357.5	37373.8979166667	3869.70833333333	52846.5291532555	4371.45833333333	17125.770952381	0.5	0	23.6111111111111	2036.23263888889	1240.43447337963	4692.85368790417	2.875	44.7	19815.8769967421	72.0648148148149	4152868.98658819
m21124	4295944	854.333333333333	34861.0555555555	4924.91018518518	53055.4016734795	3905.55555555556	14401.521656746	2	0	41.1041666666667	1689.41493055556	1230.43019965278	4654.24989461622	3.0625	84.3	20181.46155607	63.8046296296295	4155991.39416296
m33066	4252583	1339.33333333333	38583.5659722222	3835.27337962963	50935.4341695602	3602.60416666667	14287.9972585979	51.25	0	15.3125	2266.52777777778	1597.02477402998	4260.25578926459	31	123.9	18300.1883168806	47.1194444444444	4113306.21311759
m26762	4240911	4237.33333333333	34340.1777777777	8524.20462962962	63639.055095578	3085.3125	16649.6028659612	360.916666666667	0	287	4417.34953703704	2498.9332514881	5042.10826487636	79.25	116.6	19727.6385585685	37.0453703703704	4077868.47214871
m26650	4210856	644.833333333333	36777.9986111111	4534.16226851852	53277.0852831055	4089.1	15872.0665630511	35	0	38.2291666666667	2247.86458333333	1449.02265335648	4580.27792433679	20	69.4	19371.0980267735	53.5990740740739	4067796.26251234
m42457	4191716	443.333333333333	36167.54375	3534.68958333333	51490.5065828005	3741.5	15653.766276455	8	0	18.0208333333333	1878.09722222222	1218.73221891534	4472.24234480636	2.8125	43	19523.8780094226	54.6833333333333	4053465.19401204
m10097	4180764	228.166666666667	33669.8173611111	5095.03645833333	53216.9697272285	4278.75	12142.7761177249	0.166666666666666	0	31.1458333333333	1497.30555555556	1181.5866200736	4440.96709185314	0.9375	69.2	20986.3731672922	45.5712962962962	4043879.22993786
m33253	4168892	584.833333333333	38132.0895833333	3810.07060185185	51225.9207887364	3994.91666666667	14925.9527303792	29.4166666666667	0	40.1041666666667	2009.78472222222	1274.91216421407	4378.17992653678	7.9375	38	18650.8253046206	34.9351851851852	4029754.12065959
m103302	4168022	172.333333333333	36221.0680555556	4374.44606481482	52207.507689429	3937.39583333333	15547.7201686508	0	0	65.5416666666667	1691.29814814815	1214.9672181713	4654.96199818122	2.75	51.1666666666667	19776.8674265546	34.3351851851852	4028069.64054531
m21042	4161358	403.166666666667	34228.5041666667	3565.37152777778	53316.6067761611	3756.41666666667	16330.0126289683	0	0	28.8958333333333	1990.45138888889	1210.85668402778	4630.99782986111	2.4375	42.3	19482.4207161637	30.6824074074074	4022338.87920741
m71033	4156849	283.333333333333	34961.6166666667	3844.70069444444	51380.6481812169	3948.22916666667	17178.647255291	0	0	24.125	1897.42013888889	1268.8786400463	4553.37593722443	2.625	51	18616.0727923525	43.6333333333333	4018794.69386054
m66175	4148252	870.833333333333	39335.1847222222	4029.23194444444	53028.0500025926	3975.13611111111	13573.697473545	56.1666666666665	0	57.875	2716.07627314815	1524.45732589286	4384.64471253123	31.3125	74.95	19179.0791591548	42.4064814814816	4005372.89829387
m21346	4122248	368.333333333333	36222.6451388889	4396.61342592593	51470.9047044171	3681.61805555556	13955.5179056437	4	0	18.375	1469.68055555555	1307.9241724537	4441.32784788819	5.4375	78.2	18514.9114497599	37.7425925925926	3986274.76831798
m26613	4120382	282.5	36863.9576388889	4996.81770833333	53609.4691886268	4289.55555555556	13798.5213701499	3	0	46.25	1193.6912037037	1262.38488773148	4572.93757275132	3.0625	71.4	19995.5831480257	51.2388888888889	3979341.63033734
m42268	4108842	154.285714285714	35156.9576388889	4247.69537037037	48794.6887862838	3775.9125	13516.0290410053	0.5	0	31.2916666666667	1712.05208333333	1259.97770833333	4165.14087820584	1.6	66.9	19070.3806762974	78.8555555555556	3976809.73238077
m10134	4067389	338.166666666667	33533.1319444444	4959.91180555556	55135.2569614228	4183.31944444444	11662.3221516755	8.08333333333335	0	39.8333333333333	1702.88402777778	1188.11656828704	4580.43588764422	1	58.3	20987.3559091262	39.3222222222222	3928971.55974407
m71029	4050970	167.333333333333	35072.6069444444	3474.2587962963	48759.785993028	3747.89583333333	15026.3949933863	1.75	0	29.6875	2402.47569444445	1226.72134341931	4255.98076276363	3.1875	26.2	18297.9872603942	49.6472222222222	3918428.08682294
m26450	4046677	2137	33840.9458333333	7737.85682870371	59709.4016099078	3049.83333333333	10769.1236000882	297.25	0	48.7083333333333	3944.22662037037	1813.60659058091	4671.22305034263	80.6666666666666	64.6	20807.764306025	49.1666666666667	3897655.62656065
m66211	4042449	308.333333333333	31649.2333333333	4792.21631944445	51011.2570812139	3946.41666666667	11154.7416269841	17.25	0	27.4375	1799.14575617284	1098.17806562149	4035.81271072163	10.96875	41.5	19010.3533756613	47.9870370370372	3913498.16844381
m21385	4031561	310.333333333333	33325.1652777778	3838.69470899471	47547.3311691376	3790.58333333333	14323.0130291005	2.75	0	54.6875	1577.4630787037	1232.07021489198	4149.02728769382	3.75	54.5	17679.847475423	52.3324074074073	3903619.4511842
m26346	4030957	291.333333333333	33672.7333333333	3499.83981481481	47641.1465749927	3821.85416666667	14923.4828075397	1	0	23.375	2022.76944444444	1225.88917534722	4191.69537317203	2	61	18077.5163784171	62.9777777777778	3901438.38682016
m76039	4021559	368	34108.8944444444	4482.54282407407	52339.7957109727	3989.04861111111	12916.4672619047	2.75	0	32.875	1445.16921296296	1217.79110185185	4393.3685091031	4.8125	61.1	19768.2261065999	60.0335185185184	3886368.12519846
m42119	4010091	227	33362.1375	3207.32106481482	47064.8457446906	3426.0625	14999.3575925926	0	0	21.1041666666667	2037.62152777778	1219.02834077381	4054.28059776418	4.875	45.9	19478.7086357902	142.123148148148	3880800.63418098
m66137	4006161	328.166666666667	36712.3152777778	4108.875	49819.8648199772	4203.60416666667	12490.5888723545	0.166666666666666	0	26.25	1694.96134259259	1194.82738599537	4162.93246702308	3.5	52.3	19438.1328872314	52.7694444444444	3871871.7450026
m21379	4001759	461.166666666667	33056.1916666667	4488.55648148148	52760.3970529744	4258.86666666667	13318.0538646384	4.5	0	52.6875	1519.75733024691	1396.67289241623	4272.16218651253	5.125	109.833333333333	19821.3263179543	45.7509259259261	3866187.95211452
m26742	3973242	372.333333333333	37107.1381944444	3807.6849537037	47325.2948275371	3638.68333333334	15035.9653769841	1.25	0	42.8958333333333	1662.82986111111	1246.8912654321	4250.43125484549	3.4375	57.9	17822.8321640253	50.5814814814816	3840815.85062044
m42314	3970090	587	35727.6930555555	3868.86851851852	44599.0877454622	3858.1875	11970.0468253968	1.75	0	31.7291666666667	1417.1662037037	1178.27444907407	3842.20056524655	4.25	50	17147.5324939578	53.1268518518517	3845753.08662457
m26785	3961423	191.666666666667	34676.9604166667	3926.01701388889	50538.4847637174	4434.48611111111	11556.758968254	0.25	0	41.4375	2006.86597222222	1201.27763464506	4109.36029495517	0.5625	77.1	19711.8276228852	37.8361111111111	3828912.10842388
m42169	3950321	620.833333333333	36426.2791666667	3050.86134259259	44423.5526670617	3807.3125	13132.0050727513	3.75	0	4.54166666666667	2224.36296296296	1264.22295684524	3807.94392556309	4.125	90.3	16495.7108060006	105.001851851852	3824860.1967477
m15004	3943032	247.166666666667	34569.8340277778	3322.65162037037	48524.1134702347	3659.125	14904.5004365079	0	0	5.08333333333333	1982.57986111111	1189.48830229377	4169.51044826573	1	31.5	18155.6156897903	33.6361111111111	3812236.19503254
m66169	3933065	323.333333333333	31229.5506944444	4264.11967592592	50895.598089846	4146	14166.8271252205	0.75	0.0625	48.375	1629.80891203704	1235.91360648148	4482.93220584858	2.5	32.4	20225.5683972051	50.5509259259261	3800330.70953373
m26637	3921343	176.333333333333	31773.9611111111	4078.76435185186	48202.8301422417	3669.79166666667	13289.4912962963	1	0	22.6666666666667	1879.00694444444	1095.2083275463	4195.13189582874	1.625	32.8	19578.467788617	46.5296296296295	3793299.39184577
m33289	3908432	253.5	33227.5368055556	3821.85185185185	48983.9254012212	4074.15833333333	14048.8040145503	0.75	0	14.5625	1681.63449074074	1102.42978531846	4183.53542226999	0.875	29	18866.5801739683	47.4962962962962	3778095.35992489
m33002	3894253	465.333333333333	32997.1819444445	3820.21851851852	47131.285359228	3556.0625	13907.3063436949	25.5	0	38.8333333333333	1662.64768518519	1291.92684752535	4037.19718196557	5.875	92	18622.2561822906	63.035185185185	3766536.3405853
m26116	3892256	1297	32860.7375	4433.87824074073	49468.4465388466	3405.75	10394.3817438272	7.75	0	7.5	2466.18055555556	1091.31852816358	3992.47412650187	3.75	60.6	19491.450036294	56.075	3763218.70773007
m26295	3852721	294.666666666667	35516.5590277778	3862.87824074074	45635.4641953722	3520.11666666667	14697.4643716931	0.333333333333333	0	113.5625	1361.62847222222	1201.3731712963	4035.07768001818	1.8125	44.9	17648.3509038392	30.7018518518518	3724756.11041852
m21134	3852158	346.666666666667	32672.4784722222	3407.09398148148	44363.3860158546	3772.72916666667	12513.047228836	0.916666666666665	0	32.4166666666667	1946.45486111111	1188.04438078704	3756.33041900904	3.875	40.4	16390.3758076132	109.287037037037	3731614.49762938
m21032	3819323	233.5	34483.7243055556	3559.53313492063	46205.0539108429	3455.33333333333	14497.7872089947	0	0	42.3333333333333	1766.50694444445	1121.41843777557	4077.40045501727	3.0625	32.6333333333333	17337.794795443	35.212037037037	3692471.70626997
m42094	3814589	168.166666666667	37211.9986111111	4294.91296296296	49859.0993459883	3595.29166666667	16014.2969907408	0.25	0	57.6736111111111	1446.55902777778	1333.52074652778	4383.44023628105	1.8125	46.1	18424.597224141	36.6305555555556	3677714.64985447
m42411	3804752	176.833333333333	34743.7553240741	3185.60532407408	46388.2813482627	3552.9375	13833.7721263228	0.166666666666666	0	38.8333333333333	1725.54861111111	1196.20110979588	3971.96508708113	1.0625	69.7	17925.5279412437	33.6666666666667	3677908.14312804
m21401	3778489	379	31015.7090277778	3723.61064814815	44564.0178954016	3540.25	15050.4694708995	0	0	22.6041666666667	1667.74652777778	1113.18927083333	4126.43819001231	2.9375	50.3	18119.4470323217	72.6546296296295	3655040.62564053
m42257	3770016	182.833333333333	31913.475	3555.26041666667	40787.2824908142	3229.79166666667	11042.1682638889	0	0	24.1875	1176.46527777778	889.246287615741	3507.94190811471	1.875	19.5	18166.3277333186	53.1157407407406	3655466.52938106
m26507	3769919	449.5	31234.7845238095	3648.43101851852	46661.119451447	3917.13194444444	12557.3939340829	16.25	0	33.0416666666667	1824.86635802469	1193.99735397377	3907.48477846212	8.125	54.6	17534.3219859029	46.6092592592594	3646831.34272541
m42435	3735192	749	36253.9	3897.36817129629	50957.9177086089	3995.39583333333	14957.4889770723	3.25	0	21.9861111111111	1792.76041666667	1352.77577932099	4433.2458576297	4.5625	113.8	18173.9697413695	28.4361111111111	3598456.14279248
m42281	3722222	306.166666666667	36322.0451388889	3341.96921296296	41759.6351439411	3208.95833333333	10708.8085714286	11.5	0	33.6875	1288.70833333333	1040.98411844136	3541.94865240116	7.1875	44	15601.0454746391	98.7203703703705	3604906.63498359
m10043	3695873	153.833333333333	30774.5486111111	3292.40324074074	44427.3328406544	3416.5	13663.1501851852	0	0	21.3125	1458.89930555555	1120.45601273148	3897.55949815825	1.375	57.5	16213.3607956308	29.4703703703704	3577345.29830653
m21386	3691665	391.833333333333	32613.5798611111	3756.14351851852	45139.420491585	3459.54166666667	13295.6725462963	6.75	0	78.4166666666667	1495.50347222222	1214.39186758458	3938.29121589782	3.75	55.6	16589.9932012827	31.6722222222222	3569594.43993661
m10137	3663542	189.5	29789.9777777778	4552.17962962963	48102.1116120481	3701.3125	11841.2221075838	1	0	38.7291666666667	1820.44351851852	1158.47156018518	4032.8672478046	4.625	87.2	18302.9974838534	50.9379629629628	3539868.42443297
m26815	3660299	205.333333333333	32009.2861111111	3542.01851851852	45724.6202601745	3318.20833333333	14888.8962444885	3.25	0.166666666666667	14.625	1507.72222222222	1132.92987636785	4145.99425769768	4.75	22.6	17463.6158148597	44.8231481481483	3536270.16021308
m10066	3623651	413.5	31136.5736111111	3400.63541666667	43091.6690671388	3318	13477.1559854497	0.5	0	31.0208333333333	1181.14236111111	1031.53696180556	3916.06105441193	9.875	37.8	16111.2093195588	36.3342592592593	3506457.98613015
m10079	3618829	403	34235.5361111111	3265.63657407407	44659.676095679	3294.20833333333	13780.6454960318	0	0	89.3958333333333	1821.42708333333	1183.72008487654	3925.10336493239	11.5625	40.6	16067.6098551097	32.1018518518518	3496018.77681633
m30120	3615306	325.166666666667	34445.7930555556	3657.85171957672	44856.5067170228	3370.61111111111	13381.5455423281	0.25	0	29.3958333333333	1416.30208333333	1247.5707752876	3968.44536354993	6.3125	100.1	16396.1261152549	40.5064814814815	3492063.5160355
m33270	3605141	153.119047619048	31174.7666666667	3513.79720568783	44940.0309756209	3498.19583333334	13914.5920965608	0.5	0	41.0208333333333	1714.86319444444	1120.7246875	3940.31504312721	1.375	26.6	16382.9832151635	97.7638888888889	3484620.35231205
m32092	3603026	306.5	31913.3152777778	3538.18171296296	45749.2835278142	3443.73611111111	14260.7167460317	0.166666666666666	0	49.4375	1694.40625	1050.22479534933	4130.89233054545	1.0625	22.3	17796.1927707762	36.6944444444444	3479032.88936652
m42175	3592993	266	33464.175	3232.34143518518	44218.4984385564	3136.41666666667	14295.1521737213	1.91666666666666	0	22.2708333333333	1478.66319444444	1106.68568672839	3992.48051359954	1.375	34.3	17039.5736753299	45.6425925925927	3470657.50812318
m32026	3583669	604.833333333333	28833.7833333333	4334.36435185185	46166.3267704659	3561.5625	10056.2946715167	56.1666666666665	0	28.1875	1669.31076388889	1198.30162477954	3674.47910484641	21.8125	77.4	17911.9939848496	32.0981481481482	3465442.08474632
m33181	3583048	198.666666666667	32472.1770833333	3709.51458333333	46783.0217703364	3388.29166666667	13255.5258531746	0	0	20.3541666666667	1587.52083333333	1030.83928240741	4079.8596155065	1.625	25	17884.1718647732	48.5416666666667	3458562.88994714
m42427	3581500	891.666666666667	31572.5631944444	3701.92847222222	46900.5154479442	3620.6875	12339.0180974427	10	0	31.6666666666667	1571.27777777778	1441.4673735119	3982.23931003362	2.625	153.1	16878.7534290287	82.1675925925927	3458320.32347167
m10070	3555720	184.5	31745.6256944445	3056.29074074074	41311.4151696612	3243.24583333333	12951.544664903	8	0	15.4375	1496.76736111111	1035.87128169092	3629.70137212485	2.4375	38.2	15051.5772164658	33.1111111111111	3441916.27455441
m21388	3542996	412.666666666667	31776.0291666667	3267.49375	41239.4233022854	3330.125	12311.1089506173	9	0	33.8333333333333	1583.61805555556	1151.4970888448	3606.9741248714	10.4375	60.9	15339.7357933854	55.5018518518517	3428807.65541592
m10122	3541544	158	32725.9337962963	4145.0775462963	44998.5219042567	2973.79166666667	9009.23287037037	0	0.166666666666667	5.77083333333333	2042.875	959.27650462963	3676.17915938694	0.6875	13.4	18301.3804209534	43.125	3422490.58113114
