sample_id	total	transmembrane_transporter_activity	amine_transmembrane_transporter_activity	organic_acid_transmembrane_transporter_activity	ion_transmembrane_transporter_activity	carbohydrate_transmembrane_transporter_activity	polyamine_transmembrane_transporter_activity	nucleobase_transmembrane_transporter_activity	heme_transmembrane_transporter_activity	inorganic_molecular_entity_transmembrane_transporter_activity	siderophore_transmembrane_transporter_activity	efflux_transmembrane_transporter_activity	organophosphate_ester_transmembrane_transporter_activity	nucleobase_containing_compound_transmembrane_transporter_activity	oxidative_phosphorylation_uncoupler_activity	toxin_transmembrane_transporter_activity	passive_transmembrane_transporter_activity	active_transmembrane_transporter_activity	macromolecule_transmembrane_transporter_activity	amide_transmembrane_transporter_activity	xenobiotic_transmembrane_transporter_activity	modified_amino_acid_transmembrane_transporter_activity	auxin_transmembrane_transporter_activity	vitamin_transmembrane_transporter_activity	azole_transmembrane_transporter_activity	carbohydrate_derivative_transmembrane_transporter_activity	poly_beta_1_6_N_acetyl_D_glucosamine_transmembrane_transporter_activity	organic_hydroxy_compound_transmembrane_transporter_activity	sulfur_compound_transmembrane_transporter_activity	Remaining
0159_AP39_21206_20180411_ST	110295	2751.16666666667	0	186.536805555556	1004.32430555556	281.979166666667	3.94444444444443	132	18.8333333333333	467.404166666667	58.5	799.5	0	29	0	1	228.638888888889	1493.47829034392	127.875	148.977777777778	372.111111111111	3.66666666666667	0	26.2	1.5	37.75	0	16.1666666666667	9.60972222222222	102094.836987434
0159_AA34_42385_20190401_ST	109205	3674.08333333333	9.66666666666667	295.979861111111	1366.96840277778	272.017361111111	11.3055555555556	311	11.5	613.199421296297	43.5	441.041666666666	12.0740740740741	38	0	1	449.552083333333	1419.4275462963	100.75	244.622222222222	237.222222222223	6.83333333333333	0	39.4555555555556	6.91666666666667	71.2407407407408	6	39.8888888888889	28.4763888888889	99453.2780092592
0159_AA34_42200_20180817_ST	108998	2436.5	2	184.699305555556	1053.89085648148	123.944444444444	12.3055555555556	93	2.5	565.027199074074	27	713.5	1.38888888888889	22.5	0	1	200.795138888889	1586.91678240741	86.5833333333333	109.952777777778	355.444444444444	3.54166666666667	0	28.0916666666667	2.75	28.9722222222222	0	14.6111111111111	12.9180555555556	101328.166550926
0159_AQ22_10431_20190930_ST	104105	1677	0.333333333333333	175.745138888889	949.426157407407	170.256944444444	7.6111111111111	138.666666666667	0	493.187731481481	23.5	497.25	0.482638888888889	16.59375	0	0	146.25	1574.41099537037	94.25	102.408333333333	457	2.29166666666667	0	27.7416666666667	1.75	28.2847222222222	0	9.74999999999998	17.1930555555556	97493.616087963
0159_BD46_77023_20190108_ST	104037	2254.16666666667	0.666666666666667	152.918055555556	943.604861111111	210.3375	6.69444444444443	93.6666666666667	6	465.383333333333	65	798.583333333333	0.333333333333333	21	0	0	274.833333333333	1506.39953703704	92.5416666666667	125.272222222222	442.055555555556	4.25	0	26.9666666666667	2.25	25.75	0	9.83333333333333	12.3972222222222	96496.0956018518
0159_AP39_21047_20171127_ST	103924	2578.33333333333	3	173.595833333333	1127.9806712963	203.583333333333	7.30555555555557	115.333333333333	11.5	522.653356481481	73.3333333333333	846.583333333333	0	27.5	0	0	260.725694444444	1630.15810185185	119.375	155.380555555556	422.555555555556	3.95833333333333	0	19.4916666666666	1	34.8333333333333	0	15.8333333333333	9.93611111111111	95560.0502314815
0159_AA34_42174_20180806_ST	103889	4434.95	7.77777777777777	396.48125	1249.18030753968	538.607638888889	10.8611111111111	330.833333333333	102.833333333333	618.562020502646	214.666666666666	290.25	6.19560185185185	82.5104166666667	0	7	1202.32569444444	1574.01478174603	96.0277777777778	121.75	165.158333333333	5.83333333333333	0	34.4861111111111	1.70833333333333	124.108796296296	45.5	73.9833333333333	17.405753968254	92135.9882936508
0159_AA34_42014_20180323_ST	103830	2271.83333333333	0.333333333333333	181.80625	1033.04548611111	201.756944444444	4.65277777777777	105.333333333333	3.33333333333333	511.554513888889	31	778.666666666667	1	22	0	0	184.21875	1540.53136574074	104.666666666667	116.525	408.65	5.125	0	31.4416666666667	1.25	31.1666666666667	0	8.75000000000002	15.3930555555556	96235.9658564815
0159_AA34_42414_20190612_ST	103394	1347.7	3	217.069444444444	949.1375	168.118055555555	9.47222222222223	173	4	563.822222222222	5	12.75	0.166666666666667	6	0	1	96.2638888888889	2013.60509259259	26.375	46.5555555555556	551.722222222222	2.66666666666667	0	42.25	4.25	20.8333333333334	4	13	22.4861111111111	97089.7560185185
0159_AP39_21197_20180825_ST	103371	2629.08333333333	0.666666666666667	154.425694444444	1052.98923611111	211.670138888889	5.95833333333333	84.3333333333333	8.41666666666667	491.003125	46	930.5	0.444444444444444	21.5	0	2	234.670138888889	1367.65902777778	122.916666666667	129.325	324.833333333334	7.45833333333333	0	14.4083333333333	1.5	34.4444444444444	0	14.3333333333333	11.1652777777778	95469.2951388889
0159_AY44_33015_20170917_ST	102737	2040.83333333333	0.666666666666667	206.734722222222	1030.66527777778	129.458333333333	5.29166666666667	142	6.5	568.003472222222	24.8333333333333	504.083333333333	0.666666666666667	18	0	0	193.1875	1665.0037037037	82.5	107.644444444444	452.777777777777	4	0	32.8666666666667	4	25.8333333333333	0	8.58333333333333	22.1583333333333	95460.7081018518
0159_AA34_42101_20180611_ST	102663	3321.09848484848	1.22222222222222	289.102083333333	1198.07299933862	266.031944444445	9.94444444444443	156	109.625	558.527066798942	202	690.125	3.40740740740741	48.5416666666667	0	3	555.649305555555	1557.90934193122	150.833333333333	124.297222222222	298.888888888889	7.375	0	36.1583333333333	1.75	82.1990740740741	15.5	31.0833333333334	14.7763888888889	92929.8814589346
0159_AA34_42135_20190211_ST	102513	3368.83333333333	3	321.239583333333	1307.38353174603	213.652777777778	7.65277777777778	192.333333333333	33.2083333333333	604.732738095238	75	858.666666666667	2.94444444444445	34.5833333333333	0	13	627.133333333334	1567.30517526455	140.666666666667	144.791666666667	269.616666666666	17.125	0	21.4027777777778	3.33333333333333	63.0277777777778	0	22.0555555555556	18.9375	92581.3736937831
0159_AN08_59043_20181017_ST	102354	2209.33333333333	0.666666666666667	128.129861111111	911.633333333333	174.888888888889	4.44444444444443	95	6.83333333333333	438.027777777778	69	757.666666666667	0	20.5	0	1	264.631944444444	1339.63993055555	95.375	83.0222222222222	364.755555555555	7	0	17.6333333333333	1.5	24.5833333333333	1	18.0833333333333	15.2513888888889	95304.3996527778
0159_AQ22_10468_20200128_ST	101852	1705.5	0.333333333333333	190.731944444444	1017.99108796296	141.145833333333	5.08333333333333	154	3.25	572.750578703704	9	376.5	0.576388888888889	13.1875	0	0	159.838194444444	1695.37453703704	58.5833333333333	71.7111111111111	451.861111111111	2.83333333333333	0	37.7666666666667	2	18.0138888888889	0	9.25	22.3638888888889	95132.3539351852
0159_AA34_42025_20180402_ST	101806	1706.91666666667	2.66666666666667	235.447222222222	1049.78541666667	147.097222222222	8.80555555555556	157	3	577.736805555555	15.8333333333333	278.583333333333	0	5	0	0	158.861111111111	1945.82800925926	59.5	55.2805555555556	520.888888888889	2.125	0	35.975	4.5	9.91666666666667	0	8.91666666666666	17.7388888888889	94798.5969907408
0159_AN38_59030_20180605_ST	101218	2171.33333333333	0.666666666666667	142.429861111111	945.245949074074	196.613888888889	3.77777777777777	123	3.5	482.329050925926	60	620	0	12	0	0	244.274305555556	1482.70613425926	89.0166666666667	79.8222222222222	401.255555555555	3	0	22.0166666666667	1.75	17	0	12.5	12.5513888888889	94091.2105324074
0159_BD46_77007_20191005_ST	100358	1959.5	1.33333333333333	215.853472222222	993.175694444444	202.020833333333	5.16666666666667	154	3.5	600.402777777778	28.3333333333333	367.333333333333	0	10.5	0	0	173.043055555556	1821.73761574074	62.8333333333333	74.3777777777778	522.444444444444	1.66666666666667	0	34.35	3	13.3333333333333	0	24	16.5375	93069.5568287037
0159_BE31_82030_20191202_ST	99533	2216.16666666667	3	206.165972222222	1008.52534722222	131.652777777778	4.80555555555557	127	3.66666666666667	592.321180555556	33	602.416666666667	0.722222222222222	24.25	0	0	233.267361111111	1594.20960648148	87.5833333333333	103.016666666667	427.5	2.41666666666667	0	33.7666666666667	3.25	30.9722222222222	0	16.5	15.3847222222222	92031.4396990741
0159_AP39_21002_20171217_ST	98752	2186.5	0.333333333333333	176.499305555556	1028.65405092593	132.222222222222	6.875	123	3	520.309143518518	43	598.166666666667	0.760416666666667	18.09375	0	2	180.350694444444	1597.62951388889	70.625	112.613888888889	468.555555555555	2.625	0	31.8916666666667	2.75	25.2291666666667	0	17.0833333333333	15.7736111111111	91387.4586805555
0159_AA34_42070_20180503_ST	98702	1860.16666666667	1	169.714583333333	961.283680555555	156.402777777778	4.20833333333333	130	7.25	500.356597222222	12.5	490.5	0.388888888888889	28	0	1	190.003472222222	1411.97858796296	96.2916666666667	90.3222222222222	287.972222222222	2	0	17.85	1.75	42.1388888888889	0	27.5	12.1486111111111	92199.2728009259
0159_BE31_82025_20191211_ST	97690	2230.16666666667	2	170.653472222222	1016.79675925926	164.326388888889	8.58333333333334	122	5	497.139351851852	35.3333333333333	614.75	0	14.6	0	0	187.534722222222	1514.48252314815	87.6666666666667	95.6361111111111	410.111111111111	4.125	0	28.775	2.25	20.9333333333333	0	9.75	12.5597222222222	90434.8265046296
0159_AF13_79003_20181213_ST	97058	2044.08333333333	0.666666666666667	163.4125	1118.74108796296	179.076388888889	5.45833333333333	188.833333333333	22.8333333333333	538.692939814815	43.8333333333333	628.75	2.22222222222222	28.5833333333333	0	1	341.225694444444	1394.9	128.708333333333	156.072222222222	329.888888888889	7.91666666666667	0	7.68333333333333	0.5	37.6944444444444	1	43.3055555555555	14.6416666666667	89628.2763888889
0159_BB02_45014_20191006_ST	96805	5064.9	7.55555555555557	423.063194444444	1363.08768187831	603.572916666667	13.1597222222222	443.666666666667	266.916666666666	587.879083994709	325.666666666667	348.25	8.58333333333334	108.75	0	16.3333333333333	1072.77013888889	1471.63131613757	100.027777777778	159.45	228.166666666667	2.66666666666667	0	23.9222222222222	0.916666666666667	150.277777777778	35	124.877777777778	24.1930555555555	83829.7151124338
0159_AF13_79004_20181217_ST	96349	2034	3	132.072916666667	933.006365740741	166.541666666667	5.41666666666667	84.3333333333333	5.83333333333333	434.014467592593	58.1666666666667	675.583333333333	0	14.125	0	0	187.059027777778	1358.86423611111	110.833333333333	97.9166666666667	356.5	3.58333333333333	0	19.4166666666667	2	23.2916666666667	0	20.25	10.8819444444444	89612.309375
0159_AP39_21705_20181119_ST	96076	2527.66666666667	3	135.291666666667	987.749421296297	163.673611111111	5.19444444444443	52	2.33333333333333	475.489004629629	68	827	0.814814814814814	24	0	1	278.982638888889	1294.85486111111	107.666666666667	138.569444444444	332.111111111111	3.625	0	18.4583333333333	0.5	34.3148148148148	2	24.2777777777778	12.6666666666667	88554.7597222222
0159_AA34_42011_20180315_ST	94270	1796.28333333333	7	182.219444444444	946.643336640211	139.569444444445	6.79166666666667	148	2.83333333333333	483.879480820106	23.5	449.5	0.333333333333333	13.5	0	0	128.559027777778	1773.32053571429	64.9166666666667	47.8583333333333	479.5	4.79166666666667	0	29.525	4.5	19.0833333333333	0	10.25	14.4277777777778	87493.2142857143
0159_AN38_59044_20181004_ST	93630	2035.83333333333	1.66666666666667	167.097916666667	866.181597222222	161.5625	3.65277777777777	159	6	435.884375	66.1666666666666	516.333333333333	0	13.5	0	0	196.947916666667	1393.56863425926	82.9166666666667	87.3444444444444	388.111111111111	3.83333333333333	0	32.15	1	16.5	0	13.9166666666667	14.5041666666667	86966.3278935185
0159_AY44_33108_20180918_ST	93201	2902.15	0.333333333333333	313.151388888889	1025.30740740741	372.888888888889	7.86111111111111	243	5.66666666666667	679.339583333333	15.8333333333333	23.0833333333333	0.0740740740740741	25.75	0	2	426.597222222222	1290.50023148148	33.75	134.338888888889	152.388888888889	0.416666666666667	0	35.2277777777778	9.33333333333333	30.7407407407407	4.5	6.33333333333333	32.1166666666667	85428.3171296296
0159_AA34_42202_20180814_ST	89638	1906.05	2.66666666666667	257.534027777778	1132.26388888889	319.1875	4.85416666666667	318	10.5	637.813657407407	12.8333333333333	28.3333333333333	0.740740740740741	35.4166666666667	0	0	208.147222222222	1884.39201388889	42.5833333333333	93.6222222222222	272.555555555556	8.83333333333333	0	36.4	7	69.074074074074	0	20.4444444444444	15.0875	82313.6663194444
0159_AA34_42223_201800920_ST	88787	1985.33333333333	3	166.454166666667	851.904282407407	211.444444444444	6.72222222222223	95.5	6.33333333333333	377.175115740741	45.5	488.083333333333	0.62037037037037	16.75	0	1	223.086805555556	1142.2162037037	79.3333333333333	98.6	258.333333333333	2.66666666666667	0	19.9333333333334	0.75	24.6203703703704	1.5	19.5555555555556	4.53055555555556	82656.0532407407
0159_AA34_42425_20190602_ST	86922	3312.58333333333	3.44444444444443	232.831944444444	927.984391534391	339.152777777778	4.40972222222222	201	119.083333333334	421.395436507936	199.833333333334	526.958333333333	8.32060185185185	59.3854166666667	0	1	722.8625	1060.87027116402	99.2777777777778	108.866666666667	178.75	2.75	0	13.2	0.75	85.8587962962963	25	59.4111111111111	17.0055555555556	78190.0142526455
0159_AN08_59028_20180410_ST	86526	2097.41666666667	0.333333333333333	95.85	858.312037037037	163.854166666667	4.95833333333333	58	7.5	378.796296296296	58.6666666666666	811.833333333333	0	21.125	0	4	252.256944444444	1081.80300925926	102.864583333333	96.225	308	3.66666666666667	0	9.76666666666665	0.25	25.4583333333333	1	16.6666666666667	11.1833333333333	80056.212962963
0159_AN08_59054_20190320_ST	85799	1891.7	1.33333333333333	159.376388888889	803.60011574074	118.243055555556	6.0138888888889	87.3333333333333	3.75	466.357523148148	42.8333333333333	529.333333333333	0.666666666666667	12.5	0	0	203.246527777778	1332.41018518519	76.3333333333333	81.5916666666667	325.5	1.79166666666667	0	24.3416666666667	2	20.3333333333333	0	6.66666666666667	11.3972222222222	79590.3467592592
0159_AQ22_10439_20190928_ST	84675	1875.16666666667	1.66666666666667	109.756944444444	804.776388888889	130.104166666667	4.6388888888889	85	3	349.665972222222	39	661.416666666667	0	19	0	0	139.909722222222	1053.24490740741	78.75	106.111111111111	284.777777777777	1.66666666666667	0	19.25	1.25	29.3333333333333	0	8.58333333333333	11.8472222222222	78857.0835648148
0159_BE31_82032_20191215_ST	84145	1601.16666666667	0.666666666666667	198.019444444444	907.122800925926	116.951388888889	6.79166666666667	112.25	5	480.786226851852	27	431.75	0.638888888888889	13.75	0	1	170.697916666667	1507.12824074074	70.2083333333333	85.2	383.166666666667	3	0	26.8666666666666	2.5	18.7222222222222	0	16.5	13.0055555555556	77945.1106481481
0159_AP39_21186_20180211_ST	82875	1496.41666666667	1	135.620138888889	768.159027777778	139.916666666667	5.1388888888889	87	3	426.175231481481	15.8333333333333	544.416666666666	1.2037037037037	20.9166666666667	0	0	157.826388888889	1347.88923611111	68.6666666666667	80.8055555555556	363.888888888889	0.583333333333333	0	29.1666666666667	2.5	24.3981481481482	2	8.91666666666667	18.4930555555556	77125.0684027777
0159_BE31_82029_20191213_ST	81018	2001.33333333333	1.66666666666667	157.75625	894.962384259259	147.704861111111	8.49305555555556	116	17.5	481.591782407407	38.3333333333333	461.583333333333	1.11111111111111	27.8333333333333	0	1	298.482638888889	1332.03263888889	76.5416666666666	97.7944444444444	344.111111111111	2.33333333333333	0	27.6277777777778	1.58333333333333	35.2777777777778	3	22.25	17.0652777777778	74403.0305555555
0159_AA34_42481_20190918_ST	79276	2402.83333333333	1.66666666666667	217.509027777778	913.367791005291	339.770833333333	6.31944444444444	273.333333333333	62.75	479.649404761905	63.6666666666667	193.25	4.64814814814815	46.9166666666667	0	1	558.847222222223	1580.05834986773	43.5	114.336111111111	255.944444444444	6.125	0	25.2527777777778	3.58333333333333	74.9814814814815	26	46.0833333333333	12.1486111111111	71522.4580191799
0159_AY44_33142_20190301_ST	78898	2804.65	0.666666666666667	272.792638888889	1003.15312830688	272.791666666667	6.19444444444444	231.5	26.6666666666666	503.691170634921	62.8333333333333	316.333333333333	4.38078703703704	32.6770833333333	0	8	531.805555555556	1211.22481812169	68.2083333333333	96.9222222222222	214.166666666666	1.80555555555555	0	24.5611111111111	2.58333333333333	42.1828703703704	11	33.65	18.4708333333333	71095.0877810846
0159_AP39_21048_20180418_ST	78848	1647.2	3.66666666666667	123.740277777778	745.856712962963	93.9791666666667	3.79166666666667	76	5.25	399.646759259259	11.5	548.5	0.805555555555555	14.0833333333333	0	1	183.888888888889	1106.86388888889	64.6666666666667	110.219444444444	269.361111111111	5.70833333333333	0	21.525	0.25	24.6111111111111	0	10.4166666666667	7.10833333333333	73368.3604166667
0159_AB10_26402_20190125_ST	77216	1506.66666666667	1	142.517361111111	757.830439814815	116.131944444445	3.80555555555556	116	3.25	450.867476851852	19.5	438.5	0	12	0	0	153.045138888889	1268.35428240741	66.4583333333333	94.9722222222222	358.222222222222	1.5	0	26.3333333333333	3	17	0	9	15.0763888888889	71634.9686342593
0159_AA34_42311_20181213_ST	76510	1256.25	0	67.4888888888889	565.131481481482	103.576388888889	2.97222222222222	36	1	289.026157407407	17.5	401.916666666667	0.333333333333333	18.5	0	0	141.534722222222	757.156944444444	75.6666666666667	88.1694444444444	188.277777777778	4.45833333333333	0	12.8916666666666	0.25	23.5	0	11.6666666666667	3.29444444444444	72443.4381944444
0159_AA34_42384_20190328_ST	75744	2873.31666666667	0	233.658333333333	842.412268518518	351.377777777778	5.46527777777778	240.166666666667	6.95	447.455439814815	50.5	77.5833333333334	2.12847222222222	41.84375	0	3	488.190972222222	1079.86631944444	22.8194444444444	115.333333333333	84.4444444444444	1.80555555555555	0	18.25	1.5	47.875	7.5	32.5833333333333	12.4444444444444	68655.5291666666
0159_AY44_33071_20171019_ST	75514	2066.66666666667	0.666666666666667	111.290277777778	841.529282407408	197.0625	2.44444444444444	63.5	20.1666666666667	317.981068121693	93.8333333333333	808.833333333334	0.675925925925926	24.25	0	1	253.684027777778	993.258895502645	108.5	90.8555555555555	264.472222222223	3.66666666666667	0	6.57777777777778	0.0833333333333332	30.4259259259259	0	21.5388888888889	7.17103174603174	69183.8655092592
0159_AA34_42229_20180619_ST	75455	1465.2	1.33333333333333	111.5225	663.808287037037	174.916666666667	3.5138888888889	107	5.5	355.085185185185	35	280.583333333333	0.333333333333333	8	0	2	143.647222222222	1103.31666666667	60.4583333333333	57.25	257.7	3.25	0	21	0.75	13.4166666666667	0	7.41666666666667	11.9583333333333	70561.0395833333
0159_AP39_21170_20180412_ST	74134	1685.83333333333	3.66666666666667	156.153472222222	777.079282407407	126.458333333333	4.375	111	7.41666666666667	412.078356481481	21.5	480.333333333333	0	10.5	0	3	157.309027777778	1127.90219907407	63.5	66.8166666666667	297.333333333333	2.41666666666667	0	17.7333333333333	0.5	15.3333333333333	0	19.0833333333333	10.1152777777778	68556.5623842592
0159_AA34_42162_20180717_ST	73755	966.166666666667	0	166.254166666667	664.5	149.611111111111	3.19444444444444	132.333333333333	0	401.08125	0	5.25	0.333333333333333	2.5	0	0	69.5	1479.45185185185	20.125	40.8444444444444	389.944444444444	2	0	25.2333333333333	2.25	7.08333333333333	0	9.66666666666667	14.8444444444445	69202.8321759259
0159_AA34_42515_20191210_ST	72343	2969.61666666667	11.3333333333333	422.777777777777	1066.92789351852	289.628472222222	4.84722222222222	233.666666666667	22.6666666666667	454.573263888889	75	256.916666666667	3.62962962962963	23.8333333333333	0	7	521.982638888889	1456.48129960317	45.6666666666667	115.916666666667	289.333333333333	26.4166666666667	0	33.3333333333333	0.5	52.0462962962963	15	37.2222222222222	7.84722222222222	63898.8360615079
0159_AQ29_10006_20170707_ST	70783	1641	0.333333333333333	79.2041666666666	630.829050925926	123.6875	3	48	7.16666666666667	285.293402777778	21.5	558.25	0.37037037037037	18.25	0	0	170.275694444444	767.192361111111	79.125	76.0305555555555	163.888888888889	3.375	0	13.975	0.75	24.6203703703704	0	9.91666666666666	4.61388888888889	66052.3520833333
0159_AQ22_10461_20191201_ST	70575	1127.33333333333	0.666666666666667	121.626388888889	714.302083333333	107.458333333333	4.72222222222223	118	2.5	398.463888888889	7.5	222.75	0.333333333333333	21.5	0	0	155.402777777778	1151.1	67.75	76.8555555555555	254.722222222222	2	0	17.8833333333334	2.25	25.1666666666667	0	20.4166666666667	12.0916666666667	65942.2048611111
0159_BB02_45000_20180208_ST	70400	2317.16666666667	3.22222222222222	235.056944444444	786.136623677249	227.591666666667	3.84027777777778	216.833333333333	25.8333333333334	381.71443452381	84.8333333333333	126.25	4.95601851851852	38.3708333333333	0	2	473.407638888889	1303.84136904762	57.5	68.375	315.861111111111	4.76388888888888	0	24.3472222222222	2.16666666666667	51.6601851851852	14	25.2777777777778	15.5138888888889	63589.479563492
0159_AA34_42316_20190102_ST	68227	1387.33333333333	1	77.7791666666667	602.668171296296	141.798611111111	4.875	52	2	288.297800925926	26	457.166666666667	0	8.5	0	0	140.697916666667	836.701851851851	74.375	65.1888888888889	185.888888888889	2.83333333333333	0	9.88333333333333	0.5	13.0833333333333	0	12.8333333333333	5.00833333333333	63830.587037037
0159_AP39_21706_20190125_ST	65410	1442.95833333333	3.66666666666667	116.64375	649.071875	73.1875	4.52777777777777	121	2.5	360.721875	15.5	310.5	0.666666666666667	12.5	0	0	99.4618055555555	1092.29293981481	43.8333333333333	56.2722222222222	304.555555555555	1.25	0	22.7166666666667	5.25	17.75	0	9.36111111111111	14.0847222222222	60629.7271990741
0159_AA34_42033_20180613_ST	65177	1305.41666666667	0.333333333333333	95.9770833333333	585.74224537037	122.243055555556	4.05555555555557	65	1	300.316782407407	19	416.5	0.666666666666667	13.5	0	0	107.628472222222	1001.16145833333	77.5416666666667	65.2027777777778	259.611111111111	3.29166666666667	0	18.7583333333334	0.5	22.75	0	5.08333333333333	10.2791666666667	60675.440625
0159_AP39_21438_20180807_ST	64172	1421.5	0.666666666666667	129.966666666667	632.302314814815	101.277777777778	2.97222222222222	137	2.33333333333333	395.347685185185	9	131.333333333333	0.666666666666667	9	0	1	139.833333333333	1197.30555555555	37.9166666666667	38.225	283.166666666667	0.791666666666667	0	22.725	2.5	12.0833333333333	1	7.08333333333333	8.93333333333333	59446.0694444445
0159_AA34_42509_20191204_ST	64154	1965.23333333333	4	206.988888888889	637.645138888889	268.842361111111	2.45833333333333	177.166666666667	6.33333333333333	354.681712962963	9.16666666666666	19.1666666666667	0.87962962962963	37.25	0	0	222.527777777778	981.834606481482	16	88.35	135.5	7.75	0	24.1277777777778	5.58333333333333	53.6296296296296	0	30.8055555555556	12.3777777777778	58885.7008101852
0159_BD46_77000_20190523_ST	63450	1546.66666666667	1.33333333333333	84.7965277777778	641.021064814815	92.3541666666667	2.33333333333333	63.8333333333333	7.16666666666667	332.298611111111	43	486.75	2.62037037037037	16.75	0	0	156.680555555556	982.261458333333	53.5833333333333	83.4388888888889	234.305555555556	1.08333333333333	0	17.9666666666667	1.75	24.7037037037037	0	7.72222222222222	10.8069444444444	58554.7732638889
0159_AP39_21552_20180925_ST	63326	1308.5	1	145.095833333333	658.914930555556	86.4791666666667	6.15277777777777	112	7.33333333333333	373.380902777778	15	312	0.333333333333333	12.5	0	0	119.447916666667	1103.31805555556	40.4583333333333	60.2277777777778	312.111111111111	2.58333333333333	0	19.3666666666666	2.25	14.1666666666667	0	6.41666666666667	8.18611111111112	58598.7770833333
0159_BE31_82019_20191212_ST	63135	1554.5	3	133.158333333333	687.68125	99.6458333333333	3.97222222222222	89.1666666666667	6.83333333333333	357.308333333333	35.3333333333333	415.583333333334	0.805555555555556	13.3333333333333	0	0	133.868055555556	1163.86273148148	62	57.2	304.5	1.66666666666667	0	20.2833333333333	1.75	19.3055555555556	1.5	13.9444444444444	11.9777777777778	57942.8199074074
0159_AA34_42207_20180827_ST	62531	2019.25	1.88888888888889	194.559027777778	633.251868386243	207.965277777778	4.49305555555556	207.333333333333	49.3333333333334	338.385598544974	49.1666666666667	80.6666666666667	2.35185185185185	29.5833333333333	0	0	283.195138888889	1273.40603505291	34.0833333333333	73.7916666666666	354.416666666666	2.125	0	20.5138888888889	1.91666666666667	45.6851851851852	6.5	24.0555555555556	8.21527777777778	56584.866683201
0159_AY44_33072_20171102_ST	61081	2700.83333333333	5.1111111111111	317.586805555556	833.719758597884	302.248611111111	5.35416666666667	270.833333333333	37.0833333333333	348.118270502646	73.6666666666667	175.916666666667	6.2974537037037	72.1770833333335	0	5	906.007638888889	1138.12137896825	61.875	94.5444444444445	183.611111111111	4.58333333333333	0	10.4888888888889	1.16666666666667	94.6828703703705	12	53.8333333333333	20.4263888888889	53345.7123511905
0159_AA34_42082_20180514_ST	60359	1671.86666666667	0	150.768055555556	589.788773148148	122.965277777778	4.51388888888889	159.666666666667	10	325.640393518519	16	239.916666666667	0	10.5	0	0	160.575694444444	845.30162037037	30	79.8861111111111	132.944444444444	5.20833333333333	0	16.4416666666666	1.5	13.6666666666667	0	13.5833333333333	8.05277777777778	55750.212962963
0159_AA34_42473_20190830_ST	60248	2347.55	3.66666666666667	240.602083333333	771.511078042328	238.631944444445	5.05555555555556	189.166666666667	42.7833333333334	370.050099206349	77.1666666666667	266	2.51851851851852	36.9166666666667	0	0.333333333333333	534.565277777778	899.159341931218	49.4166666666667	92.0027777777778	122.861111111111	2.29166666666667	0	19.475	2.25	58.2685185185185	9	33.3055555555556	15.2041666666667	53818.2473048942
0159_AA34_42364_20190301_ST	59895	1227.86666666667	1.33333333333333	154.804861111111	594.447106481482	79.5486111111111	2.27777777777778	68	11.6666666666667	296.354976851852	12.5	294.5	0	9	0	2	105.913194444444	775.327199074075	34.9166666666667	54.4333333333333	156.166666666667	12.8333333333333	0	10.35	0.5	16.5	0	6.83333333333333	5.71805555555556	55961.2082175926
0159_AP39_21169_20180220_ST	59315	1537.31666666667	0.666666666666667	88.6381944444444	608.35787037037	140.6875	3.33333333333333	58	3.16666666666667	287.205324074074	30	461.666666666667	0	10.5	0	0	150.972222222222	823.94849537037	67.0416666666667	71.0444444444444	193.111111111111	2.33333333333333	0	11.9611111111111	1.58333333333333	15.5833333333333	4	12.4166666666667	6.57916666666667	54724.8862268518
0159_AQ22_10470_20200103_ST	59015	1164.36666666667	0	114.497222222222	555.947106481481	103.236111111111	4.8611111111111	57	0.5	295.968865740741	11.5	325.083333333333	0	8	0	0	96.6840277777778	920.934953703704	41.6666666666667	45.9416666666667	256.5	1.54166666666667	0	21.6916666666667	0.25	12.3333333333333	0	14.6666666666667	6.78888888888889	54955.0400462963
0159_AS41_40015_20171215_ST	58171	1561	0.333333333333333	86.1916666666667	641.381944444444	74.4236111111111	1.95833333333333	49.5	5.33333333333333	309.782638888889	24	584	0	13	0	2	192.923611111111	815.170833333333	77.9166666666667	67.5916666666666	199	1.45833333333333	0	15.7583333333334	0.25	26.1666666666667	0	4.91666666666667	5.63333333333333	53411.3090277778
0159_AA34_42478_20190916_ST	57729	793.166666666667	1	134.020138888889	575.571643518518	289.527777777778	7	112	1	349.476273148148	0	2	0	4	0	0	51.15625	1378.24178240741	15	35.8361111111111	323.777777777778	1.125	0	29.225	1.5	10.5833333333333	0	16.75	18.5375	53578.5047453704
0159_AA34_42317_20190103_ST	54820	1755.75	0	109.779861111111	622.703125	129.486111111111	6.06944444444444	125	19.8333333333333	287.796412037037	29	290.5	0.703703703703704	17	0	2	218.760416666667	645.678587962963	62.9583333333333	88.9083333333333	109	2.20833333333333	0	12.325	0.25	22.537037037037	1	14.6666666666667	6.42916666666667	50239.6561342593
0159_AJ09_760027_20191017_ST	52807	1881.83333333333	0.88888888888889	136.409722222222	645.224007936508	214.094444444444	3.22916666666667	113	21.25	299.463277116402	50.8333333333333	386.666666666667	3.02662037037037	36.09375	0	6	280.267361111111	923.514169973546	53.5277777777778	72.9888888888889	143.333333333333	1.30555555555555	0	16.8361111111111	0.958333333333333	52.2731481481481	10	19.1666666666667	11.5861111111111	47423.2293320106
