sample_id	total	transmembrane_transporter_activity	amine_transmembrane_transporter_activity	organic_acid_transmembrane_transporter_activity	ion_transmembrane_transporter_activity	carbohydrate_transmembrane_transporter_activity	polyamine_transmembrane_transporter_activity	nucleobase_transmembrane_transporter_activity	heme_transmembrane_transporter_activity	inorganic_molecular_entity_transmembrane_transporter_activity	siderophore_transmembrane_transporter_activity	efflux_transmembrane_transporter_activity	organophosphate_ester_transmembrane_transporter_activity	nucleobase_containing_compound_transmembrane_transporter_activity	oxidative_phosphorylation_uncoupler_activity	toxin_transmembrane_transporter_activity	passive_transmembrane_transporter_activity	active_transmembrane_transporter_activity	macromolecule_transmembrane_transporter_activity	amide_transmembrane_transporter_activity	xenobiotic_transmembrane_transporter_activity	modified_amino_acid_transmembrane_transporter_activity	auxin_transmembrane_transporter_activity	vitamin_transmembrane_transporter_activity	azole_transmembrane_transporter_activity	carbohydrate_derivative_transmembrane_transporter_activity	poly_beta_1_6_N_acetyl_D_glucosamine_transmembrane_transporter_activity	organic_hydroxy_compound_transmembrane_transporter_activity	sulfur_compound_transmembrane_transporter_activity	Remaining
0159_AV42_66200_20191011_ST	9738602	202479.65	139.666666666667	20027.3581944445	98768.0713359789	14280.2166666667	704.319444444443	14421.1666666667	560.166666666667	52578.5331679894	3833.66666666667	46347.5416666666	67.6354166666667	2211.98541666667	0	129.5	26369.4472222222	154735.83520172	8755.48611111111	9797.80555555556	39918.6527777777	310.861111111112	0	2594.51388888889	319.791666666667	2867.05138888889	8	1933	1495.67361111111	9032946.40348876
0159_AB18_26755_20201020_ST	9707826	207147.533333333	155.444444444444	17610.5030555556	96863.618885582	17427.9888888889	598.881944444443	14119.8333333333	638.166666666666	52250.4522321429	4511.99999999999	48268.625	66.2199074074074	1796.14583333333	0	91	21510.2673611111	159489.591732804	8476.08333333332	8924.11944444445	41939.7472222222	248.013888888888	0	2827.95277777778	341.708333333333	2457.00462962963	104.5	1659.13333333333	1800.03611111111	8996501.42830688
0159_AB18_26712_20200926_ST	9621143	281395.283333333	209.666666666667	22930.2445039682	114411.362490079	24942.0347222222	646.409722222223	18353.6666666667	1037.36666666667	54408.8913359788	8216.5	56423.9583333333	179.226851851852	3715.20833333333	0	514	48276.2680555555	147900.118551587	10542.7527777778	13502.3777777778	35895.2888888889	453.388888888888	0	2500.66944444444	156.958333333333	5149.96296296296	1438	1685.43333333333	1948.98194444444	8764308.97941468
0159_AQ29_10060_20180211_ST	9604680	198928.816666667	227.444444444444	20790.6965277778	98769.8877810846	19897.275	592.73611111111	17865.6666666667	1046	54461.415707672	3128.94444444444	42255.3666666667	21.4074074074074	1392.44583333333	0	73.3333333333333	18591.1277777778	176079.631283069	6784.48888888888	8011.95555555555	48198.1972222223	219.333333333333	0	3533.84444444444	287.083333333333	2345.99212962963	80	2205.35555555556	1919.60138888889	8876971.95249669
0159_AA34_42438_20190621_ST	9579860	204462.4	200.666666666667	17882.9534722222	93467.6170138888	15095.6979166667	547.319444444443	11473.8333333333	574.416666666667	51111.8381944445	3897.33333333334	58487.3333333333	15.5277777777778	1755.70833333333	0	94	19190.3305555555	153280.331597222	8107.70833333332	9106.7	41132.95	245.333333333333	0	2736.38055555556	246.791666666667	2355.48611111111	3	1368.83333333333	1467.7625	8881551.74652778
0159_AQ29_10078_20180508_ST	9543681	173009.319047619	182.666666666667	19172.5340277778	93047.7119212963	10919.3888888889	721.194444444443	15685.9166666667	570.75	55077.4769675926	1950.5	31231.8333333333	12.8576388888889	1409.09375	0	149	15246.5729166667	172000.398660714	6194.78333333333	6116.18333333334	40084.65	177.75	0	3152.39166666667	474.625	2130.74861111111	0	1200.33333333333	1711.71805555556	8892050.60173611
0159_AA34_42415_20190506_ST	9541025	198584.145238095	101.333333333333	17815.7173611111	95571.203125	14843.2430555556	533.868055555557	11284.3333333333	372.416666666667	51158.8350694444	4243.99999999999	56094.625	17.4270833333333	1565.09375	0	73	20147.9201388889	157086.877463624	8624.45833333333	7443.36666666667	44343.3166666667	261.083333333333	0	2994.28333333333	291.25	2427.47916666667	1.5	1461.16666666667	1763.0125	8841920.04465939
0159_AA34_42150_20180907_ST	9519040	199748.554761905	89.6666666666667	18046.7034722222	93572.2978009259	11765.2069444445	590.402777777777	12261.6666666667	376.166666666667	51009.2862268519	3757	51739.5833333333	17.0277777777778	1613.63333333333	0	50	20449.5243055556	155818.641087963	7089.875	9257.92222222222	40369.6722222223	253.083333333333	0	2728.03333333333	261.75	2177.13333333333	2	1490.66666666667	1483.91527777778	8833020.58678902
0159_AB18_26718_20200909_ST	9490447	192500.942857143	112.333333333333	19525.3076388889	90839.3302744709	13995.4347222222	678.770833333333	17359.6666666667	557.75	53596.9155423281	2468.5	28615.8666666666	36.3668981481481	1602.62708333333	0	82.6666666666667	17417.2986111111	165557.527083333	5820.25	6789.65833333333	44083.4416666667	251.458333333333	0	3246.49166666667	408.25	2266.20231481481	40	897.594444444445	1912.29027777778	8819784.05808532
0159_AV42_66196_20191011_ST	9487359	174551.9	164.333333333333	19816.3513888889	94891.8148148148	14807.0694444444	641.319444444443	15938.8333333333	421.583333333333	54880.619212963	2544.83333333334	34019.6666666666	9.38888888888889	1205.5	0	39	16899.2916666667	174731.305092593	7110.91666666667	6809.91388888889	49392.6888888889	180.125	0	3638.21944444445	410.083333333333	1725.88888888889	2	1174.44444444444	2074.55277777778	8809277.35671296
