sample_id	total	carbohydrate_derivative_metabolic_process	fructose_6_phosphate_metabolic_process	fructose_2_6_bisphosphate_metabolic_process	aminoglycan_metabolic_process	amino_sugar_metabolic_process	pentose_phosphate_shunt__non_oxidative_branch	glycoprotein_metabolic_process	nucleotide_sugar_metabolic_process	deoxyribonucleotide_metabolic_process	glucose_1_phosphate_metabolic_process	glyceraldehyde_3_phosphate_metabolic_process	deoxyribose_phosphate_metabolic_process	ribose_phosphate_metabolic_process	fructose_1_6_bisphosphate_metabolic_process	vancomycin_metabolic_process	teichoic_acid_metabolic_process	colanic_acid_metabolic_process	enterobacterial_common_antigen_metabolic_process	glucose_6_phosphate_metabolic_process	xylulose_5_phosphate_metabolic_process	alditol_phosphate_metabolic_process	amino_disaccharide_metabolic_process	X1_deoxy_D_xylulose_5_phosphate_metabolic_process	protein_O_GlcNAcylation_via_threonine	carbohydrate_derivative_catabolic_process	carbohydrate_derivative_biosynthetic_process	lipooligosaccharide_metabolic_process	glycosyl_compound_metabolic_process	X6_sulfoquinovose_1___metabolic_process	liposaccharide_metabolic_process	ATP_generation_from_poly_ADP_D_ribose	amylopectin_metabolic_process	D_tagatose_6_phosphate_metabolic_process	D_glycero_D_manno_heptose_7_phosphate_metabolic_process	Remaining
0159_BE31_82033_20191106_ST	1175014	1319	907.666666666667	2.83333333333333	2937.14322089947	1534.64791666667	28	50.2708333333333	1407.21990740741	201.896862139918	0	160.791666666667	58.6071673525377	720.068621399177	98.111111111111	0.583333333333334	90.9270833333333	0	7.41666666666667	139.833333333333	26	143.325925925926	0	71.7407407407408	0	480.142592592593	1810.23176440329	172.675	1310.55023148148	0	261.459722222222	0	0	17.0555555555556	3.44444444444444	1161052.35629899
0159_AB10_26036_20180417_ST	1175006	2215	897.333333333333	8.33333333333333	2928.48121693122	1615.03391203704	22	93.9583333333333	1561.04768518518	203.709169238683	0	169.777777777777	56.2690757887516	810.905093878601	144.833333333333	0.0833333333333334	114.708333333333	0	18.1666666666667	103.25	23.1388888888889	286.140740740741	0.25	51.8888888888889	0	526.555613425926	1673.43466618901	127.91875	1351.29398148148	2.04166666666667	201.683912037037	0	0	27.6851851851852	1.88888888888889	1159769.1882201
0159_AQ29_10088_20180605_ST	1173112	2505.5	978	3.33333333333333	3026.74631283069	1445.79398148148	45.6666666666667	29.4479166666667	1551.6087962963	206.59246399177	0	175.394841269842	69.1542352537723	893.773461076818	125.777777777778	1.08333333333333	138.958333333333	0	7.25	102.361111111111	27.3333333333333	210.564814814815	0	90.8148148148148	0	454.894772376543	1888.65584215168	164.869444444444	1478.09953703704	0	236.601581790123	0	0	22.5185185185186	4.77777777777778	1157226.42699852
0159_AJ09_750030_20190922_ST	1168566	1414.25	907.555555555557	2.66666666666667	2954.16526124339	1483.89305555556	24.5	32.3229166666667	1406.10416666667	214.240740740741	0	179.669444444444	77.1049382716049	762.579801097394	115.166666666667	1.125	76.5833333333333	0	14.0833333333333	125.458333333333	22.0555555555556	182.751851851852	0	68.4074074074074	0	471.571084104938	1748.73730801734	153.708333333333	1400.82773919753	0	243.620061728395	0	0	22.4444444444444	1.83333333333333	1154458.57366745
0159_AQ29_10093_20180612_ST	1165687	1431	955	5.66666666666667	2776.69456018518	1752.46805555556	52.5	98.6666666666667	1723.66018518519	192.402546296296	0	145.013888888889	64.1257716049383	736.44632201646	115.611111111111	3.79166666666666	46.0208333333334	0	7.41666666666667	167.888888888888	37.7222222222222	170.624074074074	0	77.5092592592592	0	456.723321759259	1813.73975418871	187.533333333334	1421.55902777778	0.25	260.766319444444	0	0	9.61111111111111	4.61111111111111	1150971.97663599
0159_AK37_71069_20190718_ST	1155913	1829.4	773.25	12	3116.37958002645	1414.51747685185	50.5625	23.0625	1446.73055555556	193.460262345679	0	154.160714285714	73.8346193415638	771.410954646776	94.8333333333333	1.375	105.296875	0	25.1666666666667	105.583333333333	18.3333333333333	174.462962962963	0.25	59.9907407407408	0	460.486535493827	1820.14047986479	148.022916666666	1600.47704475309	2.29166666666667	263.987538580247	0	0	18.3888888888889	4.83333333333333	1141150.31018733
0159_AY44_33281_20191203_ST	1136252	1184.16666666667	730.166666666667	2.16666666666667	2658.43569775132	1473.70856481481	50	74.9791666666667	1834.15185185185	223.171939300412	0	170.301388888889	70.9664780521262	699.003947330818	115.333333333333	1.33333333333334	61.5052083333333	0	10.5	132.055555555555	16.75	217.675925925926	0	58.2962962962963	0	460.259008487654	1800.93227268273	211.827777777777	1398.45447530864	0	291.784683641975	0	0	12.2222222222222	2.22222222222222	1122289.62865022
0159_AQ29_10084_20180505_ST	1134646	1729.96666666667	889.444444444443	0.833333333333333	2713.45353835979	1914.72777777778	17	99.2291666666667	2215.33703703704	222.928617357437	0	165.277777777777	60.7209300901431	751.585986796982	95.8333333333333	1.5	22.59375	0	29.3333333333333	138.083333333333	27.3888888888889	209.6	0	84.1111111111111	0	454.870695546737	1980.8592252719	277.278472222222	1706.82156635802	1.25	325.004205246913	0	0	11.4074074074074	4	1118495.55940164
0159_AB10_26098_20180626_ST	1128908	1195.75	843.333333333333	2.66666666666667	2833.42748015873	1698.65104166667	53	40.1041666666667	1782.56712962963	199.601466049383	0	127.097222222222	58.289866255144	582.973507373114	80	0.5	42.6354166666666	0	3.72222222222222	169.333333333333	31.6666666666667	116.724074074074	0	65.4814814814814	0	510.002893518519	1750.7977412184	232.311111111111	1313.0619212963	0	294.184953703703	0	0	5.38888888888889	2.72222222222222	1114872.00519358
0159_AB18_102750_20191024_ST	1126562	1392	672.666666666667	2.33333333333333	2788.3098930776	1210.01388888889	81.5	72.34375	1494.49675925926	251.591563786008	0	148.597222222222	113.301783264746	658.13152649177	88.7222222222223	0.208333333333334	91.875	0	3.25	126.222222222222	31.6111111111111	104.082407407407	0	63	0	479.444000771605	1686.4622694371	172.133333333333	1293.08699845679	0	245.85736882716	0	0	20.8333333333333	12.0555555555556	1113257.869457
0159_AQ29_10047_20180102_ST	1123443	1689.73333333333	892.333333333333	5.5	2965.13399470899	1900.23912037037	104	84.5833333333333	2006.38425925926	206.102079659024	0	120.902777777778	58.3606456986086	656.762782921811	94.3333333333333	6.29166666666666	37.59375	0	44.8333333333333	184.888888888888	29.5	240.85	0	55.6203703703703	0	498.408316798942	1859.66139587008	211.28125	1486.47608024691	6.04166666666667	302.701041666667	0	0	14.1481481481481	4.66666666666667	1107675.66843095
0159_AA34_42441_20190629_ST	1116678	1731.33333333333	903.333333333333	4.16666666666667	2594.32514880952	1566.87083333334	73.6666666666665	47.5625	1891.58796296296	183.735532407407	0	144.027777777777	57.6199845679012	704.639773019547	120.833333333333	0.791666666666666	70.46875	0	17.75	145.388888888889	31.8333333333333	162.657407407407	0	74.8518518518519	0	454.498707561728	1758.62317570547	148.597222222222	1337.21682098765	0	248.841280864198	0	0	21.2407407407408	6.61111111111111	1102174.92619645
0159_AB10_26364_20190311_ST	1101448	966.25	774.333333333333	1.66666666666667	2710.82954695767	1464.59942129629	41.5	44.0833333333333	1770.3125	180.041602366255	0	142.898611111111	55.3610682441701	600.721829132373	84.5	0.458333333333334	53.8333333333334	0	5.91666666666667	156.972222222222	25.8333333333333	134.994444444445	0	68.8148148148148	0	469.297665895062	1857.82691707084	226.3	1392.08738425926	0	314.443595679012	0	0	10.2037037037037	4.38888888888889	1087889.53078391
0159_BE31_82028_20191226_ST	1100482	1306.16666666667	756.416666666667	6.5	2539.55758928571	1459.29340277778	47	65.7708333333333	1567.53888888889	188.375128600823	0	153.232738095238	60.5278635116598	660.937458847736	90.8333333333333	1.16666666666667	49.3854166666667	0	30.9166666666667	130.055555555555	23	196.2	0.25	58.3703703703703	0	426.867766203703	1698.32724821796	194.139583333333	1419.50819830247	1.5	267.492013888889	0	0	14.4814814814814	4.77777777777778	1087063.41068486
0159_AB10_100722_20190318_ST	1094546	1350.33333333333	754.666666666667	5.16666666666667	3024.34527116402	1100.8212962963	41.6666666666667	42.21875	1365.39768518519	205.432016093474	0	155.919444444444	63.3528255437977	723.567998971193	116.166666666667	2.16666666666666	119.666666666667	0	12.5833333333333	87.1666666666667	12.5555555555556	169.212962962963	0	59.5	0	444.351846340388	1739.82391975309	140.996527777777	1375.69483024691	0.5	227.000038580247	0	0	19.3703703703703	2.38888888888889	1081183.96643849
0159_AB10_26213_20181121_ST	1089182	1153.28333333333	679.666666666667	8.16666666666667	2585.23239087302	1511.32002314815	88	26.7708333333333	1399.45185185185	167.634902263374	0	128.055555555556	51.9880829903978	623.301930727023	93.1666666666667	6	130.65625	0	38.75	127.277777777778	16.6111111111111	183.409259259259	0	46.8518518518519	0	469.81456404321	1633.32326664462	130.832638888889	1112.48128858025	0.583333333333333	275.203549382716	0	0	19.462962962963	4.38888888888889	1076470.3143532
0159_AQ29_10057_20180226_ST	1088791	2158	769.666666666667	5.66666666666667	2668.21901455027	1526.65231481482	77	29.5729166666667	1522.64861111111	181.10393702234	0	133.680555555556	60.7266987556339	736.366353737997	104.611111111111	2.45833333333334	95.40625	0	55.4166666666667	136.472222222222	30.8333333333333	212.672222222222	0	58.1851851851852	0	422.411331569665	1732.06918264991	135.529861111111	1317.90027006173	4.95833333333333	211.603665123457	0	0	18.8333333333333	5.94444444444444	1074376.39051875
0159_AY44_33026_20171014_ST	1084742	1121.83333333333	787	5.16666666666667	2731.83902116402	1268.97488425926	62.1666666666665	48.4270833333333	1294.17083333333	248.985050154321	0	162.3125	106.749292695473	718.991193415638	119.166666666667	2.125	99.96875	0	11.75	111.75	20.8444444444444	155.916666666667	0	59.3148148148148	0	422.474151234568	1661.48305776014	151.811111111111	1347.54675925926	0	250.575733024691	0	0	9.66666666666667	5.27777777777778	1071755.71187555
0159_AZ03_32054_20190917_STHS	1074438	1400.25	800.333333333333	6.16666666666667	2661.35001653439	1369.60775462963	26.6666666666667	57.7708333333333	1479.49305555556	196.424364344503	0	154.655555555556	68.5421688222614	658.990653659612	92	0.708333333333334	79.8229166666666	0	10.1666666666667	94.4166666666667	25.2777777777778	150.244444444444	0	58.037037037037	0	431.247737544092	1607.22687711273	157.697916666667	1186.50472608025	0.208333333333333	199.173418209877	0	0	20.3518518518519	1.27777777777778	1061443.38644973
0159_AB10_26296_20190103_ST	1070070	1621.5	734.333333333333	5.5	2437.75601851852	1348.58958333333	49.5	59.3645833333333	1177.25185185185	170.338804012346	0	143.763888888889	58.8369804526749	668.819520257691	100.111111111111	0.708333333333334	83.8125	0	14.5	102.777777777778	27.0833333333333	163.787037037037	0	56.9074074074074	0	416.652966820988	1513.22675723839	132.527777777777	1228.94663580247	0.166666666666667	217.880054012345	0	0	15.0185185185186	2.66666666666667	1057517.67189251
0159_AB18_26832_20210112_ST	1070000	1704	675	4	3287.50876322751	1094.24212962963	24	9.375	1144.94074074074	153.991319444444	0	131.798611111111	46.0868055555555	675.430971793553	74.8333333333333	0.0416666666666666	88.6666666666667	0	5.41666666666667	102.027777777778	22.7333333333333	134.703703703704	0	50	0	489.009413580247	1478.84655166079	110.866666666667	1163.02592592593	0	157.375077160494	0	0	41.0740740740741	4.55555555555556	1057126.44924573
0159_AB10_26151_20180725_ST	1069476	1074.75	761.666666666667	6	2728.80464616402	1259.39895833333	55.5	66.4583333333333	1593.93287037037	169.909722222222	0	158.511904761905	52.1064814814815	635.975598422496	97	0.833333333333334	87.53125	0	16	127.944444444444	25.0555555555556	138.925925925926	0	62.2222222222222	0	435.974575617284	1649.11540132643	176.216666666667	1292.28173225309	0	249.033410493827	0	0	15.9814814814814	4.83333333333333	1056534.03548559
0159_AB10_26080_20180706_ST	1061997	1188.8	644.777777777777	4.5	2999.54372244268	1402.30590277777	24	84.7604166666667	2205.78611111111	228.878571428571	0	150.375	66.9801587301587	620.495695301783	54.611111111111	0.5	27.6458333333333	0	41.75	103.055555555556	25.1111111111111	154.5	0.25	67.8518518518519	0	485.892865410053	1798.87424401088	275.44375	1505.29648919753	1.95833333333333	308.234490740741	0	0	13.0555555555556	3.77777777777778	1047507.98767477
0159_AB10_26064_20180516_ST	1046152	1697.83333333333	622.5	10.8333333333333	2466.45171957672	1213.45949074074	58.5	40.90625	1270.68657407407	206.705439814815	0	148.013888888889	90.2665895061728	644.745313214449	86.1666666666667	2.20833333333334	74.3125	0	11.0833333333333	111.027777777778	15.5	238.333333333333	0	52.7407407407408	0	404.898804012345	1517.86015089163	150.886111111111	1202.30787037037	0	222.560146604938	0	0	11.8518518518519	3.11111111111111	1033576.24933638
0159_AB10_103281_20180518_ST	1045570	1452.58333333333	692	9.33333333333333	2552.72652116402	1198.82881944444	62.5	49.7708333333333	1370.51851851852	172.451195987654	0	143.766666666667	58.3933899176955	677.794346707819	79.5	0	123.322916666667	0	12.6666666666667	138.25	22.6111111111111	149.733333333333	0	57.7407407407408	0	387.003298611111	1583.22684082892	102.844444444444	1067.88175154321	0	179.032638888889	0	0	21.3518518518519	2.66666666666667	1033201.50078024
0159_AA34_42157_20180706_ST	1039069	1250.33333333333	727.944444444443	4.33333333333333	2522.440244709	1284.16446759259	58	74.2916666666667	1288.63888888889	162.703253600823	0	126.197222222222	49.7651320301783	567.735841906721	84.6666666666667	5.04166666666666	90.2916666666666	0	8.41666666666667	114.111111111111	27.4	105.931481481481	0	59.8888888888889	0	419.847067901235	1618.4505869709	149.705555555556	1157.83121141975	0	225.134992283951	0	0	14.3888888888889	3.55555555555556	1026867.79016455
0159_AK37_71026_20180902_ST	1036160	1943	635.333333333333	18.6666666666667	2564.77622354497	1466.74976851852	97	14.4479166666667	1343.24074074074	184.263273442093	0	110.152777777778	53.6199600725064	638.451442411326	90.5	0.333333333333334	247.15625	0	57.8333333333333	159.638888888889	20.4722222222222	156.374074074074	0	48.2962962962963	0	427.801184964727	1634.59346524104	153.345833333334	1160.86844135802	5.16666666666667	225.156404320988	0	0	20.2037037037037	1.72222222222222	1022680.83557687
0159_AA34_42292_20181127_ST	1021463	1488.83333333333	880.333333333333	0.166666666666667	2455.80072751323	1180.81423611111	56	20.9375	1412.60416666667	189.304333847737	0	131.652777777777	48.4436299725651	721.056470764746	100.833333333333	2.08333333333334	176	0	0.5	112.722222222222	32.0555555555556	141.024074074074	0	68.3703703703703	0	404.856057098765	1599.40962852734	86.9486111111114	1169.6462191358	0	144.125540123457	0	0	29.7037037037037	2.55555555555556	1008806.21861987
0159_AA34_42255_20180920_ST	1014298	1090	787.444444444443	0.666666666666667	2226.20213293651	1222.42939814815	52.5	37.1875	1158.46527777778	214.873135288066	0	147.486111111111	77.6006087105623	730.100685013717	147.833333333333	0.958333333333334	107.46875	0	4	108.027777777778	22.1666666666667	153.737037037037	0	53.037037037037	0	367.978761574074	1512.34242541152	83.3611111111108	1389.77893518518	0.333333333333333	196.954668209876	0	0	14.4259259259259	1.72222222222222	1002388.91772174
0159_AK37_71064_20190705_ST	996805	1911	625.777777777777	5	2679.67471891534	1169.08136574074	65.6666666666665	32.03125	1441.47546296296	186.745473251029	0	129.586111111111	63.3155006858711	611.014901834705	68.5	1.08333333333333	67.0625	0	52.75	111.944444444444	19.0833333333333	146.740740740741	0.25	48.0277777777778	0	406.072164351852	1659.97677560994	210.940277777778	1260.64340277778	0	289.301427469136	0	0	11.7592592592592	8.55555555555555	983521.939778623
0159_BE31_82031_20200116_ST	992379	1288	683.666666666667	2.83333333333333	2563.75266203704	1241.69560185185	75	68.25	1266.0962962963	186.018288874192	0	112.061111111111	72.7066370272389	540.496469478737	54.5	4.54166666666666	55.4583333333333	0	18.6666666666667	116.555555555556	26.7777777777778	91.8388888888888	0.25	53.8148148148148	0	373.311196538801	1616.8679039903	163.411111111111	1056.51909722222	1.625	245.761844135803	0	0	11.7222222222222	7.88888888888889	980378.911965511
0159_AB18_101695_20191018_ST	990572	1101.33333333333	674.666666666667	2.33333333333333	2583.95119047619	1101.75439814815	43	40.46875	1539.56666666667	167.638181584362	0	137.155555555556	68.0365655006858	617.592283950617	83	0.833333333333334	109.8125	0	8.91666666666667	104.75	17.4722222222222	136.837037037037	0	57.4814814814814	0	381.524009773662	1610.15820013962	157.277777777777	1140.32658179012	0	249.3577031893	0	0	16.7037037037037	5.55555555555555	978414.496302114
0159_AQ29_10074_20180405_ST	986347	1314	782.222222222223	1.16666666666667	2423.41453373016	1099.66203703704	26.5	35.0625	1280.73287037037	316.623713991769	0	153.930555555556	151.786179698217	703.771062671468	93.8333333333333	1.66666666666666	133.302083333334	0	6.16666666666667	96.3611111111112	17.0555555555556	152.494444444445	0	71.3703703703703	0	406.894849537037	1658.33589616402	145.088888888889	1209.67013888889	0	234.329976851852	0	0	17.0185185185186	3.38888888888889	973811.150268837
0159_AJ09_750060_20191112_ST	981427	1704.5	687	2.83333333333333	2385.28994708995	1444.23634259259	31	44.8333333333333	1217.87083333333	159.704475308642	0	116.611111111111	51.9140946502058	560.734068072702	88.9444444444443	0.625	83.0104166666667	0	12.0833333333333	108.75	16.9444444444444	161.42037037037	0	49	0	424.758680555555	1347.78183788948	138.411111111111	1064.4525462963	0	211.427083333333	0	0	15.462962962963	3.05555555555556	969294.344674212
0159_AK37_71070_20190824_ST	979397	1305.83333333333	610.333333333333	8.66666666666667	2391.67450396825	1256.47048611111	76	35.7083333333333	1456.31111111111	151.095228909465	0	135.35	51.4523748285322	601.543415086713	86.3333333333333	2.04166666666666	74.4166666666666	0	3.75	130.611111111111	22.8055555555556	144.509259259259	0	53.6666666666667	0	377.623861882716	1481.51307411082	140.451388888889	1093.93171296296	0.166666666666667	198.908950617284	0	0	16.1666666666667	4.22222222222222	967485.442410041
0159_AB10_30135_20181217_ST	978828	1341.5	751.416666666667	4.33333333333333	2252.92668650794	1187.55740740741	42.1666666666667	36.7708333333333	1226.52222222222	166.660262345679	0	122.229166666667	50.4772119341564	578.488144290124	87.5	1.70833333333334	91.3645833333334	0	14.25	108.611111111111	15.4166666666667	131.414814814815	0	51.3148148148148	0	378.161304012346	1459.43350694444	158.133333333333	1104.29347993827	0	226.053858024691	0	0	13.1851851851852	2.88888888888889	967223.221518224
0159_AB10_26303_20190125_ST	965658	1268	727.666666666667	2.5	2188.1296957672	969.787384259259	36.5	34.5416666666667	1196.2412037037	403.550475823045	0	118.741666666667	204.348465363512	585.110116598079	87.5	0.291666666666666	124.90625	0	14.3333333333333	94.2777777777778	21.2222222222222	128.159259259259	0	52.2962962962963	0	401.289197530864	1503.44405037478	121.063888888889	1058.25752314815	0	202.708526234568	0	0	20.2592592592592	2.44444444444444	954090.428963049
0159_AA34_42403_20190422_ST	959223.999999999	1274.33333333333	774	2.33333333333333	2455.40051256614	1444.2599537037	35.5	31	1637.78425925926	175.153677983539	0	126.375	53.6024519890261	605.268222736625	91	1.75	29.1666666666666	0	6.25	145.805555555555	21.8333333333333	173.15	0	61.6666666666667	0	405.348013117284	1560.36777538948	207.565972222223	1377.92920524691	0	260.00250771605	0	0	6.2037037037037	1	946259.949855477
0159_AV42_66154_20190902_ST	955340	1543	762.833333333333	5.5	2278.67275132275	1271.60972222222	30	17.5208333333333	1157.78472222222	172.483860596708	0	128.166666666667	52.2299811385459	574.279444444444	76.8333333333333	0	49.0416666666667	0	9.33333333333333	112.472222222222	17.3611111111111	126.038888888889	0	48.2592592592592	0	360.176466049383	1280.15516056731	128.647222222222	1023.80439814815	0	192.117283950617	0	0	13.5185185185186	0.777777777777778	943907.382042671
0159_AA34_42122_20180605_ST	953292	1702.08333333333	779.333333333333	4.33333333333333	2507.97204034391	1305.5369212963	56	13.1458333333333	1130.38611111111	173.189879115226	0	115.541666666667	45.8025120027435	615.525005144033	90.6666666666667	4.54166666666666	134.229166666667	0	15.6666666666667	93.8611111111112	22.6666666666667	182.944444444444	0	42.3333333333333	0	410.704050925926	1401.23477641828	82.5097222222222	1095.74884259259	0.333333333333333	143.352083333333	0	0	25.2777777777778	0.111111111111111	941096.96861105
0159_AA34_42294_20181129_ST	951006	1175.33333333333	753.333333333333	1.25	2229.92958002645	1515.21481481481	18	76.1458333333333	2056.82824074074	201.232767489712	0	133.180555555556	55.2848079561042	649.586589077503	92	0.208333333333334	79.0625	0	1	97.7222222222222	26	105.766666666667	0	62.037037037037	0	410.339139660494	1589.7390018739	170.679166666667	1333.82079475309	0	229.366589506173	0	0	23.7037037037037	1.11111111111111	937918.123877805
0159_AP39_21099_20171122_ST	948546	1134.5	685	2.33333333333333	2382.81870039683	1079.56701388889	22	36.2291666666667	1302.6587962963	147.095936213992	0	131.180555555556	47.9528463648834	575.129099794239	73.5	0.0833333333333334	66.1770833333333	0	3.25	96.9722222222222	17.5833333333333	117.559259259259	0	53.6296296296297	0	377.731346450617	1412.25249853028	113.961805555555	1030.04513888889	0.166666666666667	202.899151234568	0	0	16.7037037037037	1.77777777777778	937415.24160157
0159_AV42_66140_20190602_ST	945275	1157.66666666667	705.666666666667	4.33333333333333	2370.52610780423	1106.42951388889	36.5	30.9583333333333	1194.40277777778	163.504859825103	0	132.509722222222	49.577313957476	599.371326303155	87.3333333333333	1.45833333333334	71.3333333333333	0	11.1666666666667	88.7222222222222	14.3611111111111	132.400925925926	0	45.4444444444444	0	378.064097222222	1295.99464147928	104.666666666667	1038.58137731481	0	161.751736111111	0	0	17.037037037037	2.77777777777778	934272.459674242
0159_AQ29_10081_20180424_ST	939912	944.533333333333	797	0.666666666666667	2681.11028439153	1635.78912037037	29	47.3958333333333	1463.67638888889	186.566606040564	0	110.430555555556	49.9518114344503	523.957900377229	73	1.20833333333333	32.1875	0	28	153.222222222222	22.6111111111111	189.718518518519	0.25	67.7407407407408	0	479.251984126984	1664.34586180923	207.616666666666	1200.28260030864	0.166666666666667	260.683333333333	0	0	9.01851851851852	3.44444444444444	927049.172997808
0159_AA34_42372_20190318_ST	936779	1227.1	538	2	2133.4451223545	1630.34930555556	44	94.3125	1794.46018518519	168.16595936214	0	125.708333333333	55.0365655006859	640.682343106996	103	0.208333333333334	56.6458333333333	0	29.5833333333333	124.625	24.0555555555556	234.990740740741	0	62.3611111111111	0	395.783468364197	1679.46263411229	182.442361111111	1339.15817901235	1.08333333333333	239.139390432099	0	0	7.42592592592592	7.44444444444444	923838.330041459
0159_AB18_26636_20191029_ST	932558	1269.5	605.833333333333	2.66666666666667	2221.78913690476	1190.44907407407	25.6666666666667	54.3333333333333	1232.6212962963	171.456108539095	0	107.638888888889	50.2540723593964	545.608614479228	74.9444444444443	0.0833333333333334	80.75	0	15.6666666666667	111.222222222222	23	128.60462962963	0	47.2407407407408	0	393.408738425926	1290.16406433715	129.792361111111	1035.58892746914	0	190.183101851852	0	0	12.7037037037037	1.83333333333333	921544.996541189
0159_AP39_21037_20171123_ST	930654	1104.91666666667	611.777777777777	2	2403.84085648148	1285.58715277778	58	54.7708333333333	1343.775	128.800347222222	0	100.861111111111	39.7928240740741	486.72803755144	65	1.83333333333334	38.6145833333334	0	27.5	120	21.1666666666667	101.892592592593	0	48.8148148148148	0	374.929783950617	1367.85402061287	162.781944444444	1025.79282407407	0	237.971952160494	0	0	6.88888888888889	5.55555555555555	919426.552432576
0159_AV42_66180_20190913_ST	929365	1361.08333333333	486.333333333333	3.66666666666667	2347.49708994709	1325.77210648148	71	42.5833333333333	1293.5787037037	184.240272266314	0	113.173611111111	54.5120333627278	540.219557470278	49.1666666666667	0.666666666666666	49.40625	0	104.583333333333	109.222222222222	18.8333333333333	177.168518518518	0.25	43.287037037037	0	398.610912698413	1616.87814398393	192.809027777778	1123.91512345679	7.70833333333333	270.051736111111	0	0	16.4814814814814	3.38888888888889	917358.912283481
0159_AQ22_10402_20180123_ST	927668	1302	741.333333333333	1.33333333333333	2414.86317791005	1545.88541666666	56.5	34.0208333333333	1461.47685185185	158.005107289829	0	128.097222222222	49.883034489516	603.413040123457	83.8333333333333	0.833333333333334	27.625	0	22.8333333333333	169.680555555555	29.7777777777778	160.168518518519	0.5	71.5740740740741	0	414.783920304233	1583.5728992137	219.763888888889	1408.11207561728	2.20833333333333	266.38599537037	0	0	9.7962962962963	4.88888888888889	914694.850425607
0159_AQ29_10076_20180501_ST	926771	1337.5	569.666666666667	0	2342.87357804233	1271.22777777777	6.5	33.6145833333333	1465.62037037037	209.135931069959	0	161.930555555556	57.6091392318244	589.557583161865	42.1666666666667	0.0833333333333334	24.3125	0	0.916666666666667	47.5833333333333	17.6666666666667	80.1611111111112	0	85.037037037037	0	382.492361111111	1412.79882881393	231.763888888889	1336.3431712963	0	227.079861111111	0	0	5.27777777777778	1.5	914830.580610976
0159_AY44_33293_20191206_ST	916252	1323.53333333333	565.666666666667	7.33333333333333	2241.20367063492	1140.92638888889	31.5	20.2291666666667	1075.4	187.095807613169	0	139.280555555556	51.3138717421125	595.990877057613	98.5	0.375	77.8125	0	10.8333333333333	84.4444444444445	10.6666666666667	137.262962962963	0	45.962962962963	0	366.705324074074	1316.10445418136	118.627777777777	1185.78722993827	0	188.612731481481	0	0	11.1666666666667	1.44444444444444	905218.219829573
0159_AQ29_10002_20170630_ST	912260	1139.5	775.444444444443	2.5	2383.07377645503	1131.62638888889	27	38.5416666666667	1365.15740740741	170.182613168724	0	137.180555555556	49.8624828532236	655.951408179012	106	0.25	82.8020833333333	0	0.666666666666667	108.305555555556	23.7777777777778	158.696296296296	0	68.4814814814814	0	381.577314814815	1558.37662955614	128.855555555556	1247.49074074074	0.0833333333333333	205.274421296297	0	0	19.3518518518519	2.94444444444444	900291.045103677
0159_AA34_42103_20180813_ST	908343	2369.33333333333	231.333333333333	23.3333333333333	2047.96995701058	968.108912037037	79.5	17.6875	1204.42037037037	232.035912698413	0	108.347222222222	57.5350529100529	745.088873885459	92.3333333333333	0	183.791666666667	0	146.5	229.305555555555	9.55555555555555	239.72962962963	6.75	40.9074074074074	0	344.217104828042	1956.26523184891	282.223611111111	1289.73117283951	3.16666666666667	335.536959876543	0	0	46.0925925925926	13.8888888888889	895038.310822065
0159_AJ09_750035_20191010_ST	903667	1383.91666666667	682.333333333333	5	2132.23882275132	1192.3619212963	35	31.8958333333333	1112.61759259259	144.01350308642	0	111.519444444444	45.8793724279835	530.807268518518	84.8333333333333	0.0833333333333334	81.3020833333334	0	12.3333333333333	98.8055555555555	27.6777777777778	116.540740740741	0.75	42.3703703703703	0	361.949826388889	1316.08974592152	115.305555555556	982.309027777778	0.25	201.768634259259	0	0	14.1111111111111	0.944444444444444	892801.991368313
0159_AQ29_10118_20180912_ST	895543	1051.16666666667	729	3	2207.45436507937	1070.86828703704	10.5	23.8854166666667	1260.65972222222	185.636188271605	0	143.347222222222	57.7944958847737	681.703249314129	85.8333333333333	0.333333333333334	106.677083333333	0	4	88.3333333333333	16.8888888888889	174.422222222222	0	62.2962962962963	0	346.725694444445	1504.41566266167	114.738888888889	1252.67573302469	0	186.823958333334	0	0	18.2777777777778	3.16666666666667	884152.375514097
0159_AA34_42288_20181031_ST	894057	1120.7	670.666666666667	4.33333333333333	2221.77847222222	1055.37962962963	33.5	60.4895833333333	1254.17268518519	146.098701131687	0	103.305555555556	44.6491340877915	520.233649691358	67	3.33333333333334	70.3125	0	6	89.2777777777778	17.9444444444444	100.825925925926	0	50.2222222222222	0	352.27087191358	1345.38233943269	122.572222222222	858.12885802469	0.166666666666667	183.505516975308	0	0	15.5555555555556	2.55555555555556	883536.638799113
0159_AQ29_10025_20171011_ST	893492	1207.53333333333	643.333333333333	0.333333333333333	2088.05229828042	1188.29837962963	24	29.7604166666667	1160.16712962963	208.923791152263	0	133.694444444444	61.7751200274348	630.780507544582	90.3333333333333	1.08333333333333	32.6458333333334	0	33.0833333333333	82.5	18.5	213.820370370371	0	60.4351851851852	0	346.406886574074	1475.55792364785	137.88125	1285.10609567901	1.41666666666667	211.056442901235	0	0	9.33333333333333	2.61111111111111	882113.576813823
