sample_id	total	catalytic_activity__acting_on_a_protein	peptidyl_prolyl_cis_trans_isomerase_activity	protein_disulfide_isomerase_activity	dihydrolipoyllysine_residue_succinyltransferase_activity	dolichyl_phosphate_mannose_protein_mannosyltransferase_activity	holocytochrome_c_synthase_activity	peptidylamidoglycolate_lyase_activity	polypeptide_N_acetylgalactosaminyltransferase_activity	protein_kinase_activity	protein_lysine_6_oxidase_activity	phosphoprotein_phosphatase_activity	dihydrolipoyllysine_residue_acetyltransferase_activity	peptidase_activity	protein_methyltransferase_activity	protein_prenyltransferase_activity	palmitoyl__protein__hydrolase_activity	protein_tyrosine_sulfotransferase_activity	microtubule_severing_ATPase_activity	ubiquitin_like_modifier_activating_enzyme_activity	X_acyl_carrier_protein__phosphodiesterase_activity	X_protein_PII__uridylyltransferase_activity	phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase_activity	protein_disulfide_reductase_activity	protein_N_acetylglucosaminyltransferase_activity	aminoacyltransferase_activity	lipoate_protein_ligase_activity	biotin_protein_ligase_activity	deoxyhypusine_monooxygenase_activity	protein_cysteine_S_acyltransferase_activity	ubiquitin_like_protein_transferase_activity	protein_xylosyltransferase_activity	peptidyl_proline_dioxygenase_activity	protein_lysine_deacetylase_activity	lipoyl_octanoyl__transferase_activity	protein_deglycase_activity	peptide_O_fucosyltransferase_activity	X_glutamine_synthetase__adenylyl_L_tyrosine_phosphorylase	protein_glucosylgalactosylhydroxylysine_glucosidase_activity	protein_methylesterase_activity	peptide_lysine_N_acetyltransferase_activity	microtubule_plus_end_polymerase	peptidyl_aspartic_acid_3_dioxygenase_activity	protein_glycine_ligase_activity	protein_glutamic_acid_ligase_activity	peptidyl_lysine_5_dioxygenase_activity	protein_O_GlcNAc_transferase_activity	protein_ribulosamine_3_kinase_activity	protein_methylthiotransferase_activity	catalytic_activity__acting_on_a_glycoprotein	protein_demethylase_activity	ATP_dependent_histone_chaperone_activity	NAD__protein_ADP_ribosyltransferase_activity	Remaining
0159_AB18_26644_20200419_ST	12459446	0	20060.4409090909	1.125	126.575	675.75	0	0	0	31163.0888888889	0	10588.3916666667	170.633333333333	221960.591937229	3864.81458333333	0.3	0	30	0	3523.5	253	174.583333333334	2725.25	5700.47916666667	0	3648.29166666667	318.5	1673	0	0	16.75	364.5	1.5	406.952380952381	564.166666666665	17.125	0	22.5	0	559.958333333335	0	0	1.5	0	0.333333333333333	0	0	0	1006.45	624.2	0.375	0	756.666666666665	12148444.7071338
0159_AB18_26737_20200831_ST	12456977	0	18603.25	0	3.725	419	0.5	0.5	0	37114.5458333333	0	9602.25	3	231963.810091991	3347.51527777778	0	0	1	0	3985.16666666667	246.5	42.0833333333333	2390.75	5117.48611111111	0	2622.45833333333	222.333333333333	1521.225	0	0	46.125	418.5	1.5	350.694047619048	515.25	0	0	17.8916666666667	0	714.583333333335	0	0	0	0	0	0	3.75	0.25	805.175	479.083333333333	0	0	111	12136306.0986382
0159_AZ03_32035_20181025_ST	12439555	0	19497	0.5	87.4375	135	0.916666666666665	0.25	0	33780.4041666666	0	10858.6726190476	134.333333333333	232564.268222403	4183.00441919192	0.5	0	10	0	3297.16666666667	29	21	3028	5757.15972222222	0	4392.95416666666	136.333333333333	1618.83333333334	0	0.25	37.25	312.5	3.5	418.804761904762	717.5	0.125	0	11.15	0	416.466666666667	86.25	0.25	0	0	0	0	0.5	0	1087.60833333333	624.333333333335	0.125	0	99.75	12116205.9027552
0159_AB18_100031_2019062_ST	12421893	0	17859.0909090909	3	29.75	587.25	17.25	0.333333333333333	0	27299.9861111111	0	10546.6666666667	11.3333333333333	207772.489772727	4308.9509469697	0	0	28	0	3538.66666666667	24.5	55.1666666666665	3114.5	5497.11111111111	0	3272.48333333333	267.388888888889	1740.33333333334	0	0	12.375	207	1	455.767857142857	226.25	12	0	24.6833333333334	0	308	4	0	0	0	0	0	0.75	0	997.341666666665	347.75	0.0833333333333332	0	452.75	12132868.9977363
0159_AZ03_32001_20171108_ST	12409638	0	16084.9964646465	2.25	64.725	1046.25	0.25	0.666666666666665	0	33065.8128968254	0	10966.35	112.566666666667	204050.956619769	3913.97013888889	0.6	0	0	0	3843.83333333333	115.5	19.1666666666667	2776	4498.45138888889	0	4026.54166666667	189.166666666667	1314.075	0	0.75	29.5416666666667	292	0.666666666666667	437.058035714286	619.833333333335	0.125	0	2.625	0	562.708333333335	0.25	0	0	0	0	0	1	0	955.916666666665	874.875	0.25	0	192	12119576.2711219
0159_AZ03_32044_20181207_ST	12388781	0	19203.1287878788	0.625	41	550.5	6.5	0.666666666666665	0	30115.8521825397	0	9630.25	8	241606.040449134	3688.18453282828	0	0	0	0	3762.375	106.5	36	2765	5281.49305555556	0	4567.04166666667	237.277777777778	1626.83333333334	0	0	18.75	386	0	409.346428571429	665.666666666665	16.375	0	17.2666666666667	0	456.833333333333	0.25	0	0	0	0	0	1	0	988.225	184.958333333334	0	0	109.75	12062293.310119
0159_AB18_26552_20201105_ST	12381012	0	18317.5	1.5	4.1	175	17	0.25	0	37119.608531746	0	7319.54166666667	8.66666666666667	269733.158184524	3150.34236111111	0	0	0	0	3512.91666666667	276	105.25	2292.5	5731.30555555556	0	3070.66666666667	309.777777777778	1434.66666666666	0	0	25.2083333333333	368.5	0	325.325	545	0.25	0	60.825	0	826.291666666665	0	0	0	0	0	0	11	0	662.058333333335	679.333333333335	0	0	343.416666666667	12024585.0409226
0159_AB18_26823_20210214_ST	12259648	0	17157.1666666666	4.75	246.55	383.5	4	0	0	31419.8041666666	0	8730.76388888889	471.166666666667	209903.229017857	3589.34930555555	0	0	22.5	0	3118.33333333333	221.75	366.5	2445.5	5560.19444444444	0	3828.25833333333	217.833333333333	1302.675	0	0	35.875	296.5	2	306.840476190476	558.75	1.375	0	31.9666666666667	0	299.75	0	0	0	0	0.666666666666665	0	0.5	0	733.875	1112.75833333334	0	0	339.333333333333	11966933.9853671
0159_AZ03_32004_20171027_ST	12256330	0	17699.3333333334	0.5	78.3	991	0	0.75	0	29667.1958333333	0	12719.2142857143	11	211966.648065476	4046.86527777778	0.5	0	13	0	3838.95833333333	40.5	14.25	3141.5	4478.04513888889	0	4021.32083333333	194.111111111111	1526.63333333334	0	0	40.125	235.75	0	450.272619047619	546.25	0	0	0.125	0	279	2.41666666666667	0	0	0	0	0	0	0	1067.75	275.583333333333	0	0	1347.5	11957635.6018353
0159_AZ03_32014_20180605_ST	12142717	0	18696.0833333334	21	92.45	166.5	10	0	0.25	29971.1827380953	0	7819.70833333333	42.5	246195.541801948	3235.42411616161	0	0	0	0	3374.58333333333	26	198.791666666666	3086	5519.78472222223	0	3890.34166666666	134.944444444444	1482.61666666666	0	0	43.125	384.75	0	335.125	558.833333333335	90	0	72.7083333333335	0	540.291666666665	0	0	0	0	0	0	0.5	0	654.966666666665	1209.75	0	0	264.5	11814598.7471771
0159_AP39_21351_20180313_ST_E21	12139716	0	20774.0166666666	0.625	178.725	671	1.75	0.25	0	26214.1051587301	0	9653.26388888889	70.4666666666667	224541.670008117	3232.89747474747	0	0	17.5	0	3560.83333333333	33	333	2857	5299.625	0	3305.79166666666	139.277777777778	1720.91666666666	0	0	34.875	859	0.5	310.551190476191	217.75	9.375	0	68.0166666666665	0	258.783333333333	298	0	0	0	0	0	2	0	981.7	318.541666666667	0.125	0	534.583333333335	11833216.4845013
0159_AY44_33008_20170913_ST	12130374	0	20056.0416666666	0.125	19.375	549	17.75	0.25	0	28325.518001443	0	12173.0833333333	23.8333333333333	219939.707291667	4348.99166666667	0	0	13.5	0	3857.91666666667	78.5	115.5	3047	4922.1875	0	3746.76666666667	208.8	1704.50833333334	0	0	83.0416666666665	170	2.5	451.4	482.666666666667	7.5	0	48.3166666666666	0	408.25	69.25	0.25	0	0	0	0	0	8.25	1146.88333333334	342.791666666667	0	0	551.333333333335	11823453.2122069
0159_AP39_21318_20180613_ST_E21	12119240	0	18759.8333333334	0.5	5.175	269.25	2.25	1	0	34697.9424603175	0	8863.08333333334	67	251632.178273809	3528.89861111111	0.5	0	0.5	0	3860.5	197.5	13.3333333333333	2425.25	5363.90277777778	0	3939.66666666667	99.2222222222223	1644.425	0	0.375	11.7083333333333	367	0.166666666666666	398.313095238095	572.541666666665	24	0	8.65833333333335	0	492.958333333333	0	0	0	0	0	0	0	0.75	910.691666666665	194	0.0833333333333332	0	596.166666666665	11780290.6758929
0159_AB18_26754_20201209_ST	12069906	0	17777.7121212121	3.5	546.5	650	2.5	0	0	29570.1412698413	0	10327.2388888889	238.077777777778	212822.031236472	3702.19652777778	0	0	25	0	4106.66666666667	234.25	272.583333333333	2676	5148.38888888889	0	3663.96666666667	269.233333333333	1564.58333333334	0	0	24.0583333333334	374.25	4.5	353.644047619048	433.333333333333	36	0	30	0	479.583333333333	0	0	0	0	0	0	0	0	953.85	182.875	0.5	0	413.75	11773019.0859082
0159_AB18_26703_20200728_ST	12041602	0	17736.4166666666	1.25	29	1186.75	0	1	0	26913.4456349206	0	13886.3214285714	47.1666666666667	193170.410781926	4044.14053030303	0	0	48	0	3681.29166666667	71.5	121.583333333333	3656.5	5134.79166666667	0	4025.625	390.277777777777	1610.26666666667	0	0	58.7666666666667	153.75	1.5	477.926190476191	372.5	0.125	0	41.9333333333334	0	389.708333333333	0.75	0	0	0	0	0	0	0	1136.40833333333	880.958333333335	0	0	487.083333333333	11761844.852656
0159_AZ03_32020_20180611_ST	12041289	0	19333.75	2	184.2	243	4.5	2	0	28969.376984127	0	6149.95833333333	40.2333333333333	243358.833603896	3129.03869949495	0	0	38.5	0	3426.08333333333	120	124.833333333333	2620	6189.47916666666	0	3935.875	168.022222222222	1699.39166666667	0	0	26.875	289.666666666667	0	374.198809523809	709.583333333335	26.875	0	39.05	0	593.5	0	0	0	0	0	0	0.75	0	715.233333333335	452.125	0.375	0	1411.25	11716910.4421807
0159_AY44_33214_20190806_ST	12035928	0	16902.25	0	43.45	147	1.75	0.25	0	34624.9263888889	0	10715.875	14	206828.849364177	3906.60429292929	0.5	0	0	0	3701.66666666667	2	35.9166666666667	2661.5	4814.33333333333	0	2564.55	138.833333333333	1258.125	0	0	10.375	286.75	5	395.979761904762	478.5	0	0	17.3	0	424.083333333333	0	0	0	0	0	0	1	0	936.566666666665	759.833333333335	0	0	268.5	11743981.7318588
0159_AB18_26407_20190125_ST	12006543	0	18227.6666666666	0	66.0375	51	12.25	1.25	0	31636.9902777778	0	6018.66666666667	15.5	253750.826258117	3006.48914141414	0	0	0	0	4341.75	52	87.0833333333335	2568	5686.64583333333	0	3653.83333333333	220	1392.5	0	0	19.125	296.25	0	335.316666666666	762.75	0	0	35.2833333333334	0	724.666666666665	0.0833333333333335	0	0	0	0	0	1	2.25	701.316666666665	208.458333333334	0	0	1006	11671662.0109894
0159_AP39_21352_20180307_ST_E21	11991813	0	18384.75	11.75	25	140.5	1	0	0.5	33092.1708333333	0	7554.95833333333	32.9666666666667	234622.242708333	3159.13125	0	0	0	0	3337.75	31	476.916666666667	2406.75	5874.40277777778	0	4953.16666666666	183.6	1733.5	0	0	375.25	154.5	1.5	290.879761904762	796.416666666665	1.75	0	228.133333333333	0	709.916666666665	1.75	0	0	0	0	0	0	2.25	664.508333333335	2437.875	0	0	110.583333333333	11670015.631002
0159_AB10_26032_20180430_ST	11991692	0	18648.1666666666	2	274	17.5	0	0	0	28509.7777777778	0	5208.64166666666	259.1	263814.707886905	3012.05833333333	0	0	0	0	3859.83333333333	163	360.25	2784	6504.33333333333	0	4103.41666666667	204.733333333333	1383.875	0	0	7.66666666666667	34.5	0	266.317857142857	548.166666666665	24	0	39.2	0	677.416666666665	0	0	11	0	0.166666666666666	0	0	0	762.191666666665	873.5	0.375	0	1677.75	11647660.3548115
0159_AB18_26792_20210219_ST	11890804	0	21745.25	1	3.2	316	2	0	0	26966.9549603174	0	11106.3333333333	56.5	210914.270955087	3862.17083333333	0.5	0	4	0	3430.41666666667	11	27.5833333333333	3169.5	4793.70138888889	0	2484.54166666667	80.7777777777777	1627.275	0	0	11.6666666666667	368.5	1	350.120238095238	113.416666666667	0	0	12.325	0	278.916666666667	0	0	0	0	0	0	1.5	0	1105.46666666667	260.875	0	0	180.083333333334	11597517.1538465
0159_AB10_26746_20210311_ST	11888619	0	19019.8333333334	0.5	9.975	342	0.75	0.25	0	28483.2982142857	0	10396.9523809524	7.66666666666667	211033.678165584	3751.87708333334	1.1	0	3.5	0	3547.29166666667	44	83.75	2829.66666666667	4996.69444444444	0	3815.58333333333	297.855555555556	1599.69166666667	0	0	22.25	220.25	0	397.532142857143	510.5	0	0	37.1083333333333	0	400.25	0	0	0	0	0	0	0	0	992.916666666665	835.916666666665	0	0	282.666666666667	11594653.6953463
0159_AP39_21082_20180405_ST	11873764	0	14489.8333333334	1.25	255.025	285.5	66.25	0	0	25636.7069444444	0	14007.8222222222	126.5	174861.079464286	2760.94027777778	0	0	0	0	1885.29166666666	44.5	1818.83333333334	2667.75	5901.5	0	5987.35	143.455555555556	2058.84166666666	0	0	495.25	255.75	0.166666666666666	176.716666666666	124.583333333333	10.625	0	825.333333333335	0	1359.625	0	0	1	0	0	0	0	13.75	447.15	1716.79166666666	0.375	0	386.916666666667	11614951.5372024
0159_AZ03_32017_20180615_ST	11852064	0	17793.4867424243	0	9.625	813.5	1	0	0	30349.8198412698	0	10924.625	4	207786.487770563	3779.55625	0.25	0	0	0	3159.41666666667	87	83	2483	4802.75694444444	0	2976.5	72.888888888889	1578.95833333334	0	0	25.5	322.5	9	406.866666666667	312.75	0.125	0	40.6916666666666	0	413.125	0	0	0	0	0	0	0.5	0	844.85	540	0	0	876	11561566.2202291
0159_AA34_42261_20181120_ST	11838034	0	18619.9166666666	0	21.825	93	0.25	0	0	32804.8791666666	0	5771.33333333333	8.8	257668.557738095	2818.94097222222	0	0	18.5	0	4322.25	19.5	64.5	2483.5	5927.31944444444	0	3882.54166666667	128.833333333333	1378.48333333333	0	0	9	159.583333333334	0	324.425	586	27.5	0	23.1083333333333	0	646.416666666665	0	0	0	0	0	0	0	0	645.558333333335	427.833333333333	0	0	643.5	11498508.1443452
0159_AB18_26649_20200730_ST	11821671	0	21428	0.666666666666665	5.825	82.75	0	0	0	27565.1694444444	0	4115.95833333333	0.333333333333333	248199.147767857	2053.64722222222	0.5	0.333333333333333	0	0	3166	0	58.25	2240	5612.89583333333	0	2264.25	75.1666666666667	1229.475	0	0.25	27.575	9.58333333333335	0	136.189285714286	238.75	0	0	30.2666666666667	0	184.708333333334	2.04166666666667	0	0	0	0	0	0	0.25	688.25	114.458333333333	0	0	276	11501864.3087798
0159_AP39_21362_20180306_ST_E21	11752187	0	17603.5833333334	0	24.35	686	0.5	0	0	33262.9753968254	0	8734.75	64.6666666666667	222871.984492244	3537.60997474748	0	0	23.5	0	3536.33333333333	77	37.4583333333333	2793.5	4558.75	0	3303.16666666667	112.166666666667	1470	0	0	26	361.333333333333	0	361.252380952381	569.5	0.5	0	17.675	0	472.708333333333	0	0	0	0	0	0	0	0	824.291666666665	461.75	0	0	187.25	11446206.4444219
0159_AB10_26760_20200925_ST	11681785	0	18695.4166666666	0	202.025	182.5	13.25	0.5	2	30804.8829365079	0	7257.79444444444	150.533333333333	215306.054017857	3404.68263888889	1.5	0	0.5	0	3337.91666666667	151.75	207	2667.5	5463.09375	0	2827.75	191	1459.05833333333	0	0	13.875	104.75	9	307.155952380952	1049.16666666666	6.25	0	24.8	0	560.291666666665	0	0	0	0	0	0	0.5	0.25	735.991666666665	376.75	0.125	0	621.5	11385647.8862599
0159_AP39_21395_20180504_ST_E21	11674604	0	15864.3333333334	2	78.175	313.5	1.5	0	0	33469.4208333333	0	9011.66666666667	112.066666666667	219822.453125	3351.75208333333	0	0	32	0	3561.58333333333	174.25	46.4166666666667	2339.75	4289.11111111111	0	3219.71666666667	129.066666666667	1263.8	0	0	15	353.75	1.5	369.354761904762	474.083333333333	25.5	0	7.56666666666665	0	439.625	101.416666666667	0	2.5	0	0	0	0.25	0	745.941666666665	212.183333333334	0	0	259.916666666667	11374512.849752
0159_AY44_33263_20191106_ST	11604010	0	17466.5	0.166666666666666	2.95	151.5	2.25	0	0	32505.196031746	0	7670.95833333333	11.3333333333333	226772.426555736	3397.8321969697	1	0	2	0	3715.16666666667	35.5	42.75	2512	5740.36111111111	0	3731.70833333333	210.833333333333	1399.79166666666	0	0	9	106.5	0.5	329.008333333333	674.5	0	0	20.4	0	592.166666666665	0.5	0	0	0	0	0	1	0	732.541666666665	315.583333333333	0	0	363.583333333333	11295492.4924378
0159_AP39_21408_20180806_ST_E21	11574848	0	16838.3083333333	2.5	271.5	414.5	11.5	1	0	32126.3220238096	0	8423.80555555555	247.233333333333	218173.013492064	3218.49583333333	1.5	0	61.5	0	3049	175.5	358.416666666667	2308.75	4635.55555555556	0	2975.15416666667	354.666666666667	1353.41666666666	0	0	25.5416666666667	330	1	278.435714285714	677.25	20.875	0	41.6	0	577.958333333335	0	0	0	0	0	0	0	10	690.908333333335	476.708333333333	0.375	0	503.166666666665	11276212.5426587
0159_AZ03_32018_20180723_ST	11532988	0	17157.0833333334	0.625	47.05	1202	3	0	0	25922.9966269841	0	12135.9583333333	35.6333333333333	195558.881534091	4270.61022727273	0.1	0	1.5	0	3322.25	80	56.5	3039.75	4705.42013888889	0	3577.91666666667	211.944444444444	1571.25	0	0	26.875	139.166666666666	1	534.429761904764	244.583333333334	2.375	0	13.6666666666667	0	341.541666666667	0	0	0	0	0	0	0	1.5	1020.84166666666	302.166666666667	0	0	1091.58333333334	11256367.8005997
0159_AA34_42446_20190715_ST	11516996	0	17866.8333333334	3.5	9	588.5	5.25	0	0	30221.5319444444	0	14206.5416666666	3	192542.445833333	4246.63194444444	2	0	202.5	0	2574.54166666667	0.5	106.166666666667	2433.25	4705.34722222222	0	3166.25833333333	264.688888888889	1596.83333333334	0	0	74.0833333333333	258	8.5	433.475	267	0.375	0	59.4416666666665	0	878.333333333335	0	0	0	0	0	0	0	0.75	1012.25833333334	488.041666666667	0	0	124.083333333333	11238646.3375
0159_AZ03_32071_20190315_ST	11423686	0	16030.0722222222	0.5	360.35	471.5	24.75	0.5	0	27139.6692460318	0	10427.846031746	13.0666666666667	187198.148935786	3647.52954545455	0	0	0	0	3644.83333333333	40	59.8333333333335	2875	4968.81597222222	0	3502.83333333333	363.833333333333	1372.90833333333	0	0	23.5	141.5	3.5	396.75	1029.08333333334	1.125	0	18.575	0	221.25	0	0	0	0	0	0	0	0	1115.48333333333	351.541666666667	0	0	625.5	11157616.2013799
0159_AB18_26828_20210129_ST	11417673	0	16995.5454545454	1	19.5	508.75	1.25	0	0	28799.3440476191	0	12507.3511904762	84.1666666666667	194402.411431277	3729.29494949495	0	0	8	0	2720.75	52.5	208.75	2744.5	4508.40972222222	0	3030.75833333333	183	1535.375	0	0	83.375	166.5	4.5	387.954761904762	470.083333333333	2.5	0	98.9	0	487.458333333333	0	0	0	0	0	0	1	1	974.175	477.333333333333	0	0	1976.41666666666	11140501.1467758
0159_AB10_26129_20181002_ST	11385227	0	23328.9343434344	0.5	45.825	248.5	3	0	0	21719.698015873	0	7118.64285714286	24.7333333333333	226144.50886544	2832.825	0	0	0.5	0	3813.75	30.5	82	2678.5	5272.125	0	2683.91666666667	125.722222222222	1625.3	0	0	19.6666666666667	762.583333333335	1	220.916666666667	215.416666666666	4.625	0	24.825	0	222.625	0	0	0	0	0	0	0	0.25	1038.99166666666	187.658333333334	0.25	0	108.333333333333	11084640.3770292
0159_AP39_21307_20180730_ST_E21	11348240	0	15064	0.5	55.05	105.5	1	0	0	31757.7805555555	0	5564.88888888889	33.6666666666667	236286.703571429	2345.60486111111	0	0	35.5	0	4149.25	135.5	61.4166666666665	2001.5	4653.53472222222	0	2711.58333333333	104.166666666667	1068.16666666666	0	0	5.25	440	0	246.359523809524	545.5	0	0	18.5	0	547.791666666665	0	0	0	0	0.166666666666666	0	0	0	497.05	93.3333333333335	0.625	0	34.9166666666667	11039675.1945437
0159_AZ03_32055_20190830_ST	11338310	0	16404	0.5	16.85	458	4.5	0	0	26093.2192460318	0	12741.4464285714	54.5666666666667	201765.3828125	3945.27777777778	0	0	0	0	3161.625	101.5	49.75	3274.5	4663.03125	0	3452.875	220.111111111111	1358.33333333334	0	0	48.6666666666667	203.25	5	440.144047619048	372.683333333334	0.625	0	15.0416666666667	0	332.791666666667	0	0	0	0	0	0	0	0	1072.46666666667	525.125	0.0833333333333332	0	407.166666666667	11057121.4873264
0159_AB18_100983_20190227_ST	11304863	0	16248.875	3.375	49.825	936.25	0.142857142857143	1.41666666666666	0	25400.3400793651	0	12972.1714285714	17.6666666666667	177280.990476191	4338.49722222222	1.7	0	15.5	0	3300.875	23.5	22.0833333333333	3002	4684.86805555556	0	4088.41666666667	292.177777777778	1530.80833333333	0	2	52.9166666666667	167	2.5	476.501785714286	417.833333333333	0.25	0	9.7	0	371.916666666667	0.75	0.75	0	0	0	0	0	0	1117.58333333334	499.833333333333	0	0	484.333333333333	11047047.6519841
0159_AB10_26764_20201024_ST	11280580	0	14991.25	2.29166666666667	388.4	301.5	33.75	2	0	30646.1599206349	0	8359.13611111111	478.333333333333	186375.199012446	3151.21811868687	0	0	33	0	3274.83333333333	171.25	423.583333333333	2335	5315.34027777778	0	3566.26666666667	261.5	1215.83333333334	0	0	36.1666666666667	133.75	0.5	281.391666666666	751.083333333335	0	0	78.4416666666665	0	368.208333333333	1.5	0	0	0	1.33333333333334	0	0	0.25	664.5	677.75	0	0	128.083333333334	11016131.1965593
0159_AZ03_32019_20180325_STLS	11259034	0	13719.4166666666	1.875	18.025	1499	0	0.833333333333335	0.5	23463.1035714285	0	13371.2083333334	30.1333333333333	180427.059375	3856.92986111111	1.5	0	2.5	0	3249.69642857143	85	14.3333333333333	3059	4714.03819444444	0	3121.34166666666	425.5	1269.025	0	0	51.3333333333333	117.666666666667	0.166666666666666	523.224999999998	301	0.625	0	0.25	0	290.875	2.16666666666667	0	0	0	0	0	0	0	1151.025	315.166666666667	0.0833333333333332	0	628.833333333335	11003321.5642361
0159_AB18_102734_20190123_ST	11223472	0	20419.1	0.75	14.5	120	0.5	0	0.5	25336.0736111111	0	9107.91666666666	12.3333333333333	201954.606994048	3547.57222222222	0.5	0	12.5	0	3085.16666666667	88	63.75	2856	5184.01388888889	0	3022.70833333333	51.5	1711.575	0	0	29.875	316.166666666667	8	386.484523809524	553.5	0	0	20.25	0	396.833333333333	5.75	0	0	0	0	0	1	6.75	852.066666666665	195.125	0	0	107	10944003.6320933
0159_AB18_26433_20190318_ST	11169975	0	20927.0242424242	0	130.125	277.5	3.5	0	0	23912.35	0	7853.87222222222	209.633333333333	207126.452056277	3018.99722222222	0	0	0	0	4071.08333333333	86.75	167.416666666666	2483.5	5291.57638888889	0	2920.71666666667	121.5	1584.625	0	0	44.875	517	1	262.794047619048	321.5	0	0	26.225	0	173.75	0	0	0	0	0.166666666666666	0	0	0	803.9	333.916666666667	0	0	152.5	10887150.750487
0159_AA34_42416_20190508_ST	11124569	0	12965.6	7.5	1897.2	53	18.75	0	0	20945.1027777777	0	5894.23611111111	750.266666666667	155800.647569444	3663.37152777778	0	0	0	0	1442.08333333334	356.5	1123.83333333334	1867	5844.06944444444	0	5409.99583333334	881.444444444443	1372.975	0	0	1.625	0.5	0	42.0083333333333	326.083333333333	103.75	0	114.033333333334	0	325.083333333333	0	0	0	0	0.166666666666666	0	0	0	140.208333333334	66.9333333333335	1.875	0	9	10903144.1572917
0159_AP39_21088_20180323_ST	11121873	0	17388.4166666666	0.5	75.2625	265	50	0	0	31839.8027777778	0	6615.625	13.1666666666667	225523.523065476	2881.6125	0	0	11	0	3824.58333333333	130.5	138.833333333334	2455.75	4622.5	0	3094.35	109.833333333333	1407.375	0	0.25	49.5416666666667	339.916666666667	1.16666666666666	314.975	815.5	0	0	71.7833333333335	0	543.666666666665	0	0	0	0	0	0	1	6	600.925	155.958333333334	0	0	1092	10817432.6824901
0159_AB18_26823_20201001_ST	11101378	0	15674.1666666666	0.75	193.725	230.5	12	0	0	29321.8583333333	0	7949.225	407.7	190742.310416667	3217.51319444444	0	0	45.5	0	2805.08333333333	185.75	318.666666666667	2146.5	4928.39583333333	0	3106.6625	211.166666666667	1240.28333333333	0	0	47.875	117.75	1	306.715476190476	474.5	0	0	25.9	0	334.541666666667	0	0	0	0	1.16666666666666	0	0.25	0	610.683333333335	496.416666666667	0	0	673	10835550.444246
0159_AP39_21334_20181120_ST_E21	11086948	0	18836.8333333334	0.25	31.75	650.5	0	0	0	25072.6875	0	8723.13888888889	77.4333333333333	205877.770603355	3604.54539141414	0.5	0	0.5	0	2778.41666666667	53	60.2916666666665	2457	5284.38194444444	0	2903	201.833333333333	1528.49166666666	0	0	36.5	155.333333333334	1.66666666666666	322.555952380952	313.083333333333	0	0	9.20833333333335	0	336.125	0	0	0	0	0.166666666666666	0	0	0.25	864.016666666665	450.125	0	0	400.916666666667	10805915.7280528
0159_AP39_21085_20180602_ST	11068237	0	14417.75	0	9.75	124.5	11.25	0.25	0	31192.9369047619	0	5587.625	7	225742.898363095	2612.34722222222	0.5	0	0	0	3511	143	84.1666666666665	2140.5	4051.92361111111	0	3067.04166666667	64.8333333333333	932.416666666665	0.166666666666667	0	33.0416666666667	165	0.5	253.375	511.416666666665	0	0	32.1916666666666	0	517.916666666665	0	0	0.5	0	0	0	0	10	569.583333333335	595.375	0	0	1443.25	10770402.9938988
0159_AB18_26717_20201211_ST	11011587	0	17026.1666666666	8.25	219.55	67.5	10.25	0	0	27970.5847222223	0	7658.94722222222	229.5	202839.38125	3352.57569444444	0	0	1.5	0	2938.25	78.5	238.5	2311	5393.4375	0	3495.91666666667	218.666666666667	1317.41666666666	0	0	62.75	132.75	1.16666666666666	275.044047619048	614.666666666665	1.25	0	46.6166666666667	0	329.791666666667	0	0	0	0	0.5	0	12.75	0	675.625	513.583333333335	0.125	0	540.166666666665	10733004.3212302
0159_AB18_26678_20200321_ST	10990011	0	16976.0555555556	1.75	283.05	151	0	0.666666666666665	2.5	29589.8359126984	0	8617.46031746032	41.3666666666667	199837.488776154	3346.60675505051	7.5	0	0	0	3290.33333333333	53.5	126.666666666667	2493	5138.5	0	3070.64583333333	171.666666666667	1349.86666666666	0	0	25.25	262.5	0.5	338.258333333333	823.666666666665	6.375	0	39.375	0	369.833333333333	0.5	0	0	0	0	0	0.5	0.25	811.341666666665	904.333333333335	0	0	498.083333333333	10711380.7735164
0159_AP39_21369_20180329_ST_E21	10975736	0	23353.0833333334	0	5.45	422.5	36.5	0	0	24394.4625	0.166666666666666	6121.45833333333	3	226992.130357143	2702.52569444445	0	0	0	0	3419.75	39.5	87.25	2764.83333333333	4793.31944444444	0	2604	58.3333333333333	1706.26666666667	0	0	29	599.833333333335	4	226.725	221.583333333334	0	0	48.3083333333334	0	279.458333333333	0	0	0	0	0	0	1	0.5	912.966666666665	175.25	0	0	257.25	10673475.5953373
0159_AB10_26778_20210112_ST	10938535	0	19234	2.75	369.175	213	6.5	0.25	1	28496.7125	0	7411	159.966666666667	222721.951474567	2725.47897727273	0	0	2.5	0	3351.08333333333	103	235.958333333334	2413	5278.59027777778	0	2863.6625	360.5	1588.775	0	0	12.25	333.083333333333	1	231.852380952381	494.916666666667	59.75	0	42.825	0	417.75	43.5	0	0	0	0	0	4	0	754.391666666665	211.916666666666	0.5	0	396.75	10637991.6602228
