sample_id	total	catalytic_activity__acting_on_a_protein	peptidyl_prolyl_cis_trans_isomerase_activity	protein_disulfide_isomerase_activity	dihydrolipoyllysine_residue_succinyltransferase_activity	dolichyl_phosphate_mannose_protein_mannosyltransferase_activity	holocytochrome_c_synthase_activity	peptidylamidoglycolate_lyase_activity	polypeptide_N_acetylgalactosaminyltransferase_activity	protein_kinase_activity	protein_lysine_6_oxidase_activity	phosphoprotein_phosphatase_activity	dihydrolipoyllysine_residue_acetyltransferase_activity	peptidase_activity	protein_methyltransferase_activity	protein_prenyltransferase_activity	palmitoyl__protein__hydrolase_activity	protein_tyrosine_sulfotransferase_activity	microtubule_severing_ATPase_activity	ubiquitin_like_modifier_activating_enzyme_activity	X_acyl_carrier_protein__phosphodiesterase_activity	X_protein_PII__uridylyltransferase_activity	phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase_activity	protein_disulfide_reductase_activity	protein_N_acetylglucosaminyltransferase_activity	aminoacyltransferase_activity	lipoate_protein_ligase_activity	biotin_protein_ligase_activity	deoxyhypusine_monooxygenase_activity	protein_cysteine_S_acyltransferase_activity	ubiquitin_like_protein_transferase_activity	protein_xylosyltransferase_activity	peptidyl_proline_dioxygenase_activity	protein_lysine_deacetylase_activity	lipoyl_octanoyl__transferase_activity	protein_deglycase_activity	peptide_O_fucosyltransferase_activity	X_glutamine_synthetase__adenylyl_L_tyrosine_phosphorylase	protein_glucosylgalactosylhydroxylysine_glucosidase_activity	protein_methylesterase_activity	peptide_lysine_N_acetyltransferase_activity	microtubule_plus_end_polymerase	peptidyl_aspartic_acid_3_dioxygenase_activity	protein_glycine_ligase_activity	protein_glutamic_acid_ligase_activity	peptidyl_lysine_5_dioxygenase_activity	protein_O_GlcNAc_transferase_activity	protein_ribulosamine_3_kinase_activity	protein_methylthiotransferase_activity	catalytic_activity__acting_on_a_glycoprotein	protein_demethylase_activity	ATP_dependent_histone_chaperone_activity	NAD__protein_ADP_ribosyltransferase_activity	Remaining
0159_BE31_82028_20191226_ST	1637848	0	2624.5	0.5	14.2	36.75	0	0.75	0	4475.54861111111	0	1212.66666666667	8.96666666666667	29875.3459821429	472.647222222222	0	0	2	0	471	23.5	14.4166666666667	352.25	701.652777777778	0	518.083333333333	26.8333333333333	221.016666666667	0	0	1.125	68.4166666666665	1	52.0809523809522	134.75	0.75	0	4.34166666666667	0	60.125	0	0	0	0	0	0	0	0	127.5	63.625	0	0	39.3333333333333	1596242.32445436
0159_AB10_26364_20190311_ST	1624429	0	2775.16666666667	0	13	33	0	0	0	4536.6	0	1106.375	0.666666666666667	33583.9056547619	508.691666666666	0	0	5	0	511.166666666665	25.5	4	330.5	701.652777777778	0	478.333333333333	12	223.791666666666	0	0	1.25	37.25	0	48.0202380952381	116.5	0	0	1.5	0	96.1666666666665	0	0	0	0	0	0	0	0	104.291666666667	18.9166666666667	0	0	19	1579136.7546627
0159_AB10_26213_20181121_ST	1604156	0	2334	0	3.125	121	3.5	0	0	4762.65555555555	0	1505.83333333333	1.83333333333333	29326.1933035714	489.984027777778	1	0	0	0	453.916666666667	0.5	15.0833333333333	296.75	711.680555555556	0	437.125	43.7777777777777	180.958333333334	0	0	8.125	1	0	51.125	62.5	0.625	0	9.05	0	159.458333333334	0	0	0	0	0	0	0	0	103.083333333333	114.625	0	0	9	1562948.4921131
0159_AY44_33026_20171014_ST	1579593	0	2354	0	8.6	68	0	0	0.5	3813.49305555556	0	1389.52976190476	0.333333333333333	31251.3651785714	478.151388888889	0	0	11	0	414.333333333333	19.5	4.75	434.5	636.027777777778	0	400.25	26.1666666666667	202.958333333334	0	0	7.25	39.25	0	55.6738095238094	73.1666666666665	0	0	3.6	0	71.875	0	0	0	0	0	0	0	0	148.625	28.3333333333333	0	0	102.25	1537549.51736111
0159_AB10_26296_20190103_ST	1577546	0	2335.5	0	3	105.5	0	0.5	0	4143.71025132275	0	1354.33333333333	0.833333333333333	27674.430109127	429.8	0.1	0	0	0	506.541666666665	12.5	2.91666666666667	338.5	609.340277777778	0	471.291666666667	26.4444444444444	158.916666666666	0	0	10	55.5	0	53.5345238095236	55.8333333333335	0	0	1.2	0	38.5833333333333	0	0	0	0	0	0	0	0	122.375	60.25	0	0	40	1538934.56539352
0159_AB10_100722_20190318_ST	1574033	0	2662.16666666667	0.125	3	72.25	1	0	0	3637.3375	0	1609.54166666667	5.33333333333333	27383.7291666667	451.888888888889	0	0	5	0	450.333333333333	10	6.33333333333335	475.5	619.1875	0	469.5	24.5	195.375	0	0	8	41	0	57.2892857142857	51.25	0	0	1.825	0	48.4166666666667	0	0	0	0	0	0	0	0	159.391666666667	30.5833333333333	0	0	116	1535437.14265873
0159_AB10_26151_20180725_ST	1564328	0	2482.75	0	0.5	50.5	0	0.25	0	4225.025	0	1261.45833333333	1.16666666666667	29291.3208333333	470.030555555556	0	0	0.5	0	454.333333333333	22	5	344.5	600.104166666667	0	377.625	18.6666666666667	198.45	0	0	2.375	61.75	0	50.075	66.75	0.5	0	2.625	0	67.5416666666665	0	0	0	0	0	0	0	0	109.666666666667	40.875	0	0	38.5	1524083.16111111
0159_AZ03_32054_20190917_STHS	1559906	0	2569.30555555556	0	5.5	95.5	0.25	0	0	3671.94900793651	0	1454.25	2	28668.7006944444	462.120833333333	0	0	3.5	0	449.666666666667	9.5	6.91666666666665	363.5	646.368055555556	0	386.166666666667	17.5	220.25	0	0	0	56.5833333333335	0	45.8869047619048	27.5	0.125	0	2.325	0	36.5833333333333	0	0	0	0	0	0	0	0	130.416666666666	43.25	0	0	28.5	1520501.88561508
0159_AB10_26064_20180516_ST	1549553	0	2294.5	0	15.9	42	0.25	0	0	3945.3501984127	0	1316.98809523809	7.66666666666667	28104.9678571429	421.166666666667	0	0	3.5	0	373.666666666667	14	24.4166666666667	382	667.097222222222	0	394	59.2333333333333	213.375	0	0	4.375	44.5833333333333	1	55.6898809523808	69.1666666666665	0.125	0	11.6666666666667	0	66	0	0	0	0	0	0	0	0	119.683333333333	98.25	0.25	0	54	1510748.13174603
0159_AA34_42255_20180920_ST	1542712	0	2249	0	9.5	110	0	0	0	3572.89861111111	0	1666.04166666667	0.333333333333333	24546.7251488095	554.913888888889	0	0	2	0	561.5	5	5.5	402	736.576388888889	0	426.666666666667	61.8333333333333	184.35	0	0	0.5	39.4166666666667	0	61.7	49.5833333333333	0	0	1.35	0	33.7083333333333	0	0	0	0	0	0	0	0	168.291666666666	173.25	0	0	12.6666666666667	1507076.69429564
0159_AA34_42292_20181127_ST	1539003	0	2346.5	0	7	49.5	1.75	0	0	4233.9	0	1275.91666666667	6.66666666666667	24995.606547619	461.566666666666	0	0	0	0	368.25	0	27.875	336.75	533.236111111111	0	386.75	15.6111111111111	188.525	0	0	5.125	14.1666666666667	0	49.1583333333334	42.3333333333333	6.25	0	12.0833333333333	0	50.3333333333335	0	0	0	0	0	0	0.25	1.75	139.2	56.5	0	0	172.916666666666	1503217.52956349
0159_AB10_26080_20180706_ST	1537571	0	3265.5	0	12.1	25	0	0	0	3268.29722222222	0	671.5	12.2333333333333	31375.1413690476	378.102777777778	0	0	0	0	524.583333333335	9.5	19.1666666666667	352	708.201388888889	0	389.166666666667	23.3333333333333	232.666666666666	0	0	0.75	76.75	0	27.1333333333334	42.8333333333333	2.375	0	2.7	0	40.2916666666667	0	0	0	0	0	0	0	0	113.625	8.91666666666665	0	0	25.75	1495963.38224206
0159_AA34_42157_20180706_ST	1528578	0	2288.83333333333	0	3	18	1.5	0	0	4817.58611111111	0	1224.625	0.666666666666667	29732.6099702381	404.547222222222	0	0	0	0	400.75	15	4.5	271	644.402777777778	0	427.125	16.5	171.591666666666	0	0	4.41666666666667	63.75	0	46.3833333333333	67.4166666666665	0	0	1.1	0	64.4166666666665	0	0	0	0	0	0	0	0.5	99.9583333333335	63.125	0	0	69.1666666666665	1487655.52891865
0159_AB18_26832_20210112_ST	1528224	0	2042	0	2.25	11.5	0.25	0	0	4169.57083333333	0	1323	1.33333333333333	24600.4434523809	568.213888888889	1.5	0	0	0	493.666666666667	3	14.75	380.5	622.805555555555	0	342.375	6.5	216.625	0	0	5.875	9.25	0	54.8535714285714	24.75	0	0	7.65	0	59.5833333333335	0	0	0	0	0	0	0	0	92.4416666666665	119.875	0	0	959.916666666665	1492089.52103175
0159_AB10_103281_20180518_ST	1516756	0	2052.75	0	0	122	1.75	0	0	3945.22361111111	0	1360.625	0	26292.7754464286	439.790277777778	0	0	0	0	374.75	2.5	73.9166666666665	346	636.944444444444	0	527.416666666667	15	197.491666666667	0	0	22.125	38	0.5	46.775	38.8333333333333	1	0	28.1583333333333	0	66	0	0	0	0	0	0	0	0	110.133333333333	146.416666666666	0	0	50.3333333333335	1479818.79122024
0159_AA34_42403_20190422_ST	1487457	0	2486.16666666667	0	5.5	29.5	0	0	0	4151.99722222222	0	880.25	5.33333333333333	26509.9632440476	457.027777777778	0	0	3.5	0	418	0.5	6.75	329.5	637.006944444444	0	484.75	37.6666666666667	186	0	0	0	25.9166666666667	0	46.825	138.65	0	0	3.425	0	42.5833333333333	0	0	0	0	0	0	0	0	111.35	49.25	0	0	103.25	1450306.33814484
0159_AK37_71026_20180902_ST	1484160	0	2158.08333333333	6.5	33.5	35	1.25	0	0	3866.09166666667	0	1244.79166666667	17.7666666666667	27383.024702381	422.896527777778	0.1	0	0	0	377.25	8.5	27	308	670.395833333333	0	416	26.3333333333333	180.958333333334	0	0	38.5	8.25	0	40.8166666666666	72.5833333333335	0.875	0	2.65	0	65.7083333333335	0	0	0	0	0	0	5.5	0	84.225	86.125	0.125	0	171	1446400.19960317
0159_BE31_82031_20200116_ST	1479961	0	1881.5	0	58.6	7	0	0	0	4840.51607142857	0	1111.08333333333	6.06666666666667	26047.63125	387.815972222222	0	0	0	0	453.833333333333	19.5	9.33333333333335	273	683.451388888889	0	312.833333333333	14.9	167.458333333334	0	0	2.5	50.25	0	32.6380952380952	154.416666666666	1.625	0	0.425	0	53.5416666666665	0	0	0	0	0	0	0	0	84.1666666666665	26.8333333333333	0	0	17.75	1443262.33055555
0159_AQ29_10074_20180405_ST	1474188	0	2248.41666666667	0	0.2	55.75	0.25	0	0	3481.82638888889	0	1315.41666666667	2	29189.3327380952	512.538888888889	0	0	3.5	0	498	5.5	4.25	349	523.3125	0	493.25	20.6666666666667	198.541666666666	0	0	1.125	34.75	0	60.025	55.1666666666665	13.5	0	0.1	0	72.625	0	0	0	0	0	0	0	0	138.033333333334	49.5833333333333	0	0	11.5	1434849.83948413
0159_AB10_30135_20181217_ST	1456551	0	2296.58333333333	4	8	36.5	0	0	0	4035.48425925926	0	1171.36666666667	2.66666666666667	27163.7824900794	431.993055555555	0.916666666666667	0	0	0	460.708333333333	14.5	4	325	566.277777777778	0	455.833333333333	14.1111111111111	173.041666666666	0	4	23.1666666666667	32.5	0.5	45.6303571428571	69.75	0	0	2.45	0	47.9166666666667	23.5	1.5	0	0	0	0	0	0.75	112.333333333333	29.8333333333333	0	0	85.3333333333335	1418907.07094907
0159_AK37_71064_20190705_ST	1453973	0	2192.58333333333	0	61.625	22.5	0.25	0	0	4032.65555555556	0	1165.75277777778	22.6666666666667	27216.4120535715	489.908333333333	0	0	1.5	0	443.916666666667	17	16.3333333333333	303.5	625.777777777778	0	332.583333333333	39	179.333333333334	0	0	2	29.3333333333333	0	33.4773809523809	136.75	2	0	2.125	0	59.0833333333335	0	0	0	0	0	0	0	0	101.916666666667	10.9166666666667	0	0	108.916666666667	1416323.1827877
0159_AQ29_10081_20180424_ST	1446131	0	2429.16666666667	0	9.825	10.5	0.25	0	0	3675.98194444445	0	685.791666666667	6.13333333333333	27634.3952380952	379.659722222222	0	0	0	0	415.333333333333	12.5	31.1666666666667	406	643.319444444444	0	554.416666666667	12.3333333333333	201	0	0	0.375	52.5	0	42.1833333333334	103.333333333333	4.625	0	6.375	0	60.9583333333335	0	0	0	0	0	0	0	0	80.0833333333335	28.5833333333333	0	0	3.16666666666667	1408641.04365079
0159_AJ09_750060_20191112_ST	1443314	0	1995.25	0	4.5	35.5	1.5	0.25	0	3744.08055555556	0	878.166666666667	1	27869.7322916667	352.822222222222	0	0	0	0	418.25	0	9	266.5	624.770833333333	0	510.883333333333	18.3333333333333	144.375	0	0	3.75	45.75	0	42.4	90.6666666666665	0	0	2.9	0	44.5833333333333	0	0	0	0	0	0	0	0.5	92.9333333333335	139.5	0	0	32.9166666666667	1405943.18576389
0159_AB18_101695_20191018_ST	1443027	0	2100.41666666667	0	31.5	63	0.5	0.333333333333333	0	3862.64722222222	0	1347.04166666667	0.333333333333333	24673.7976866883	451.35	0.5	0	0	0	454.666666666667	21	4	305.5	599.173611111111	0	537.166666666667	15.8333333333333	188.958333333334	0	0	3.5	36.5	0	52.9523809523808	143.916666666666	0	0	1.3	0	59.9583333333335	0	0	0	0	0	0	0	0	122.375	50.1666666666667	0	0	113.25	1407785.36243236
0159_AK37_71070_20190824_ST	1425961	0	2141.5	0	5.625	72	1.25	0	0	3847.60833333333	0	1228.58333333333	6	25672.1007440476	420.494444444445	0	0	0.5	0	430.75	19.5	32.0833333333333	283.5	648.180555555556	0	404.5	20.2222222222222	206.208333333334	0	0	6.5	33.3333333333333	0	51.4857142857143	55.5833333333335	0	0	17.9416666666666	0	79.9583333333335	0	0	0	0	0	0	0.75	0	96.3833333333335	110.25	0	0	40.75	1390027.45798611
0159_AB10_26303_20190125_ST	1420150	0	2242.58333333333	0	6.125	48.5	0.25	0	0	3545.36944444445	0	976.291666666667	6.66666666666667	33687.1202380952	407.761111111111	0	0	0	0	423	13.5	11.7083333333333	303	571.666666666666	0	408.875	10.1111111111111	147.891666666667	0	0	5.25	16.5	0	45.4916666666667	48.5833333333333	0	0	3.8	0	45.7083333333333	0	0	0	0	0	0	0	1	113.45	58.7916666666665	0	0	149.166666666666	1376851.83809524
0159_AQ22_10402_20180123_ST	1417274	0	2346.91666666667	0	17.6	52	0	0	0	3976.70555555555	0	896.5	5.06666666666667	25319.1464285714	492.597222222222	0	0	0	0	425.333333333333	24	24.75	337	573.895833333333	0	334.208333333333	20.8333333333333	198.758333333333	0	0	9.04166666666665	35.25	0	48.8666666666667	115.25	19.25	0	6.025	0	67.9166666666665	0	0	0	0	0	0	0	0.5	100.375	58.1666666666665	0	0	139.75	1381628.29662698
0159_AA34_42122_20180605_ST	1414453	0	2166	0	5.725	10.5	1.5	0	0	4224.64583333333	0	1421.5	0.733333333333333	25390.7818452381	453.891666666667	0	0	0	0	432.5	1	2.66666666666667	270	600.854166666667	0	270.5	21.3333333333333	158.983333333333	0	0	0.75	4	0	53.2833333333335	38.5	0.375	0	0.125	0	99.0416666666665	0	0	0	0	0	0	0	0	97.5	76	0	0	7.41666666666665	1378642.89315476
0159_AV42_66154_20190902_ST	1410202	0	1998.41666666666	0	12	33.5	2	0	0	3498.69940476191	0	1030.58333333333	0.666666666666667	27200.0928571429	416.736111111111	4	0	0	0	304.166666666667	0	0	329.25	611.375	0	321.5	19.1666666666667	146.25	0	0	2.25	18.75	0	45.425	66.6666666666665	0	0	0	0	44.25	0	0	0	0	0	0	0	0	104.083333333333	34.6666666666667	0	0	79.5	1373878.00496032
0159_AA34_42294_20181129_ST	1405615	0	2782.83333333333	0	1	47.5	1	0	0	3314.23333333333	0	801.958333333333	2.33333333333333	23297.9183035714	405.097222222222	0	0	4	0	427.083333333333	2	2.91666666666667	345	497.430555555556	0	330.583333333333	24.1666666666667	162.175	0	0	0.25	76.5	0	39.4333333333334	35.3333333333333	0	0	2.2	0	30.5416666666667	0	0	0	0	0	0	0	0	126.541666666667	17.125	0	0	10.1666666666667	1372827.67891865
0159_AA34_42372_20190318_ST	1405020	0	2242.16666666667	0.25	11.225	52	0.5	0	0	3681.70277777778	0	931.083333333333	12.0666666666667	23920.1016369048	367.104166666667	0	0	6	0	361	29	17.8333333333333	315.5	526.840277777778	0	553.591666666667	29.1666666666667	190.583333333334	0	0	0.25	108.25	0	38.4023809523809	97.1666666666665	17.375	0.5	3.23333333333334	0	33.9166666666667	0	0	0	0	0	0	0.25	0	98.4166666666665	123.583333333333	0	0	16.5	1371234.44042659
0159_AP39_21037_20171123_ST	1397917	0	1984.58333333334	0	3	42.5	5.5	0	0	4132.1	0	873.291666666667	0	29717.2864583333	316.25	0	0	0	0	338.916666666667	9.5	3	239	595.423611111111	0	412.708333333333	20	174.75	0	0	5.25	27.5	0.5	37.05	74.9166666666665	0	0	1.775	0	69.3333333333335	0	0	0	0	0	0	1.5	0	76.0833333333335	30.0416666666667	0	0	73.5	1358651.73993056
0159_AP39_21099_20171122_ST	1376845	0	2020.58333333334	0	6.5	82.5	0.25	0	0	3921.74761904761	0	1316.91666666667	17.6666666666667	25603.4772321428	477.383333333333	0	0	7	0	383.083333333333	6.5	7.41666666666665	253	487.125	0	335.541666666667	9	167.541666666666	0	0	3.33333333333333	30	0	45.6964285714286	46	0	0	2	0	65.0833333333335	0	0	0	0	0	0	0.5	0	104.125	36	0	0	22.5	1341386.52872024
0159_AQ29_10002_20170630_ST	1374358	0	2265.83333333333	0	19.5	97	0	0	0	3313.56388888889	0	1312.20833333333	1.33333333333333	23630.3729166667	530.604166666667	0	0	7	0	417.75	10.5	8	345.5	513.465277777778	0	396.041666666667	17.5	188.933333333334	0	0	1.125	41.5	0	47.9107142857143	79.75	0	0	2.575	0	36.5416666666667	0	0	0	0	0	0	0	0.25	124.95	20.1666666666667	0	0	186.166666666666	1340741.95803571
0159_AV42_66140_20190602_ST	1356560	0	2084.58333333333	0	0.5	103.25	0	0	0	3512.45932539683	0	1408	11.6666666666667	24125.7839285714	488.347222222222	0.1	0	7	0	372.416666666667	7	2.98809523809524	301	474.201388888889	0	470.208333333333	17.5666666666667	192.641666666667	0	0	4.25	23.1666666666667	0	49.4845238095238	42.5	0	0	0.6	0	61.5833333333335	0	0	0	0	0	0	0.5	0	107.308333333333	35.8333333333333	0	0	55.8333333333335	1322599.22718254
0159_AQ29_10076_20180501_ST	1354672	0	3203.25	0	0.625	30.5	0	0	0	2438.57777777778	0	998	0	27378.9946428572	291.936111111111	0	0	0	0	437.666666666667	0.5	6	343.5	454.486111111111	0	266.25	10.1666666666667	217.95	0	0	0	9.5	0	10.675	4.41666666666667	2	0	3.2	0	6.04166666666665	0	0	0	0	0	0	0	0	118.85	7.08333333333335	0	0	9.5	1318422.33035714
0159_AB18_26636_20191029_ST	1353052	0	1952.83333333334	1.75	6.85	41.75	2	0	0	3060.17638888889	0	754.447222222222	20.5	27432.8151785714	386.569444444444	0	0	0.5	0	548.166666666665	2	9.33333333333335	344.5	539.069444444444	0	595.083333333333	28.3333333333333	138	0	0	2.25	60	0	36.35	44.25	0	0	2.34166666666667	0	49.25	0	0	0	0	0	0.1	0	0	99.375	76.6666666666665	0	0	373.25	1316443.48898809
0159_AQ29_10025_20171011_ST	1346863	0	2101.91666666667	0	6.1	33.25	0	0	0	3127.89444444445	0	1238.54166666667	14.0666666666667	21453.7790674603	437.217361111111	0	0	0	0	462.583333333333	13	26.5	347.5	615.5625	0	293.666666666667	53.6666666666667	166.75	0	0	7.75	32.5	0	50.6940476190478	46.1666666666667	0.75	0	3.65	0	28.5833333333333	0	0	0	0	0	0	0	0	132.875	66.5833333333335	0	0	7.5	1316093.95257936
0159_AY44_33293_20191206_ST	1342855	0	2020.01666666667	0	6.5	220	0.5	0	0	2903.16071428571	0	1474.04166666667	1.33333333333333	24028.0395833333	394.797222222222	0	0	0	0	469.333333333333	3	7.5	353	650.263888888889	0	453.8	35.2777777777777	178.058333333334	0	0	4	20.25	0	51.7607142857143	79.4166666666665	0.5	0	3.16666666666667	0	43.375	0	0	0	0	0	0	0	0	118.741666666667	54.9166666666665	0	0	82.5833333333335	1309197.66676587
0159_AQ29_10118_20180912_ST	1337900	0	2199.08333333333	0	0.5	87.5	0	0	0	2868.49861111111	0	1300	0.666666666666667	22621.5194940476	497.416666666667	0	0	0.5	0	416.75	6.5	5	365	426.354166666667	0	336.625	27.6666666666667	188.166666666666	0	0	0.625	21.5	0	57.75	35.6666666666667	0	0	3.24166666666666	0	34.5416666666667	0	0	0	0	0	0	0	0	160.391666666667	10.8333333333333	0	0	3.83333333333333	1306223.86939484
0159_AJ09_750035_20191010_ST	1330059	0	1832	0.25	4.5	85.5	2	0	0	3553.04722222222	0	1024.20833333333	12.5	25262.1370535714	407.647916666667	0	0	0	0	266.75	1.5	8.5	308.5	565.131944444444	0	366.25	12.1666666666667	115.375	0	0	5.875	33.25	0	42.375	54.1666666666665	0	0	3.5	0	47	0	0	0	0	0	0	0	0.75	105.516666666666	77.2916666666665	0	0	87.25	1295774.06086309
0159_AV42_66180_20190913_ST	1328422	0	2124.25	1	68.8	34.5	0.25	0	0	3163.99861111111	0	857.638888888889	31.3666666666667	25348.0696428571	337.519444444444	0	0	0.5	0	378.75	19	55.6666666666665	249	718.902777777778	0	389.125	40.5666666666667	173.25	0	0	2.625	37.5833333333333	0	29.1321428571429	57.9166666666665	7.625	0	9.03333333333335	0	65.5833333333335	0	0	0	0	0	0	0	0	73.6833333333335	35.8333333333333	0.5	0	24.4166666666667	1294085.91349206
0159_AQ22_10442_20191101_ST	1309690	0	2245.5	0	0	30	0	0	0	3318.67916666666	0	835.375	0	25403.5049107143	399.647222222222	0	0	3	0	383.583333333333	7.5	0	308.5	511.9375	0	369.916666666667	6.16666666666667	181.375	0	0	0.5	52.75	0	43.075	99.3333333333335	0.25	0	0	0	33.125	0	0	0	0	0	0	0	0	101.533333333334	42.9166666666667	0	0	40	1275271.8312004
0159_AY44_33039_20170920_ST	1305561	0	1928.41666666666	0	5.25	15	0	0.25	0	3358.26805555556	0	887.416666666667	0.333333333333333	24653.9837797619	375.936111111111	0	0	5	0	426.333333333333	19	3.41666666666667	258.5	542	0	336.8	13.8333333333333	154.5	0	0	2.25	37.75	0	40.9035714285714	60	2.375	0	0.925	0	44.25	0	0	0	0	0	0	0	0	81.4333333333335	40.6666666666667	0	0	66.5	1272199.70848214
0159_BE31_82028_20200116_ST	1300947	0	2040.41666666666	0	4.5	31	0	0	0	3671.99166666666	0	941.666666666667	1.66666666666667	24699.1165178571	372.413888888889	0	0	0.5	0	390.416666666667	21	2	306.5	495.625	0	349.916666666667	17.8333333333333	161.583333333334	0	0	0.666666666666667	53.9166666666665	1	36.5404761904762	68.5833333333335	0	0	0.5	0	67.5	0	0	0	0	0	0	0	0	94.6666666666665	31.8333333333333	0	0	42.1666666666667	1267041.47911706
0159_AA34_42288_20181031_ST	1294827	0	1872.25	0	5.6	37	1	0.25	0	3659.44027777778	0	913.291666666667	0.5	26823.6636904762	336.355555555556	0	0	0	0	245.833333333334	1	8.5	239	594.479166666667	0	440	17	131.5	0	0	2.875	31.75	0	38.8333333333333	47.25	8.75	0	1.71666666666667	0	65	0	0	0	0	0	0	0	0	86.6666666666665	44.0416666666667	0	0	72	1259101.45297619
0159_AB10_26264_20181015_ST	1282031	0	1923.25	0	7.5	44.5	3	0	0	3054.40555555556	0	731.666666666667	0.333333333333333	29565.1561011905	364.144444444445	0	0	0	0	285.791666666667	0	4.75	294	613.569444444444	0	375.5	9.27777777777777	138.541666666666	0	0	3.875	36.25	1	43	72.4166666666665	0	0	1.65	0	39.8333333333333	0	0	0	0	0	0	0	0	95.625	72.7083333333335	0	0	13.25	1244236.00500992
0159_AS41_40102_20191114_ST	1281683	0	1515	0	13.5	38	3.25	0	0	3638.89166666667	0	847.875	1.66666666666667	24619.1691964286	326.652777777778	0	0	0	0	264	2	13.1666666666667	217.5	591.9375	0	385.458333333333	17.1666666666667	94.8666666666665	0	0	3.375	1.75	0.5	41.3083333333334	54.35	0	0	2.25	0	44.375	0	0	0	0	0	0	0	0	67.1416666666665	87.9583333333335	0	0	227.75	1248562.14052579
0159_AA34_42203_20180814_ST	1276724	0	1714.08333333334	0	11	10	0.5	0	0	3991.53472222222	0	837	6.66666666666667	26838.4325892857	343.698611111111	0	0	3	0	308.25	17.5	2.5	219.5	477.916666666667	0	335.25	13	145.666666666666	0	0	1	79.5	0	34.1345238095238	72.5833333333335	0	0	1.5	0	42.8333333333333	0	0	0	0	0	0	0	0	72.5583333333335	70.25	0	0	6	1241068.14122024
0159_AB10_103292_20190425_ST	1274457	0	1741.58333333334	0	13.8	55	2	0	0	3151.85138888889	0	1169.80555555555	16.3666666666667	19829.3818452381	392.356944444444	0	0	5.5	0	321.833333333333	13	17.1666666666667	286.5	548.631944444445	0	420.833333333333	31	155.491666666667	0	0	4.25	41	0	46.7083333333333	55.6666666666665	0.25	0	1.8	0	27.6416666666667	0	0	0	0	0	0	0	0	100.7	122.625	0	0	42.6666666666667	1245841.5889881
0159_AY44_33030_20170915_ST	1271891	0	1860.75	0	0.5	20.5	0.25	0	0	3254.40277777778	0	781.875	1.33333333333333	34613.7126488095	376.255555555555	0	0	0	0	306.916666666667	4	3.41666666666667	270	552.256944444444	0	297.958333333333	18.5	137.266666666667	0	0	5.625	30.9166666666667	0	39.1571428571429	59.9166666666665	0	0	0.791666666666665	0	66.0833333333335	0	0	0	0	0	0	0	0	73.0583333333335	38.6666666666667	0	0	61.5833333333335	1229015.30659722
0159_AY44_33257_20191029_ST	1269053	0	2114.58333333333	0	0.25	63.25	0.5	0	0	3124.88472222222	0	1016.91666666667	0	23177.8959821429	414.747222222222	0	0	2	0	349.75	6.5	3.16666666666667	318	568.729166666667	0	335.833333333333	26.5555555555556	160.041666666666	0	0	3	64.4166666666665	0	40.3464285714286	44.5833333333333	0	0	1.5	0	51.375	0	0	0	0	0	0	0	0	108.766666666666	23.8333333333333	0	0	81.6666666666665	1236949.90758929
0159_BE31_82025_20200108_ST	1267898	0	1993.08333333334	1.5	4.125	76	0	0	0	3063.89722222222	0	1372.38333333333	9	21937.884375	437.566666666667	0.5	0	0	0	417.25	5.5	4.66666666666667	299	437.0625	0	250.583333333333	25.6666666666667	158.625	0	1.25	23.4583333333333	31.9166666666667	0	41.9273809523809	30.6666666666667	0	0	1.5	0	38.375	6.125	0.5	0	0	0	0	0	0	110.208333333333	14.8333333333333	0	0	52.5	1237050.44518849
0159_AB10_26304_20190107_ST	1263637	0	2089.58333333333	0	4.5	24	2.25	0	0	3384.12083333333	0	766.875	1.5	24819.0438988095	329.141666666667	0	0	0	0	386.916666666667	14.5	2.66666666666667	249.5	563.618055555556	0	361.291666666667	13.7333333333333	138.916666666666	0	0	1	47.25	0	37.725	79	0	0	1.4	0	60.7916666666665	0	0	0	0	0	0	0	0	88.2083333333335	64.5833333333335	0	0	82.25	1230022.63387897
0159_AA34_42272_20181010_ST	1248854	0	2900.85	0	5.6	58	0	0	0	3445.74027777778	0	965.111111111111	6.56666666666667	24057.359672619	364.885416666667	0	0	0	0	270.833333333333	4	10.3333333333333	267	540.402777777778	0	319.25	114.4	209.433333333334	0	0	0	0	0	24.2214285714286	43	8.125	0	3.425	0	71.6666666666665	0	0	0	0	0	0	0	0	78.1666666666665	1.5	0	0	0	1215084.12931548
0159_AB18_26429_20190327_ST	1245265	0	1927.51666666667	0	15.5	73	0.75	0	0	2899.12976190476	0	1244.5	4.16666666666667	21577.1889880952	405.895138888889	0	0	1	0	360.708333333333	3	8.66666666666665	377.5	518.826388888889	0	444.791666666667	14	165.166666666666	0	0	4.875	40.3333333333333	0	45.1988095238095	74.0833333333335	0	0	4.13333333333333	0	41.25	0	0	0	0	0	0	0.5	0	121.208333333333	43.25	0	0	22	1214826.8609127
