sample_id	total	organic_substance_metabolic_process	carbohydrate_metabolic_process	cellular_aldehyde_metabolic_process	organic_acid_metabolic_process	lipid_metabolic_process	flavonoid_metabolic_process	carbon_fixation	ether_metabolic_process	organometal_metabolic_process	cyanide_metabolic_process	organophosphate_metabolic_process	alkanesulfonate_metabolic_process	choline_metabolic_process	polyketide_metabolic_process	thioester_metabolic_process	cellular_ketone_metabolic_process	macromolecule_metabolic_process	S_adenosylmethionine_metabolic_process	hydrocarbon_metabolic_process	olefinic_compound_metabolic_process	acetate_ester_metabolic_process	carbohydrate_derivative_metabolic_process	organic_cyclic_compound_metabolic_process	poly_hydroxyalkanoate__metabolic_process	organonitrogen_compound_metabolic_process	fatty_acid_derivative_metabolic_process	organic_substance_catabolic_process	organic_substance_biosynthetic_process	organic_hydroxy_compound_metabolic_process	Remaining
0159_AB18_26417_20190218_ST	7254604	13485.6666666667	404929.804109548	2110.28993055556	92141.7847454344	34424.497278673	0	1058.83333333333	0	0	0	41368.8900415299	168.15	51.5	61.9305555555556	1126.57055555556	5339.42129629631	896749.589888656	570.833333333333	79.0798611111111	0.555555555555555	0	92969.0207635112	124052.607939337	20.625	202860.387220653	504.1	52124.598751929	72998.3240210749	13579.3287257496	5201827.61042594
0159_AZ03_32008_20180124_ST	7252551	15038.8333333333	411427.457348869	1976.084375	90442.1894631272	33849.8978558736	0	336.833333333333	0	1	0	43327.6196602285	0.8	55.375	76.574537037037	825.734722222222	2545.83541666667	955949.921590742	654.333333333333	28.84375	0.439583333333333	0.166666666666667	85247.0349218903	132137.227738694	2.625	204616.11205768	211.266666666667	51521.18398477	72943.8665773676	9807.96460262346	5139525.77848054
0159_AA34_42409_20190428_ST	7242592	15943.75	440605.720829659	1711.17604166667	87039.3015533602	37498.0653531011	0	169.916666666667	0	0.666666666666667	0	41558.7361989577	3	55.375	109.444444444444	756.187314814815	3415.58121141976	973666.185503932	706	58.6527777777777	0.279166666666667	0	87815.3326412466	130771.039204365	11.25	205505.988626598	152.2	51352.9450580541	70947.7074401317	9359.29904927249	5083378.1992512
0159_AZ03_32032_20180919_ST	7228392	15497.3333333333	392748.515699405	1652.57777777778	89840.020314726	33834.4717249657	0	143.916666666667	0	0.666666666666667	0	42851.2705497328	2.15	53.5	53.6305555555556	745.98625	2922.4412037037	1007779.55182521	743.305555555555	211.743055555556	0.333333333333333	0	86605.9994528647	137208.674070451	18.375	203935.56631678	149.4	50042.2707172558	74441.1697610092	10016.9280671296	5076892.20210232
0159_AB18_26665_20200817_ST	7224859	16159.8333333333	388552.07989418	1690.78888888889	91791.6972184093	34787.2859431785	0	395.916666666667	0	0.5	0	44917.461016018	11.35	75.5	81.4648148148148	686.0525	3037.44699074074	975168.386767226	791.75	50.2638888888888	0	0.0555555555555556	86759.4352292157	133823.323375044	1.5	210381.877315947	144	48363.1182232877	75404.3762731022	10765.1170314254	5101018.41907408
0159_AB10_26745_20201112_ST	7213883	12514.6666666667	352061.687165638	3147.65069444445	96476.5807003481	34264.267837523	0	850.916666666667	0.166666666666667	4.5	0	46714.6348259041	33.5	456.625	132.442724867725	1090.42513888889	2432.84567901234	838911.615996581	652.75	139.979166666667	0.234722222222222	1.11111111111111	101267.84853245	128076.220059478	1.5	201915.126568382	800.4	42326.3613524674	75845.1586886161	14395.006126628	5259368.77790877
0159_AP39_21113_20190110_ST	7132876	21274.8333333333	488405.220949826	1491.87708333333	89850.7764893259	37570.8570358011	0	572.916666666667	0	0.666666666666667	0	39316.5787421411	0.5	105.25	447.221296296296	681.77475308642	3206.10630787037	830320.746893037	494.333333333333	67.7222222222223	0.9625	0.111111111111111	92924.3957265538	117014.581091956	7.5	206391.762896573	731.111111111111	61865.9393630586	66874.0819431689	9987.2130015432	5063270.95948198
0159_AB18_26714_20201224_ST	7107080	17072.8333333333	421246.810400884	1670.21875	92270.089303614	36429.9067681889	0	428.166666666667	0	1.5	0	43612.0586325446	33.05	158.625	51.1148148148148	813.935555555555	3192.63888888889	887787.555970419	773.333333333333	191.354166666667	15.7777777777778	0	87841.7051696306	125820.836633635	6.75	202157.884752442	362.2	50474.5045431303	73053.2322799193	11054.6659391534	5050559.2513194
0159_AB18_26396_20190529_ST	7055365	13565.3333333333	454829.82181713	1528.59375	86298.9412552267	34696.5698238169	0	233.583333333333	0	0.666666666666667	0	40761.0276619656	0.15	29.375	83.2462962962963	733.892777777778	3474.08819444445	893006.675081586	614.777777777778	64.1527777777778	0.416666666666667	0.666666666666667	84447.1940895062	120007.916363948	0	202071.81445265	179.4	56174.495295736	69191.3319349727	10155.7861111111	4983215.08287161
0159_AZ03_32077_20190530_ST	7037930	15519	492294.516881614	1481.92986111111	86507.5221323737	34794.2710827688	0	162.666666666667	0	0.166666666666667	0	40622.91794798	6.7	155.5	99.9643518518518	722.1375	3665.57847222222	879541.218960187	655.166666666667	41.2708333333334	5.17777777777778	0	87026.1936976411	119427.908888792	2.625	197712.85960354	176.333333333333	58894.6591379152	68437.8296541097	10587.119546657	4939388.76533679
0159_AZ03_32037_20201020_ST	7027428	17824.4166666667	308548.772958002	2243.44097222222	95735.7141219403	36076.9263385341	0	288.083333333333	0	5.16666666666667	0	48755.6520084591	10.35	83.8125	209.252777777778	1043.24592592593	2868.28520447531	941548.86980294	1026.41666666667	269.121527777778	0	0	85801.6229376102	140945.89146664	9.375	211082.524988125	522.9	38173.6545510913	81808.9000887713	11200.600249018	5001345.00324735
0159_AB18_26444_20190227_ST	7022972	15746.1666666667	456181.708821098	1506.36770833333	85401.9423841674	36074.703594393	0	390.25	0	4.5	0	41203.9927031893	0.5	68.625	189.67962962963	914.230925925926	3530.40625	870299.366749338	583.916666666667	49.5034722222221	0.75	0	90608.678408922	120682.032380601	18.75	196844.105951658	213.2	57438.6159633119	67875.4633496075	11024.4229166667	4966120.1204576
0159_AB18_30835_20201101_ST	7018801	12745.5	444452.512917953	1450.03472222222	85743.3026566634	33101.5994966196	0	255.25	0	0.5	0	40544.8740278849	43.5	127.875	313.007407407407	667.833842592593	3364.78125	895130.01437206	537.166666666667	85.7708333333333	0	0	84708.5353026202	119873.198669792	9.375	201723.398674425	144.4	52557.0968734384	66352.6109010861	10215.923098545	4964652.93828669
0159_AZ03_32055_20190830_STLS	6998497	17663.3333333333	351403.938707929	1973.81736111111	89306.5273957323	34219.6068489124	0	202	0.25	0.166666666666667	0	43196.5546797227	4	74.25	54.7175925925926	1061.00450617284	2746.46550925926	970820.558634626	961.972222222222	60.0520833333333	0.09375	0	81928.9196624432	134371.08321271	20.625	204787.952747244	104.833333333333	46961.7024187518	73321.8547186474	9777.63993606702	4933473.07967919
0159_AB18_26410_20190215_ST	6975847	15345.1666666667	474322.248533032	1446.67361111111	83792.2057306364	34676.7563859494	0	1589.08333333333	0	2.16666666666667	0	38619.9454710668	80.6	298.75	123.575	1017.38555555556	3790.19791666667	797212.744542732	518.166666666667	44.9965277777778	1.38888888888889	0	88097.511919949	109131.234600925	6.25	199460.573534116	403.4	59251.5639447384	68968.0824948559	12205.1682484568	4985441.16376021
0159_AY44_33043_20170926_ST	6960325	19065.3333333333	468170.097015543	1187.13680555555	78713.2549527147	30724.3193792254	0	241.833333333333	0	2.5	0	36195.9700897705	2.5	158.5	199.875	613.80324074074	2982.03726851852	943105.775628307	489.208333333333	43.4375000000001	0.025	0	82796.2313198119	119373.041992059	2.25	193936.245053939	198.8	58917.3062014073	61735.091863357	8635.17164351851	4852835.25504553
0159_AB18_30941_20200915_ST	6931568	14720.1666666667	409976.383010913	1752.80416666667	88089.3878672931	33892.209745799	0	751.416666666667	0	0.333333333333333	0	41056.8067696902	1.5	76.75	63.1898148148148	679.167777777778	2747.34375	932539.313927469	638.888888888888	79.7083333333333	0.905555555555555	0	83783.3190025475	126258.153436892	3.75	198843.384491696	174.6	49193.6381974145	69600.567700135	10319.715244709	4866324.59565174
0159_AY44_33148_20190508_ST	6921942	14918.6666666667	325258.885335832	1930.90833333333	91549.2520677634	34437.220716674	1	231.333333333333	0.25	0.5	0	45077.7116255858	0	29.75	41.7416666666667	876.461851851851	1934.38541666667	943864.125755	762	35.875	0.666666666666667	0.0555555555555556	82287.7567482363	132783.295224735	1.5	205053.065608386	245.958333333333	39867.3992609127	75688.3510591885	10694.3638888889	4914369.51988472
0159_AB18_26743_20201030_ST	6882835	10729.1666666667	419994.14796627	1528.15902777778	83655.9548592739	33247.4305662723	0	258.5	0	1.33333333333333	0	40991.8216153692	0	52.5	80.512962962963	862.601666666667	2957.74652777778	895958.88349041	634.916666666667	65.8645833333334	0	0	82932.5856751543	123791.931163462	1.875	191966.302203906	174.166666666667	49912.3351336377	68051.8870086989	9745.55401234568	4865238.82320335
0159_AB10_26748_20201110_ST	6862187	12129.6666666667	417764.857590956	1769.78541666667	78660.721496258	32715.6860591697	0	200.083333333333	0	2.33333333333333	0	38532.6148072416	0	43.5	118.327777777778	758.423796296296	1785.26041666667	918792.780026121	646.666666666667	33.1736111111111	0	0	77639.4438286302	126081.774860735	1.125	184933.288375366	161.066666666667	52297.698395521	65889.4782275237	8827.25679012346	4842401.98685717
0159_AS41_40058_20180625_ST	6853058	14028	466053.858924897	1627.97222222222	87559.7847546204	32560.2121638007	0	690.5	0	0.666666666666667	0	40896.8663936196	36.5	257.25	114.041666666667	911.222453703704	3182.97349537037	810936.847028402	604.75	29.6145833333333	8.34791666666667	0	85834.8486683691	113165.330060595	25.875	195264.664746711	244.8	56998.5129825287	69373.7751509452	11743.5268050044	4860907.25831588
0159_AP39_21290_20181113_ST_E21	6835711	15948	386595.698354828	1636.50833333333	88449.1175023608	34326.7551247428	0	815.583333333333	0.166666666666667	3.5	0	40358.9199618944	19.6	215.5	313.295833333333	721.101064814815	3469.58460648147	889789.888808972	600.638888888888	85.3645833333333	5.33333333333333	0.333333333333333	88095.8761847402	121742.899108806	19.125	200297.773696729	435.1	45664.3117472259	67545.3904442929	9739.80195105821	4838815.8321375
0159_AV42_66212_20191007_ST	6824579	17526.6666666667	439418.778827712	1594.10138888889	86582.8879902079	32750.7099977954	0	167.25	0	1	0	39477.7836162194	2	69.875	45.1157407407407	590.286898148149	3242.9361111111	875793.083914793	546.472222222222	81.2465277777779	0.75	0.111111111111111	85490.5644292879	118079.703865963	6.75	195631.373991218	192.6	55371.4803824955	67363.9180912882	9809.58703152557	4794741.96619483
0159_AA34_42092_20180525_ST	6784942	13743.6666666667	463112.274549897	1502.6125	80912.107617108	30687.3254778015	0	65.4166666666667	0	0.5	0	38325.3276786122	0	67.25	264.472222222222	802.866759259259	2702.27777777778	890653.906389624	620.222222222222	56.6666666666667	0.0125	0	79491.9237104399	116052.828155936	0	186650.490947496	226.8	53106.1451617615	67066.3571744792	11101.7768370133	4747728.77231835
0159_AP39_21685_20190116_ST	6761773	17910.6666666667	405657.303563162	1253.20486111111	86636.8884844852	33873.390737985	0	1223.91666666667	0	25.5	0	37662.2918843083	3	142.875	238.100925925926	1067.39407407407	3350.63541666666	768845.450478496	593.083333333333	55.9027777777777	0.338888888888889	0	88968.3984446649	112924.467309665	40.5	184767.743157394	631.8	51444.6363063255	66524.5239194086	9999.61357473546	4887931.37352826
0159_AB18_26712_20200926_ST	6752152	11521.1666666667	319656.53154027	1343.54444444444	89859.5184121932	33167.3309753454	0	1232.98333333333	0	0.333333333333333	0	42737.3447688094	134	446.125	154.058333333333	1070.41893518519	5113.68576388889	829485.119624486	675.666666666667	110.666666666667	81.9166666666667	1	91623.6844928229	115116.264969803	4.5	195992.267056639	182.166666666667	43149.3175616365	68765.4790549447	14443.0990740741	4886083.80999212
0159_AV42_66200_20191011_ST	6743838	23462.8333333333	352706.710847312	1719.39409722222	84979.0060741075	31862.9175213611	0	428.166666666667	0	0.333333333333333	0	40702.7834796729	21.5	95.75	59.875462962963	741.673796296297	2978.4331404321	920294.828346043	742.5	86.7708333333333	0.09375	0	82776.1443094927	122196.965069577	1.5	195747.48899346	153.466666666667	42394.5705286642	67936.9613516013	10884.5878334436	4760862.74456502
0159_AB18_26784_20201230_ST	6711465	15236.3333333333	369471.198322678	1884.45555555556	85874.8870326462	34469.4322448192	0	128.166666666667	0.333333333333333	2.5	0	41903.8937481782	1.95	63.375	82.9685185185185	816.312824074075	2568.22040895062	891515.582716968	720.555555555555	267.392361111111	0.166666666666667	0	81332.0707086824	126210.775216833	16.875	193433.380832305	221.704166666667	48536.5978695896	69509.3444881228	10060.1662422839	4737136.36118646
0159_AB18_102958_20200826_ST	6670284	11975.0833333333	419286.482648074	1599.74236111111	81870.7157796149	31887.5467601778	0	141.083333333333	0	0.5	0	39173.0615111668	2	55.4583333333333	105.813425925926	713.828564814815	2914.16967592593	850685.139755107	590.791666666667	54.3715277777778	3.44444444444444	0	80845.669271262	116574.929684567	21.75	187723.028221983	132.8	49221.6514375735	66764.6485008818	9270.56773864639	4718669.72202428
0159_AB10_26768_20200809_ST	6661063	14366.1666666667	360998.271627903	1610.91527777778	82523.0168075948	35473.4032964678	0	285	0	0.166666666666667	0	40918.3513892002	41.5	204.625	86.4240740740741	743.855972222222	3239.49606481481	908397.691816395	795.472222222222	134.253472222222	0.444444444444444	0	79935.1416933972	121234.10866378	9.75	195557.60598816	208.6	41401.1066212277	68101.6505968915	10222.4980654762	4694573.4835724
0159_AB18_26755_20201020_ST	6648111	15471.6666666667	387136.837116035	1581.71388888889	82176.4302178314	31961.3893787968	0	482.25	0	0.333333333333333	0	39560.2212892794	12.55	101.625	59.2951058201058	823.60625	2405.30636574074	881917.719111001	669.666666666667	38.25	0.694444444444444	0	78582.7187019278	119377.989219775	7.5	188710.352358466	162.166666666667	46775.4881728732	68582.8607187867	10078.0652199074	4691434.3041071
0159_AZ03_32028_20180808_ST	6637809	15636.1666666667	411836.72386372	1707.68680555556	80311.0826316572	32119.604974291	0	261.833333333333	0	2.66666666666667	0	37581.2713993403	10.5	120.25	174.799074074074	731.323981481482	2842.08680555556	856727.242322364	577.347222222222	83.4791666666666	0.388888888888889	0	82436.627961677	114900.629567894	50.625	187541.480608097	290.4	49657.6056614981	64639.2243554343	9725.65367364117	4687842.29936928
0159_AV42_66196_20191011_ST	6616783	11735.6666666667	339793.877216527	1630.15069444445	85445.8552850345	33838.4475308642	0	323.833333333333	0	0.166666666666667	0	41633.2149511215	3.2	45.25	59.0481481481482	746.268055555556	2347.36458333333	889414.720346488	643.583333333333	52.7326388888888	1.0125	0	79534.268076989	122528.287071727	1.5	191059.997502021	89.2	43990.5569670414	69371.2509573872	9337.05422453704	4693156.49324989
0159_AB18_26691_20200831_ST	6613950	16115	458482.104439484	1249.93865740741	75387.5755259774	33580.7774360671	0	470.5	0.25	6.5	0	34043.3452361713	25.55	141.875	403.730555555556	677.029027777778	3567.21354166666	817149.90353836	490.083333333333	85.3506944444444	0.679166666666667	0	82010.3420880079	108404.237612901	19.875	181898.284151467	327	55698.1975566302	62721.5981890402	9148.48384589948	4671844.57540314
0159_AQ29_10078_20180508_ST	6588236	20543.5	315959.234804894	2138.40843253968	83816.5455218338	33494.084062047	0	150.666666666667	0	0.833333333333333	0	42794.7578997801	0	88.625	83.6191550925926	908.922422839506	2131.4119212963	942755.877847423	985.805555555555	106.246527777778	0.272916666666667	0	81308.9099233805	130934.345323804	13	191456.163017311	171.738888888889	39112.2583706781	69640.027597161	10710.6926872896	4618930.05212374
0159_AP39_21361_20180308_ST_E21	6576511	18981.3333333333	455189.717460318	1483.70208333333	88737.1407519014	31659.2524112655	0	211	0	0	0	40201.937649182	0	33.125	49.8935185185185	709.749398148148	3103.09722222222	871293.724063969	595.666666666667	12.6875	0	0	80944.5047846855	120548.514301634	5.625	190214.641247079	134.6	55023.4706198561	68936.8787343153	9865.68782793209	4538575.05042564
0159_AB18_26718_20200909_ST	6573484	14171.5	308430.108875294	1772.67743055555	83419.5746025316	31213.0085381761	0	611.333333333333	0	1.33333333333333	0	41586.0657699974	5.4	86.75	85.9527777777778	1086.31375	2226.44212962963	909472.350789058	783.916666666667	132.260416666667	16.1423611111111	0	76821.7998280423	126567.392627848	25.125	186784.038919312	136.066666666667	41615.0554539609	69980.7459627149	10528.0453510802	4665924.59941624
0159_AQ29_10060_20180211_ST	6559255	8765.25	372348.546296296	1967.80347222222	80752.3423326811	29658.6788580247	0	257.866666666667	0	2.16666666666667	0	40607.5390248945	13.5	187.75	58.5203703703704	862.701342592593	2318.42361111111	830503.419561457	628.875	66.2256944444443	0.638888888888889	0	82424.4786526614	120347.688145382	0.75	181678.497421894	251	46123.9791644621	66782.8822383202	10480.0717261905	4682165.40486477
0159_AA34_42150_20180907_ST	6553448	18386.6666666667	375535.116345165	1672.7375	83804.5440843805	31568.9460822678	0	236.583333333333	0.0277777777777778	0.833333333333333	0	40344.0051757034	0	55.75	78.8222222222222	713.597129629629	2645.12800925926	885447.674586641	744.875	18.4513888888889	0.375	0	78786.052168516	118990.214970953	2.25	192581.295840875	131.8	46732.2787932466	65805.5111779743	9649.50156250001	4599514.96185067
0159_AV42_66147_20190812_ST	6544535	15120.8333333333	429934.079918982	1113.55810185185	75906.6500688474	33367.0184092078	0	281.166666666667	0	1.16666666666667	0	35531.2639332664	13.9	113.125	57.6574074074074	993.418240740741	3421.00347222222	889482.82716325	797.583333333333	69.3333333333334	4.50347222222222	0.0555555555555556	76996.1369126617	109160.013757773	40.875	187280.67553915	170.6	54517.1850203006	59074.1202830366	10139.2611772487	4560946.98823294
0159_AZ03_32076_20190429_ST	6525038	13938.25	392643.346808863	1674.22708333333	77189.2473172398	32322.10535898	0.0833333333333335	88.9166666666667	0	1.66666666666667	0	36685.1626267433	0.15	62.375	131.146296296296	635.184907407408	2961.24039351852	902976.162670855	631.888888888888	45.9930555555555	0.3125	0	77182.9132243901	120051.970732506	0.75	179540.205704236	224.266666666667	48298.7351676404	64538.0949100713	8778.2277199074	4564435.37630023
0159_AA34_42438_20190621_ST	6523274	12728.1666666667	382261.477496693	1632.8525462963	82976.6410006981	30996.6762097663	0	186.333333333333	0	0.833333333333333	0	39274.7633847022	0	48.5	223.101851851852	620.423518518518	2766.92708333333	869526.308790785	704.361111111112	45.7847222222222	1.11111111111111	0	77346.3057152655	117733.289371048	21.375	186633.906923758	196	47727.9179045414	66111.6526811435	9629.22982253087	4593880.06042129
0159_AP39_21364_20180504_ST_E21	6496729	12235.1666666667	455684.003811177	1361.23958333333	86107.0913626635	31853.1439291226	0	129	0	0.333333333333333	0	39294.0245105514	15	51.875	27.9277777777778	774.493518518518	3201.390625	851719.327860449	588.25	17.3298611111111	5.41666666666667	0	81997.5771981555	118393.66650196	17.625	185068.600493276	97.6	52163.709194224	65008.6603037506	9600.51684854498	4501316.02995372
0159_AB10_26786_20210216_ST	6481692	17047.6666666667	304484.531172673	1890.57116402116	84934.5800800721	31629.937919595	0	456.916666666667	0.25	6.33333333333333	0	41761.1263081153	3.3	96.25	88.8861111111111	972.439953703704	2336.35300925926	900717.836332613	887.666666666667	124.243055555556	0	0.111111111111111	77868.5087507807	126527.625939956	10.125	185613.061806702	222.85	40851.3215021877	71953.9363835027	10111.1178295855	4581094.45323612
0159_AB18_26705_20191018_ST	6477810	9027.83333333333	304991.390178571	1423.26180555556	84082.3372829402	27777.6835207231	0	644.166666666667	0	0.5	0	38888.5168219828	95.5	290.25	35.650462962963	885.036805555555	3134.47916666667	762016.809228946	508.916666666667	50.7951388888889	39.8583333333333	0	79221.9858493166	114000.962349249	2.25	174853.627081864	172.4	36589.2686970899	65764.2533101393	11562.8655919312	4761749.40170762
0159_AB18_26663_20200725_ST	6467539	12313.8333333333	415256.140947421	1781.85763888889	79739.0371623494	33821.6907416593	0	236.75	0	1	0	36266.0392123914	0.15	56.875	87.6222222222222	622.027685185185	2173.8537037037	816047.18678351	545.152777777778	63.5381944444444	0.25	0.222222222222222	84214.913414015	120749.315564652	2.25	170048.708246289	286.8	48012.2209500845	63339.3803839653	8847.67778328924	4573024.5060326
0159_AB18_26646_20200815_ST	6433829	14400.6666666667	506226.593159271	1639.75	77178.1070036022	32775.5279851257	0	561.5	0	4.16666666666667	0	34756.8680198229	60.2	67.75	122.962962962963	852.808888888889	3835.47569444445	693052.679026876	479.166666666667	22.65625	0.427083333333333	0	86485.9664956276	96948.6108546811	16.5	176854.634090249	450.566666666667	58286.7134477421	60345.0175151411	11062.2405588624	4577341.4442967
0159_AA34_42415_20190506_ST	6433335	11707.5	387553.185404725	1461.1125	79078.8730017269	30713.0170487948	0	43.5833333333333	0	2.66666666666667	0	38025.9543247742	0	37	51.9824074074074	700.761018518519	2512.45138888889	835122.279526749	577.25	44.2916666666667	0	0	78181.5103263705	114795.479463408	22.875	181578.281494231	128.05	47108.2195278972	64351.4609385104	8370.19762731481	4551167.01733402
0159_AY44_33005_20170925_ST	6406448	14796.3333333333	489148.393791336	1201.15850694444	75313.4013483337	31032.0226273148	0	151.416666666667	0	0.333333333333333	0	35039.9139818132	12	162.125	48.0444444444444	670.135231481481	3107.27025462963	751359.960858503	538.083333333333	52.6597222222223	1.55555555555556	0	77929.2338857657	101426.664326171	24	178394.605600988	67.4	61065.2882352294	59782.0160628628	8790.91608796297	4516333.06781178
0159_AB18_106054_20190207_ST	6376971	14586	409042.90062004	1600.49791666667	78623.7586106518	32524.6310632226	0	114.166666666667	0	0	0	36711.3484537894	0	65.25	188.319444444444	588.438796296296	2971.54166666667	804745.15577234	581.666666666667	19.2569444444444	0.333333333333333	0	76610.0014157113	108330.056739112	6	183613.252696282	115.975	49552.1109406078	61974.944775316	8691.43518518519	4505713.95729256
0159_AA34_42406_20190430_ST	6374144	15139.8333333333	432710.038310185	1294.84375	84505.2367049254	30520.7104515726	0	437.916666666667	0	1.33333333333333	0	37120.2593103526	30	233.375	32.6759259259259	655.626296296296	3948.61458333332	780990.106318894	500.5	32.6840277777779	0.833333333333333	0	82974.8544528341	104789.370702152	0	190589.948656287	54.6	53404.7514338992	60985.7576159015	10099.1021494709	4483091.02764353
0159_AB18_26463_20190528_ST	6356777	15885.1666666667	316698.13862985	1784.47777777778	82668.7298212724	31158.853766167	0	951	0	1.16666666666667	0	38431.1065888734	64.5	221.375	117.139814814815	810.300740740741	3319.35675154321	837213.065233686	648.291666666667	174.888888888889	0.1875	0.0555555555555556	81241.4760062606	116236.560836505	5.625	183415.980285708	81.2	40938.4127815899	67605.4903658617	9920.77822420634	4527183.6754307
0159_AA34_42470_20190830_ST	6353936	11971.6666666667	343208.831023111	1313.8900462963	79597.7941893096	30920.241313933	0	150.916666666667	0	0.666666666666667	0	38349.8618302755	0	26.5	58.6083333333333	653.447037037036	2995.84375	843904.707897009	613.375	45.170138888889	0	0	76034.8127413409	112307.217943791	0	187449.191772174	87.4	41241.7166811342	64006.6084935562	9456.7025462963	4509540.82926251
0159_AB18_26642_20200320_ST	6317657	12842.25	364689.256924987	1673.27951388889	83029.5660997541	30434.660248066	0	907.2	0	3.5	0	36334.957550981	124.5	879.125	263.628703703704	954.480370370371	4700.38194444443	705837.687106515	502	175.451388888889	47.8541666666667	0	86244.3159689154	102398.582143665	13.875	170930.042013226	211.6	43310.2003298611	61204.8670059307	13674.3447530864	4596269.39376705
0159_AP39_21213_20180420_ST_E21	6227192	14339.6666666667	303426.638225676	1733.51875	82195.0140188583	29629.9282131834	0	215.166666666667	0	0	0	40244.3303339334	0	54.5	86.7	843.607777777778	1894.00138888889	876741.952109972	803.819444444445	126.159722222222	0.204861111111111	0	77869.175301477	124568.788197004	33.75	179930.601915142	220.5	38929.4128522744	65195.5754526519	9571.27851080247	4378537.70959125
0159_AB10_101848_20181004_ST	6221866	12476.8333333333	379927.060648148	1689.08402777778	75554.1141499026	30014.5799146948	0	297	0	1.5	0	39932.040726166	0	95.25	70.3666666666667	658.335462962963	2739.72916666667	810550.129150132	606.708333333333	40.5	0.025	0	82601.3334864908	108615.660268127	0.75	185176.669893408	177	44697.081817742	61288.6474288332	9203.91570216049	4375451.68482346
0159_AP39_21392_20180504_ST_E21	6205667	16589.3333333333	413588.19470532	1530.39375	78483.3801733814	27339.4675834068	0	542.416666666667	0	1.75	0	36746.3271366363	5.5	92.625	80.7185185185185	705.440972222222	2781.55069444445	802018.098573449	595.083333333333	78.9027777777778	0.444444444444444	0	79082.0841409159	111449.348144978	4.5	172157.398522285	377.8	48916.2908121142	60198.9256283758	9425.26565806878	4342875.75943033
0159_AP39_21372_20180327_ST_E21	6165827	14490.6666666667	406823.633548281	1372.58217592592	74146.3315322635	30017.8380946257	0	133.083333333333	0	2.16666666666667	0	34702.1174525606	0.5	60.25	101.133333333333	591.143055555555	2600.01041666667	809420.443405533	593.888888888888	51.2395833333333	0.388888888888889	0.0555555555555556	74031.350017606	108382.423578267	21	170958.046457874	136.2	49499.4061690886	58872.7282214736	8592.41028163579	4320225.96267598
0159_AB18_26716_20200820_ST	6159350	12365	341377.899918246	1503.125	79173.8491353432	30320.1752645503	0	267.416666666667	0	0.666666666666667	0	36795.4658935614	0.75	44.5	89.8956018518519	758.377962962962	2594.83958333333	815054.157991623	745.722222222222	25.3402777777778	0	0	72618.6384901651	113779.829826352	25.5	177620.35361958	138.1	42170.0025846469	63817.6764100529	8518.69924768518	4359544.01763671
0159_AQ29_10011_20170731_ST	6158665	29458.4166666667	316394.140105085	1361.45982142857	81233.3271395962	30753.395021311	0	255.083333333333	0	0.5	0	37712.0626595977	0.45	33.625	17.912037037037	539.485154320987	2933.50545634921	865105.887951606	670.694444444445	79.8125	0	0.555555555555555	76521.5443144759	111474.445007399	3	186144.59480741	55.3638888888889	39139.2702715482	62880.1276379724	10462.3419642857	4305433.99926169
0159_AY44_33007_20170914_ST	6143471	11301.6666666667	394566.545031415	1632.10416666667	77551.3746036339	28703.1950029394	0	117.583333333333	0	0	0	36950.1551746113	0	76.75	26.3574074074074	668.827685185185	2753.27083333333	790993.738640873	531.416666666667	30.03125	0.25	0	78991.4342009602	108697.253177951	24.75	173697.558355269	105.8	44818.3693640689	58098.5929948835	9196.99340277778	4323936.98204136
0159_AP39_21101_20171111_ST	6110832	23403	355454.113468013	1225.12986111111	84255.1937154214	30228.7533881307	0	236.166666666667	0	3.5	0	36977.2091971787	4	107.875	277.152777777778	532.700694444445	3407.87800925925	717004.350103465	560.972222222222	29.7708333333333	0.320833333333333	0.111111111111111	82246.6883803032	103942.900520631	20.25	187907.781658196	571.2	43954.8217524618	64307.3881283403	10631.1771990741	4363541.59447953
0159_AZ03_32059_20190918_ST	6092992	12622.1666666667	445989.25340241	1149.40763888889	71971.5466978707	30235.7802386464	0	133.583333333333	0	1.33333333333333	0	32674.0643493155	1.5	96	176.168055555556	603.191064814815	2938.74606481482	752454.988149434	490.833333333333	29.4375	0.0666666666666667	0	72213.962443783	99443.4437345291	26.625	171313.857167732	106	53572.2781142526	57092.8126106656	8176.80532407406	4279478.14910988
0159_AB18_26741_20201114_ST	6089249	12720.1666666667	383779.648239088	1388.03125	74340.6128052341	29340.3469748187	0	111.666666666667	0	2.83333333333333	0	35330.9398042052	0.5	39.75	38.3648148148148	588.950416666667	2075.48518518519	772777.039737654	492.583333333333	26.6284722222222	0.527777777777778	0.0555555555555556	70627.545494164	106628.30306558	5.625	170009.58086857	110.366666666667	47347.8746649336	60597.9514840765	8582.00285493828	4312285.61886785
0159_AZ03_32060_20190920_ST	6065548	16907.5	266366.094312921	2055.19833002645	82756.9058487253	28380.5493307747	0	434	0	1.75	0	40159.2279680594	1.2	89.375	126.652083333333	1050.72333333333	2060.9625	834669.139351133	980.138888888888	336.208333333334	0.5	0.0123456790123457	73107.8392500083	124139.922594248	19.875	180214.1815042	341.433333333333	37031.1219913654	68003.6041509215	9580.21419201941	4296733.6703577
