sample_id	total	organic_substance_metabolic_process	carbohydrate_metabolic_process	cellular_aldehyde_metabolic_process	organic_acid_metabolic_process	lipid_metabolic_process	flavonoid_metabolic_process	carbon_fixation	ether_metabolic_process	organometal_metabolic_process	cyanide_metabolic_process	organophosphate_metabolic_process	alkanesulfonate_metabolic_process	choline_metabolic_process	polyketide_metabolic_process	thioester_metabolic_process	cellular_ketone_metabolic_process	macromolecule_metabolic_process	S_adenosylmethionine_metabolic_process	hydrocarbon_metabolic_process	olefinic_compound_metabolic_process	acetate_ester_metabolic_process	carbohydrate_derivative_metabolic_process	organic_cyclic_compound_metabolic_process	poly_hydroxyalkanoate__metabolic_process	organonitrogen_compound_metabolic_process	fatty_acid_derivative_metabolic_process	organic_substance_catabolic_process	organic_substance_biosynthetic_process	organic_hydroxy_compound_metabolic_process	Remaining
0159_AA34_42402_20190425_ST	93497	97	2567.2828207672	45.8368055555555	1490.5510204016	471.237375992064	0	58.75	0	0	0	538.945051164756	9.5	30.25	2.77777777777778	23.4819444444444	140.631944444444	8834.06206459435	3.08333333333333	0.125	0	0	1390.08066670341	1378.851214102	0	2503.15938207304	29.4	358.809412202381	1124.68908939135	332.580324074074	72065.9147729782
0159_AA34_42412_20190424_ST	93093	170.333333333333	8444.21805555557	17.5486111111111	1149.08592877352	396.412054490006	0	5.5	0	0	0	510.232700994921	0	4.25	2.5	10.7810185185185	51.1215277777779	11354.1115795855	9.41666666666667	0	0	0	1235.52882556829	1501.9342117831	0.375	2552.7249191652	1.6	954.735235798794	843.423507265947	145.911689814815	63731.2551337969
0159_AA34_42432_20190702_ST	93056	213	6194.06732804233	34.5034722222222	1223.51861891902	405.890732473545	0	24	0	0	0	586.56373528235	0	3.5	4.59259259259259	11.9055555555556	34.8333333333332	11096.4347029321	8.91666666666667	0.486111111111111	0	0	1175.03130955443	1694.90909742635	0	2527.87222084436	2.6	637.869639274692	917.760744506907	150.71875	66107.0253892625
0159_AY44_33167_20190301_ST	92376	130.916666666667	2479.52055224868	22.4618055555556	1352.05606100272	403.462194113756	0	74.4166666666667	0	0	0	670.39146047668	2	7.75	1.87962962962963	28.1325925925926	81.78125	10920.4846413874	7.25	0.888888888888889	0.472222222222222	0	1274.57761267882	1649.1342949368	0	2896.81106622942	5.4	324.331024305556	1121.34675556199	228.380241402116	68692.1543734338
0159_AA34_42424_20190529_ST	90751	245.166666666667	5893.57321428572	22.8715277777778	1208.29988191689	462.024276161082	0	0.25	0	0	0	559.778399348422	0.5	0.25	1	11.4361111111111	33.0069444444444	12497.7711667769	8.08333333333333	0.277777777777777	0	0	1176.78033815893	1747.40870058054	0	2507.40104175852	1	682.98801247428	928.57640402245	132.78587962963	62629.7703237755
0159_AQ22_10441_20191101_ST	90324	196.333333333333	5889.39611441799	27.5416666666667	1310.13887970312	420.222314079953	0	11.75	0	0	0	591.559151734682	0	5	2.59259259259259	15.1638888888889	32.2986111111111	10319.2374724427	9	0	0	0	1251.95879078483	1654.26271278741	0	2624.06743230085	5.8	692.759030992798	925.271395778219	179.860185185185	64159.7864271997
0159_AP39_21191_20180122_ST	89924	202	5610.36742724868	20.7673611111111	1160.70517609127	413.096955834803	0	3.16666666666667	0	0	0	585.510246627801	0	0.5	1.18518518518519	9.40092592592593	33.9791666666667	12429.5292631173	11.5	0.138888888888889	0	0	1106.37128619195	1707.64526195784	0	2632.43775279247	2.2	676.473328832304	896.213448293283	151.60462962963	62269.2070289383
0159_AQ22_10426_20190802_ST	89684	187.833333333333	5845.25276124339	23.7256944444445	1235.28464092813	403.490334729571	0	5.5	0	0	0	578.343587462849	0	1.5	1.09259259259259	9.725	31.5902777777778	12274.3901758157	10.6666666666667	0.538194444444444	0	0	1166.91275291495	1711.47409268241	0	2593.52464671517	1.8	674.693980195473	951.766002397486	145.622685185185	61829.2725804704
0159_AS41_40070_20190424_ST	89401	139.666666666667	5657.7591765873	16.8125	1098.15093667328	423.526924419459	0	2.58333333333333	0	0	0	494.06548318187	0	0.5	0.5	9.73333333333334	46.8611111111111	11823.2846395503	7.66666666666667	0.625	0	0	1097.27906363291	1551.57471403668	0.75	2604.25559909612	1.8	703.948392489713	849.06787119709	115.794637345679	62754.7939506785
0159_AN08_59029_20180525_ST	89241	218.833333333333	5131.75004960317	21.1458333333333	1033.67838105342	406.162059082892	0	15.1666666666667	0	0	0	507.076394961705	0	1.75	2.53333333333333	8.16064814814815	37.2777777777778	12194.0123181217	7.91666666666667	2.77777777777778	0	0	1230.26571593915	1663.92830667826	1.5	2402.17327481996	4.4	561.874953703704	829.327441785163	122.710493827161	62836.5785733867
0159_BA21_18004_20171027_ST	87433	167.833333333333	4880.45613425926	18.4097222222222	1184.11846703226	446.444843106996	0	9.66666666666667	0	0	0	539.789569401577	0	0.5	0.212962962962963	8.52407407407407	44.3645833333333	11734.9062114197	8.16666666666667	0.416666666666667	0	0	1070.47315978346	1635.6147015726	0	2561.68692625661	1.6	613.553268389918	884.513413639954	136.38287037037	61485.3657588413
0159_BD46_77022_20190218_ST	87070	214.5	5439.43544973545	20.5694444444444	1055.32929251176	433.19751984127	0	7.66666666666667	0	0	0	470.713425282922	0	0.25	0	7.87574074074074	32.9756944444444	12135.2030092593	8	1.11111111111111	0	0	1080.47312708211	1568.74278480796	0.375	2292.695964745	0.6	561.789971064815	818.355842519106	117.841435185185	60802.2985205577
0159_AN38_59052_20190117_ST	86793	482.5	5693.55448082011	17.78125	1123.76383988279	429.743923611111	0	7.08333333333333	0	0	0	494.702852794925	1	2.625	1.09259259259259	6.9425925925926	56.3020833333334	10785.2268215388	6.33333333333333	0.0694444444444444	0	0	1116.45908411719	1405.10047461052	0	2514.01332570914	1.8	720.63157021605	844.647329856518	144.13900462963	60937.4876625836
0159_AJ09_760035_20191205_ST	86565	220.166666666667	3489.12908399471	55.2395833333333	1217.72301895025	362.946726190476	0	100.583333333333	0	0	0	560.1353559385	0	0	4.66666666666667	17.4787037037037	28.5277777777778	10233.1111055996	5.91666666666667	0	0	0	862.537180947482	1480.92158883663	0	2457.50433090829	0	357.374643132716	939.872020250036	182.487847222222	63988.6776998809
0159_AA34_42057_20180419_ST	86257	208	4107.87123015873	34.6944444444445	1406.40187991439	438.157716049383	0	3.5	0	0	0	664.03836126829	0	0.75	0.5	17.7907407407407	20.6354166666667	11208.4033895503	14.0833333333333	0.104166666666667	0	0	1080.65054777827	1818.30498310634	2.25	2735.12977632643	3	516.979587191358	1038.77478553516	142.732407407407	60794.2472338621
0159_AA34_42363_20190301_ST	85354	282.5	8489.48255621691	25.6006944444445	1150.58916473765	408.356127829218	0	16.0833333333333	0	0	0	500.968909679355	0	0.25	2	10.8740740740741	20.5416666666667	9749.96209766314	6.58333333333333	0.0694444444444444	0	0	1080.02407621742	1472.63429895405	1.5	2361.15488554527	4.2	922.09485183348	770.991690228175	135.62662037037	57941.9121744286
0159_AA34_42380_20190401_ST	84594	131.166666666667	5074.16284722222	14.96875	1264.17538580247	355.836564888301	0	29.5833333333333	0	0	0	512.325645861911	0	6.125	3.46296296296296	13.6421296296296	71.7777777777777	10028.562037037	6.33333333333333	0.444444444444444	0.444444444444444	0	1143.24400597688	1522.87022085865	4.5	2327.9868613132	2	637.080422132202	813.679096257716	165.796040013227	60463.8320300436
0159_AP39_21017_20171111_ST	82121	119.5	4559.71162367725	22.4756944444444	1090.16567804784	379.068026161082	0	6.16666666666667	0	0	0	499.011483339049	0	1	1	10.5916666666667	27.9513888888889	10795.1103284832	9.75	0.243055555555556	0	0	965.48467170047	1523.10522674571	0	2376.76370655129	1	547.753813014403	831.478973512823	127.190972222222	58226.4770243224
0159_AA34_42218_201801121_ST	81913	302.5	4797.47711640212	21.75	1215.64247818379	355.153011096414	0	2.08333333333333	0	0	0	526.91330661294	0	1	2	8.95370370370371	39.423611111111	11476.0317956349	8.25	0	0	0	1156.28412147266	1517.01465599484	0	2597.58054058274	0.8	652.594200102881	843.340112778329	159.714699074074	56228.4933139162
0159_AA34_42174_20180806_ST	80532	91.1666666666667	2746.58930224868	39.3923611111111	1338.30777029137	392.764451058201	0	42.9166666666667	0	0	0	475.752052025157	5.5	23.5	1.57407407407407	19.1400462962963	93.46875	7729.80267305996	2.58333333333333	1	0.0833333333333333	0	1359.81024764844	1192.10509141069	0	2307.58124779541	17.8	354.744509204145	940.973133060516	281.669560185185	61073.7747305308
0159_BD46_77020_20190318_ST	80124	172.166666666667	4478.02399140212	17.375	1058.98033261684	475.931193966784	0	4	0	0	0	487.571586454455	0	0.75	2.0462962962963	9.41351851851852	50.1458333333332	10298.3236496914	9.41666666666667	0.243055555555556	0	0	992.072229387125	1445.95919341156	0.375	2302.3735976264	3.4	527.969866714433	879.294776739785	124.478587962963	56783.6889569891
0159_AP39_21423_20181004_ST	79973	198	4914.48305224867	17.7569444444445	1073.50637400794	476.445637676367	0	0.833333333333333	0	0	0	503.172525327217	0	1.5	0.5	9.10810185185185	42.3263888888889	10616.2603946208	9	1.11111111111111	0	0	1009.94860039438	1468.30242431944	0.375	2398.54902933936	2.4	565.924623842592	842.895564190182	119.708101851852	55700.8927925516
0159_AA34_42370_20190322_ST	79516	125.166666666667	6348.95365410053	14.6805555555556	951.694712485303	323.667892048795	0	10.1666666666667	0	0	0	424.335580275491	0.5	1.5	2	9.54814814814815	30.8576388888889	10549.3218722443	5.91666666666667	0.520833333333333	0	0	969.467640664805	1426.14181824009	0	2097.61928240741	5	736.112944315844	734.323348306143	118.46724537037	54630.036833615
0159_AA34_42078_20180523_ST	79482	183.5	5794.74583333333	18.4895833333333	1070.26150899287	374.936908436214	0	4.16666666666667	0	0	0	487.602318029835	0	1	1.18518518518519	8.62314814814815	38.7916666666667	10645.6127755732	7.66666666666667	0.208333333333333	0	0	1007.63000624633	1455.57408583186	0.375	2351.33653466711	3	658.343058770576	803.07090776106	116.658796296296	54449.2210160613
0159_AA34_42368_20190312_ST	79387	363.333333333333	4973.24657738095	24.6597222222222	1247.62389807466	380.231735008818	0	13.5	0	0.166666666666667	0	569.376494984568	0	0	0.0462962962962963	8.77222222222223	25.2743055555556	10856.1700727513	7.66666666666667	0	0	0	1007.29698094258	1584.23496015824	0	2530.74426045341	1	584.278858024691	842.951043411963	163.451388888889	54202.9745169569
0159_AP39_21045_20171020_ST	78409	189.666666666667	4555.07791005291	21.1388888888889	1016.92950869893	418.755170671664	0	4.16666666666667	0	0	0	434.766045381801	0	2.5	1.18518518518519	7.88814814814815	50.4479166666667	10221.3237571649	5.91666666666667	0.833333333333333	0	0	973.884033840388	1376.60671554314	0	2273.08142373971	5	565.095720807613	814.759218589249	117.464814814815	55352.5122084726
0159_AP39_21035_20171026_ST	77148	198.333333333333	5848.93356481482	17.2395833333333	959.583344999265	383.73822659465	0	4.95	0	0	0	382.672949531321	1	3.875	0.0925925925925926	7.63981481481482	62.3888888888889	8701.99341104497	5.91666666666667	0.708333333333333	0.222222222222222	0	967.779571759259	1109.05124694624	0.75	2154.8776740704	0.8	712.355234053497	734.497241833848	125.222222222222	54763.3788769443
0159_AN08_59058_20190320_ST	75903	156.333333333333	4376.15902777778	19.0138888888889	891.173609411743	329.627752057613	0	3.66666666666667	0	0	0	475.376238497371	0	1	3.22685185185185	6.67129629629629	23.7118055555556	10669.1171378968	6.5	0.854166666666667	0	0	933.17236153978	1390.97845224215	0	2265.0520134296	5.6	512.356219778806	709.561161104681	107.802314814815	53016.0457021896
0159_BB02_45014_20191006_ST	75691	84	1985.79975198413	37.1944444444445	1143.96323509149	384.056051587302	0	52.0833333333333	0	0	0	416.855609853681	5.5	33.125	1.75925925925926	17.8134259259259	122.239583333333	6796.22019400353	3.33333333333333	0	0	0	1173.82085292965	1065.06201077389	0	1984.98083314962	25.2	288.387663966049	910.555017981151	258.018518518518	58901.0318805314
0159_AA34_42101_20180611_ST	73620	93.8333333333333	3283.84596560846	18.2805555555556	930.427262483465	413.919146825397	0	19.5	0	0.333333333333333	0	428.559189268772	0.5	8.875	3.37037037037037	11.6520833333333	58.9981481481481	8249.2164544753	6.70833333333333	0.260416666666667	0	0	882.082259210268	1180.12606674791	18.375	2055.84034753454	5.6	482.630297894621	789.23083611203	165.236607142857	54512.5989926223
0159_AA34_42365_20190318_ST	72680	208.666666666667	7714.22457010581	15.40625	873.291168246619	306.592195767196	0	1.5	0	0	0	351.75877200503	0	1	7.5	7.14722222222223	30.7083333333333	9325.00754519401	6.08333333333333	0.520833333333333	0	0	920.587722295708	1235.04224782399	0	1866.45614271017	4.4	952.577897376544	580.007313620664	112.247916666667	48159.2738692987
0159_AA34_42385_20190401_ST	72353	261.833333333333	4164.14222883598	14.6701388888889	1072.23009879299	404.411772486773	0	41.6666666666667	0	0	0	461.503755501258	0	5.125	0.138888888888889	16.1314814814815	85.6493055555555	7900.77150848765	5.25	0	0	0	966.670975100431	1387.13919959256	0	2115.46770208701	7.4	436.524710648148	835.626470665234	180.022800925926	51990.6239620612
0159_AP39_21206_20180411_ST	71785	220.5	5587.67718253968	12.8888888888889	863.428941936728	343.987376910641	0	11.3333333333333	0	0	0	393.8844478738	0	0.5	2	8.97592592592593	24.6666666666667	8587.77687114197	5.83333333333333	0.416666666666667	0	0	991.557947837057	1208.95827040466	0	1913.45835684891	6.6	669.304719650206	669.960222594246	114.275578703704	50147.0152687436
0159_AY44_33015_20170917_ST	71561	166.5	3693.62645502645	16.6736111111111	927.889948008524	331.57125404174	0	3.5	0	0	0	463.175223265318	0	0.5	3.09259259259259	7.52314814814815	33.71875	9717.59012621252	6.91666666666667	0.659722222222223	0	0	869.72724377817	1330.70130860931	0	2159.52699377205	2.4	451.762259516461	740.048740906085	98.4994212962964	50535.3965348263
0159_AA34_42135_20190211_ST	71091	139.333333333333	2931.78832671958	14.9861111111111	1045.12842757936	301.713251396238	0	10.1666666666667	0	0	0	441.573234417867	1	6.375	2.18518518518519	13.3928240740741	68.232638888889	7742.52948357584	5.25	0.868055555555556	0	0	891.534926146384	1233.47946567583	0	2143.73572769694	6.4	427.29180619856	806.727913819077	128.822453703704	52728.4851682558
0159_AA34_42200_20180817_ST	71005	226.166666666667	4275.571875	21.90625	1015.24160714286	349.364319701646	0	7.83333333333333	0	0	0	445.119224751372	0	0.75	1	9.87314814814816	25.9618055555556	9644.29693287037	10	0.520833333333333	0	0	890.747800925926	1383.90536120909	0	2128.71161789021	7.2	523.710132458848	736.573695987654	109.659606481481	49190.8857885435
0159_BD46_77007_20191005_ST	70538	77.6666666666667	4206.69722222222	24.4027777777778	871.409159409906	351.638271604938	0	10.1666666666667	0	0	0	445.485895418953	0	0.5	0	10.347037037037	22.0451388888889	8807.54799658289	4.66666666666667	0.472222222222222	0	0	925.394278549383	1285.96929877441	0	1912.87451734274	1.2	427.201525848765	741.974439621913	107.896990740741	50302.4432279572
0159_AY44_33108_20180918_ST	70344	59.1666666666667	1835.81908068783	8.65277777777778	1058.97862311692	295.66817680776	0	58.9166666666667	0	0	0	500.495166395176	0.5	1.375	0	18.8314814814815	26.9127314814815	9424.7020116843	5.25	0.555555555555555	2.97222222222222	0	870.669600908779	1354.37895028251	1.5	2217.53740286964	0.45	292.639212136243	831.916651533105	184.68549382716	51291.4265278987
0159_AA34_42414_20190612_ST	70159	115.5	3608.58191137566	22.3090277777778	983.501536366476	291.294389329806	0	11.25	0	0	0	477.981171767833	0	0	1	11.5388888888889	6.68055555555555	9148.5897018298	14	0.104166666666667	0	0	897.050061238487	1401.11397644768	0	1969.38001837155	1.4	367.967314814815	808.647920915087	132.915239197531	49888.1941194564
0159_BD46_77023_20190108_ST	69984	126.333333333333	5428.40302579365	14.2048611111111	794.759231839726	345.851010435038	0	0	0	0.333333333333333	0	355.663313114426	0	0.875	1.62037037037037	6.88592592592593	23.4930555555556	8632.51539076279	8.33333333333333	0.416666666666666	0	0	832.534162563688	1140.46953700438	0	1984.94164357363	2	694.833655156893	644.991287271274	94.8898148148149	48849.6520480401
0159_AQ22_10431_20190930_ST	69849	128.333333333333	4677.92099867725	16.6944444444445	899.320785199882	319.605217519106	0	2.16666666666667	0	0	0	440.275222908093	0	0.5	0	8.72962962962963	24.3506944444444	9322.12422563933	7.91666666666667	0	0	0	879.367793148638	1288.59562103175	0	2024.62434220679	1.4	540.396743184157	699.151739142416	103.811805555556	48463.7140706019
0159_AN08_59043_20181017_ST	69782	164	4944.13444113757	13.4826388888889	744.088962558789	293.818625073486	0	1.33333333333333	0	0	0	342.580879558185	0	0.25	1.63888888888889	5.96851851851852	34.0798611111111	9838.04902171517	4.5	1.28472222222222	0	0	801.582887517147	1236.467444571	0	1786.61781893004	0.6	584.726657664608	579.518525407848	84.7973379629629	48318.4794349402
0159_AP39_21047_20171127_ST	69496	161.333333333333	5211.80411706349	15.9722222222222	829.13303516314	340.096665564374	0	1	0	0	0	382.879777877801	0	1.75	0.138888888888889	6.48703703703704	27.8194444444444	8216.73786651234	6	2.625	0	0	800.029542670978	1148.85021315076	0	1898.68626083921	2	625.464795524692	665.029842096561	110.547453703704	49041.614503907
0159_AN38_59030_20180605_ST	69118	151.833333333333	5077.31521164021	12.8368055555556	768.347923188566	310.932480893592	0	1.16666666666667	0	0	0	402.929386502629	0	0.75	0.0333333333333333	7.45055555555556	24.0173611111111	9225.26442074515	5	0.819444444444444	0	0	821.010598361258	1151.23998199997	0	1981.28453549383	1.8	575.720689300411	616.22380543614	104.030787037037	47877.9926794012
0159_AA34_42025_20180402_ST	69066	158.666666666667	4144.37693452381	24.1111111111111	1019.23756273883	336.411732069371	0	7.66666666666667	0	0	0	490.518913608825	0	0	0.546296296296296	9.08981481481482	18.8090277777778	8914.05433201058	8.08333333333333	0	0	0	856.03296712718	1384.48888779476	0	2060.21995682687	2.2	458.62176247428	764.348095008451	117.902199074074	48290.6137400763
