sample_id	total	negative_regulation_of_snRNA_transcription_by_RNA_polymerase_II	Remaining
0159_AQ29_10036_20171109_ST	363502	0	363502
0159_AQ29_10151_20190808_ST	362216	0	362216
0159_AP39_21094_20171202_ST	359189	0	359189
0159_AJ09_750032_20191127_ST	358534	0	358534
0159_AP39_21044_20180525_ST	356465	0	356465
0159_AQ29_10114_20180911_ST	352800	0	352800
0159_AP39_21192_20171215_ST	350004	0	350004
0159_AA34_42218_201800920_ST	348254	0	348254
0159_AA34_42198_20180814_ST	343226	0	343226
0159_AN08_59002_20171024_ST	337283	0	337283
0159_AN38_59034_20180724_ST	333302	0	333302
0159_AQ22_10404_20190511_ST	331835	0	331835
0159_AA34_42417_20190518_ST	331493	0	331493
0159_AB18_26403_20190305_ST	331041	0	331041
0159_AA34_42220_201801015_ST	330713	0	330713
0159_AQ29_10140_20190314_ST	327342	0	327342
0159_AN08_59006_20171127_ST	326785	0	326785
0159_AN08_59005_20171121_ST	325085	0	325085
0159_AQ29_10033_20171115_ST	323338	0	323338
0159_BE31_82027_20191217_ST	322049	0	322049
0159_AJ09_750037_20191118_ST	321621	0	321621
0159_AY44_33056_20171004_ST	321029	0	321029
0159_AS41_40002_20171204_ST	320387	0	320387
0159_AA34_42397_20190419_ST	320099	0	320099
0159_AA34_42375_20190318_ST	318417	0	318417
0159_AQ11_10038_20171110_ST	316676	0	316676
0159_AY44_33034_20170915_ST	314380	0	314380
0159_AB10_26460_20190429_ST	313278	0	313278
0159_AB18_101736_20191009_ST	312190	0	312190
0159_AQ29_10037_20171116_ST	309827	0	309827
0159_AA34_42306_20181205_ST	307719	0	307719
0159_AN08_59040_20180827_ST	305796	0	305796
0159_AN08_59046_20181107_ST	297644	0	297644
0159_AY44_33063_20171010_ST	297384	0	297384
0159_AA34_42190_20181015_ST	295777	0	295777
0159_AQ22_10423_20190826_ST	294560	0	294560
0159_AA34_42325_20190102_ST	292468	0	292468
0159_AQ22_10408_20190725_ST	291841	0	291841
0159_AA34_42005_20180409_ST	289854	0	289854
0159_BE31_82023_20191203_ST	289576	0	289576
0159_AN08_59013_20180205_ST	289109	0	289109
0159_AY44_33029_20170925_ST	288155	0	288155
0159_AA34_42302_20181203_ST	288074	0	288074
0159_AA34_42133_20190227_ST	281913	0	281913
0159_AY44_33092_20171127_ST	280917	0	280917
0159_AA34_42285_20181015_ST	279132	0	279132
0159_BE31_82035_20200110_ST	275983	0	275983
0159_AP39_21016_20171117_ST	274644	0	274644
0159_AQ29_10138_20190208_ST	271412	0	271412
0159_AB10_26271_20190304_ST	266331	0	266331
0159_BE31_82018_20191106_ST	265959	0	265959
0159_AP39_21105_20171117_ST	264976	0	264976
0159_AA34_42502_20191031_ST	264934	0	264934
0159_AP39_21011_20171025_ST	259231	0	259231
0159_AA34_42149_20180619_ST	258061	0	258061
0159_AP39_21103_20171121_ST	257326	0	257326
0159_AQ22_10405_20190522_ST	256275	0	256275
0159_BA21_18002_20170929_ST	253993	0	253993
0159_AN08_59037_20180806_ST	249804	0	249804
0159_AF13_79000_20190220_ST	249589	0	249589
0159_AA34_42405_20190425_ST	249272	0	249272
0159_AQ29_10014_20170828_ST	248505	0	248505
0159_AQ22_10437_20191001_ST	247060	0	247060
0159_AY44_33017_20170921_ST	245588	0	245588
0159_AQ29_10044_20171212_ST	244063	0	244063
0159_AP39_21084_20171121_ST	243606	0	243606
0159_AP39_21146_20171214_ST	241040	0	241040
0159_AS41_40011_20180102_ST	240108	0	240108
0159_AB10_101564_20190227_ST	239855	0	239855
0159_AB10_26379_20190116_ST	238539	0	238539
0159_BE31_82027_20200115_ST	238501	0	238501
0159_BE31_82018_20191107_ST	235995	0	235995
0159_AJ09_750067_20191202_ST	233894	0	233894
0159_AY44_33058_20171008_ST	233627	0	233627
0159_AQ29_10008_20170712_ST	232901	0	232901
0159_AN08_59016_20180410_ST	231918	0	231918
0159_AH05_15003_20171207_ST	230276	0	230276
0159_AP39_21031_20171208_ST	228692	0	228692
0159_AP39_21172_20180201_ST	227290	0	227290
0159_AP39_21039_20171025_ST	224118	0	224118
0159_BE31_82023_20200120_ST	222526	0	222526
0159_AQ22_10428_20190912_ST	217669	0	217669
0159_AQ29_10149_20190729_ST	216312	0	216312
0159_AY44_33070_20171016_ST	214139	0	214139
0159_AA34_42304_201812213_ST	213607	0	213607
0159_AQ29_10030_20171008_ST	212222	0	212222
0159_AP39_21450_20180907_ST	212083	0	212083
0159_AY44_33298_20200114_ST	209963	0	209963
0159_AQ22_10448_20191125_ST	206142	0	206142
0159_AP39_21159_20171202_ST	201214	0	201214
0159_AN38_59055_20190227_ST	199496	0	199496
0159_AY44_33048_20170924_ST	198959	0	198959
0159_AA34_42231_20181203_ST	197915	0	197915
0159_AP39_21181_20180215_ST	197226	0	197226
0159_BD46_77021_20190227_ST	192375	0	192375
0159_BA21_18015_20710113_ST	190916	0	190916
0159_AA34_42238_20181126_ST	190912	0	190912
0159_AG26_66000_20171207_ST	190416	0	190416
0159_AN08_59042_20190102_ST	188874	0	188874
0159_AA34_42260_201800927_ST	185703	0	185703
0159_AY44_33277_20191212_ST	183826	0	183826
0159_AA34_42208_20180907_ST	182420	0	182420
0159_AA34_42222_201800920_ST	182178	0	182178
0159_BA21_18023_20180102_ST	181748	0	181748
0159_AA34_42186_20180806_ST	180415	0	180415
0159_AA34_42454_20190801_ST	176441	0	176441
0159_AP39_21142_20180131_ST	172290	0	172290
0159_BD46_77051_20190920_ST	170952	0	170952
0159_BD46_77070_20191018_ST	169883	0	169883
0159_BA21_18006_20171110_ST	169514	0	169514
0159_AY44_33052_20171004_ST	169365	0	169365
0159_AN08_59022_20180323_ST	169303	0	169303
0159_AA34_42269_20181008_ST	162997	0	162997
0159_AK37_71075_20200119_ST	162895	0	162895
0159_AQ29_10024_20170928_ST	162263	0	162263
0159_BD46_77026_20181027_ST	161497	0	161497
0159_AQ22_10429_20190622_ST	160041	0	160041
0159_BB02_45014_20190625_ST	159288	0	159288
0159_BD46_77001_20190606_ST	158658	0	158658
0159_BE31_82025_20191107_ST	158379	0	158379
0159_AP39_21059_20171128_ST	158088	0	158088
0159_AS41_40091_20190918_ST	155504	0	155504
0159_AP39_21026_20171017_ST	152822	0	152822
0159_AQ22_10427_20190802_ST	151088	0	151088
0159_AP39_21600_20181107_ST	150297	0	150297
0159_BE31_82024_20191122_ST	149706	0	149706
0159_AA34_42217_201800907_ST	146998	0	146998
0159_BC25_41007_20171117_ST	144866	0	144866
0159_AQ22_10443_20191029_ST	144735	0	144735
0159_AA34_42031_20180409_ST	143108	0	143108
0159_BD46_77038_20191111_ST	142575	0	142575
0159_BD46_77004_20190215_ST	142537	0	142537
0159_BD46_77037_20190607_ST	139396	0	139396
0159_AP39_21043_20171031_ST	137398	0	137398
0159_AQ22_10436_20191029_ST	136508	0	136508
0159_BE31_82032_20200109_ST	134997	0	134997
0159_BE31_82022_20191219_ST	133621	0	133621
0159_AQ22_10421_20190914_ST	133244	0	133244
0159_AA34_42195_20180809_ST	132697	0	132697
0159_AS41_40005_20171202_ST	132018	0	132018
0159_AQ22_10446_20191111_ST	131045	0	131045
0159_AN08_59018_20180329_ST	129619	0	129619
0159_AY44_33062_20171010_ST	129249	0	129249
0159_AN08_59024_20180515_ST	128620	0	128620
0159_AA34_42283_20181102_ST	127951	0	127951
0159_AP39_21154_20171212_ST	126963	0	126963
0159_AQ22_10434_20191008_ST	126584	0	126584
0159_AN08_59007_20180102_ST	124988	0	124988
0159_AP39_21199_20180410_ST	124499	0	124499
0159_AQ29_10143_20190417_ST	124440	0	124440
0159_AA34_42362_20190305_ST	122346	0	122346
0159_AS41_40003_20171129_ST	121586	0	121586
0159_AF13_79000_20190102_ST	117742	0	117742
0159_AQ22_10432_20191013_ST	117155	0	117155
0159_AA34_42007_20180420_ST	116715	0	116715
0159_BC12_41016_20171220_ST	115152	0	115152
0159_AN08_59025_20180515_ST	113778	0	113778
0159_BC25_41011_20171120_ST	112623	0	112623
0159_AA34_42301_20181213_ST	111971	0	111971
0159_AP39_21182_20171209_ST	110437	0	110437
0159_AQ22_10464_20191127_ST	107202	0	107202
0159_AA34_42038_20180920_ST	106047	0	106047
0159_AJ09_760032_20191126_ST	104527	0	104527
0159_AB10_26326_20190318_ST	104232	0	104232
0159_AA34_42013_20180321_ST	104104	0	104104
0159_AQ29_10035_20171107_ST	103018	0	103018
0159_AY44_33109_20180920_ST	102785	0	102785
0159_AQ29_10146_20190621_ST	100887	0	100887
0159_AF13_79001_20181127_ST	99569	0	99569
0159_AB10_26354_20190116_ST	99525	0	99525
0159_BA21_18016_20171020_ST	99516	0	99516
0159_AP39_21551_20180917_ST	99456	0	99456
0159_AS41_40000_20171201_ST	97174	0	97174
0159_AA34_42219_201801017_ST	96088	0	96088
0159_AZ03_32011_20180226_ST	95325	0	95325
0159_AA34_42402_20190425_ST	93497	0	93497
0159_AA34_42412_20190424_ST	93093	0	93093
0159_AA34_42432_20190702_ST	93056	0	93056
0159_AY44_33167_20190301_ST	92376	0	92376
0159_AA34_42424_20190529_ST	90751	0	90751
0159_AQ22_10441_20191101_ST	90324	0	90324
0159_AP39_21191_20180122_ST	89924	0	89924
0159_AQ22_10426_20190802_ST	89684	0	89684
0159_AS41_40070_20190424_ST	89401	0	89401
0159_AN08_59029_20180525_ST	89241	0	89241
0159_BA21_18004_20171027_ST	87433	0	87433
0159_BD46_77022_20190218_ST	87070	0	87070
0159_AN38_59052_20190117_ST	86793	0	86793
0159_AJ09_760035_20191205_ST	86565	0	86565
0159_AA34_42057_20180419_ST	86257	0	86257
0159_AA34_42363_20190301_ST	85354	0	85354
0159_AA34_42380_20190401_ST	84594	0	84594
0159_AP39_21017_20171111_ST	82121	0	82121
0159_AA34_42218_201801121_ST	81913	0	81913
0159_AA34_42174_20180806_ST	80532	0	80532
0159_BD46_77020_20190318_ST	80124	0	80124
0159_AP39_21423_20181004_ST	79973	0	79973
0159_AA34_42370_20190322_ST	79516	0	79516
0159_AA34_42078_20180523_ST	79482	0	79482
0159_AA34_42368_20190312_ST	79387	0	79387
0159_AP39_21045_20171020_ST	78409	0	78409
0159_AP39_21035_20171026_ST	77148	0	77148
0159_AN08_59058_20190320_ST	75903	0	75903
0159_BB02_45014_20191006_ST	75691	0	75691
0159_AA34_42101_20180611_ST	73620	0	73620
0159_AA34_42365_20190318_ST	72680	0	72680
0159_AA34_42385_20190401_ST	72353	0	72353
0159_AP39_21206_20180411_ST	71785	0	71785
0159_AY44_33015_20170917_ST	71561	0	71561
0159_AA34_42135_20190211_ST	71091	0	71091
0159_AA34_42200_20180817_ST	71005	0	71005
0159_BD46_77007_20191005_ST	70538	0	70538
0159_AY44_33108_20180918_ST	70344	0	70344
0159_AA34_42414_20190612_ST	70159	0	70159
0159_BD46_77023_20190108_ST	69984	0	69984
0159_AQ22_10431_20190930_ST	69849	0	69849
0159_AN08_59043_20181017_ST	69782	0	69782
0159_AP39_21047_20171127_ST	69496	0	69496
0159_AN38_59030_20180605_ST	69118	0	69118
0159_AA34_42025_20180402_ST	69066	0	69066
0159_AA34_42014_20180323_ST	68881	0	68881
0159_AQ22_10468_20200128_ST	68843	0	68843
0159_AP39_21197_20180825_ST	68496	0	68496
0159_AF13_79003_20181213_ST	67839	0	67839
0159_BE31_82030_20191202_ST	67678	0	67678
0159_AP39_21002_20171217_ST	67298	0	67298
0159_AA34_42070_20180503_ST	66855	0	66855
0159_AN38_59044_20181004_ST	65688	0	65688
0159_AA34_42202_20180814_ST	65238	0	65238
0159_AF13_79004_20181217_ST	65226	0	65226
0159_BE31_82025_20191211_ST	65156	0	65156
0159_AP39_21705_20181119_ST	64252	0	64252
0159_AA34_42425_20190602_ST	64021	0	64021
0159_AA34_42011_20180315_ST	63005	0	63005
0159_AN08_59054_20190320_ST	59708	0	59708
0159_AA34_42223_201800920_ST	58117	0	58117
0159_AN08_59028_20180410_ST	58104	0	58104
0159_BE31_82032_20191215_ST	57757	0	57757
0159_AP39_21186_20180211_ST	56757	0	56757
0159_AY44_33142_20190301_ST	56571	0	56571
0159_AA34_42481_20190918_ST	56408	0	56408
0159_BE31_82029_20191213_ST	55619	0	55619
0159_AQ22_10439_20190928_ST	55424	0	55424
0159_AA34_42384_20190328_ST	53466	0	53466
0159_AP39_21048_20180418_ST	52692	0	52692
0159_AB10_26402_20190125_ST	52482	0	52482
0159_BB02_45000_20180208_ST	51242	0	51242
0159_AY44_33071_20171019_ST	51065	0	51065
0159_AA34_42229_20180619_ST	50159	0	50159
0159_AA34_42162_20180717_ST	50140	0	50140
0159_AP39_21170_20180412_ST	49866	0	49866
0159_AA34_42515_20191210_ST	49076	0	49076
0159_AA34_42311_20181213_ST	47892	0	47892
0159_AQ22_10461_20191201_ST	47749	0	47749
0159_AY44_33072_20171102_ST	47188	0	47188
0159_AQ29_10006_20170707_ST	47011	0	47011
0159_AP39_21438_20180807_ST	45335	0	45335
0159_AA34_42316_20190102_ST	44416	0	44416
0159_AA34_42509_20191204_ST	44198	0	44198
0159_AP39_21706_20190125_ST	44031	0	44031
0159_AA34_42473_20190830_ST	43903	0	43903
0159_BD46_77000_20190523_ST	43636	0	43636
0159_AA34_42207_20180827_ST	43509	0	43509
0159_AP39_21552_20180925_ST	43176	0	43176
0159_AA34_42033_20180613_ST	42564	0	42564
0159_BE31_82019_20191212_ST	42238	0	42238
0159_AA34_42082_20180514_ST	41041	0	41041
0159_AP39_21169_20180220_ST	39656	0	39656
0159_AA34_42478_20190916_ST	39643	0	39643
0159_AS41_40015_20171215_ST	39323	0	39323
0159_AQ22_10470_20200103_ST	39129	0	39129
0159_AA34_42364_20190301_ST	39119	0	39119
0159_AJ09_760027_20191017_ST	37041	0	37041
0159_AA34_42317_20190103_ST	36542	0	36542
0159_AA34_42360_20190304_ST	33059	0	33059
0159_AP39_21175_20180310_ST	32595	0	32595
0159_AP39_21066_20171129_ST	32403	0	32403
0159_AF13_79004_20190322_ST	32372	0	32372
0159_AY44_33032_20170926_ST	32223	0	32223
0159_AP39_21555_20181108_ST	32084	0	32084
0159_AP39_21046_20171002_ST	31549	0	31549
0159_AA34_42323_20190102_ST	31286	0	31286
0159_BE31_82033_20191210_ST	30671	0	30671
0159_AP39_21207_20180418_ST	30380	0	30380
0159_AP39_21200_20180318_ST	30374	0	30374
0159_BD46_77054_20190703_ST	30239	0	30239
0159_AQ29_10046_20171214_ST	30021	0	30021
0159_AA34_42028_20180918_ST	28510	0	28510
0159_AP39_21437_20180911_ST	27523	0	27523
0159_AA34_42204_20180619_ST	27479	0	27479
0159_AA34_42359_20190211_ST	25952	0	25952
0159_AP39_21276_20190316_ST	25579	0	25579
0159_AA34_42345_20190125_ST	24592	0	24592
0159_AA34_42421_20190526_ST	24585	0	24585
0159_AA34_42337_20190123_ST	24401	0	24401
0159_AA34_42073_20180514_ST	23303	0	23303
0159_AP39_21185_20180121_ST	23195	0	23195
0159_AP39_21232_20180924_ST	23173	0	23173
0159_BD46_77028_20180919_ST	23158	0	23158
0159_BE31_82030_20200116_ST	23158	0	23158
0159_AA34_42444_20190706_ST	22821	0	22821
0159_AA34_42021_20181004_ST	22501	0	22501
0159_AP39_21196_20171219_ST	22486	0	22486
0159_BE31_82034_20200109_ST	22339	0	22339
0159_AA34_42340_20190125_ST	22024	0	22024
0159_AA34_42508_20191111_ST	20098	0	20098
0159_AY44_33064_20171009_ST	19561	0	19561
0159_BE31_82020_20191126_ST	19414	0	19414
0159_BD46_77024_20190329_ST	19394	0	19394
0159_BD46_77027_20181113_ST	19062	0	19062
0159_AS41_40009_20171207_ST	18857	0	18857
0159_AA34_42237_20181127_ST	18245	0	18245
0159_AZ03_32039_20181029_ST	18141	0	18141
0159_AP39_21430_20180723_ST	16540	0	16540
0159_BD46_77029_20180921_ST	15857	0	15857
0159_AP39_21150_20180111_ST	15813	0	15813
0159_AA34_42047_20180417_ST	15638	0	15638
0159_AS41_40001_20171122_ST	15385	0	15385
0159_BC25_41013_20171214_ST	14579	0	14579
0159_AP39_21422_20180823_ST	14541	0	14541
0159_BE31_82034_20191205_ST	14030	0	14030
0159_AA34_42506_20191107_ST	13514	0	13514
0159_BD46_77071_20191018_ST	13391	0	13391
0159_BC12_41021_20171220_ST	13199	0	13199
0159_AA34_42214_201801102_ST	12928	0	12928
0159_AP39_21435_20180531_ST	12710	0	12710
0159_AF13_79001_20190220_ST	12605	0	12605
0159_AP39_21439_20181003_ST	12587	0	12587
0159_BD46_77034_20190430_ST	11942	0	11942
0159_AA34_42327_20190109_ST	11829	0	11829
0159_AA34_42138_20190306_ST	11622	0	11622
0159_BD46_77025_20181126_ST	11552	0	11552
0159_BC12_41014_20171205_ST	11195	0	11195
0159_BC12_41019_20171213_ST	11147	0	11147
0159_AA34_42335_20190115_ST	11016	0	11016
0159_AP39_21420_20180801_ST	10534	0	10534
0159_AA34_42341_20190130_ST	10134	0	10134
0159_AP39_21418_20180831_ST	9527.00000000001	0	9527.00000000001
0159_AJ09_750020_20190502_ST	9468	0	9468
0159_AA34_42354_20190211_ST	9347	0	9347
0159_BC12_41018_20180118_ST	9210	0	9210
0159_AP39_21711_20181107_ST	8821	0	8821
0159_AY44_33068_20171023_ST	8818.99999999999	0	8818.99999999999
0159_AA34_42296_20181213_ST	8676	0	8676
0159_AA34_42356_20190203_ST	8481	0	8481
0159_BD46_77066_20200102_ST	8052	0	8052
0159_AA34_42040_20180410_ST	8052	0	8052
0159_AP39_21177_20180111_ST	7878	0	7878
0159_AP39_21448_20180809_ST	7818	0	7818
0159_BB02_45001_20190502_ST	7541	0	7541
0159_AA34_42015_20180329_ST	7513	0	7513
0159_AA34_42053_20180420_ST	7486	0	7486
0159_AP39_21661_20181102_ST	7447	0	7447
0159_AA34_42196_20180814_ST	7247	0	7247
0159_BD46_77003_20190628_ST	7195	0	7195
0159_BD46_77049_20190901_ST	7181	0	7181
0159_AA34_42020_20180607_ST	6971	0	6971
0159_AA34_42019_20180402_ST	6731	0	6731
0159_AA34_42046_20180413_ST	6295	0	6295
0159_AA34_42037_20180418_ST	6287	0	6287
0159_AP39_21662_20180927_ST	6225	0	6225
0159_AA34_42099_20180525_ST	6015	0	6015
0159_AA34_42018_20180409_ST	5534	0	5534
0159_AP39_21434_20180620_ST	5505	0	5505
0159_AA34_42039_20180413_ST	5219	0	5219
0159_AA34_42369_20190306_ST	4754	0	4754
0159_AP39_21440_20180706_ST	4583	0	4583
0159_AA34_42027_20180402_ST	4433	0	4433
0159_AA34_42232_20181116_ST	4370	0	4370
0159_AY44_33069_20171012_ST	3978	0	3978
0159_AP39_21444_20180730_ST	3885	0	3885
0159_AA34_42009_20180313_ST	3792	0	3792
0159_AP39_21164_20171206_ST	3694	0	3694
0159_AA34_42128_20190220_ST	3293	0	3293
0159_AP39_21443_20180927_ST	3231	0	3231
0159_AP39_21157_20171211_ST	3096	0	3096
0159_BC12_41022_20180228_ST	3026	0	3026
0159_AP39_21421_20180706_ST	2830	0	2830
0159_AN08_59015_20180205_ST	2730	0	2730
0159_AA34_42490_20190926_ST	2650	0	2650
0159_AP39_21024_20171126_ST	2561	0	2561
0159_BB02_45001_20190108_ST	2525	0	2525
0159_AP39_21038_20171212_ST	2500	0	2500
0159_AA34_42352_20190207_ST	2471	0	2471
0159_AA34_42328_20190211_ST	2374	0	2374
0159_AB10_101828_20210113_ST	2224	0	2224
0159_AP39_21427_20180920_ST	2215	0	2215
0159_AP39_21426_20180801_ST	2183	0	2183
0159_AA34_42507_20191110_ST	1952	0	1952
0159_AX43_65009_20180109_ST	1770	0	1770
0159_AY44_33119_20181130_ST	1540	2	1538
0159_AA34_42076_20180823_ST	1377	0	1377
0159_AA34_42358_20190207_ST	1289	0	1289
0159_AA34_42045_20180907_ST	1273	0	1273
0159_AA34_42386_20190404_ST	1213	0	1213
0159_AP39_21436_20180613_ST	997	0	997
0159_AA34_42056_20180419_ST	993	0	993
0159_AP39_21424_20180712_ST	706	0	706
0159_AB10_26093_20180517_ST	696	0	696
0159_AA34_42050_20180419_ST	640	0	640
0159_AP39_21425_20180925_ST	575	0	575
0159_BB02_45001_20190821_ST	546	0	546
0159_AA34_42044_20180410_ST	507	0	507
0159_AA34_42052_20180419_ST	482	0	482
0159_AA34_42347_20190125_ST	404	0	404
0159_BD46_77047_20190801_ST	304	0	304
0159_AA34_42349_20190203_ST	293	0	293
0159_AP39_21446_20180706_ST	234	0	234
0159_AA34_42061_20180423_ST	210	0	210
0159_AA34_42077_20180504_ST	172	0	172
0159_AA34_42029_20180719_ST	132	0	132
0159_AA34_42063_20180426_ST	91	0	91
0159_AA34_42059_20180426_ST	81	0	81
0159_AA34_42075_20180508_ST	80	0	80
0159_AA34_42051_20180417_ST	76	0	76
0159_AA34_42069_20180504_ST	48	0	48
0159_AA34_42049_20180413_ST	45	0	45
0159_BB02_45001_20190227_ST	40	0	40
0159_AA34_42043_20180410_ST	33	0	33
0159_AA34_42081_20180515_ST	18	0	18
0159_AQ29_10009_20170727_ST	17	0	17
0159_AQ29_10010_20170827_ST	7	0	7
0159_AA34_42067_20180503_ST	5	0	5
0159_AG26_66001_20171220_ST	5	0	5
0159_AA34_42060_20180425_ST	4	0	4
