sample_id	total	organonitrogen_compound_biosynthetic_process	urea_cycle	sulfur_amino_acid_biosynthetic_process	aminoglycan_biosynthetic_process	phosphatidylcholine_biosynthetic_process	Mo_molybdopterin_cofactor_biosynthetic_process	cellular_amino_acid_biosynthetic_process	aromatic_amino_acid_family_biosynthetic_process	branched_chain_amino_acid_biosynthetic_process	glycoprotein_biosynthetic_process	biotin_biosynthetic_process	nucleoside_biosynthetic_process	amine_biosynthetic_process	alkaloid_biosynthetic_process	pyrroloquinoline_quinone_biosynthetic_process	allantoin_biosynthetic_process	ectoine_biosynthetic_process	glucosinolate_biosynthetic_process	sphingolipid_biosynthetic_process	holo__acyl_carrier_protein__biosynthetic_process	wybutosine_biosynthetic_process	molybdopterin_cofactor_biosynthetic_process	tetrapyrrole_biosynthetic_process	kynurenic_acid_biosynthetic_process	lipoprotein_biosynthetic_process	cellular_modified_amino_acid_biosynthetic_process	taurine_biosynthetic_process	indole_containing_compound_biosynthetic_process	hemoglobin_biosynthetic_process	pteridine_containing_compound_biosynthetic_process	flavin_containing_compound_biosynthetic_process	peptide_biosynthetic_process	nucleobase_biosynthetic_process	N_acetylneuraminate_biosynthetic_process	thiazole_biosynthetic_process	L_pipecolic_acid_biosynthetic_process	purine_containing_compound_biosynthetic_process	pyridine_containing_compound_biosynthetic_process	pyrimidine_containing_compound_biosynthetic_process	primary_amino_compound_biosynthetic_process	Remaining
0159_AP39_21222_20180322_ST_E21	5762275	1933.6	22.0833333333333	1206.27847222222	1387.51299603175	0	1859.8	16164.6116291887	3027.72666666667	6303.28271604938	62.375	726.9375	883.643518518518	630.923611111111	0.333333333333333	0.416666666666667	0	1	0	1.77777777777778	0	0	350.6	2560.79189814815	0	1486.66666666667	1463.7853968254	0	120.569444444444	0	205.940370370371	848.998611111113	11100.5567901235	1074.96273148148	0	3.375	0	2070.21850994513	964.605555555556	1434.96197530864	0	5704376.66382912
0159_AB18_26720_20210217_ST	5698173	1174.3	21.9166666666667	990.525694444445	1264.39067460317	0	1466.23333333333	14143.3846064815	2888.8821031746	5137.03425925925	117.3125	537.525	936.551118827162	455.092824074074	0.666666666666667	13.5	0	32.2	0	0.888888888888889	0	0	326.8	2355.44814814815	0	1597	1205.20031385281	0	72.4872685185185	0	202.799398148148	874.709523809524	10981.4518518518	1062.63839285714	0	8.30555555555555	0	1927.61141240447	943.538518518519	1414.60648148148	0	5646019.99879843
0159_AP39_21221_20180301_ST_E21	5681670	3329.6	242.888888888889	1419.28541666667	1406.9318452381	0	1819.16666666667	14410.5000165344	2506.32535714286	5870.95925925927	49.3125	897.9375	982.903395061727	433.493055555556	0.166666666666667	0	0	2.8	0	0.574074074074074	0	0	252.666666666666	2225.45694444444	0	2244.69444444444	2316.04813492063	0	94.6006944444444	0	302.061084656084	792.663730158731	10272.0092592593	1113.86547619048	0	46.4861111111112	0	1770.20223765432	905.1375	1253.81833333333	0	5624707.44474096
0159_AK37_71056_20190611_ST	5664896	1143.31666666667	20	946.741203703704	1288.4958994709	0.333333333333333	919.833333333334	14051.4995315256	2795.06238095239	5459.90555555555	97.09375	602.525	916.744984567899	554.699074074074	0.5	0.5	0	70.4	0	1.07407407407407	0	0	197.5	2416.28587962963	0	1539.66666666667	1254.12083333333	0	85.3796296296296	0	180.446527777778	691.793055555555	9406.20185185185	1010.9375	0	11.2083333333333	0	1929.12255658436	927.000000000001	1395.84388888889	0	5614981.76848949
0159_AZ03_32083_20190809_ST	5664592	945.733333333333	85.5	788.851388888889	923.998809523808	0	395	11043.4894345238	1954.89	4320.73148148148	259.791666666667	949.875	1029.01080246914	549.407407407407	0.166666666666667	0	0	0.4	0	0.296296296296296	0	0	98	1892.71851851852	0	1129	1335.23416666667	0	85.3379629629629	0	249.977361111111	832.061111111111	7082.43888888889	785.732638888889	0	19.3333333333333	0	1447.67849794239	778.825	989.146358024691	0	5624619.37387529
0159_AB18_26645_20200422_ST	5656360	2877.31666666667	13.0833333333333	854.78287037037	1122.7513558201	0	1199.56666666667	12407.5887014991	2428.38781746032	4704.67222222222	120.625	827.8125	947.359645061729	497.746527777778	1.33333333333333	0.0833333333333333	0	1.8	0	0.259259259259259	0	0	251.4	2635.63697089947	0	1495.66666666667	1237.49944444444	0	75.9131944444444	0	225.524814814815	779.994444444442	9279.0574074074	909.809325396826	0	4.69444444444445	0	1677.29100529101	815.983888888888	1136.95271604938	0	5607829.406444
0159_AV42_66213_20191004_ST	5620699	1497.95	41	1002.81458333333	1248.93204365079	0	1112.7	14240.3995039683	2795.9786111111	5375.6	58.0625	473.28125	986.710648148148	658.183796296296	0.833333333333333	0	0	11.8	0	0.203703703703704	0	0	188.5	1958.66666666667	0	1552.08333333333	1318.65868686869	0	72.6539351851851	0	206.554074074074	725.777380952381	11096.9148148148	1085.08759920635	0	27.3472222222222	0	1952.38810258671	902.795555555555	1354.37695767196	0	5568752.74569732
0159_AV42_66129_20190414_ST	5618983	1369.48333333333	18.8333333333333	981.372685185185	1050.91359126984	0	1121.41666666667	12788.0023699295	2621.90273809524	4613.92962962962	145.65625	787.875	1056.84722222222	580.875231481482	0.166666666666667	6.16666666666667	0	2.4	0	0.111111111111111	0	0	249.2	2277.63055555555	0	1619.16666666667	1268.40777777778	0	86.2280092592593	0	233.14912037037	950.194444444444	9584.94259259259	926.68759920635	0	4.70833333333333	0	1754.83221021948	830.700555555556	1237.45783656673	0	5570813.74180286
0159_AB18_26415_20190218_ST	5588994	1330.96666666667	24.5	1127.14305555556	1191.3314484127	0	1068.76666666667	14194.740707672	2977.2894047619	5252.92222222222	228.4375	381.6875	1068.94598765432	567.450231481482	0.5	0.833333333333333	0	2	0	1.42592592592593	0	0	202.8	2069.04166666667	0	1679	1366.04879629629	0	95.1585648148149	0	256.897515432098	932	10669.8898148148	1036.04166666667	0	13.6666666666667	0	1960.18184156378	852.030555555556	1336.71197530864	0	5537105.59028586
0159_AB10_26756_20201027_ST	5583926	1300.01666666667	17.6666666666667	983.029166666667	1212.9693452381	0	1400.81666666667	14033.2489583333	2971.39527777778	5227.9	83.1875	451.53125	902.5625	539.008101851852	1.16666666666667	0	0	6	0	0.0740740740740741	0	0	321.5	2179.15370370371	0	1645.33333333333	1035.65388888889	0	88.8344907407407	0	169.032777777778	801.023333333336	11046.0574074074	1013.30555555556	0	15.0694444444444	0	2002.01378600823	852.915	1328.71901234568	0	5532296.81542585
0159_AB18_26425_20190206_ST	5565517	1302.63333333333	16.6666666666667	932.342361111111	1175.34226190476	0	1057.96666666667	13555.3310350529	2590.33357142857	4973.15833333333	110.71875	648.15	880.202353395064	504.368055555556	2.66666666666667	0.833333333333333	0	11.6	0	0.111111111111111	0	0	209.733333333334	2275.78564814815	0	1394.88888888889	1144.45388888889	0	91.9375	0	205.256157407407	743.252777777775	10025.0481481481	933.45	0	5.88888888888888	0	1838.52031893004	864.565	1222.01493827161	0	5516799.78001176
0159_AA34_42333_20190117_ST	5555108	1302.56666666667	16.3333333333333	1100.81319444444	1132.90753968254	0	596.45	12922.6063988095	2670.565	4554.57222222222	274.9375	314.25	1282.31442901235	588.234953703704	0.166666666666667	12.0833333333333	0	18.2	0	0	0	0	101	1583.13240740741	0	1720.33333333333	1467.36583333333	0	100.210648148148	0	295.915694444445	918.956547619049	11192.4435185185	1003.84742063492	0.6	30.9305555555555	0	1763.47636194395	910.464351851853	1239.56874191652	0	5505992.75334742
0159_AP39_21261_20180629_ST_E21	5554571	1223.16666666667	53.8333333333333	951.513888888889	1279.95992063492	0	837.866666666666	13366.4583994709	2695.87988095238	5280.71296296296	88.1875	917.8125	970.446759259261	569.934027777777	0.333333333333333	0	0	8.2	0	0.611111111111111	0	0	185.4	2545.88141534392	0	1893	1373.5975	0	98.9270833333333	0	213.036666666667	889.880555555553	9456.00383597883	1032.60416666667	0	18.5555555555555	0	1699.7923574368	924.094444444444	1362.08883597884	0	5504633.22063198
0159_AP39_21021_20171021_ST	5547707	1939.41666666667	18.9444444444444	950.601190476191	1107.3308531746	0	987.066666666666	12754.954265873	2267.01547619048	5004.77751322751	70.46875	851.9625	956.599922839506	565.835648148148	0.166666666666667	0	0	3.2	0	0.555555555555555	0	0	204.8	2372.11296296296	0	1461.08333333333	1198.96722222222	0	96.3495370370371	0	197.840462962963	876.877380952378	8442.7	941.003098290598	0	4.83333333333333	0	1769.24379531648	857.682314814815	1173.60135603491	0	5500631.00908281
0159_AP39_21064_20171222_ST	5532252	2518.6	67.3333333333333	814.561111111111	886.469047619046	0	353.1	10557.5140046296	2084.25833333333	3944.46851851852	75.65625	1129.1875	1147.64969135802	506.719907407407	0	0	0	0	0	0.037037037037037	0	0	66.5	2224.75925925926	0	1500	1432.65861111111	0	96.9699074074073	0	260.956342592592	883.401984126985	7412.69074074075	785.049305555555	0	11.2638888888889	0	1313.3082010582	758.511296296296	934.279109347442	0	5490486.09661927
0159_AB10_26739_20201029_ST	5519767	1148.36666666667	5	1035.54583333333	1100.28869047619	0	567.8	13094.1535714286	2695.29654761905	4591.23703703704	201.5625	178.291666666666	1265.32137345679	650.549768518518	0.333333333333333	0	0	4.6	0	0	0	0	121.1	1338.99953703704	0	1621.66666666667	1358.13666666667	0	100.181712962963	0	293.159444444445	869.2375	10298.4138888889	942.60119047619	0	13.3472222222222	0	1678.55221193416	848.014814814815	1155.56723104057	0	5472589.67492431
0159_AY44_33033_20171003_ST	5476593	1375.25	64.1666666666667	922.464583333334	1095.87261904762	0	897.483333333334	12643.4006117725	2511.92190476191	4647.48518518519	113.46875	867.625	1046.31944444444	590.729166666667	0.333333333333333	0.166666666666667	0	1.2	0	0.111111111111111	0	0	178.5	2281.16283068783	0	1489.33333333333	1257.53896464647	0	100.722222222222	0	231.587546296296	840.388888888887	9728.60092592593	937.585416666667	0	17.3333333333333	0	1649.91589506173	871.197222222222	1170.49586419753	0	5429060.6391802
0159_AA34_42437_20190622_ST	5469163	1073.31666666667	39.5833333333333	923.757638888889	1073.40208333333	0	910.1	13117.3889219577	2692.1244047619	5094.67314814814	122	561.625	1001.59066358025	538.78587962963	0.166666666666667	0.5	0	4.6	0	0.148148148148148	0	0	192.9	2603.21527777778	0	1812	1391.8197979798	0	76.3275462962962	0	216.067268518519	1018.41527777778	9990.25462962962	1058.08621031746	0	8.97222222222222	0	1943.19650205761	944.120833333332	1382.30113756614	0	5419371.56074141
0159_AA34_42113_20180615_ST	5463640	1278.55	23.5	945.027083333333	1191.27628968254	0	1199.9	13292.5119874339	2569.52630952381	5266.56481481482	68.09375	758.8375	899.097222222222	488.884027777777	2.66666666666667	0.416666666666667	0	8.2	0	0.148148148148148	0	0	235.5	2449.19606481482	0	1363.33333333333	1206.63305555556	0	88.03125	0	202.268657407407	757.883333333331	9666.40648148148	917.725694444445	0.1	2.52777777777778	0	1819.65406378601	805.976111111111	1218.2637654321	0	5414913.29994525
0159_AP39_21413_20180813_ST_E21	5423996	2574.5	20.8333333333333	1052.16736111111	1164.94330357143	0	520.166666666666	13336.8746858466	2436.89936507936	4976.99351851851	217.875	519.21875	1097.6361882716	436.75462962963	0	0	0	10.6	0	0.233333333333333	0	0	120	1924.48928571428	1.16666666666667	1916	970.871574074074	0	104.671296296296	0	189.841913580247	699.967857142857	9655.05370370369	976.677182539683	0	14.9722222222222	0	1695.90692729767	910.288333333333	1206.0218489124	0	5375244.37505316
0159_AB18_26520_20200917_ST	5410077	1466.73333333333	20.75	928.127777777777	1173.36696428571	0	957.433333333334	13789.20244709	2660.83214285714	4972.23703703704	94.96875	718.875	904.479938271605	529.416666666667	0	0	0	8.4	0	1.57407407407407	0	0	196	2393.92638888889	0.166666666666667	1455.66666666667	1219.79321067821	0	96.6041666666667	0	196.863564814815	793.948611111109	9916.18333333333	947.642162698413	0	9.90277777777778	0	1833.84637345679	890.383425925926	1236.33488536155	0	5360663.34030123
0159_AB18_26722_20201204_ST	5391450	1467.23333333333	22.6666666666667	953.836111111111	1119.06259920635	0	997.816666666666	11959.9844411376	2438.82396825397	4231.18611111111	117.21875	673.59375	949.763503086417	455.223611111111	0.5	0	0	14	0	0.685185185185185	0	0	176.966666666667	2271.775	0	1591.44444444444	1232.00785714286	0	75.5416666666667	0	199.591574074074	765.174841269842	9516.62129629629	920.784920634921	0.1	17.9583333333333	0	1708.40141828336	824.868055555556	1168.97907407407	0	5345578.19015469
0159_AB18_26715_20210225_ST	5349302	2006.41666666667	16.5833333333333	958.400694444445	1109.51041666667	0.166666666666667	1313.86666666667	13514.5054563492	2725.49857142858	5226.76574074074	124.9375	670.6875	887.739969135803	551.240740740741	0	0	0	3	0	0.740740740740741	0	0	271.4	2357.20972222222	0	1500	1162.13527777778	0	84.0046296296296	0	178.72912037037	702.568055555555	9824.86666666667	927.113888888889	0	1.76388888888888	0	1832.19590681952	861.433333333333	1282.76031746032	0	5299205.75852881
0159_AB10_26088_20180508_ST	5347155	1574.58333333333	11.9166666666667	833.619444444444	1041.2007936508	0	993.266666666666	12502.1201554233	2614.03809523809	4864.20462962963	169.375	316.625	934.123379629632	420.5	2.33333333333333	0.166666666666667	0	17.8	0	0.037037037037037	0	0	255.666666666666	2119.09953703704	0	1835.44444444444	1016.14146464646	0	65.0416666666667	0	195.935601851852	841.341666666669	10206.5962962963	991.754444444444	0.1	0.5	0	1848.50037208505	870.008888888889	1320.01236625514	0	5299292.94638233
0159_AB18_26453_20190218_ST	5336450	1286.88333333333	8	967.679861111111	1209.63988095238	0	710.9	12527.1821428571	2608.16940476191	4222.70185185185	76.53125	700.9375	919.575954861109	468.275231481482	0	0	0	3.8	0	0.037037037037037	0	0	243.5	2185.7037037037	0	1935.33333333333	1253.46944444445	0	74.7557870370371	0	211.184722222222	828.094523809527	10315.7574074074	953.540128968254	0	4.66666666666667	0	1564.94616402116	887.938425925926	1362.02258377425	0	5288918.77366044
0159_AA34_42376_20190318_ST	5332664	1622.33333333333	30.8333333333333	724.675	877.128769841271	0.666666666666667	356.8	10912.9515542328	2181.74	4183.83888888889	117.09375	777.8125	968.841820987655	472.037037037037	0.666666666666667	0	0	56.6	0	0.703703703703704	0	0	76.1	1988.74351851852	0	1388.66666666667	1207.77305555556	0	81.925925925926	0	221.993796296296	779.354166666664	7984.50740740741	833.731944444444	0.1	16.4305555555556	0	1504.89531893004	840.128703703704	1044.71975308642	0	5291410.20616255
0159_AA34_42477_20190918_ST	5329233	1650.33333333333	11.8333333333333	907.966666666666	1127.0869047619	0	1497.3	13043.3649966931	2716.27853174604	5164.88148148148	51.375	603.8125	732.819830246914	604.971064814815	1.33333333333333	0	0	5.8	0	0.0740740740740741	0	0	307.3	2296.92083333333	0	1108.33333333333	935.7775	0	105.637731481482	0	140.890416666667	775.283333333333	8229.66296296297	889.070932539683	0	2.15277777777778	0	1736.6712962963	856.741666666667	1160.72200176367	0	5282568.60416336
0159_AA34_42452_20190801_ST	5321390	1702.01666666667	29.1666666666667	873.871064814815	1085.36931216931	1	886.133333333334	12381.2382054674	2307.96242063492	4461.26944444444	48.75	760.125	981.819058641973	479.721990740741	0.333333333333333	0	0	10.8	0	0.666666666666667	0	0	257.9	2056.61187169312	0	1459.72222222222	1058.35555555556	0.4	58.2233796296296	0	188.702314814815	783.166111111109	9894.34722222223	938.877281746032	0	31.1527777777778	0	1629.5216563786	840.841111111111	1220.40036155203	0	5274961.53497061
0159_AB18_106720_20190226_ST	5302352	1464.55	19.8333333333333	881.959722222222	1106.81349206349	0	804.9	12436.5629464286	2447.56380952381	4355.07592592592	122.28125	541.43125	853.340200617284	490.175462962963	0.833333333333333	0.833333333333333	0	15.2	0	0.233333333333333	0	0	208.1	2114.43627645502	0	1566.33333333333	1019.92452020202	0	83.1574074074074	0	188.388518518519	728.2175	10529.2490740741	951.032242063492	0.1	8.20833333333333	0	1797.79082647462	851.32888888889	1208.58715755438	0	5255555.55852862
0159_AA34_42087_20180523_ST	5295957	5569.31666666667	692	1631.19097222222	1354.30892857143	0	2773.5	11229.9223544974	1849.355	4013.09259259259	2.4375	1248.4375	989.742283950617	322.508101851852	0	0	0	0	0	0	0	0	175.7	1486.99953703704	0	1922.75	3476.50198412698	0	81.7754629629629	0	356.339351851852	977.284523809522	8351.76574074074	996.079861111112	0	76.9583333333333	0	1100.31169165197	611.886388888889	978.508844797178	0	5243688.32637934
0159_AQ29_10023_20170921_ST	5273010	1303.8	21.1666666666667	972.388194444444	1135.40793650794	0	1149.3	13322.8437665344	2788.64404761905	4804.07407407408	97	484.125	797.835648148148	499.988425925926	1.16666666666667	0	0	8.2	0	1.07407407407407	0	0	273.866666666666	2404.37377645503	0	1626.11111111111	908.309444444445	0	78.0717592592593	0	144.403148148148	676.840277777778	9668.39166666666	983.584821428572	0	5.55555555555555	0	1937.82654320987	802.630555555556	1307.21113756614	0	5224805.80903549
0159_AY44_33013_20170917_ST	5269933	1185.2	19.5	846.631944444444	955.470833333333	0	546.833333333334	11267.0315972222	2213.94785714286	4189.87314814814	165.78125	720.5625	918.480324074074	493.726851851852	0.166666666666667	0.166666666666667	0	67	0	0.481481481481481	0	0	141.7	1995.98310185185	0	1410.33333333333	1140.41118686869	0	80.4699074074074	0	200.722037037037	771.680000000002	8229.89722222222	867.593386243386	0	6.65277777777778	0	1560.56955128205	814.261481481482	1213.37798941799	0	5227908.49357071
0159_AZ03_32040_20181023_ST	5216769	1415.56666666667	26.5	803.458333333334	1001.52251984127	0	698.033333333334	11607.3945436508	2298.25218253968	4132.94444444445	161.21875	688.25	864.892168209877	502.185879629629	1	0.5	0	7.8	0	0.148148148148148	0	0	178.666666666667	2295.80248015873	0	1266.77777777778	1032.5125	0	73.0914351851851	0	176.210185185185	789.3975	8798.19722222222	868.486111111111	0	21.1527777777778	0	1614.3420781893	838.570277777778	1175.70740740741	0	5173430.41861075
0159_AB18_26227_20190319_ST	5216159	1365.75	45.1666666666667	926.729166666666	1019.1226686508	0	1057.5	11099.553207672	2172.71388888889	4203.7537037037	157.21875	808.8125	930.422453703704	466.767129629629	0	0.25	0	2.6	0	0.333333333333333	0	0	160.8	2021.46365740741	0	1564.66666666667	1508.37055555556	0	89.261574074074	0	230.579074074074	885.521428571429	8602.78888888889	860.487599206349	0	16.9166666666667	0	1520.89610523221	803.669999999999	1077.82631393298	0	5172559.05800081
0159_AB18_106508_20190812_ST	5202117	1382.48333333333	36	977.75	1062.61011904762	0	1177.8	11176.3265542328	2168.215	4243.37592592592	66.75	845.78125	910.723765432099	468.47800925926	0.166666666666667	34	0	3.8	0	0.0740740740740741	0	0	165.5	2331.5662037037	0.166666666666667	1500	1498.82234126984	0	91.1412037037037	0	210.431157407408	735.378571428569	8271.53796296296	849.02996031746	0	12.6111111111111	0	1494.39756760729	719.378240740741	1115.63707231041	0	5158567.0672428
0159_AB18_26750_20201118_ST	5198255	1406.28333333333	16.8333333333333	901.752777777778	1096.61845238095	0	1200.56666666667	12700.7353505291	2778.91876984126	4586.58240740741	179.09375	376.3125	1051.55401234568	573.452546296296	0.5	0	0	5.4	0	0.0740740740740741	0	0	232.5	2024.41435185185	0	1673.33333333333	1156.3475	0	79.167824074074	0	213.553333333333	847.766666666669	10054.5981481482	951.588293650793	0	12.4444444444444	0	1841.59176954732	846.726111111111	1261.97650793651	0	5150184.31374192
0159_AB18_26686_20201114_ST	5157483	1737.45	40.3333333333333	1021.77314814815	1141.64480820106	0	1657.96666666667	11873.341694224	2339.87325396825	4525.25092592592	98.4375	755.40625	878.198688271603	481.678240740741	0.333333333333333	7.91666666666667	0	32.2	0	0.407407407407407	0	0	224	2121.70231481481	0	1569.66666666667	1662.84384920635	0	94.6226851851851	0	211.135648148148	812.01765873016	8636.54444444443	936.162599206349	0	23.0833333333333	0	1605.52075984715	790.732407407407	1162.56401234568	0	5111040.19170378
0159_AS41_40057_20180522_ST	5140748	1635.26666666667	22.3333333333333	634.668055555556	815.322619047621	0	340.033333333334	9452.60072751323	1824.83666666667	3371.87407407407	105.75	906.6875	913.436342592595	408.872685185185	0	0	0	0.2	0	0.166666666666667	0	0	80.9	1959.80648148148	0	1214	1183.41527777778	0	73.7962962962962	0	237.400231481481	841.787499999998	6449.33333333334	726.5	0	8.33333333333333	0	1350.18863168724	740.770555555556	891.375925925926	0	5104558.34376249
0159_AP39_21123_20171120_ST	5086062	896.316666666667	60.3333333333333	798.43287037037	920.434887566137	0	675.3	11253.2081955467	2111.6875	4216.28518518518	89.96875	787.5625	845.26350308642	494.429861111111	0.166666666666667	0	0	56.6	0	0.148148148148148	0	0	157.2	2163.70224867725	0	1172.33333333333	1144.76861111111	0	89.0381944444444	0	188.67912037037	723.190277777778	7589.40462962962	813.398771367521	0	15.9583333333333	0	1452.87365887713	756.223703703705	989.726817935152	0	5045599.36423176
0159_AQ29_10012_20170725_ST	5083568	845.9	9.77777777777777	948.34375	1127.48968253968	0.333333333333333	885.9	12730.4682043651	2776.6469047619	4616.36203703703	173.53125	260.25	1072.24324845679	606.173611111111	0.166666666666667	2.41666666666667	0	28.6	0	0.388888888888889	0	0	187.8	1650.26527777778	0.333333333333333	1631	1078.73833333333	0	83.6597222222222	0	223.873657407407	710.065277777778	10553.9425925926	954.913888888888	0	16.3333333333333	0	1797.99727856163	839.503425925926	1222.91085243974	0	5036531.6710048
0159_AZ03_32047_20190415_ST	5080306	913.833333333333	16	848.338888888889	955.576388888887	0	984.5	11824.8393187831	2433.16384920635	4523.39074074074	188.65625	724.75	905.189043209877	535.883101851852	0.166666666666667	0	0	47.2	0	0.222222222222222	0	0	216.066666666666	2032.86759259259	0	1412.77777777778	1214.38611111111	0	81.4872685185185	0	200.849537037037	845.319444444447	8933.67962962962	893.533333333333	0	2.80555555555555	0	1706.92682613169	790.583055555555	1162.15648148148	0	5035910.85091637
0159_AQ11_10068_20180330_ST	5076833	820.616666666667	20.1666666666667	1008.88333333333	1191.78621031746	0	971.6	13350.9539186508	2949.94138888889	4561.57222222223	120.40625	428.4375	1077.54552469136	592.367824074074	0	0	0	61.2	0	0.251851851851852	0	0	204.9	2088.73419312169	0	1543.66666666667	1185.92833333333	0	96.7442129629629	0	221.353888888889	718.5025	10755.2888888889	936.11001984127	0.7	11.7083333333333	0	1894.59038065844	830.918518518518	1258.15020282187	0	5027929.9745036
0159_AA34_42456_20190803_ST	5069580	906.683333333333	9.16666666666667	744.415277777777	964.652281746033	0	856.966666666666	12538.0615740741	2509.94603174603	4739.7425925926	213.6875	666.854166666666	835.253472222222	466.666666666667	0	0	0	2.8	0	0.166666666666667	0	0	168.1	1942.72175925926	0	1229	1095.02888888889	0	76.1527777777778	0	188.523518518518	751.593055555553	7986.50462962963	911.690972222222	0	0	0	1696.02019032922	785.222222222222	1232.36518518519	0	5026062.01390359
0159_AZ03_32095_20191213_ST	5062044	1117.3	9.91666666666667	863.339583333333	980.207242063492	0	960.233333333334	11963.5072916667	2512.51	4283.44444444444	81.21875	665	870.296103395064	487.381944444445	1.66666666666667	0.166666666666667	0	4.4	0	0.103703703703704	0	0	228.2	2167.92427248677	0	1614	1006.85313131313	0	70.5138888888889	0	165.504768518518	783.003055555558	9023.88703703703	853.022222222222	0	2.15277777777778	0	1652.77515432099	794.958333333332	1162.59845679012	0	5017717.91450537
0159_AB18_26327_20190627_ST	5043655	1198	13.8333333333333	923.863194444445	1204.78551587302	0.214285714285714	718.9	12118.9997519841	2391.84797619048	4170.88240740741	219.125	340	991.896219135803	513.072916666667	2	0	0	10	0	3.1875	0	0	142.366666666667	1730.68009259259	0	1354.11111111111	1039.63481481482	0	83.6631944444444	0	185.206049382716	672.925	10961.0759259259	838.223015873016	0.6	0.541666666666667	0	1662.86882716049	743.075	1094.610335097	0	4998324.81019951
0159_AA34_42088_20180515_ST	5026084	1714.23333333333	18	729.777083333334	910.332638888887	0	696.7	9070.02592592592	1708.59166666667	3769.79166666666	92	875.0625	889.554012345677	487.325231481482	0.333333333333333	4.66666666666667	0	0	0	0.037037037037037	0	0	106.2	1892.47546296296	0	1191.66666666667	1403.095	0	76.238425925926	0	229.230972222222	688.828174603174	6176.08611111112	702.4625	0	6.625	0	1172.14858906526	702.755555555555	847.395255731923	0	4989922.36119048
0159_AB10_103255_20180917_ST	5023952	2382.81666666667	3.16666666666667	712.649305555555	891.089930555554	0	624.3	9704.49117063491	1890.1325	3640.33333333333	247.625	772.5	859.014660493825	406.697916666667	0	0	0	0	0	0.481481481481481	0	0	118.6	1639.78657407408	0	1161.33333333333	1209.45833333333	0	80.1145833333333	0	233.590277777778	641.497222222222	7040.43240740741	708.452876984127	0	0	0	1324.81961591221	719.552777777778	905.858565549677	0	4986033.20480024
0159_AA34_42329_20190116_ST	5015562	1043.81666666667	20.6666666666667	745.347916666667	1394.33005952381	0	1143.7	12676.8594907407	2550.03333333333	3921.11944444445	11.0625	484.9375	785.83711419753	297.717592592593	0	0.583333333333333	0	0	0	0.333333333333333	0	0	216.3	2497.67916666667	0	1026	1522.38118686869	0	79.3703703703704	0	196.394675925926	636.113888888889	12252.4101851852	1101.49791666667	0	6.05555555555555	0	1805.21828703704	847.025740740742	1537.59888888889	0	4966761.60918571
0159_AP39_21260_20180615_ST_E21	5007872	1068.55	23.6111111111111	1002.41944444444	1145.63045634921	0	651.333333333334	12812.907853836	2524.37341269841	5623.09259259259	96.1875	528.4375	817.931520061729	381.775462962963	0.5	1.08333333333333	0	4.6	0	0.722222222222222	0	0	158.2	1938.61712962963	0	1200	1428.23611111111	0	111.928240740741	0	248.688425925926	565.651388888889	9550.13055555556	958.246924603174	0	4.04166666666667	0	1800.34539241623	718.16962962963	1182.14079365079	0	4961324.44799824
0159_BA21_18000_20170917_ST	5007823	1376.93333333333	38.5	850.956944444444	1004.23888888889	0	690.1	11164.7001818783	2078.8273015873	4319.05462962962	95.625	597.9375	841.033179012348	436.97337962963	0.5	0.166666666666667	0	68.6	0	0.185185185185185	0	0	146.2	1959.21643518518	0	1378.66666666667	1183.79027777778	0	71.199074074074	0	205.712731481482	739.57738095238	8027.23981481482	888.301388888888	0	6.5	0	1567.84368018812	821.59037037037	1134.27744620811	0	4966128.55254314
0159_AB18_26696_20200819_ST	5005451	467.583333333333	11.8333333333333	936.063888888889	1248.91359126984	0	1103.1	13430.7575396825	2538.17694444445	4913.05555555556	45.9375	493.4375	887.750771604936	532.616898148148	0	0	0	1.8	0	0.185185185185185	0	0	199.4	2095.61851851852	0	1293.33333333333	1395.98	0	112.540509259259	0	220.469027777778	697.830357142857	10766.5481481481	976.406448412699	0	25.4305555555555	0	1756.6501334999	898.589537037037	1332.79972369195	0	4957068.19166618
0159_AB18_26728_20201124_ST	4996913	1230.03333333333	37.111111111111	816.126388888889	1128.75193452381	0	934.2	11620.6028935185	2369.785	4127.87222222222	86.34375	529.625	838.09837962963	421.414814814815	1	0	0	2.8	0	0.27037037037037	0	0	207.7	2269.86752645502	0	1708.33333333333	1012.96083333333	0	80.5023148148149	0	175.963101851852	767.430000000002	9932.38240740741	886.707043650794	0	8.94444444444445	0	1656.96973593964	794.60861111111	1126.97323633157	0	4952139.62221291
0159_AP39_21140_20180130_ST	4985591	894.133333333333	20.9166666666667	841.581944444444	1067.23253968254	0	898.1	11936.6103670635	2393.265	4547.95185185186	152.5625	670.125	894.679783950617	415.409722222222	0	0.25	0	3.4	0	0	0	0	196.4	2299.19375	0	1300.66666666667	1232.07777777778	0	85.0347222222222	0	206.587037037037	706.859722222222	8345.39814814814	795.518849206349	0	7.77777777777778	0	1580.93968621399	783.802777777778	1095.54607583774	0	4942218.9782999
