sample_id	total	septum_digestion_after_cytokinesis	cell_activation	cell_killing	plasmid_maintenance	protein_folding	vesicle_targeting	movement_of_cell_or_subcellular_component	syncytium_formation	microtubule_based_process	cell_cycle	chromosome_segregation	cell_communication	cell_adhesion	establishment_or_maintenance_of_cell_polarity	signal_transduction	ensheathment_of_neurons	cell_recognition	cell_death	cell_population_proliferation	horizontal_gene_transfer	stomatal_movement	intercellular_transport	light_absorption	cell_growth	cellular_homeostasis	cytolysis	cell_cycle_process	membrane_docking	cellular_process_involved_in_reproduction_in_multicellular_organism	actin_filament_based_process	transposition	RNA_folding	phenotypic_switching	protein_unfolding	cellular_metabolic_process	intermediate_filament_based_process	cellular_developmental_process	cell_division	cellular_localization	maintenance_of_location_in_cell	cellular_response_to_stimulus	transmembrane_transport	microtubule_organizing_center_localization	process_utilizing_autophagic_mechanism	cell_wall_organization_or_biogenesis	cellular_component_organization_or_biogenesis	DNA_clamp_unloading	cell_aggregation	exocytic_process	cell_cell_fusion	export_from_cell	cellular_detoxification	Remaining
0159_AB18_26720_20210217_ST	5698173	0	0	1.25	1718.5	24711.9142857143	0	1421.53333333333	0	158.888888888889	15637.4119047619	2995.15	5242.06785714286	5209.58333333333	0	53442.7226190476	0	2.25	0.2	0	4641	0	0	0	0	2786.76538628473	3138.79444444444	6591.14285714286	0	0.333333333333333	0.5	53292.7916666667	0	0	111.214285714286	515940.150110621	23.5	4914.48989898989	70547.4714285714	1885.70342261905	0.541666666666667	26795.9485863095	85895.6046205357	0	12.25	13231.3047619048	140243.85218254	0	175.416666666666	0	0	1979.81597222222	1215.7125	4654207.22398655
0159_AP39_21221_20180301_ST_E21	5681670	21	0	2.29545454545455	1275.5	24489.5178571429	0	4915.1625	0	24.9555555555556	13923.280952381	5644.73333333333	5082.82062527558	31828.1666666667	0.583333333333333	58281.8230654762	0	1.25	2.5	0	3652.5	0	0	0	0.216269841269841	2655.20447048611	3573.45555555556	9052.53263888889	0.145833333333333	0.0555555555555555	0.0833333333333332	54959.0083333333	0	0	293.80119047619	486699.147459561	7	3013.83611111111	58288.6226190476	2134.90967036436	0.333333333333333	23180.4923369985	115588.404488636	0	5.91666666666667	15728.2842261905	159481.596527778	0	103	0.166666666666666	0	3224.86458333334	1062.52083333333	4593470.31195247
0159_AK37_71056_20190611_ST	5664896	0	0	1	2379.5	22012.75	0	1059.5	0	32.5416666666667	13702.1682539683	2136.71666666667	5189.81875	5038.33333333333	0	50034.0522486772	0	7.75	0.5	0	4507	0	0	1	0	2900.5232204861	3002.63333333333	5729.49351851852	0.25	0.125	0	41372.025	0	0	77.5	499752.541361737	10	6248.70555555555	62136.8682539683	1847.07191220238	0.5	25478.1643353175	80339.8234176589	0	15.25	13388.3507936508	130675.097321429	0	163.083333333334	1	0	1860.61111111111	887	4682906.75161239
0159_AZ03_32083_20190809_ST	5664592	0	0	0.25	6333	19768.45	0	1597.83333333333	0	78.25	8969.37142857143	1348.23333333333	3692.23244047619	5702.41666666667	0	52681.5773809524	0.4	1.5	0.5	0	3351	0	0	0	0.00595238095238095	4732.39127604166	3379.08333333333	4109.75	0.125	0.0119047619047619	0.0833333333333332	41071.525	0	0	2.5	492472.325044958	9	2144.25238095238	53925.6214285714	1414.5704985119	3.25	20750.0758928571	64336.5912326387	0	3.375	10233.9773809524	117447.958630952	0	158.5	0	0	3438.67708333333	885.875	4740547.46004309
0159_AB18_26645_20200422_ST	5656360	0	0	7.5	5529	22994.9	0	1289.08333333333	0	15.3166666666667	12317.4801587302	2368.68333333333	4833.65902777778	6847.33333333334	0	53309.08505291	0	6.25	1	0	3619.5	0	0	0	0.0416666666666667	3482.9953031994	2766.96666666667	5135.20628306878	0	0.125	0	43572.5666666667	0	0	144.8	495556.037779782	15.5	3707.30555555555	59869.873015873	1605.86969246032	0.125	24603.946031746	85293.0555499187	0	14.1964285714286	12739.3496031746	127401.423710317	0	105.416666666667	0	0	2693.52209595959	863.829166666667	4673649.05721095
0159_AV42_66213_20191004_ST	5620699	0	0	39	1550.33333333333	26570.8261904762	0	5843.18749999998	0	63.5	14693.8571428571	2997.3	5386.58601190476	16932.1666666667	0	58434.425	0	3.25	0.5	1	4709	0	0	5	0	2222.85532924107	3153.68333333333	7303.53333333334	0.05	0.0625	0.5	53469.85	0	0	83.1428571428571	499154.951723215	5.5	6607.44267676767	66558.8571428571	2188.17604166667	0.256944444444444	24948.2276785714	85774.2104017856	0	13.6964285714286	15141.4428571428	152375.31765873	0	187	0.2	0	2626.99305555555	857.1	4560796.0181924
0159_AV42_66129_20190414_ST	5618983	1	0	4.25	3296	24142.55	0	2183.01071428572	0	12	12725.6095238095	2346.56666666667	4966.4808531746	4733.78333333333	0	52714.998015873	0	2.75	3.1	0	4164.5	0	0	3	0.0178571428571428	3278.54090711807	2873.08333333333	5836.55555555555	0.05	0.0714285714285714	0	50511.4	0	0	70.7	503564.164714684	3	3724.01587301588	62659.9428571429	1785.18528025794	0.138888888888889	24418.1944940476	69885.3251909724	0	96.75	13623.7978174603	134393.922519841	0	141.1	0.2	0	2599.13888888889	903.4	4627314.70528594
0159_AB18_26415_20190218_ST	5588994	0	0	2.25	1630.66666666667	27310.15	0	2093.20833333333	0	285.75	14018.9130952381	2542.31666666667	6753.23333333333	4815.41666666667	0	46540.6047619047	0	1	2	1.5	5842	0	0	0	0	1848.10774739583	3070.33333333333	6253.51785714286	0.05	0	0	81198.5333333333	0	0	89.5	507575.228873107	16	4150.54444444445	65879.7642857143	2002.45704365079	0	24547.3915550595	68502.0392364495	0	13.5	14911.5523809524	143018.137599206	0	188.375	0.2	0	2132.93634259259	1117.60416666667	4550639.21727714
0159_AB10_26756_20201027_ST	5583926	19	0	16.25	5056	24463.1	0	1859.0625	0	82.21875	14928.4476190476	2593.60833333333	5600.85625	4814.83333333333	0	52545.3583333333	0	6	0.5	1	4526.5	0	0	0	0	2179.38639322917	3220.3	6657.46577380952	0.05	0.0625	0	71554.2333333335	0	0	61.5	498657.576297811	14.5	6147.4	72932.2404761905	1913.14305555555	0.513888888888889	25936.3936507936	79422.9663244046	0	11.25	13290.9821428572	136135.607043651	0	283.708333333333	0.2	0	1544.24652777778	1087.4875	4546362.05163932
0159_AB18_26425_20190206_ST	5565517	0	0	59.25	11390.5	22643.2333333334	0	2705.58333333333	0	86.5	12547.8321428571	1936.67619047619	5524.10446428571	6592.41666666667	0	65390.513095238	0	14.5	0.5	0	3726	0	0	4	0	2675.86729600695	3125.78333333333	5977.54166666667	0.05	0.25	0	57743.5166666667	0	0	22.7	488504.369882022	20.5	5426.47817460317	60731.8738095238	1686.8160218254	0	23390.9164434524	82955.5156312002	0	11	12440.5404761905	129164.43234127	0	189.583333333334	0.2	0	1929.57291666667	892.291666666667	4556005.59111438
0159_AA34_42333_20190117_ST	5555108	0	0	3.75	1396.33333333333	31457.7166666666	0	3170.56666666667	0	153.75	12855.7285714286	2387.21666666667	6394.48392857143	5995	0	40463.2291666667	0	8.25	0	0	5761	0	0	3	0	2078.21720920139	2366.14444444444	6876.75833333333	0	0	0	104455.916666667	0	0	52.3	513906.072917701	5	4250.11805555556	58732.5452380953	2053.35659722222	0	25129.7153769841	49953.760265377	0	14.5	14129.6821428571	151422.118948413	0	85	0	0	2635.96180555555	1272.125	4505638.68199859
0159_AP39_21261_20180629_ST_E21	5554571	0	0	1	1514	22343.1833333333	0	1189.19642857143	0	47.25	12775.5476190476	1854.31666666667	5228.22978801169	3398.77631578947	0.25	44974.8158521303	0	3	2	0.5	4544	0	0	3	0.0555555555555555	2807.70006510416	2859.66666666667	4660.3869047619	0	0.0087719298245614	0.5	36124.3416666667	0.5	0	13	478082.2521015	3.5	3838.70687134503	57836.6150793651	1941.37721354167	0.0625	23650.6146903717	72023.4193365575	0	18.7410714285714	13915.9107142857	131786.926388889	0	149.75	0	0	2415.77759502924	861.291666666667	4623700.82913678
0159_AP39_21021_20171021_ST	5547707	0	0	2.75	5102.33333333333	20609.569047619	0	2582.53333333333	0	65.7208333333333	10912.2285714286	1617.11666666667	4212.1871031746	5483.75	0	50422.3785714285	0	1.5	1	1.5	3949	0	0	0	0.0148809523809524	3511.40186631944	3514.59444444444	4887.81250000001	0	0.166666666666667	0.166666666666666	41540.8	0	0	200.45	481717.09526705	0.5	3433.33782051282	50920.5952380952	1706.48978174603	0.583333333333333	23600.0933035714	70300.9840079366	0	42.75	12257.8297619047	130933.584409341	0	78.6666666666665	0	0	2570.64652777777	808.104166666667	4610716.76523003
0159_AP39_21064_20171222_ST	5532252	0	0	10.5	3485	21199.3333333334	0	1258.875	0	1.625	8524.93333333333	1702	2596.93293650793	5493.08333333333	0	42160.4638888889	0	0	0	0	3500	0	0	0	0	4010.54231770832	4956.02777777778	4225.76666666667	0	0.111111111111111	0	80098.5083333333	0	0	52.5	501755.179527592	0	1784.88888888889	51487.4333333333	1380.61574074074	0.395833333333333	20916.5608134921	45557.2721130952	0	1	12163.1702380953	119148.662599206	0	19.6666666666667	0	0	3831.34027777778	743.0125	4590186.59843578
0159_AB10_26739_20201029_ST	5519767	0	0	0	196.5	30140.8333333333	0	3560.54166666667	0	89.3333333333333	12165.5714285714	1704.95952380952	7438.12829861111	3238.75	0	38460.6226190476	0	2	0.5	0	4983.5	0	0	0	0	514.426106770834	2193.25	6744.80952380952	0.125	0	0	93502.125	0	0	41.5	507178.482199372	0	3448.11805555555	60157.880952381	2103.33403604497	0.125	24577.7750124008	50502.8832266865	0	4.625	15614.5892857143	143172.192559524	0	75.5833333333335	0	0	2586.53819444444	1332.70833333333	4504034.68897726
0159_AY44_33033_20171003_ST	5476593	0.2	0	3	4266.5	23957.5666666667	0	2610.44642857143	0	67.0333333333333	11673.2428571429	1980.61666666667	4701.62916666667	6424.25	0.25	51696.062962963	0	5.75	0	0	4058.5	0	0	0	0.00595238095238095	3242.46156684027	3043.9	5469.68637566137	0	0.0952380952380951	0.25	54814.15	0	0	97.5	484826.693962213	4	3667.91172438672	59714.1357142857	1789.6267609127	0.125	23011.9407738095	63932.401453373	0	124.821428571429	12307.4839285714	130026.603044395	0	179.166666666666	0	0	2491.07291666667	885.475	4515518.44441116
0159_AA34_42437_20190622_ST	5469163	0	0	1.5	1326.5	23421.75	0	1174.70833333333	0	44.6	13043.675	2220.26666666667	4628.89513888888	3628.00000000001	0	47724.8297619048	0	3.5	0	0	4440.5	0	0	0	0	3163.3107421875	3188.28333333333	5407.25	0.125	0	0.25	39321.5333333333	0	0	43.7	491994.79380586	5.5	4152.9898989899	62663.8833333333	1840.8712797619	0.125	24972.7015376984	65688.921858879	0	7.25	12182.8083333334	128897.011979167	0	170.166666666666	0	0	2163.13194444444	929.25	4520710.41705222
0159_AA34_42113_20180615_ST	5463640	0	0.166666666666667	98.75	2939.5	22899.4666666667	0	1759.55952380952	0.0192307692307692	57.1210317460317	12791.6142857143	1833.5	5999.13680555556	4806.08333333333	0.0833333333333332	58841.4540343915	0	12.25	1.14722222222222	2.5	3765	0	0	5	0.0476190476190476	2855.86866319445	2933.66666666667	5128.87665343915	0	2.67857142857143	0	67361.1500000002	0	0	39	483532.849045982	2	4127.472502035	60993.6238095238	1659.53823164683	0.25	22768.7553372168	83677.4663020832	0	34.0714285714285	12249.5821428572	120888.193287037	0	272.25	0	0.0384615384615384	1982.01041666667	989.0125	4476329.24622686
0159_AP39_21413_20180813_ST_E21	5423996	0	0	7.75	9448	22356.95	0	2364.00892857143	0	94.5751893939394	12804.6892857143	2622.05	5502.60562169312	3922.83333333333	0	47023.855952381	0	3	0.5	0.5	4760.5	0	0	2	0.0625	2301.1884765625	5575.7	5682.75535714285	0	0.0625	0	40998.375	0	0	196.6	476293.835035068	3	4765.51388888888	57859.2654761905	2009.94023944805	0	22921.3660248316	59329.1331845238	0	55.5454545454545	13968.7196428571	133833.659406566	0	133.291666666666	0	0	2224.45486111111	1059.875	4483869.83797451
0159_AB18_26520_20200917_ST	5410077	0	0	26.5	324.5	22110.85	0	1267.0119047619	0	109.783333333333	12742.4738095238	1943.16666666667	5046.79583333334	5448.16666666667	0	54942.7005291005	0	3.75	0	0	4106	0	0	5	0	2666.58962673611	2783.36666666667	5752.79675925926	0	0.0773809523809525	0.1	43225.0083333333	0	0	63.6111111111111	472514.499669253	4	4595.92323232324	60795.8904761905	1782.58353174603	0.402777777777778	23137.5964781746	72948.362874504	0	15.75	13359.0869047619	127568.582738095	0	229.5	0	0	2085.81597222222	936.141666666667	4467534.61505684
0159_AB18_26722_20201204_ST	5391450	0	0	3.5	2611	22990.1428571429	0	2353.07142857143	0	31.825	12648.9761904762	2491.23333333333	4520.10847663139	7704.91666666666	0	49761.0767195767	0	3.5	0	0.75	4369.5	0	0	1	0.0416666666666667	2653.41514756945	3982.35	6339.22037037037	0	0.4375	0	55788.025	0	0	45.6428571428571	480375.664318273	11	4419.57407407408	60883.8761904762	1772.04250992063	0.125	24488.0568066578	72956.1797619047	0	7.625	12701.0011904762	137985.607473545	0	313.083333333333	0	0	2221.125	963.613095238095	4414051.69303195
0159_AB18_26715_20210225_ST	5349302	0	0	0.75	2934.83333333333	22746.9	0	1753.5625	0	68.4083333333333	13413.5845238096	2154.91666666667	4452.4686479654	4701.8596491228	0.0714285714285715	55024.9698203843	0	1.25	0	0.5	3818	0	0	4	0.158333333333333	2439.43855716766	3108.25	6111.00813492064	0.1875	0.0712719298245614	0.261904761904762	48881.2416666666	0	0	30.95	477286.619464184	7.5	5323.29020467836	64724.419047619	1737.28815104167	0.25	24113.6569543433	77649.9199330357	0	16.6309523809524	12022.9916666667	125609.36531498	0	159.541666666666	0.25	0	1587.64495614035	858.8125	4386556.1769163
0159_AB10_26088_20180508_ST	5347155	0	0.0325	0.25	4692.83333333333	22795.25	0	2073.08833333333	0	16.9166666666667	13268.519047619	2290.56666666667	5792.82113095238	3761.33333333333	0	54911.4102380952	0	0.25	0.54	0.005	4026.83333333333	0	0	2	0	2178.52571614583	7568.63333333333	6015.66666666667	0.05	0	0	55997.6916666667	0	0	89.5	477237.98856073	13.5	5164.12196248196	66270.519047619	1877.06202876984	0.395833333333333	25284.0481150793	79064.9872817461	0	7.25	12643.7595238095	134299.005753968	0	148.833333333334	0.2	0	1710.35416666666	1004.6125	4356945.64492632
0159_AB18_26453_20190218_ST	5336450	0	0.0338541666666666	6	521.833333333333	22973.7916666667	0	839.736160714286	0	133.760416666667	12985.5916666667	2418.5	4901.05243055556	5098.41666666667	0	43007.5985615079	0	1.5	6.04166666666667	5.00520833333333	4586	0	0	0	0	3064.36468563987	2753.03888888889	5522.96458333333	0	0.0833333333333333	0.3	35894.725	0	0	72	481075.577019865	7	4392.34548611111	53749.4666666667	1866.47423115079	0.375	24671.5129092262	74312.4195709327	0	11.8392857142857	11900.1285714285	129649.415376984	0	369.583333333333	0	0	2032.83680555556	1113.4	4406505.28761989
0159_AA34_42376_20190318_ST	5332664	2	0	0	7114	20581.0833333333	0	709.111111111111	0	43.25	9912.90714285714	1474.4	2916.38333333334	3111.75	0	44831.7833333333	0	3.5	0	1	3534	0	0	0	0	3571.5109592014	3017.38888888889	4281.35833333334	0	0.472222222222222	0	44991.725	0	0	44	463503.380917605	3.5	2893.47222222222	47808.9293650794	1568.50434027778	0.243055555555555	20645.8166666667	50251.373125	0	2.5	10833.0619047619	114633.920238095	0	36.8333333333333	0	0	2520.40625	762.479166666667	4467057.95575712
0159_AA34_42477_20190918_ST	5329233	20	0	2	6535.83333333333	21825.0333333333	0	3240.375	0	10.2916666666667	12277.7523809524	1389.5	6157.49017857143	5824.33333333333	0	68248.0011904761	0.1	7.25	0.5	0	3698	0	0	0	0	2477.53040364583	2626	5630.39166666666	0	0.0833333333333333	0	54532.125	0	0	2.5	462463.350259964	0	5410.34107142857	65234.2857142857	1521.4458953373	0.125	22193.8054191468	82209.9274404762	0	16	11790.7095238095	120914.390178571	0	213.166666666666	0	0	1511.775	715.5625	4360533.02451
0159_AA34_42452_20190801_ST	5321390	0	0	5.5	4596	21469.1166666666	0	2469.23809523809	0	82.2916666666667	12400.2420634921	2252.51666666667	7458.89375	5437.83333333333	0	50187.7642857143	0	5.5	2	0	4158	0	0	0	0.3125	3122.87272135417	3401.13333333333	5587.78571428572	0.3	0.666666666666667	0	46891.8083333333	0	0	214	471348.187696659	8.5	4403.19444444445	57752.0277777778	1833.6783234127	0.5	23529.9258060516	70719.5209634289	0	22	12466.4126984127	131790.613095238	0	208.583333333334	0.7	0	2462.92613636363	836.779166666667	4374262.67476146
0159_AB18_106720_20190226_ST	5302352	0	0	36.5	1814	22527.2916666667	0	2363.64583333333	0	64	12834.9166666666	2633.09285714285	4598.78194444445	4705.33333333333	0.466666666666667	52992.9567460317	0	2	1	0	4048	0	0	0	0.0166666666666667	2948.84084201388	3573.45	6185.55000000001	0	0.284722222222222	0.1	38053.2416666667	0	0	174.125	470185.939829309	4.5	5502.50517676767	59943.5111111111	1828.35141989087	0.131944444444444	24700.4381696429	69925.003544147	0	20.6666666666667	13279.8702380953	132464.901388889	0	204.666666666666	0	0	1989.57013888889	943.26875	4361801.08034363
0159_AA34_42087_20180523_ST	5295957	0	0	0.25	8053.33333333333	25325.2547619048	0	8698.51041666665	0	6.57449494949495	10938.0345238095	9464.21666666666	4008.24421296296	40203.3333333333	0	50301.1444444445	0	0	4.25	0	1949	0	0	0	0	2378.06028645833	3652.02777777778	11002.2263888889	0.125	0	0	62173.1	0	0	2131.17142857143	446663.410060554	0	0.384259259259259	45170.3761904762	1872.72325862795	0	19103.7391895142	141624.079150132	0	0.478787878787879	18003.3488095238	187483.618070587	0	1.5	0.25	0	5430.40277777778	651	4189662.8323759
0159_AQ29_10023_20170921_ST	5273010	3	0	2	3982	22809.3	0	2854.6130952381	0	66.7333333333333	14187.2833333333	2140.52619047619	5448.74166666667	5391.41666666667	0.125	50725.0357142857	0	3.25	0.5	9	4428.5	0	0	0	0	2212.51595052083	2476.5	6377.09166666666	0.125	0.125	0.5	46515.9333333333	0	0	89.2	473667.487153749	6	5762.52777777778	64519.7	1791.61012400794	0.0138888888888889	27101.6938492064	79250.1078174601	0	16.5	12320.8952380953	135237.729265873	0	218.416666666666	0.25	0	1594.41319444444	1056.03452380952	4300742.6045495
0159_AY44_33013_20170917_ST	5269933	0	0	14.25	164	19914.5166666666	0	1682.80952380953	0	26.1041666666667	10700.3416666667	1646.96666666667	4113.46510416667	4725.91666666666	0	46056.2333333333	0	1.25	0	0	3864.5	0	0	0	0.583333333333332	2950.84845920138	8332.17222222222	4791.25416666666	0	0	0	52456.625	0	0	58.5	462305.935058073	97	3827.65656565657	75471.8	1589.50164930556	0.625	21643.14296875	61476.5360019841	0	8.67857142857143	10852.33125	116139.321230159	0	125.583333333333	0	0	2443.74305555556	789.7875	4351661.02083969
0159_AZ03_32040_20181023_ST	5216769	0	0	0.75	4400.16666666667	21678.275	0	1860.61755952381	0	193.973214285714	11089.4654761905	1811.87619047619	4465.16909722222	5651.08333333333	0.2	55701.7714285714	0	3.5	0	0	3901	0	0	0	0	3255.51727430556	2523.41666666667	5210.40625	0.05	0	0	35251.4	0	0	58	454856.451227613	15	4828.73333333333	56804.3738095238	1609.58798363095	0.270833333333333	21087.383531746	59208.4572867065	0.0714285714285715	8.58333333333335	10157.5119047619	118627.247123016	7.66666666666667	487.166666666667	0.2	0	2173.83333333333	742.09375	4329097.72963052
0159_AB18_26227_20190319_ST	5216159	0	0	57.25	7092.66666666667	22405.4	0	2342.79166666667	0	15.25	10265.405952381	2951.43333333333	4184.2386904762	24649.6666666667	0	44394.469047619	0	4.25	0.5	0	3837.5	0	0	1	0.00595238095238095	3008.72122395833	3516.96666666667	5693.84166666667	0.125	0.0119047619047619	0.25	59017.0583333332	0	0	79.2	458590.77551853	1.5	2763.73015873016	56550.8226190476	1600.84280753968	0	20350.3436011905	73267.1109945436	0	6.25	12355.8053571428	130147.44702381	0	78.3333333333335	0.25	0	3143.00347222222	870	4262914.78234233
0159_AB18_106508_20190812_ST	5202117	0	0	47.5	5011.83333333333	21732.7904761904	0	2951.42083333333	0	19.2208333333333	11011.480952381	3127.6	3649.81544312169	16302.0833333333	0	45373.8935185185	0.1	0.75	5.6	5.5	3454.5	0	0	3	0	3388.09907924107	5018.65555555556	5764.61812169312	0	0.333333333333332	0	41338.1333333333	0	0	102.757142857143	463284.151800119	8.5	3187.59583333333	55596.4	1559.36805555556	1.25	21411.2406291336	81450.2872395833	0	11.1547619047619	13321.7797619047	130168.209424603	0	107.583333333333	0	0	3050.97569444445	835.354166666667	4259813.46400986
0159_AB18_26750_20201118_ST	5198255	0	0	1	625	26069.3	0	1080.04166666667	0	12	13186.3761904762	2010.9	5363.41310763889	1940	0	40806.4809523809	0	1	0	0	5187	0	0	5	0	1543.52545572917	2303.98333333333	6123.19556277056	0	0	0.5	68109.0166666665	0	0	101	475121.799426846	2	4065.83055555556	61426.3047619048	1846.68055555556	0	24280.4953976145	62808.3502703374	0	10.7954545454545	13026.9714285715	131972.338167388	0	208.875	0	0	2088.87152777778	1048.175	4245878.77951824
0159_AB18_26686_20201114_ST	5157483	0	0	89.7727272727273	2331.16666666667	23773.8785714286	0	4774.59166666667	0	60.7625	11335.5825396825	3602.48333333333	4123.78660714286	23140.7	0	48353.2476190476	0	2.75	1	0	3471	0	0	0	0.0119047619047619	2678.24199218749	3872.44444444444	6597.44874338624	0.05	0.0238095238095238	0.173611111111111	44717.8416666667	0	0	91.8285714285714	455417.570601332	3	3332.05753968254	60374.1158730159	1713.6965886544	0.125	20407.178844246	87318.3731086536	0	7.57142857142857	13162.921031746	142373.782258598	0	121.583333333333	0.2	0	3122.72569444444	799.25	4186310.06172297
0159_AS41_40057_20180522_ST	5140748	1	0.0208333333333333	3.75	2186	18040.1	0	843.766666666665	0	16.225	7695.67619047619	1388.1	3173.95104166666	5398.5	0	40433.81875	0.2	2	1.17361111111111	1	3206	0	0	0	0	3915.81263020833	3008.86666666667	3746.12371031746	0	0.25	0	66633.1249999998	0	0	50	432257.591405093	0.5	1638.15763888889	44171.5547619048	1329.22916666667	0.375	19195.0641107253	43076.1537251984	0	2.5	11667.0797619047	107252.377083333	0	45.7916666666667	0	0	2555.32638888889	648.1	4317162.73919028
0159_AP39_21123_20171120_ST	5086062	0	0	5.75	2069.5	18640.6833333333	0	2014.79166666667	0	119.5	9833.31349206349	1676.56666666667	3998.93541666667	7869.08333333333	0	52278.5419312169	0	2.5	1.5	0	3313	0	0	1	0.0238095238095238	3110.17216951884	2937.93888888889	4652.48379629629	0.175	0.255952380952381	0	63838.4583333335	0	0	23	446711.005799768	4	4163.52426739927	54082.3968253968	1385.25456349206	0.5	19951.8425099206	65468.1590401784	0	6.57142857142857	12170.2603174603	113401.290270146	0	128.833333333334	0.45	0	2610.52986111111	748.875	4188841.33299333
0159_AQ29_10012_20170725_ST	5083568	17.5	0.0625	0.25	218.111111111111	27850.7500000001	0	1761.86310557209	0	341.002721974206	13983.0369047619	2157.81666666667	6496.26547619047	3105.84848484848	1.32599206349206	32669.3787698413	0.0277777777777778	2.25	0.5	0.5	4878	0	0	0	0.0542328042328042	1036.49178391053	2385.58333333333	6491.20057587429	0.211111111111111	0.0347222222222222	1.19997594997595	65039.5333333332	0	0	111.033333333333	466657.100054214	7	4493.40972222222	57061.5349206349	2091.93977688298	0.0979166666666667	25302.9867838542	57352.9267410714	0	16.5737570028011	13479.5241815476	139076.718240457	0	119	0.580555555555555	0	1939.12375992063	1069.7375	4146349.91417729
0159_AZ03_32047_20190415_ST	5080306	0	0	1	3015	21735.375	0	1461.60416666667	0	31.4444444444444	11797.95	1822.4	4654.42291666667	3708.66666666667	0.166666666666667	49662.076984127	0	2	1	0.75	4217.5	0	0	2	0	2915.30464409722	3189.78333333333	5107.56190476191	0	0.0625	1.7	38491.8916666667	0	0	56.5	453153.820424628	1.5	3733.45833333333	58252.1285714286	1632.52287119709	0.138888888888889	21650.7775793651	62181.1036111113	0	6.5	11717.0333333333	123761.277876984	0	89.3333333333335	0	0	2083.95486111111	808.142857142857	4189358.14656405
0159_AQ11_10068_20180330_ST	5076833	11	0	3.25	46.5	25695.4083333334	0	3285.515625	0	547.609375	14948.1357142857	2500.75	6545.48616071428	5071.91666666666	0.311111111111111	40789.9609126985	0	2	11	0	4726	0	0	0	0.0624999999999999	1538.8965688962	2054.33333333333	6626.17529761904	0	0.0555555555555555	0	65163.8666666668	0	0	229.625	468222.63206659	9	4849.77076023392	61714.6214285714	2046.22104208003	0.0426587301587302	25608.770606203	60402.8241468253	0	14.8055555555556	13874.1991071428	139965.052066799	0	176.916666666666	0	0	1989.39930555556	1012.13333333333	4117148.75243483
0159_AA34_42456_20190803_ST	5069580	0	0	1	2792.33333333333	20043.9166666667	0	982.8125	0	74.5	11582.9464285714	1916.81666666667	3941.95270412458	2572	0.25	40611.6511904762	0	1.5	0.5	0	3853	0	0	0	0.0416666666666667	3573.66037326388	1704.36666666667	4571.34216269841	0	0.0625	0.345833333333333	30395.3333333333	0	0	6	436998.823780747	1.5	3342.20833333333	52790.5238095238	1442.11039806548	0.5	21076.2924971441	64720.340282738	0	7.47916666666668	11723.7398809524	113698.885763889	0	107.25	0.125	0	1857.34027777778	751.041666666667	4232435.5071167
0159_AZ03_32095_20191213_ST	5062044	1	0	1	10038.8333333333	21280.3333333333	0	1296.75	0	24.9656862745098	12142.7321428571	2053.11666666667	4528.09298245614	4366.8596491228	0	44110.7295192638	0	2	0.5	0	4027	0	0	1	0	2443.36762152778	3058.93333333333	5530.93718487395	0.05	0.0921052631578947	0.00367647058823529	37427.5333333333	0	0	80.6	462544.191863064	1.5	4729.94042112857	57833.1071428571	1636.57654207516	0.00694444444444444	23012.8736379091	59305.1214806548	0	5.14411764705882	11577.987272409	121870.532282913	0	361.666666666667	0.2	0	1982.28453947368	814.958333333333	4163951.47818731
0159_AB18_26327_20190627_ST	5043655	3.77142857142857	0	0	38.5	25640.2492424243	0	1784.32116552429	0	456.153625541125	14091.5904761904	1869.31746031746	5716.40201719578	3088.02272727273	8.29505494505494	43667.7596662596	0	8.04545454545454	0.644755244755246	0.833333333333333	4110.42857142857	0	0	1	0.291666666666667	1532.84398726274	3793.86666666667	6917.64781191711	1.84166666666667	0.222222222222222	42.5986050986051	59190.1607142855	0	0	44.8928571428571	459373.567516798	10	7320.11330220705	59871.7857142857	2100.51198528119	5.04873737373737	24192.3792690238	59573.1365718481	0	29.4495432263815	13520.8449404762	135158.20301055	0.75	84.0833333333335	10.1833333333333	0	1808.27509955322	898.579166666667	4107688.38729932
0159_AA34_42088_20180515_ST	5026084	0	0	16.25	6132	18129.9761904762	0	2179.95833333333	0	5.75	7254.44047619048	1550.96666666667	2845.90803571429	12418.5	0	42515.3416666666	0.3	0	0	0	4502	0	0	0	0	3737.67467447916	4170.78333333333	3812.55833333333	0	0	0	32011.9333333333	0	0	50.9428571428571	418624.029586454	0.5	1179.1625	44836.8571428571	1292.08333333333	0.875	16028.7461929564	58654.2141294643	0	2.25	13470.6083333333	110738.951190476	0	12.3333333333333	0	0	3161.52777777778	652.708333333333	4216093.86924601
0159_AB10_103255_20180917_ST	5023952	0	0	1.25	7839.33333333333	17657.2833333333	0	853.770833333335	0	4.79166666666667	8254.675	1288.68333333333	4216.84166666666	4059.83333333333	0	50336.1375	0	4.5	0	0	2973	0	0	0	0	3027.36024305556	2579.91666666667	3794.84523809524	0	0.145833333333333	0	53895.2083333333	0	0	28	429579.893078426	52	2441.01388888889	47774.6313492063	1294.48211805556	0.1875	17137.3723958333	55816.4099627976	0	9.5	10510.4625	98574.3250992064	0	60.5833333333335	0	0	2201.09027777778	669.0625	4197015.40968199
