sample_id	total	carboxy_lyase_activity	aminocarboxymuconate_semialdehyde_decarboxylase_activity	adenosylmethionine_decarboxylase_activity	aromatic_L_amino_acid_decarboxylase_activity	aspartate_1_decarboxylase_activity	diphosphomevalonate_decarboxylase_activity	glutamate_decarboxylase_activity	histidine_decarboxylase_activity	indole_3_glycerol_phosphate_synthase_activity	ornithine_decarboxylase_activity	orotidine_5__phosphate_decarboxylase_activity	phosphatidylserine_decarboxylase_activity	phosphoenolpyruvate_carboxykinase_activity	phosphopantothenoylcysteine_decarboxylase_activity	phosphoribosylaminoimidazole_carboxylase_activity	pyruvate_decarboxylase_activity	tyrosine_decarboxylase_activity	uroporphyrinogen_decarboxylase_activity	gamma_glutamyl_carboxylase_activity	X2_oxoglutarate_decarboxylase_activity	X3_octaprenyl_4_hydroxybenzoate_carboxy_lyase_activity	arginine_decarboxylase_activity	diaminopimelate_decarboxylase_activity	lysine_decarboxylase_activity	oxaloacetate_decarboxylase_activity	oxalyl_CoA_decarboxylase_activity	tartronate_semialdehyde_synthase_activity	ribulose_bisphosphate_carboxylase_activity	X4_5_dihydroxyphthalate_decarboxylase_activity	gallate_decarboxylase_activity	X4_hydroxybenzoate_decarboxylase_activity	X5_oxopent_3_ene_1_2_5_tricarboxylate_decarboxylase_activity	glutaconyl_CoA_decarboxylase_activity	X2_4_dihydroxyhept_2_ene_1_7_dioate_aldolase_activity	phosphonopyruvate_decarboxylase_activity	X3_dehydro_L_gulonate_6_phosphate_decarboxylase_activity	diaminobutyrate_decarboxylase_activity	X4_hydroxyphenylacetate_decarboxylase_activity	X5_amino_4_imidazole_carboxylate_lyase_activity	oxalate_decarboxylase_activity	X2_2_dialkylglycine_decarboxylase__pyruvate__activity	branched_chain_2_oxoacid_decarboxylase_activity	indolepyruvate_decarboxylase_activity	X5_guanidino_2_oxopentanoate_decarboxylase_activity	arylmalonate_decarboxylase_activity	X4_oxalocrotonate_decarboxylase_activity	X4_carboxymuconolactone_decarboxylase_activity	acetoacetate_decarboxylase_activity	acetolactate_decarboxylase_activity	aspartate_4_decarboxylase_activity	UDP_glucuronate_decarboxylase_activity	threonine_phosphate_decarboxylase_activity	malonyl_CoA_decarboxylase_activity	o_pyrocatechuate_decarboxylase_activity	phenylalanine_decarboxylase_activity	phenylpyruvate_decarboxylase_activity	tartrate_decarboxylase_activity	UDP_galacturonate_decarboxylase_activity	X3_oxolaurate_decarboxylase_activity	sulfopyruvate_decarboxylase_activity	benzoylformate_decarboxylase_activity	X2_oxo_4_hydroxy_4_carboxy_5_ureidoimidazoline_decarboxylase_activity	X3_oxo_myristate_decarboxylase_activity	X3_oxo_palmitate_decarboxylase_activity	phenylacetaldehyde_synthase_activity	Remaining
0159_AP39_21359_20180323_ST_E21	8594713	3950.58333333333	0	313	0	552	2.66666666666667	427.333333333333	144	1654	395	3854.08333333333	928.333333333333	3066.16666666667	762	161.92619047619	0.333333333333333	0	2426.5	0	0.166666666666667	1	2768.16666666667	3574.33333333333	158	598.683333333333	38.9166666666667	6.53333333333333	43.5666666666667	4	0	19	15.3333333333333	2001.5	0	94	2.83333333333333	2	975.833333333333	12.9761904761905	162.5	0	0.333333333333333	0	0	1	0	180.5	7	131	39.8333333333333	709	1229.66666666667	0	1	0	0	0	0	0	0	1.33333333333333	0	0	0	0	8563295.06428571
0159_AB18_26497_20190718_ST	8577097	4423.41666666667	0	66	0	662	2	796.5	109	1601	172	2815.83333333333	1448	1516.5	865	40.2833333333333	0	0	1786.08333333333	0	0	0	3930	2764.83333333333	93.5	1236.4	0.333333333333333	0.5	70.1	0	0	3	0	1115	1	126.333333333333	1	5.5	444.666666666667	5.33333333333333	86	0.333333333333333	0.916666666666667	0	0	8	0	48	29	11	330.166666666667	602.5	1098.33333333333	0	1	0	0.25	0	0	0	0	0.333333333333333	0	0	0	0	8548780.05
0159_AZ03_32024_20180718_ST	8500829	4903.83333333333	0	205	0	693.5	11.6666666666667	1238	398	1648.53333333333	270	2386.5	1396	1389.25	749.583333333333	93.4	0	0	2876.5	0	0.25	0	2588.66666666667	2990	18	1364.68333333333	0	4.75	113.7	0	0	0	0	918.5	0	171.166666666667	1	16	1542.5	8.5	97	6.33333333333333	0	0	0	31	0	29	0	21	369	990.166666666667	869	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	8470418.35
0159_AZ03_32083_20190809_ST	8480405	5234	0	403	0	670	1.66666666666667	1565.5	264	2074.83333333333	3	2279.16666666667	1565	1401.5	688.583333333333	19.5	0	0	1596	0	0	0	2617.33333333333	2071.5	7	1644.28333333333	0.666666666666667	6.58333333333333	62.7	4	0	3	0	493.5	0	299	0.5	1.5	905.166666666667	1	26	2	0	0	0	21	0	22	24	0	586.666666666667	926.333333333333	832.666666666667	0	0	0	0	0	0	0	0	3	0	0	0	0	8452077.85
0159_AB18_26776_20210113_ST	8456496	4979.2	0	139	0	649	1.33333333333333	783	212	1771.16666666667	175.5	3753.08333333333	1223	2753.58333333334	1020.58333333333	169.416666666667	0	0	1195.5	0	0	0	4755.16666666667	3820	102.5	915.566666666667	39	0	31.0333333333333	2	0	0	128.166666666667	1654.5	0	102.25	0	0	863.666666666667	7.41666666666667	149	0.333333333333333	0	0	0	2	0	74	1	71	118.666666666667	558.666666666667	1946.66666666667	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	8422327.7
0159_AQ29_10041_20171121_ST	8439074	4489.5	0	99	0	1013	0	688.5	345	1966.25	143	2720.5	1804	1698.25	845.833333333333	71.25	0	0	1092.08333333333	0	0	0	3542.83333333333	2537.5	66.5	1321.18333333333	0.333333333333333	2.66666666666667	3.83333333333333	1	0	0	0	601.5	0	163.666666666667	2	1.5	594.166666666667	2.5	46	0	0	0	0	8	0	51	8	69	89.8333333333333	1225.33333333333	806.333333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	8410952.81666666
0159_AP39_21222_20180322_ST_E21	8411506	4560.9	0	406	0	858.111111111111	8	498.5	211	2005.03333333333	626.333333333333	3538.83333333333	1251.5	3666.66666666666	888.666666666667	237.1	0.333333333333333	0	1622	0	0	3	4020.33333333333	4460	274.833333333333	736.2	50.3333333333333	0.25	70.2666666666667	1	0	6	23.6666666666667	1272	2	55.3333333333333	0	4	815.333333333333	12	243	0.333333333333333	0	0.333333333333333	0	0	0	86	14	197	49.1666666666667	822.75	1502.33333333333	2	0	0	0	0	0	0	0	0	0	0	0	0	8376403.55555556
0159_AK37_71056_20190611_ST	8387728	5564.88333333333	1	512	0	732	10	853.5	186	1384.16666666667	36	3256.66666666667	1022	1808.08333333333	863.5	77.35	0	0	2967.75	0	0	0	3464	3462.66666666667	168	962.116666666667	1.33333333333333	5.41666666666667	40	7	0	4	0	1319	0	143.083333333333	0	4	1770.16666666667	21.2	113	4.33333333333333	0	0	0	5	0	86	23	46	237.166666666667	651.833333333333	1453.33333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	8354460.45
0159_AB18_26720_20210217_ST	8364752	4759	0	213	0	615.888888888889	4	673.5	213	1316.96666666667	401	3302.83333333333	1119	2384.41666666667	859.25	142.059523809524	13.8333333333333	7.66666666666667	1593.33333333333	0	0	4.33333333333333	3668.33333333333	3583.33333333333	80.5	917.6	4.25	5.91666666666667	56.5666666666667	0	0	20	6	1359.5	0	63.25	3.33333333333333	8.5	1563.33333333333	9.05952380952381	114	3	0	6.16666666666667	0	11	0	71.5	1	140	67.6666666666667	900.916666666667	1558.83333333333	0	0	0	0	0	0	0	9.33333333333333	0	0	0	0	0	8332896.02539682
0159_AP39_21021_20171021_ST	8324880	5704.66666666667	0	119.5	0	745.5	8.66666666666667	1234	422	1685.65	232.5	3005	1423.66666666667	1694.36666666667	791.5	112	0	0	1597.75	0	1	5	4224.83333333333	3154.5	175	1355.13333333333	12.6666666666667	29.1166666666667	85.2	3	0	8	0	801	0	86.0833333333333	22.8333333333333	0	862	12.75	207	2.66666666666667	0	0	0	9	0	101	4	33.5	240.666666666667	868.666666666667	1287.66666666667	1	0	0	0	0.2	0	0	0	11	0	0	0	0	8292498.75
0159_AP39_21261_20180629_ST_E21	8306060	5526.86666666667	0	906	0	720	1.33333333333333	1455.5	109	2128.5	155	3091.33333333333	1636	1651.83333333333	1218.75	96.1166666666667	0	0	1314.08333333333	0	0	0	3858.5	3099	47.5	1146.33333333333	159.666666666667	2.08333333333333	87.7333333333333	1	0	5	0.5	1127.5	0	102.75	0	3	1610.33333333333	6.16666666666667	92	0	0	0	0	6	0	54	12	4	190.333333333333	809.916666666667	1443	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	8272180.03333333
0159_AB18_26645_20200422_ST	8281055	4569.33333333333	0	172	0	537.5	22.8333333333333	1121	157.5	1547.66666666667	416	2807.16666666667	1392.75	1780.66666666667	890.333333333333	38.6333333333333	0	11.5833333333333	3922.91666666667	0	2.25	0.5	3241.66666666667	2678	187.5	1134.13333333333	18.6666666666667	33.6666666666667	85.3666666666667	0	0	2	8.33333333333333	1199	2.33333333333333	198.666666666667	27.3333333333333	15.9166666666667	1156	9.53333333333333	81	5	0	1.83333333333333	0	10	0	42	15	40	488	642.333333333333	1161.5	0	0	7.25	0	0	0	0	0	3	0	0	0	0	8249169.33333333
0159_AA34_42453_20190809_ST	8263562	2747.33333333333	0	62.5	0	28	899.333333333333	133.5	666	1362.5	2547	5580	775.5	13702.5	892.75	1324.15952380952	0	11	156	0	0.25	1	241.5	3831	184	1541.45	150.5	32.75	5.83333333333333	1	0	6	0	4	0	0.333333333333333	43.5	0	123.7	213.47619047619	0	0	0	0	0	0	0	615.5	2	2116	0	1146.83333333333	536.166666666667	2	0	0	0	0.2	0	0	0	0	0	0	0	0	8221874.93095238
0159_AP39_21064_20171222_ST	8242792	3933.16666666667	0	82	0	741	0	1619	731	1991.7	216	2476.16666666667	1730	1514.25	744.583333333333	21.7	0	0	836	0	1.41666666666667	0.5	3451.5	1901.5	168.5	1616.55	28.1666666666667	35.0833333333333	12	0	0	3	27	188.5	9.66666666666667	0	46	14	1318.83333333333	5	26	0	0	0	0	0	8	9	0	0	555.666666666667	1029.16666666667	754	0	0	0	0	0	0	0	0	0	0	0	0	0	8214946.38333333
0159_AV42_66129_20190414_ST	8210023	4861.53333333333	0	630	0	790	7.66666666666667	1209.5	406	1636.5	186	2795.5	1549	1699.33333333333	935.666666666667	101.283333333333	0	0	1640.33333333333	0	0	5	4259.16666666667	3058	52	1237.85	15.3333333333333	4.33333333333333	20.5	1	0	1	5.5	976	3	282	3.5	3	745.333333333333	14.8333333333333	63.5	0.333333333333333	0	0	1	0	1	53	1	25	315.666666666667	833.833333333333	1329.83333333333	0	0	0	0	0	0	0	0	1	0	0	0	0	8178262.16666667
0159_AB18_26425_20190206_ST	8115405	4886.23333333333	0.5	379	0	783	3.33333333333333	749	248	1580.33333333333	89	2773	1222.5	1533.5	781.083333333333	89.4	0	0	2324.83333333333	0	0	0	3877.83333333333	3301.33333333333	125.5	1023.15	2.16666666666667	6	32.7	0	0	0	0.5	1249	0	135.333333333333	2	1	3999	19.25	185	2	0.666666666666667	0	0	6	0	93	1	6	179.333333333333	914	1445.5	0	0	0	0	0	0	0	0	2	0	0	0	0	8081353.01666667
0159_AA34_42333_20190117_ST	8092768	4360	8	326	0	1024.5	6.66666666666667	241	101	1981.83333333333	416	3126.66666666667	2059.66666666667	2151	974.5	74.0666666666667	1.7	0	495.5	0	0.25	1	3482.5	2633.5	315.5	927.2	25.75	34.9166666666667	32.5	0	0	2	12.5	585	5	106	54	12.8333333333333	335.666666666667	23.8666666666667	36	8	0	17.1666666666667	0	0	0.5	57.5	3	34	44.5	1804.5	490.833333333333	8	0	0	0	3	0	0	0	0.5	0	0	0	0	8064322.41666667
0159_AB10_26739_20201029_ST	8086951	4161.13333333333	0	128	0	1100	0.333333333333333	62.5	5	2302.5	128.5	2835	1975.5	1989.91666666667	880.333333333333	35.3833333333333	0	0	257.5	0	0	0	3470.5	2504.5	101.5	934.55	0	0.5	1.7	0	0	0	1.5	680	0	24	0	0	187.416666666667	23.1333333333333	57	0	0	0	0	1	0	22.5	0	136	15.1666666666667	1544.5	486	2	0	0	0	0	0	0	0	0	0	0	0	0	8060895.93333333
0159_AB18_26415_20190218_ST	8059329	5308.5	0.5	308	0	835.5	60	307	110.5	1708.03333333333	55.5	3276	1648	2254.83333333334	930	132.066666666667	0	0	1004.66666666667	0	0	0	3951	3153.5	77.5	860.85	8.16666666666667	0.5	23.3666666666667	0	0	2	0	1090	0	69.8333333333333	3.5	2.5	881.5	34.9166666666667	103	1.33333333333333	0	0	0	0	0	45	3	100	33.1666666666667	1052.5	1123	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	8028769.43333333
0159_AB10_26756_20201027_ST	8037762	4796.83333333333	0	327.5	0	500.666666666667	11.3333333333333	384.5	109	1451	118.833333333333	3297.41666666667	1429.5	1714.83333333333	856.583333333333	52.8833333333333	0.25	4.66666666666667	1237.08333333333	0	0.25	0	4381.5	3388	106.833333333333	809.416666666667	7	2.83333333333333	31.5	2	0	3	0.5	1616.5	0	93.8333333333333	2	1.5	1023.08333333333	10.0833333333333	135	1.33333333333333	0	0.25	0	2	1	157.5	4	85.5	125.333333333333	551.75	1480.83333333333	1	0	0	0	0	0	0	7.5	0	0	0	0	0	8007436.28333334
0159_AA34_42113_20180615_ST	8020022	4325.36666666667	0	140	0	771.5	2	887	249	1484.2	15	3037.5	1399	1752.58333333334	829	57.4761904761905	0	0	1758.5	0	0	1	4231	3221.5	70.5	1035.96666666667	16.5833333333333	1.58333333333333	22.5	0	0	3	0	1194	0	50.9166666666667	0	6	2428.86666666667	9.47619047619048	213	1.33333333333333	0	0.333333333333333	0.333333333333333	6	0	58	22	5	248	711	1460.83333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	7988294.81428572
0159_AA34_42437_20190622_ST	8016900	6155.83333333333	0	208	0	755	3.33333333333333	1286	193	1374	82	3213.16666666667	1539	1995.91666666667	879.75	224.983333333333	0	0	4512.66666666667	0	0	0	4265	3161.16666666667	59.5	840.966666666667	0.666666666666667	6.66666666666667	31	0	0	6	0	1026	3	97.4166666666667	3.66666666666667	6.5	997.666666666667	9.33333333333333	117	4.33333333333333	0	0.833333333333333	0	7	0	86.5	3	12	293.166666666667	749	1237.16666666667	1	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	7981451.46666666
0159_AY44_33033_20171003_ST	8004381	4216.76666666667	0	83	0	827	0.333333333333333	1104	296	1923.25	144.5	3002	1646	1547.5	827.416666666667	66	0	0	1236	0	0	0	3538	2889	81.5	1209.51666666667	0	1	6.33333333333333	19	0	0	0	723.5	0	151.916666666667	0	3.5	914.5	8	37	0	0	0	0	4	0	57.5	1	31	390.333333333333	1048.08333333333	1135	0	0	0	0	0	0	0	0	2.33333333333333	0	0	0	0	7975209.21666667
0159_AA34_42376_20190318_ST	7985532	4339.5	0	104	0	794	2.33333333333333	1432.5	201	1638	34.5	2493.5	1491	1341.33333333334	715.333333333333	119.45	0	0	1098.41666666667	0	0	0	2945.66666666667	2141.5	53.5	1255.5	0	6.65	12.6666666666667	0	0	4	0	608	0	369.25	1	0.5	684.166666666667	9	12	1.66666666666667	0	0	0	6	0	34.5	0	0	422.833333333333	1043	1070.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7959045.23333333
0159_AB18_26520_20200917_ST	7965003	5429	0	202	0	834.333333333333	3.66666666666667	862	60.5	1739.83333333333	161.5	2823.5	1315.33333333333	1585.66666666666	838.666666666667	124.533333333333	0.833333333333333	0	1518.83333333333	0	0	0.5	3536.5	3101.5	96.5	894.416666666667	0.666666666666667	4	19.1	3	0	2	1.5	1221	0	192.416666666667	0.5	6	994.333333333333	14.8333333333333	160	0	0	0.833333333333333	0	1	0	135	3	8	312	987.25	1372.16666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	7934434.78333333
0159_AP39_21221_20180301_ST_E21	7954640	8480.43333333333	0	909	0	790.666666666667	11	510.833333333333	45	1427.33333333333	2884.66666666667	3646.83333333333	1560.33333333333	4569.33333333334	808.75	460.142857142857	83.0190476190476	0	3925.25	0	20.8333333333333	113.5	3877.16666666667	3067.83333333333	1549.5	1216.66666666667	0.25	20.3333333333333	87.2	1	0	37	856	772	171.833333333333	80.3333333333333	357.166666666667	366.333333333333	1805	73.7928571428571	194	5.33333333333333	0	401.333333333333	0	7	44	111.5	4	873.5	28.8333333333333	1017.33333333333	590.5	0	0	0	0	0	0	0	0	4	0	0	0	0	7906772.32857143
0159_AA34_42084_20180509_ST	7949415	4804.03333333333	18	1222.5	0	540.444444444444	1094	256	27	2805.63333333333	1457	4181.75	961.5	5336.5	1774.25	1454.06666666667	12.55	158.25	5111.5	0	2.3	13.1666666666667	1384.33333333333	4239	610	1294.41666666667	65.75	8.75	307.033333333333	0	0	33	240	540.5	70.5	7.5	251.833333333333	259.083333333333	1108	404.666666666667	13	9.33333333333333	15.5833333333333	89.25	0	0	30.5	489.5	11	2079.66666666667	1.16666666666667	560.166666666667	639.166666666667	12	0	107.75	5.25	1.4	0	0	0	1.5	0	0	0	0	7903293.95555556
0159_AV42_66213_20191004_ST	7893908	6269.83333333333	0	1063.5	0	561.833333333333	1.33333333333333	616	63	1094	552.833333333333	3282.75	1166.66666666667	2398.5	800.166666666667	103.966666666667	1	0.333333333333333	1301.83333333333	0	1	1.5	4710.33333333333	3580.83333333333	1205.83333333333	933.366666666667	114.916666666667	131.833333333333	18.5333333333333	0	0	9	85	1521	17.6666666666667	137	117.333333333333	1	1061.53333333333	34.1666666666667	48.5	0.333333333333333	0	1.66666666666667	0	2	29.5	234.5	0	1	70.8333333333333	427.166666666667	957.5	0	0.5	0	0	0	0	0	0.333333333333333	0.25	0	0	0	0	7859174.51666667
0159_AB18_26453_20190218_ST	7890831	5505.36666666667	0	245	0	662.333333333333	1.83333333333333	1287.5	145	1633.73333333333	99.3333333333333	3071	1401.66666666667	1744.41666666666	544	124.766666666667	0	6.58333333333333	3032.66666666667	0	0.75	0.5	2319.16666666667	2621	103.333333333333	795.216666666667	12.8333333333333	16.95	16.9	7	0	32	5.5	1048.5	2	101.833333333333	20.1666666666667	4.25	845.833333333333	11.9166666666667	104	1	0	0	0	10	0	138	20	29	222.5	798	976.666666666667	2	0	0.25	0	0	0	0	5	0.666666666666667	0	0	0	0	7861053.06666667
0159_AP39_21413_20180813_ST_E21	7878001	5080.5	0	693.5	0	537	0.666666666666667	841	230	1947.5	116	2852.66666666667	1503.33333333333	1542.83333333333	759.583333333333	120.05	0.6	0	1383.83333333333	0	0	2	3449.33333333333	2850	113	1031.45	0.333333333333333	4.08333333333333	11.9	2	0	1	14.5	975	10	64.5	23.8333333333333	15.6666666666667	1156.58333333333	11.5	44	1	0	10	0	3	0.5	117.5	6	17	147.666666666667	1417.33333333333	897.833333333333	3	0	0	0	0	0	0	0	1	0	0	0	0	7847989.41666667
0159_AB18_26722_20201204_ST	7853078	4796.86666666667	0	287	0	537.666666666667	7	777.5	187	1256.83333333333	755.5	2849.83333333333	1179.66666666667	1950.58333333334	682.833333333333	71.8	2.34285714285714	1.33333333333333	1432.25	0	6.75	0.833333333333333	3106	2816.83333333333	292	999.383333333334	6.33333333333333	14.45	88.2	2	0	10	0	1383.5	0	102.75	83.5	2.5	1973.46666666667	11.95	87	2.33333333333333	0	59.3333333333333	0	2	0	153	3	21	219.5	841.166666666667	1282	0	0	0	0	0.2	0	0	3.33333333333333	0.666666666666667	0	0	0	0	7822727.00714285
0159_AA34_42452_20190801_ST	7818169	5060.4	0	571	0	627	1.33333333333333	1052.5	137	1105.83333333333	106	2696.66666666667	1232	1511.41666666667	709.916666666667	78.75	0	0	2335.33333333333	0	0	0.5	3116.66666666667	2736.16666666667	206	753.866666666667	0	2.33333333333333	18.0333333333333	4	0	7	0	900	1	107.333333333333	0.5	2.83333333333333	940.833333333333	13.3	64	2.66666666666667	0	0	0	2	0	131.5	9	36	172.666666666667	671.833333333333	1021.83333333333	0	0.5	0	0	0	0	0	1	0.666666666666667	0	0	0	0	7790019.81666667
0159_AB18_26715_20210225_ST	7800524	5018.5	0	323	0	736.5	26.3333333333333	719.5	337	1466.53333333333	255.5	3033	1262.5	1748.33333333333	844.416666666667	88.4	0	0	1271.25	0	0	0	3891.66666666667	3338.5	161	994.283333333333	11.9166666666667	3.08333333333333	19.9	9	0	0	1.66666666666667	1491.5	0	58.5	4	5.83333333333333	1242.33333333333	22.6	158	1	0	0.666666666666667	0	0	0	109.5	9	31	170.666666666667	776.166666666667	1446.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7769434.95
0159_AS41_40057_20180522_ST	7796190	4173.33333333333	0	83	0	654	13.6666666666667	1485	380	1607.5	199.333333333333	2032.33333333333	1335	1163.53333333333	659.666666666667	70.052380952381	0	0	1510	0	0	0	2743.16666666667	1830.83333333333	3.33333333333333	1629.26666666667	0	0.5	52.6333333333333	0	0	4	0	356.5	2	212.75	0	3	649.666666666667	4.70238095238095	22	1	0	0	0	4	0	40.5	2	54	489.833333333333	792.333333333333	998.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7770927.06190476
0159_AB18_106720_20190226_ST	7778508	4812.66666666667	0	468.5	0	591.333333333333	11	774	117	1386.33333333333	124	2908.41666666667	1194	1624.78333333334	722.083333333333	93.8333333333333	0	10.8333333333333	2130.41666666667	0	0	0	2958.16666666667	2734.16666666667	66.5	782.75	0	4.23333333333333	26.7666666666667	0	0	4	0	1053.5	0	116.25	0.5	4.5	897.166666666667	12.8333333333333	97	0.333333333333333	0	0	0	5	0	188.5	5	74	237.333333333333	653.083333333333	1119.66666666667	0	0	0	0	0	0	0	2.83333333333333	0	0	0	0	0	7750494.71666667
0159_AQ29_10023_20170921_ST	7773246	4423.66666666667	0	168	0	683.5	0.333333333333333	552	192	1375.33333333333	74.5	3463.5	1238	1667.25	770	44.4166666666667	0	0	1384.33333333333	0	0	0	3472.33333333333	3739.33333333333	147.5	757.866666666667	0	2.5	17.6	2	0	2	0	1765	3	70.1666666666667	47.5	0	1147.33333333333	5.16666666666667	77.5	1	0	0	0	1	0	157.5	4	81	77.8333333333333	739.666666666667	1538	0	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	7743350.7
0159_AB10_26088_20180508_ST	7759995	5666.5	0	357	0	661	0.5	879.333333333333	209	1170.5	97	2889.58333333333	1091	1729.08333333333	873.083333333333	228.666666666667	0	0	2637.25	0	0	2.5	3764.33333333333	3022.5	69	766.883333333333	4.25	26.95	19.5333333333333	1	0	1	0	1563	0	63.6666666666667	0.5	7	1665.33333333333	14.6666666666667	92.5	5.33333333333333	0.333333333333333	0	0	4	0	97	6	4	53.5	1327.08333333333	1171.83333333333	0	0	0	0	0	0	0	0	0.333333333333333	0.5	0	0	0	7727750.96666667
0159_AA34_42477_20190918_ST	7759894	4487	0	73	0	705	7.33333333333333	624	187	1687	14	2769.5	1293	1507.16666666667	751.916666666667	22.4833333333333	0	0	1935	0	0	0	5506	3694.5	40	916.066666666667	0	1	3	2	0	0	0	1316	0	145	0	5	1297.66666666667	15.3333333333333	188	0	0	0	0	1	0	68.5	0	17	269.333333333333	512.666666666667	1669.83333333333	0	0.5	0	0	0	0	0	0	0	0	0	0	0	7728162.2
0159_AY44_33013_20170917_ST	7740237	4492.5	0	293	0	749.5	0	1136.33333333333	369	1659.53333333333	35	2513.16666666667	1211	1392.33333333333	790.333333333333	72	0	0	2007.75	0	0	0	2831.33333333333	2303.83333333333	96	1218.36666666667	4	8.16666666666667	9.9	5	0	30	0	796	0	83.9166666666667	3.16666666666667	0.5	922.5	11.25	75	0.333333333333333	0	0.333333333333333	0	9	0	59.5	30	0.5	268.666666666667	898.833333333333	984.166666666667	0	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0	7712858.61666667
0159_AZ03_32040_20181023_ST	7625013	4431.83333333333	0	277	0	696.333333333333	2.33333333333333	1041.5	219	1462.5	3.33333333333333	2524.66666666667	1389	1314.58333333333	722.583333333333	70.6166666666667	0	2.33333333333333	2948.91666666667	0	0	0	2871.83333333333	2512.33333333333	102.833333333333	790.716666666667	1.66666666666667	3.16666666666667	20	2	0	8	1	1040	0	260.916666666667	0.5	2	721.333333333333	5.16666666666667	48.5	2	0	0.666666666666667	0	2	0	65	1	8	396	833.75	1094.16666666667	0	0	0	0	0	0	0	3.16666666666667	0.333333333333333	0	0	0	0	7597108.41666667
0159_AA34_42088_20180515_ST	7513727	4692.53333333333	0	207	0	562.5	1.33333333333333	1321	610	1286.5	970	1912	1248.83333333333	1892.81666666667	564.75	67.9166666666667	0	0.5	1737	0	1.16666666666667	5	3651.83333333333	1953	755	1656.35	85.1666666666667	133.583333333333	39.3333333333333	0	0	2	2.5	277	2	71	135	46	2409.03333333333	15.0666666666667	45	0	0	2.66666666666667	0	0	0	96	0	17	285.833333333333	1091	725.5	0	0	0.5	0	0.333333333333333	0	0	0	0.5	0	0	0	0	7483147.95
0159_AB18_106508_20190812_ST	7505790	4498.2	19.5	530	0	569.111111111111	35	1065	392	1596.43333333333	1166.5	2783.83333333333	1326.25	2547.58333333334	658.75	150.9	5.4	1.25	1663	0	2.58333333333333	8.5	3681.83333333333	2441.33333333333	1128	1420.26666666667	95	162.5	95.8333333333333	0	0	22	83	735.5	32	56.3333333333333	165.5	75.75	1589.11666666667	49.2	47	7	0	85.1666666666667	0	0	16	70	9	142	265.333333333333	695.5	1019.5	7	0	1.25	0	1.4	0	0	0	2.33333333333333	0	0	0	0	7472568.55555556
0159_AB18_26750_20201118_ST	7502564	4880	0	332	0	903.5	2.66666666666667	329.5	169	1431	116	3000.75	1597	1794.25	885.333333333333	61.7	0	0	1249.5	0	0	5	3893.5	2713	67	838.75	0	0.75	4	0	0	0	0	1090	0	78.0833333333333	0	0.5	936.5	5	108	0	0	0	0	0	0	60.5	0	83	24.8333333333333	923.833333333333	1203	1	0	0	0	0	0	0	0	0	0	0	0	0	7473775.55
0159_AA34_42242_20181111_ST	7480459	2862.5	0	233.5	0	713	4.33333333333333	1225.5	805	1343.93333333333	310.5	1754	1397	1540.16666666667	500.583333333333	24.35	0.2	0	3391	0	0.25	2	3408.5	1708	138.5	1404.41666666667	28.3333333333333	37.0833333333333	86.8333333333333	0	0	0	11.8333333333333	382.5	1	401.25	18.8333333333333	57	1728.56666666667	8.25	91	0.333333333333333	0	3.33333333333333	0	0	6.5	10	4	20	337.666666666667	1397.66666666667	694.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7452365.28333334
0159_BA21_18000_20170917_ST	7459609	4740.5	0.333333333333333	297.5	0	642	4	1122	343	1181.83333333333	364	2626.16666666667	1045	1624.78333333333	710.75	171.216666666667	0	0	1522.33333333333	0	0.916666666666667	1.5	3493.5	2544.83333333333	532.5	1211.46666666667	32.1666666666667	50.75	16.5	0	0	3	0.5	832.5	0	96.4166666666667	77.8333333333333	3	1643.31666666667	25.3666666666667	46	4.66666666666667	0	0	0	2	0	92	3	17	179.5	867.5	933.333333333333	0	0.5	0	0	0	0	0	0	0	0	0	0	0	7430502.01666667
0159_AZ03_32047_20190415_ST	7458903	5113.16666666667	0	474	0	764	2.66666666666667	1132	332	1593.6	21	2628.66666666667	1215	1523.25	829.5	114.066666666667	0	0	972.083333333333	0	0	0	3870.5	2450	37.5	1063.16666666667	0.583333333333333	3.75	8.06666666666667	0	0	4	10	914.5	0	211.333333333333	0.5	2.5	655.5	15.4166666666667	84	1	0	0.666666666666667	0	4	0	35	16	8	320.333333333333	660.333333333333	1219.66666666667	0	0	0	0	0	0	0	0	1	0	0	0	0	7430590.68333333
