sample_id	total	organic_cyclic_compound_metabolic_process	allantoin_metabolic_process	nucleobase_containing_compound_metabolic_process	biotin_metabolic_process	steroid_metabolic_process	aromatic_amino_acid_family_metabolic_process	lipoate_metabolic_process	phenylpropanoid_metabolic_process	phenol_containing_compound_metabolic_process	s_triazine_compound_metabolic_process	nicotianamine_metabolic_process	beta_lactam_antibiotic_metabolic_process	tetrapyrrole_metabolic_process	isoquinoline_alkaloid_metabolic_process	furaldehyde_metabolic_process	kynurenic_acid_metabolic_process	vitamin_E_metabolic_process	ectoine_metabolic_process	indole_containing_compound_metabolic_process	benzene_containing_compound_metabolic_process	pteridine_containing_compound_metabolic_process	flavin_containing_compound_metabolic_process	molybdopterin_cofactor_metabolic_process	daunorubicin_metabolic_process	doxorubicin_metabolic_process	ommochrome_metabolic_process	X3__3_hydroxy_phenylpropionate_metabolic_process	creatinine_metabolic_process	F420_0_metabolic_process	thiazole_metabolic_process	pyrrolysine_metabolic_process	purine_containing_compound_metabolic_process	pyridine_containing_compound_metabolic_process	pyrimidine_containing_compound_metabolic_process	epoxide_metabolic_process	lactone_metabolic_process	organic_cyclic_compound_catabolic_process	organic_cyclic_compound_biosynthetic_process	organic_heteropentacyclic_compound_metabolic_process	methanofuran_metabolic_process	Remaining
0159_AA34_42168_20190116_ST	3108550	0.5	7.16666666666665	33121.6438386774	63.5089285714286	3646.5	848.131296296297	0	0.333333333333333	18.5401234567901	0.0428571428571429	0	53.6	1574.12673611111	0	0	0	0	0.1	57.9946296296297	353.044212962963	1265.07900132275	405.130555555555	108.016666666667	0	0	0	0	2.25	0	0.81111111111111	0.9	1498.52025797325	1325.75885416667	1042.86472993827	0	5.06666666666667	1065.45568452381	6400.40144118655	0	0	3055684.51240804
0159_AB10_26109_20180907_ST	3106290	5.5	6.78333333333333	34680.7242938631	55.75	3133	863.711203703703	0	2	25.6975308641975	0.0857142857142857	0	56.6666666666665	1495.52858796296	0	0	0	0	0.05	62.0653703703703	284.801851851852	1089.6296268739	370.055555555556	122.488888888889	0	0	0	0	0.583333333333333	0	0.222222222222222	0.5	1572.66849074074	1492.53055555556	1091.23494929453	0	9.05185185185185	1143.45026565256	6581.87774740349	0	0	3052143.34195973
0159_AZ03_32086_20191018_ST	3096584	7.33333333333333	17.6083333333333	35175.106292818	47.5044642857143	4090.36342592593	987.088039682539	0	0.770833333333333	76.7604166666667	0	0.05	32.1166666666667	2002.13785548942	0	0	0.4	0	4.7	65.356462962963	328.005902777778	1260.23512731481	337.34125	115.111111111111	0	0	0	2.925	0.416666666666667	1.3	1.36666666666667	0.333333333333333	1825.25490920782	1573.3399537037	1554.80916170635	0	15.6824074074074	1009.78850940623	7257.57237112361	0	0.277777777777778	3038792.9437273
0159_AA34_42177_20180806_ST	3090368	0	77.3	26943.5278475611	79.9017857142857	1152.85432098765	431.221759259259	0.2	0.4375	156.456790123457	0	0	51.575	2604.81631944444	0	0	0	0	0	62.8703703703703	274.838310185185	723.773024140212	490.682638888889	273.35	0	0	0	77.175	0.0416666666666667	0	4.95	0	1877.12899617872	1003.65159722222	1435.27715002205	0	263.823148148148	1650.11357142857	5551.88060264795	0	0	3045180.15260101
0159_AY44_33000_20171025_ST	3088764	0	3.8	34371.0377292157	46.0535714285714	3788.5	918.22874074074	0	0.333333333333333	30.7493055555556	0.0857142857142857	0	28.1166666666667	1890.46805555556	0	0	0	0	0.6	85.4962777777778	231.722916666667	1225.51498567019	338.522916666667	121.9	0	0	0	0	0.75	0	0	0	1749.84495627572	1612.46597222222	1336.65395447531	0	0.918518518518519	724.689302689594	7122.80293981482	0	0	3033134.74414244
0159_AB18_26458_20190312_ST	3068596	6.5	4.90833333333333	34103.9228619603	34.4910714285714	3676.51851851852	924.466005291005	0	0.333333333333333	23.5534722222222	0.0857142857142857	0.15	44.1333333333334	1902.66631944444	0	0	0	0	0.75	75.0742592592592	189.325694444444	1185.81900628307	408.549305555556	155.835317460318	0	0	0	0.2	0.333333333333333	0	0.922222222222223	0.2	1812.50160639575	1541.5796875	1359.10035622428	0	2.46574074074074	756.782644767784	7139.7490613977	0	0	3013245.08280126
0159_AP39_21380_20180330_ST_E21	3067327	4	4.39166666666666	35022.0322347576	55.3303571428571	2814.93939393939	917.885492063492	0	1	17.9891203703704	0.214285714285714	0	33.7166666666667	1446.8869212963	0	0	0	0	0.2	65.0881666666667	318.156944444444	1160.20133101852	426.169444444444	68.6555555555554	0	0	0	1.5	0.5	0.2	0.816666666666667	0.0333333333333333	1612.70326252939	1525.82114583333	1211.77971615961	0	6.93935185185185	924.666529541446	6611.68910220203	0	0	3013073.49331114
0159_AH05_15001_20171211_ST	3056902	7.33333333333333	9.91666666666665	31385.6781930809	73.6875	2519.83333333333	918.176944444444	0	0	19.3824074074074	0.0428571428571429	0	83.925	1907.26921296296	0	0	0	0	0.05	79.4918055555556	351.602777777778	1296.37111441799	394.633333333333	104.966666666667	0	0	0	0.2	2.70833333333333	0	0.825	1.73333333333333	1649.74509773663	1471.21203703703	1172.01851851852	0	5.38888888888889	976.668662918871	6783.73474708504	0	0	3005685.40423502
0159_AB10_26216_20180827_ST	3009732	0.166666666666667	8.23333333333335	34680.0785722083	38.0133928571429	3700.79166666667	979.477574074074	0	1.02083333333333	46.0782407407407	0	0.1	53.2416666666665	1956.10572916667	0	0	0	0	10.7	71.9170462962964	229.635763888889	1168.55161761464	435.488194444445	164.583333333333	0	0	0	4.725	0.25	1.2	2.575	0.3	1832.22113859494	1552.7758912037	1387.27007991622	0	16.4037037037037	816.846402630805	7098.99209533607	0	0.111111111111111	2953474.14594621
0159_AQ29_10017_20170918_ST	3001949	11.1666666666667	4.15	31452.062231261	71.9910714285714	2244.83333333333	1005.01775132275	0	0.375	19.8011574074074	0.0857142857142857	0	45.725	1679.78043981482	0	0	0	0	0.15	67.7327314814814	298.000694444444	1287.82609126984	506.821944444444	62.2	0	0	0	0	0.916666666666667	0	1.08888888888889	0	1523.87266229424	1563.28003472222	1094.83391589506	0	2.90277777777778	806.033822751323	6671.21553130511	0	0	2951527.13587254
0159_AY44_33019_20170913_ST	2997732	9.66666666666667	7.94166666666667	32921.4828138758	56.0089285714286	3283.46759259259	789.550555555556	0	1	22.0604938271605	0.0857142857142857	0	87.5666666666665	1775.54212962963	0	0	0	0	2.45	71.1744444444444	255.12337962963	1156.21352513228	391.963194444445	140	0	0	0	0.3	1.625	0	0.35	0.466666666666667	1632.13555676808	1395.0940625	1115.34523313492	0	3.19074074074074	933.931121031746	6709.71774161645	0	0	2944968.54610555
0159_AA34_42129_20190318_ST	2985034	11.6666666666667	5.175	33704.0906246244	67.3035714285714	2756.5	987.388888888889	0	0.333333333333333	23.5328703703704	0	0	58.4	1688.14085648148	0	0	0	0	0.35	71.8002777777778	343.759027777778	1185.62180059524	433.147222222222	88.6666666666667	0.0238095238095238	0.0178571428571429	0	0	1.20833333333333	0	0.288888888888889	1.1	1652.8781252572	1405.18628472222	1192.39032738095	0	8.26481481481481	1004.58391460905	6625.45399786278	0	0	2931716.72683963
0159_AA34_42439_20190621_ST	2983575	18.1666666666667	57.3	26904.7868665777	92.7008928571428	1718.26512345679	714.005185185185	0	1	153.784336419753	0.214285714285714	0.2	57.2916666666665	2753.9869212963	0	0	0	0	0	87.5071296296297	286.93587962963	988.990079365078	436.106944444444	241.033333333333	0	0	0	46	0.166666666666667	0	4.58333333333333	0	1853.17266431511	1216.95319444444	1403.97944444444	0	169.521759259259	1355.37069444444	6528.65833915099	0	0	2936484.3185927
0159_AQ29_10001_20170619_ST	2972469	4.66666666666667	2.15	34838.9231886023	16.1875	1788.33333333333	852.965185185185	0	1.66666666666667	9.98587962962963	0	0	44.975	968.654166666667	0	0	0	0	2.3	82.3389351851852	56.7444444444444	1318.40638434193	428.284722222222	65.6277777777777	0	0	0	0	0	0	1.73611111111111	0.1	1728.0353127572	1557.96313657407	1186.72832010582	0	4.825	513.630841049383	6204.97585537919	0	0	2920788.7955723
0159_AB10_26355_20190211_ST	2971301	5.33333333333333	7.75	34876.5961815966	31.5	4309.14583333333	987.899105820106	0	0.666666666666667	26.2271604938271	0	0.625	35.9833333333333	1846.43657407408	0	0	0	0	6.1	72.3923518518519	232.731712962963	1286.53167162699	381.972777777778	102.094444444444	0	0	0	0	0.875	11.8	0.1	0.6	1909.08443389918	1666.89167824074	1519.65097773369	0	2.37314814814815	792.505537037037	7151.02740777484	0	3.16666666666667	2914032.93900318
0159_AB18_26337_20190206_ST	2953829	9.66666666666667	10.0666666666667	33778.3910771564	48.4017857142857	3700.15277777778	979.867566137566	0	0.666666666666667	23.2094907407407	0.0428571428571429	0.1	37.9	1839.08993055556	0	0	0	0	1.7	65.6981944444444	233.175	1186.29548611111	446.714583333333	116.122222222222	0	0	0	0	0.541666666666667	0.9	0.244444444444444	0.955555555555557	1810.99073713992	1607.93943287037	1379.66060570988	0	2.06759259259259	764.143207671958	7067.41206336959	0	0.222222222222222	2898716.66150042
0159_AB10_103180_20180801_ST	2947891	7.66666666666667	19.7208333333334	32348.136356657	61.3642857142857	3415.44212962963	1186.30322751323	0	0.875	56.8592592592593	0.342857142857143	0.5	47.5833333333333	1974.67453703704	0	0	0	0	2.45	76.7689814814814	221.227777777778	1311.25114087301	442.495833333333	101.472222222222	0	0	0	0.075	0.833333333333333	7.3	2.15555555555556	0.3	1766.26925846316	1631.01855324074	1361.32431584362	0	10.924537037037	833.068051513815	6987.03572307344	0	2.05555555555555	2894013.50567441
0159_AP39_21406_20180531_ST_E21	2943525	11	14.7583333333333	34958.6359017787	27.6294642857143	4462.67382154882	1058.82827248677	0	0.0243055555555556	44.2846450617284	0.0428571428571429	0.85	45.2666666666667	1696.53564814815	0	0	0	0	11.1	65.709111111111	313.168865740741	1264.63826058201	394.134583333333	160.894444444444	0	0	0	0.85	1.83333333333333	10.6	0.43611111111111	0.133333333333333	1922.64387184009	1645.6067824074	1483.94374316579	0	6.77361111111111	930.250477145797	7222.78039927104	0	2.88888888888888	2885766.08426717
0159_AA34_42318_20190102_ST	2939657	13	7.47500000000002	32149.1367339555	83.8660714285714	2897.78009259259	1215.50155555556	0	0.666666666666667	80.558487654321	0.3	0	52.95	2080.61354166666	0	0	0	0	0.05	92.7018148148148	301.310648148148	1331.07241236772	479.940277777778	54.9	0	0	0	0.7	1.66666666666667	0	0.594444444444443	0.1	1493.13909207819	1518.10152777778	1207.48334435626	0	10.1643518518519	809.091958186361	6637.59525472149	0	0	2887136.54005729
0159_AP39_21020_20171127_ST	2937181	9.16666666666667	3.125	32233.6137049203	62.5803571428571	3394.55092592593	1030.2237037037	0	0.0416666666666667	27.0384259259259	0	0	37.5833333333333	1782.29525462963	0	0	0.0333333333333333	0	0	67.7167592592592	301.874305555556	1205.05997023809	464.35	109.705555555556	0	0	0	0.1	0.416666666666667	0	0.477777777777777	0.5	1579.46526980453	1397.76255787037	1189.71754243827	0	4.61666666666667	925.284722222222	6683.19646286498	0	0	2884670.50337083
0159_AB18_30364_20190723_ST	2925496	6.66666666666667	4.625	32144.0304350586	56.9375	2531.83148148148	905.431925925925	0	0.0243055555555556	13.7962962962963	0.214285714285714	0	64.5416666666665	1359.13472222222	0	0	0	0	0.35	67.7567222222222	313.332986111111	1085.71192680776	431.240277777778	61.1000000000001	0	0	0	0	0.916666666666667	0.5	1.42222222222222	0.5	1459.1283598251	1424.14652777778	1040.09135802469	0	4.33518518518519	1051.97435420341	6077.38903132961	0	0	2875388.87009626
0159_AA34_42165_20180723_ST	2918847	3.33333333333333	9.41666666666668	31513.961851909	51.2857142857143	2915.62731481481	731.657037037037	0	0.333333333333333	15.5219907407407	0.0428571428571429	0	62.1166666666665	1645.53414351852	0	0	0	0	0.1	55.595787037037	328.547222222222	1051.77919973545	352.435416666667	101.15	0	0	0	0	1.91666666666667	0	0.341666666666667	0.0666666666666667	1515.04683359054	1432.81684027778	1200.53466049383	0	2.66435185185185	937.642706128748	6063.97001714678	0	0	2868853.5610554
0159_AB10_26152_20180803_ST	2875436	5.5	5.00833333333333	32647.0071300461	50.7321428571429	3044.14814814815	912.45656084656	0	0.333333333333333	23.6152777777778	0.0428571428571429	1.75	30.55	1721.02776124339	0	0	0	0	1.2	57.2263425925925	216.231944444444	1299.82554839065	426.131944444445	69.2833333333333	0.0238095238095238	0.0178571428571429	0	0	0.5	4.6	1.36666666666667	0.3	1708.50257990398	1498.16711805556	1238.45174290858	0	2.05185185185185	753.334218474427	6698.11407983049	0	1.61111111111111	2823016.8883066
0159_AB10_26220_20180907_ST	2869052	4.5	3.21666666666667	31509.4889864622	54.9196428571429	3513.66666666667	869.07832010582	0	0.354166666666667	25.3893518518518	0	0	43.6333333333334	1780.18449074074	0	0	0	0	0	66.7540740740741	264.815625	1095.67562003968	429.15	139.25	0	0	0	0	0.458333333333333	0	0.63611111111111	0	1529.06080864198	1300.72378472222	1027.60751488095	0	3.08703703703704	895.740250771605	6454.03543960048	0	0	2818040.57377544
0159_AP39_21104_20180817_ST	2863945	22.6666666666667	15.325	30340.0336380111	49.7321428571429	2854.1462962963	1015.85075132275	0	0.666666666666667	91.0116512345678	0	0.65	49.9	1871.68159722222	0	0	0	0	0.15	77.6192870370371	398.668055555556	1204.00634093915	396.283333333333	92.8666666666668	0	0	0	8.825	0.458333333333333	15.9	2.025	0.6	1761.80102278072	1601.25940972222	1318.67287323633	0	35.9152777777778	1014.66079298942	6529.77028179502	0	2.72222222222222	2813171.13169233
0159_AQ22_10445_20191107_ST	2853841	5	1.8	30640.2638933307	25.4285714285714	2389.66666666667	897.075925925926	0	1	13.7467592592593	0	0	25.2583333333334	1232.6337962963	0	0	0	0	3.9	73.5725925925925	124.806944444444	1223.22160218254	428.554166666666	74.7944444444443	0	0	0	0	0.333333333333333	0	1.09722222222222	0.2	1619.61992335391	1496.8232390873	1172.03630787037	0	2.42592592592593	591.30556712963	6248.76575752008	0	0.0555555555555555	2805547.61347143
0159_AZ03_32062_20191002_ST	2843207	4.83333333333333	4.08333333333333	34747.5601554192	32.625	3674.05	896.622291005291	0	1.33333333333333	26.6796296296296	0.0428571428571429	0.15	28.7083333333333	1454.9275462963	0	0	0	0	0.45	51.7574259259259	263.651388888889	1102.72255566578	349.187222222222	123.583333333333	0	0	0	0	0.208333333333333	3.4	0.9	0.25	1703.84073705418	1486.04760416667	1372.17855268959	0	5.60555555555556	838.452745737801	6765.90735700813	0	0.388888888888888	2788266.8524867
0159_AA34_42436_20190628_ST	2840418	0	13.1833333333333	29861.9559208268	58.4196428571429	4131.25	741.198037037037	0.05	1.66666666666667	37.6449074074074	0.128571428571429	0	63.775	2420.27025462963	0	0	0	0	0.65	94.9983888888889	87.3909722222222	1078.16633597884	338.402777777778	275.366666666667	0	0	0	0.175	0.291666666666667	0	0.0333333333333333	0	1932.81362294239	1589.35677083333	1268.91668209877	0.333333333333333	2.97175925925926	635.909332892416	7169.18048378405	0	0	2788613.50053914
0159_AP39_21447_20180809_ST_E21	2825100	9.33333333333333	21.7416666666667	29771.1714752719	70.4642857142857	2210.6875	855.29562962963	0.025	1.08333333333333	60.6808641975308	0.0428571428571429	0	44.5666666666667	1882.81226851852	0	0	0.1	0	0	68.3445462962964	382.983796296296	1013.88370535714	422.311111111111	120.222222222222	0	0	0	12.925	0.5	0	1.93888888888889	0.433333333333333	1550.1474938639	1296.37332175926	1112.66674823633	0	44.0597222222222	1200.87389087302	6081.88545377719	0	0	2776862.44588529
0159_AA34_42143_20180613_ST	2821354	20.8333333333333	5.73333333333334	31662.4156856506	52.4598214285714	2992.05555555556	963.590925925926	0	0.666666666666667	35.7844907407407	0	0	49.125	1591.09189814815	0	0	0	0	1.5	64.4180092592592	285.497222222222	1132.47888558201	421.260416666666	109.461111111111	0	0	0	2.425	0.625	0	1.91666666666667	0.2	1547.95683862434	1451.17324074074	1196.47426642416	0	10.2046296296296	781.717475014697	6344.16687894988	0	0	2770628.76764833
0159_AY44_33244_20191018_ST	2819365	5.33333333333333	3.075	28856.855424395	45.3839285714286	3473.81602733686	940.196185185185	0	0.333333333333333	22.1305555555556	0.0428571428571429	0	24.6	1693.59791666666	0	0	0	0	0.85	51.1598240740741	200.90625	1013.27823247355	353.012222222222	128.511111111111	0	0	0	0	0.333333333333333	0.2	2.70833333333333	0.0666666666666667	1563.99556169165	1415.99224537037	1227.20861496914	0	3.06111111111111	695.501459215167	6456.45102880658	0	0	2771186.3994441
0159_AQ29_10111_20180816_ST	2815018	11.1666666666667	4.65833333333333	33130.6597805376	19.2946428571429	2491.77777777778	801.801111111111	0	2.04166666666667	21.6159722222222	0	0	33.6166666666667	1331.42372685185	0	0	0	0	0.55	61.7558333333333	113.634722222222	1167.58386243386	367.266666666667	110.494444444444	0	0	0	0	0.916666666666667	0	1.5	0	1701.49727829218	1440.21319444444	1225.8524691358	0	4.86481481481481	588.462382973251	6235.96491515407	0	0	2764149.38640473
0159_AK37_71067_20190831_ST	2795794	2.33333333333333	7.37499999999998	29970.0073372077	57.2232142857143	3458.41666666667	868.851	0	1.27777777777778	18.3225308641975	0.342857142857143	0	55.9	1467.90486111111	0	0	0	0	1.1	55.9269537037036	248.667824074074	942.35765542328	448.428472222222	86.2484126984126	0	0	0	0	1	0	1.63333333333333	0.0666666666666667	1535.59689686214	1272.49641203704	1142.0690162037	0	3.3712962962963	820.491652116402	6104.77857871595	0	0	2747221.81225126
0159_AK37_71028_20180917_ST	2795635	0.666666666666667	12.575	27221.8456709289	70.5357142857143	2354.58101851852	883.103227513228	0.05	0.333333333333333	40.5983796296296	0.0428571428571429	0	28.8666666666667	1790.81655092593	0	0	0	0	0.65	75.3112962962964	303.94375	1131.26720403439	387.193055555556	92.6722222222223	0	0	0	0.175	0.625	0	1.92777777777778	0.3	1404.78575999412	1399.171875	1051.3022944224	0	19.7925925925926	770.270295414462	6166.46702867798	0	0	2750425.1297624
0159_AY44_33309_20200130_ST	2791577	10.1666666666667	4.19166666666667	31563.6652342658	38.3035714285714	3306.44722222222	900.206	0	0.666666666666667	23.2655092592593	0	0.2	29.275	1784.79652777778	0	0	0	0	5.2	80.5699166666667	202.845138888889	1108.70442294973	362.174305555556	104.338888888889	0	0	0	0	0.333333333333333	0.8	0.4	0.0666666666666667	1660.9079840535	1527.1853125	1249.74181272046	0	3.19074074074074	729.627780864198	6485.78669269303	0	0.444444444444445	2740393.49849408
0159_AB10_103179_20180717_ST	2789959	3.83333333333333	2.89166666666667	32568.7120905146	53.5178571428571	2878.50462962963	858.385740740741	0	0.666666666666667	17.7219907407407	0	0	58.1916666666665	1461.32134589947	0	0	0	0	1.5	67.0288888888889	249.885416666667	1108.20330687831	411.090277777778	99.2833333333333	0	0	0	0	0.0833333333333333	0	1.22222222222222	0.166666666666667	1582.67625180041	1430.93929398148	1128.23294753086	0	2.73981481481481	842.032474279835	6222.07433782824	0	0	2738908.094446
0159_AB18_26423_20190311_ST	2785379	50.1666666666667	12.725	24285.6000973365	80.6741071428571	1868.31944444444	896.935767195767	0	1	363.989583333333	0.385714285714286	0	20.8333333333334	2084.74016203704	0	0	0.0333333333333333	0	0	68.3323148148148	611.131944444444	1058.51351686508	423.692361111111	123.6	0	0	0	0.225	0.625	0	2.55277777777778	0	1459.26442511758	1221.76732638889	1046.13718022487	0	48.9810185185185	1109.31824184303	5944.46361358515	0	0	2742594.9920702
0159_AV42_66185_20190913_ST	2783152	1.16666666666667	14.5166666666667	28453.3138328557	57.4017857142857	2219.72222222222	771.677037037037	0	1.33333333333333	35.8824074074074	0.0428571428571429	8.2	42.5166666666667	1529.34828042328	0	0	0	0	4.05	54.2662037037036	259.888888888889	1038.14644510582	433.169444444444	115.986111111111	0	0	0	11.075	1.45833333333333	0	2.39444444444444	0.3	1389.06897582305	1198.80946759259	1100.85908950617	0	41.3365740740741	906.661133156966	5804.50932254924	0	0	2737654.89881013
0159_AY44_33242_20191007_ST	2780786	10.1666666666667	3.76666666666667	31421.7851127768	29.8303571428571	2807.25	836.998857142857	0	0.666666666666667	18.2587962962963	0.0428571428571429	0	38.4666666666667	1756.63854166667	0	0	0	0	0.3	65.0765833333333	113.434722222222	1106.29694940476	449.8	114.6	0	0	0	0	1.04166666666667	0	0.36388888888889	0.133333333333333	1690.83846527778	1445.71131944444	1236.78894290123	0	3.58425925925926	616.596382054674	6519.0038664756	0	0	2730498.5584319
0159_AA34_42111_20180531_ST	2774020	12.5	10.8083333333333	29094.8396161857	73.0803571428571	2311.97962962963	917.176296296296	0	2.70833333333333	27.2986111111111	0.0857142857142857	0	57.3833333333335	1498.67175925926	0	0	0	0	0.3	93.7336574074075	303.870138888889	1158.11821814374	435.097222222222	63.388888888889	0	0	0	0.05	0.791666666666667	0	0.127777777777778	0.333333333333333	1631.06281584362	1281.9859375	1121.38129243827	0	8.89537037037037	825.956847442681	6374.7906218156	0	0	2726713.58422735
0159_AB10_26504_20190520_ST	2771561	8.33333333333333	3.975	29787.0334423542	75.5267857142857	2196.61481481481	969.009814814815	0	0	12.8055555555556	0	0	44.025	1593.40104166667	0	0	0	0	0.2	69.5906481481481	350.856944444444	1148.11505456349	429.525	68.4222222222223	0.0333333333333333	0.025	0	0.25	1.08333333333333	0	1.65555555555556	0.4	1512.76888168724	1385.70520833333	989.786002535273	0	6.16018518518518	898.467307098765	6149.65708125122	0	0	2723857.57345406
0159_AA34_42250_20180920_ST	2758467	0	25.125	31672.0368006197	97.4285714285714	2202.66666666667	439.497777777778	0	2.04166666666667	11.549537037037	0	0	32.0916666666667	2215.99733796296	0	0	0	0	0	21.2119444444444	139.722222222222	1396.04934689153	422.249166666667	190.25	0	0	0	1.5	0.416666666666667	0	0.291666666666667	0	1986.50797483098	1196.74503472222	1274.54493551587	0	9.43888888888889	775.551718474427	7157.02826655276	0	0	2707197.05714263
0159_AY44_33001_20170915_ST	2756823	10.8333333333333	7.275	30032.2478767963	69.4508928571428	2301.81944444444	1071.39017195767	0	0.375	44.4268518518518	0.0428571428571429	0	53.8583333333335	1813.16979166667	0	0	0	0	9.2	76.7248148148147	302.400694444444	1229.78034060847	440.652777777778	79.2277777777777	0	0	0	2.2	1.08333333333333	0	0.594444444444443	0.7	1543.73207317999	1455.97989583333	1205.21371491035	0	11.2138888888889	933.149078483246	6357.51723658265	0	0	2707768.74037554
0159_BA21_18028_20180102_ST	2753628	6.16666666666667	2.73333333333333	32800.4884487516	14.5089285714286	2000.58333333333	752.169259259259	0	1.66666666666667	14.4467592592593	0	0	37.1	1149.81030092593	0	0	0	0	7.1	67.7473148148147	69.2555555555556	1212.82914186508	363.856111111111	73.1277777777777	0.0333333333333333	0.025	0	0	0.0833333333333333	0	2.08888888888889	0.0333333333333333	1613.07700128601	1425.93246527778	1193.20526565256	0	1.56111111111111	517.248865740741	5705.74704848863	0	0	2704595.37475566
0159_AB10_26205_20181105_ST	2752625	4.16666666666667	8.35	29332.6255820187	58.1875	2424.33333333333	705.902592592593	0	1	21.2368055555556	0	0	30.6083333333333	1447.13900462963	0	0	0	0	0	70.4950925925925	201.434027777778	1039.5302744709	366.363888888889	116.394444444444	0	0	0	0	3.625	0	0.377777777777777	0.133333333333333	1394.84495781893	1271.60208333333	975.93386574074	0	2.12685185185185	623.46287808642	5978.85251714678	0	0	2706546.27318861
0159_AZ03_32087_20191111_STLS	2739361	2.9047619047619	9.85000000000002	31323.1117908134	32.875	4364.49696368446	861.454772486772	0.05	1	22.2055555555556	0.385714285714286	1.05	24.3916666666667	1772.42208994709	0	0	0	0	1.75	66.9120185185186	233.225	1166.60324900794	318.505972222222	126.275	0	0	0	0	1.29166666666667	7.1	1.86666666666667	0.333333333333333	1708.43774322702	1449.66868055556	1291.20827289095	0	5.19537037037037	718.196146825397	6555.59264752351	0	1	2687291.63991685
0159_AJ09_750054_20191020_ST	2734195	1	6.41666666666668	29073.4691539005	40.9285714285714	3430.27546296296	831.894338624339	0	0.75	23.6775462962963	0.128571428571429	0	41.4416666666667	1589.25500992063	0	0	0	0	9.25	63.7516203703703	231.508333333333	1125.45407572751	367.113888888889	103.466666666667	0.0666666666666667	0.05	0	0.225	1.95833333333333	0	1	0.0666666666666667	1529.42933634627	1379.24126157407	1156.32630180776	0	5.76203703703704	725.421558641976	6242.51227868411	0	0	2686213.15898636
0159_AB18_26428_20190409_ST	2732287	12.1666666666667	7.98333333333333	29157.4888715625	58.3080357142857	2865.47916666667	817.461851851852	0	0	116.951697530864	0.0857142857142857	0	28.575	1973.5119212963	0	0	2.36666666666667	0	0.55	68.5624074074075	294.400462962963	1068.57986662257	388.934027777778	173.283333333333	0	0	0	2.675	1.54166666666667	0	0.93888888888889	0.566666666666667	1604.75659847149	1276.41875	1197.52004905203	0	19.9134259259259	734.18229883157	6607.26115394743	0	0	2683806.53647787
0159_AA34_42455_20190812_ST	2718597	4	23.3166666666666	30179.3804430768	52.8125	2707.81990740741	918.113101851852	0	0.375	62.0259259259259	0	0.15	61.0666666666665	2219.19513888889	0	0	0	0	0	105.450462962963	127.921527777778	978.189360119047	284.678472222222	180.983333333333	0	0	0	3.575	9.625	0	1.73055555555556	0	1988.17990012003	1263.81211805556	1445.64051660788	0	16.1342592592593	743.961768077601	6761.09982914462	0	0	2668457.76254628
0159_AA34_42097_20180525_ST	2699752	5.83333333333333	6.225	28700.2010228134	30.2767857142857	4012.58333333333	767.729312169313	0	2	20.6571759259259	0	0	36.8583333333333	1899.93564814815	0	0	0	0	0	79.7546296296297	176.131944444444	973.536871693123	341.181944444445	152.861111111111	0	0	0	0	0.416666666666667	0	0.508333333333333	0.3	1758.14281018518	1468.29461805556	1352.08974537037	0	1.76759259259259	624.024305555555	6553.61025469087	0	0	2650787.07922746
0159_AP39_21389_20180425_ST_E21	2690211	4.5	4.675	28377.6267503756	51.8005952380952	3218.88194444444	837.045259259259	0	0	20.5581018518518	0	0	63.1416666666665	1371.71122685185	0	0	0	0	0.05	52.2407037037036	332.645833333333	969.158258928573	406.646527777778	56.2055555555554	0.0166666666666667	0.0125	0	0.1	2.79166666666667	0	0.558333333333333	0.466666666666667	1363.62001484421	1156.06267361111	937.053653916814	0	6.89166666666667	893.692748897707	5480.99618704683	0	0	2644601.8497977
0159_AB18_100660_20190502_ST	2688229	11.6666666666667	5.73333333333334	27767.7420064954	53.0535714285714	2629.16666666667	874.915555555555	0	0	35.3349537037037	0.128571428571429	0	49.0583333333334	1517.33935185185	0	0	0	0	0.15	59.0806018518519	273.193055555556	1093.79600694445	417.828888888889	80.9499999999999	0	0	0	0.575	1.04166666666667	0.2	1.27777777777778	0.933333333333333	1373.61171041544	1308.58048611111	1013.89171369782	0	8.22638888888889	763.400138888889	5899.04719971708	0	0	2642989.0770208
0159_BE31_82027_20191115_ST	2686570	2.33333333333333	5.65833333333333	28196.312421231	48.0089285714286	2779.33333333333	771.0643994709	0	0	35.8287037037037	0.0428571428571429	0	84.9333333333335	1563.47179232804	0	0	0	0	0.2	67.1244074074075	200.863194444444	997.017700066138	342.250694444444	117.166666666667	0	0	0	0	0.791666666666667	0.2	0.705555555555557	0.166666666666667	1468.9755462963	1255.41336805555	1023.70511959877	0	14.4777777777778	765.223203042329	6019.1239670292	0	0	2640809.6070305
0159_AB10_26204_20180827_ST	2671910	7	4.6	30556.4588835367	52.7053571428571	3434.69444444444	765.827857142857	0	1.41666666666667	19.6138888888889	0.0857142857142857	0	50.1666666666665	1330.02581018518	0	0	0	0	2.2	62.9661111111111	225.281944444444	1014.39055059524	453.235416666667	80.4333333333333	0	0	0	0	0.583333333333333	0	0.3	0.1	1572.41282355967	1409.57100694444	1089.19394290123	0	5.13796296296296	744.08723324515	5941.93069646531	0	0	2623085.58035548
