sample_id	total	oxidoreductase_complex	glycine_cleavage_complex	ribonucleoside_diphosphate_reductase_complex	nitrate_reductase_complex	formate_dehydrogenase_complex	glycerol_3_phosphate_dehydrogenase_complex	glycolate_oxidase_complex	ferredoxin_hydrogenase_complex	photosystem_II_oxygen_evolving_complex	procollagen_proline_4_dioxygenase_complex	nitrogenase_complex	glycine_reductase_complex	NADH_dehydrogenase_complex	sarcosine_oxidase_complex	dihydrolipoyl_dehydrogenase_complex	isocitrate_dehydrogenase_complex__NAD__	electron_transfer_flavoprotein_complex	pyruvate_dehydrogenase_complex	respiratory_chain_complex_III	succinate_dehydrogenase_complex	catalase_complex	GMP_reductase_complex	superoxide_dismutase_complex	ferroxidase_complex	Remaining
0159_AA34_42455_20190812_ST	2477528	0	251	1155.5	1257.33333333333	899.666666666667	2842.33333333333	26	226	0	0	234.5	31	23.9166666666667	0	35.0833333333333	0.5	0	818.5	0.5	6.25	0	418	0	376.333333333333	2468925.58333333
0159_AY44_33006_20170914_ST	2477299	1.5	233	13	14.6666666666667	346.333333333333	2159.16666666667	4	5.5	0	0	0	102	56.0833333333333	0	0.125	1.375	0	105	0	0	0	11	0	10	2474236.25
0159_AK37_71001_20180227_ST	2473779	0	272	155	610.5	1463.83333333333	2436.16666666667	0	21.5	4	0	126	100	60.3333333333333	0	35.125	0.25	0	557	1	13.25	0	146	0	30.3333333333333	2467746.70833333
0159_AQ29_10000_20170613_ST	2455544	0	356.75	204.5	748.666666666667	1335.75	2219.5	71	138.25	0	0	3	115	149	0	83.7708333333332	0	0	434.125	0	9.41666666666667	0	139	0	139.333333333333	2449396.9375
0159_AB18_26625_20191024_ST	2446979	0	119	242	86	445.333333333333	2286.33333333333	1	15.5	5.5	0	0	186	12.25	0	3.125	0.25	0	315	0.125	0	0	54	0	62	2443145.58333333
0159_AB10_26199_20181001_ST	2444828	0	331	63.5	84.5	349.083333333333	2200.66666666667	0	52.25	0.25	0	0	98	54.7499999999998	0	5.375	0.25	0	240.75	0	1.25	0	28	0	36.6666666666667	2441281.70833333
0159_AY44_33313_20200205_ST	2426667	0	279	161.5	10.3333333333333	198.166666666667	2163.66666666667	0	32.75	1.25	0	0	110	103.833333333333	0	0.25	0	0	35.5	3.25	0	0	77	0	14.3333333333333	2423476.16666667
0159_AA34_42172_20190116_ST	2422376	0	245	141	59.1666666666667	218.5	2039	0	17.75	0	0	0	184	47.0833333333333	0	1.5	0.25	0	322.75	0.25	0	0	18	0	0.666666666666667	2419081.08333333
0159_AQ11_10129_20181025_ST	2407964	0.5	225.5	83.5	130.166666666667	189.666666666667	3655.66666666667	5	35.75	0	0	0	31	4.08333333333333	0	3	0.75	0	217	0.25	0	0	59	0	22.6666666666667	2403300.5
0159_AB10_103853_20180919_ST	2405511	0.5	415.5	213	37.5	378.5	2729.5	2	106.75	0	0	1	825	43.5	0	34.0833333333333	0.625	0	442	1.25	0	0	8	0	86.6666666666667	2400185.625
0159_AB18_100724_20190318_ST	2397433	0	338	11.5	58.5	229.333333333333	1854.83333333333	0	64.5	1	0	0	112	118.25	0	27.75	0	0	336.75	0.375	0.75	0	12	0	9.33333333333333	2394258.125
0159_AA34_42246_20180801_ST	2395769	0	420	144.5	125.833333333333	251.333333333333	1654.66666666667	8	30.75	0.75	0	0	243	83.8333333333332	0	6	0.125	0	143.5	0.5	1.5	0	36	0	76	2392542.70833333
0159_AJ09_750049_20191008_ST	2379277	0	692	99	76.5	200.5	2013.66666666667	0	465.25	0	0	1	306	135.833333333333	0	166	0.25	0	793.5	1	0.5	0	47	0	33	2374246
0159_AJ09_750012_20190215_ST	2365807	0	191.25	33	14.6666666666667	824.166666666667	3057.33333333333	1	20.5	0	0	0	44	2.75	0	0.8125	1.875	0	240.375	0	0.25	0	25	0	32	2361318.02083333
0159_AY44_33278_20191106_ST	2361463	0	293.5	23	104.666666666667	167	2243.83333333333	0	22.75	2.5	0	0.5	215	45.25	0	7.75	0	0	89.75	0.25	0	0	45	0	14.6666666666667	2358187.58333333
0159_AK37_71038_20181007_ST	2353056	0	464.25	365	3326.5	4780.58333333333	3663.66666666667	298	502.5	0.25	0	0	61	177.25	0	371.645833333333	0.5	0	1513.125	0	62	0	526	0	130.333333333333	2336813.39583333
0159_AB10_26133_20180725_ST	2331598	0	243.5	11	22.8333333333333	223.5	1959.66666666667	1	28.75	0.25	0	0	304	36.5	0	0.75	0.75	0	149.75	0.125	0	0	32	0	6.33333333333333	2328577.29166667
0159_AB10_30154_20181102_ST	2325289	0	225.5	5.5	13.6666666666667	138	3303.5	2	36.25	8	0	0	41	30	0	8	0.125	0	127	0	0	0	30	0	1.33333333333333	2321319.125
0159_AA34_42139_201900301_ST	2319060	0	244	17.5	66.1666666666667	419.666666666667	2167.16666666667	4	30.5	0	0	0	140	56.0833333333333	0	4.58333333333333	0.25	0	47.5	0.125	1.5	0	42	0	7	2315811.95833333
0159_AQ29_10103_20180714_ST	2316562	0	201.75	11.5	19.8333333333333	156.833333333333	2051.33333333333	0	16.5	7.5	0	0	286	25.75	0	4.0625	0.5	0	160.375	0.375	0	0	5	0	10.3333333333333	2313604.35416667
0159_AQ29_10021_20170912_ST	2306085	0	278.25	28	36.6666666666667	379.833333333333	2139.83333333333	9	25.25	0	0	0	148	21.3333333333333	0	1.89583333333333	0.25	0	457.125	0.375	0.166666666666667	0	31	0	0.333333333333333	2302527.6875
0159_AS41_40075_20190608_ST	2301331	0.5	288.5	29	153.166666666667	437.75	2738.16666666667	7	75.75	0.75	0	1.5	33	64	0	9.625	0.375	0	151.75	0.375	2.25	0	41	0	13	2297283.54166667
0159_AK37_71002_20180215_ST	2298681	0	324.25	248	43.5	160.5	2381.5	0	67.75	0	0	0	95	56.5000000000002	0	1.5625	0.75	0	91.125	2.1875	0.416666666666667	0	338	0.25	7.16666666666667	2294862.54166667
0159_AB10_101123_20190227_ST	2281336	0	310.5	123.5	60	163.333333333333	2026.66666666667	4	9.25	1.75	0	0	139	95.6666666666665	0	2.25	0.25	0	88.75	0.5	0.25	0	28	0	119.333333333333	2278163
0159_AA34_42256_20180919_ST	2276677	0	273	232	457.833333333333	477.166666666667	1575	20	44.75	0	0	0	259	58.3333333333333	0	12.125	0.25	0	260.5	0	5.75	0	162	0	27	2272812.29166667
0159_AJ09_750044_20190805_ST	2271072	0	203.5	25	16.8333333333333	229.666666666667	2704.83333333333	0	61.75	0	0	0	65	23	0	5.75	0.125	0	74	0	0	0	44	0	1.33333333333333	2267617.20833334
0159_AJ09_760030_20190822_ST	2264713	0	440	279	607.333333333333	963	1530.5	1	89.25	0	0	0.5	179	49.9166666666667	0	28.8333333333333	1	0	428.75	0	11.5833333333333	0	109	0	135.333333333333	2259859
0159_AY44_33025_20170915_ST	2261667	0	291	40	8.83333333333333	144.333333333333	2206.5	0	15	0.25	0	0	82	93.4999999999998	0	0.25	1.125	0	127.25	0.125	0	0	34	0	80	2258542.83333334
0159_AB10_30009_20190408_ST	2247649	0	405.5	110	86.1666666666667	264.5	3247.5	28	179.25	0	0	0	211	51.6666666666667	0	50.0625	0.75	0	331.875	2.75	0	0	18	0	2.33333333333333	2242659.64583333
0159_AA34_42273_20190102_ST	2242286	0	40	193	254.666666666667	484.333333333333	3106.33333333333	12	52	0	0	0	0	8.25	0	9.25	0	0	105	0	2	0	109	0	128	2237782.16666667
0159_AP39_21358_20180320_ST_E21	2238863	0	306.25	207	1039.33333333333	1849.25	2374	1	123	0	0	8	27	138.333333333333	0	45.8125	0	0	754.875	0	18	0	195	0	44	2231732.14583333
0159_AB10_103815_20181107_ST	2234610	0	366.5	3	46.5	100.5	3013.33333333333	0	6.75	0	0	0	59	83.3333333333335	0	3.125	0	0	58	0.125	0	0	14	0	0	2230855.83333334
0159_AQ29_10116_20180903_ST	2227328	0	241	12	65.3333333333333	537.75	3156.16666666667	97	40.75	1	0	3	141	2.66666666666667	0	2.33333333333333	1	0	113.5	3.125	1.25	0	12	0	2	2222895.125
0159_AB10_26380_20190313_ST	2218999	0	377	63	10.6666666666667	250.5	2316.33333333333	1	35.5	1.41666666666666	0	1	241	54	0	1.875	0.875	0	216.25	0.5	1.25	0	27	0	118	2215281.83333333
0159_AA34_42445_20190716_ST	2206629	0	214.25	62.5	150.166666666667	224	1365.5	0	11.75	0.75	0	0	42	15.5	0	10.5625	0	0	62.125	1	0	0	31	0	33.6666666666667	2204404.22916666
0159_AB10_26154_20181106_ST	2204283	0	315	75.5	48	226.5	2113.66666666667	6	39.5	0	0	0	71	115.833333333333	0	4.875	0	0	117.25	0	0.25	0	26	0	1.66666666666667	2201121.95833334
0159_AB18_26710_20201214_ST	2203555	0	270	483	745.333333333333	1328.58333333333	2649.33333333333	48	108	0.5	0	0	75	84.0833333333335	0	38.25	0.25	0	1046	0	8.75	0	476	0	171.333333333333	2196022.58333334
0159_AQ11_10132_20181031_ST	2199214	0	200	64	45.8333333333333	218	3135	3	31.5	0	0	0	105	16.25	0	2.125	0.75	0	123	0.5	0	0	33	0	13.3333333333333	2195222.70833334
0159_AA34_42433_20190617_ST	2196349	0	325.5	79	85.6666666666667	520.166666666667	1787.33333333333	10	172.5	0.166666666666666	0	2	154	59.9166666666667	0	43	1.25	0	681	0.5	0	0	18	0	30	2192379
0159_AA34_42212_201800907_ST	2187323	0	273.5	88	241.333333333333	209.166666666667	1577.16666666667	3	35.25	0	0	0	149	44.6666666666667	0	9.08333333333333	0	0	56.75	5.875	0.5	0	48	0	32	2184549.70833333
0159_AV42_66141_20190731_ST	2185400	0	306	110	37	109.666666666667	1694.33333333333	1	10.25	0	0	0	170	120.416666666667	0	2.875	0.5	0	255	0	0	0	20	0	53.3333333333333	2182509.625
0159_AB10_26040_20180417_ST	2185214	0	305	168	322.166666666667	32	1341.66666666667	0	52.5	0	0	0	61	46.4166666666667	0	0	0	0	3	0	0	0	76	0	6.66666666666667	2182799.58333334
0159_AY44_33274_20191126_ST	2171615	0	394.25	37.5	140.333333333333	276.833333333333	2272.33333333333	4	86.5	0.25	0	0	219	79.5000000000002	0	7.8125	0	0	245.375	0.125	0	0	36	0	86	2167729.1875
0159_AB10_26131_20180920_ST	2167176	0	315	22	36.3333333333333	217.666666666667	1904	0	24.75	0	0	0	103	50.6666666666667	0	2.75	0	0	123.75	0	1	0	25	0	2.66666666666667	2164347.41666667
0159_AK37_71005_20180413_ST	2164658	0	482	61	5.33333333333333	179.666666666667	1886	1	364.5	0.25	0	0	70	102.833333333333	0	142	0.5	0	831.5	1.125	0	0	31	0	4.66666666666667	2160494.625
0159_AA34_42127_20190206_ST	2164317	0	275.5	592	3868.5	8064.66666666667	5187.5	150	791.75	0	0	0.5	0	217.666666666667	0	319	0	0	2918.5	4.75	52.75	0	835	0	454.333333333333	2140584.58333333
0159_AB18_26464_20190916_ST	2157065	0	251.5	216	622.833333333333	1132.25	2185.83333333333	9	66.5	0	0	8.5	129	41.9166666666667	0	23.875	0.125	0	493.25	0	9.25	0	164	0	36.3333333333333	2151674.83333334
0159_AJ09_750014_20191031_ST	2135881	0	178	10	17	170.5	1741.16666666667	1	11.5	0	0	0	165	31.4166666666667	0	1	0	0	112.25	0	0	0	2	0	25.3333333333333	2133414.83333333
0159_AA34_42366_20190305_ST	2128119	0	414	606.5	3778.16666666667	6074.08333333333	3284.83333333333	297	462.333333333333	0	0	184	173	192.5	0	282.666666666667	0	0	1703.25	0	51.25	0	640	0	138.666666666667	2109836.75
0159_AA34_42394_20190415_ST	2116285	0	126.25	19	332.666666666667	698.833333333333	1932	6	43.25	0.75	0	0	458	8.91666666666667	0	34.9791666666667	0.25	0	339.875	0.125	2.25	0	91	0	26.3333333333333	2112164.52083333
0159_AK37_71030_20181005_ST	2108098	0	267	173.5	396.5	803.333333333333	2084	0	43.75	0	0	10	67	78.0833333333333	0	11.875	0.5	0	469.25	0	6.75	0	94	0	77.3333333333333	2103515.125
0159_AA34_42108_20180523_ST	2104539	0	230	98	17.8333333333333	251.5	2151.83333333333	4	17.5	0	0	1	293	48.3333333333333	0	0.375	0	0	54.5	0	0	0	3	0	60	2101308.125
0159_AQ29_10130_20181021_ST	2103337	0	160.5	202	56.3333333333333	318	3396.33333333333	3	29.75	0	0	0.5	184	9.41666666666665	0	2.75	0.25	0	264	0	0.5	0	103	0	66	2098540.66666667
0159_AB10_26348_20190115_ST	2093202	0	241.75	21	69	163.166666666667	1461.33333333333	8	43	0	0	0	107	96.8333333333333	0	6.1875	0.25	0	81.125	0.125	0.5	0	13	0	15.6666666666667	2090874.0625
0159_AY44_33255_20191018_ST	2064502	0	266	96	30.5	450.166666666667	2144.33333333333	5	41.5	1	0	0.5	212	20.6666666666667	0	6.25	0.875	0	319.75	0.125	0.25	0	25	0	4.33333333333333	2060877.75
0159_AN08_59000_20171012_ST	2050355	0	261.5	58	46.8333333333333	111.166666666667	2585.83333333333	3	85.75	0	0	0	52	70.3333333333333	0	27.625	0.75	0	191.5	0	0	0	11	0	16.3333333333333	2046833.375
0159_AN08_59001_20171018_ST	2047422	0.5	146.5	22	40.8333333333333	259.166666666667	1247.66666666667	1	8.5	1.25	0	0	255	30	0	0.625	0.25	0	141.25	0	0	0	26	0	13	2045228.45833333
0159_AZ03_32017_20180615_STLS	2047162	0	188	37	18.5	319.666666666667	1921.5	1	31.75	0.25	0	0	21	30.0833333333333	0	0.5	1.125	0	44.5	0.125	0.25	0	32	0	20	2044494.75
0159_AJ09_750038_20191031_ST	2035693	0	268.25	36	54.8333333333333	179.666666666667	1772.83333333333	17	88	0.25	0	0	42	85.6666666666667	0	34.5	1.5	0	201	0.5	0	0	17	0	0.333333333333333	2032893.66666667
0159_AJ09_750002_20190916_ST	2028333	0	279	64.5	71.5	202.333333333333	1706.66666666667	5	53.75	2.25	0	1.5	145	79.7499999999998	0	6.125	0	0	126	1.25	0.5	0	11	0	17.6666666666667	2025559.20833333
0159_AP39_21147_20180112_ST	2022199	0	166.5	8	37.3333333333333	127.833333333333	1952.33333333333	0	19.75	0.75	0	0.5	89	25.0833333333333	0	3	0.625	0	73.5	0	0	0	9	0	6	2019679.79166667
0159_AA34_42258_20181005_ST	2017894	0	215	26.5	84	100.583333333333	1629.66666666667	0	16.5	1.25	0	0	133	109.5	0	2.75	0	0	81	0	0.5	0	17	0	9	2015467.75
0159_AB18_26592_20191024_ST	2017574	0	221.5	14.5	4.16666666666667	172.416666666667	1783.83333333333	2	28	0	0	0	87	103.75	0	0.25	0.375	0	56.5	0	0	0	1	0	0.333333333333333	2015098.375
0159_AZ03_32085_20191015_ST	1993114	0.5	342	8.5	26.3333333333333	101.5	2041.5	3	101.5	0.75	0	0	116	88.9166666666667	0	39.875	0.625	0	253.5	0.25	0	0	2	0	11	1989976.25
0159_AV42_66166_20190824_ST	1989489	0	260.5	6.5	22.1666666666667	162.333333333333	2196.5	1	78	0.5	0	1	269	46.4166666666667	0	30.125	0.25	0	330.5	0.125	0.25	0	3	0	2	1986078.83333333
0159_AQ22_10415_20190605_ST	1983946	0	165	22	54.6666666666667	465	1684.66666666667	2	23.25	3	0	0	75	41	0	4.25	0.625	0	27	3	0	0	16	0	10	1981349.54166667
0159_AB18_26476_20190924_ST	1975859	0	426	152.5	665.166666666667	1289.08333333333	1824.83333333333	48	303.5	0	0	1	175	127.75	0	139.625	0	0	915	1	15.5	0	127	0	249.666666666667	1969398.375
0159_AB10_103277_20190425_ST	1967708	0	290.5	81	64.3333333333333	180	1902.5	0	9.5	1	0	0	65	13.3333333333333	0	6	0.125	0	48	0	0	0	23	0	24.3333333333333	1964999.375
0159_AB10_26135_20180925_ST	1967092	0	233.5	57	61.8333333333333	159.5	1782.16666666667	42	26.75	0	0	0	55	29.8333333333333	0	7.08333333333333	2.25	0	69.75	2	0	0	24	0	16.6666666666667	1964522.66666667
0159_AZ03_32087_20191111_STHS	1961226	0	571	153	26.3333333333333	124.5	1811.83333333333	23	360.75	0	0	0	105	167.75	0	177.5	0.5	0	948.75	1.75	0	0	35	0	0.666666666666667	1956718.66666667
0159_AY44_33087_20171115_ST	1946747	0	200	1	20.6666666666667	81.5	1839.66666666667	0	23	0	0	0	26	18.5833333333333	0	1.125	0.375	0	73	0.125	0	0	26	0	1	1944434.95833334
0159_AQ22_10417_20190329_ST	1945801	0	291	84	1021.33333333333	1792.91666666667	2023.5	90	159	0	0	0	104	96.6666666666668	0	57.0833333333333	0.75	0	578	0	14	0	181	0	35.3333333333333	1939272.41666667
0159_AZ03_32079_20190619_ST	1941596	0	290.5	17.5	153.5	251.166666666667	1547.33333333333	10	55.5	0	0	0	93	49.5	0	17.25	0.125	0	123.25	0	0.75	0	27	0	27.3333333333333	1938932.29166667
0159_AY44_33308_20200110_ST	1936726	0	232	70	256.333333333333	484.916666666667	1903.33333333333	22	48	0.5	0	0.5	77	60.8333333333332	0	13.3333333333333	0.75	0	135.5	0	3.5	0	49	0	24.6666666666667	1933343.83333333
0159_AS41_40099_20191031_ST	1934908	0	225	10	14.3333333333333	74.5	2032.5	0	79.75	0	0	0	86	49.75	0	1.125	0.125	0	73.25	0	0	0	17	0	3.33333333333333	1932241.33333333
0159_AQ29_10083_20180506_ST	1928048	0	65	3	15.5	122.833333333333	3105	2	6.75	0	0	0.5	58	2.33333333333333	0	0.25	0.25	0	5	0	0	0	13	0	4	1924644.58333333
0159_AA34_42114_20180813_ST	1920082	0	284.25	4	5.5	87.5	1351.5	1	107.75	0	0	0	64	106.75	0	37.8333333333333	0	0	175	0.375	0	0	12	0	6	1917838.54166666
0159_AZ03_32012_20180518_ST	1919305	0.5	362.25	87.5	37	215.666666666667	1973.16666666667	0	21	2.5	0	0	259	36.75	0	0.8125	0.375	0	166.625	0.25	0	0	11.5	0	30.6666666666667	1916099.4375
0159_AV42_66168_20190824_ST	1916155	0	206.75	28.5	116.666666666667	382.666666666667	1796.5	4	33.4166666666667	0.5	0	0.5	115	35.75	0	5.0625	0.5	0	179.625	0.25	2.25	0	28	0	34	1913185.0625
0159_AB18_26547_20190821_ST	1915230	0	435	40	260.666666666667	586.166666666667	2225.66666666667	17	123	1.75	0	0	153	57.5	0	54.75	0.75	0	384.5	0.625	2.66666666666667	0	29	0	9.66666666666667	1910848.29166666
0159_AJ09_750050_20190815_ST	1914955	1	138.5	16	27.5	384.166666666667	2574.83333333333	1	19.75	0.25	0	1.5	70	7.58333333333333	0	2.625	0	0	124	0	0	0	12	0	12.6666666666667	1911561.625
0159_AQ22_10420_20190823_ST	1904200	0	211.5	12	69	200	1712.33333333333	0	14.75	9	0	0.5	67	53.6666666666665	0	2	0.25	0	107	0.25	0	0	18	0	9	1901713.75
0159_AA34_42448_20190731_ST	1899632	0	334.5	674	3419	5533.58333333333	2902.5	6	530	0	0	0	36	121.25	0	174.5	0	0	1726	0	64.25	0	709	0	806.11111111111	1882595.30555556
0159_AY44_33037_20171009_ST	1884361	0	265.5	102	19.3333333333333	144	1915	0	51	0	0	0	163	84.3333333333332	0	2.25	0	0	64	0	0	0	42	0	35.6666666666667	1881472.91666667
0159_AA34_42151_20180907_ST	1870458	0	225	93	46.8333333333333	133.583333333333	2940.66666666667	3	144	0	0	0	279	25.3333333333333	0	7.5	0.125	0	40.25	0.5	0	0	28	0	10	1866481.20833333
0159_AB10_26175_20181010_ST	1855703	0	261	41.5	161.5	153	1601.83333333333	2	50.75	0	0	0	83	82.8333333333332	0	3.5	0	0	56.5	0	0	0	40	0	8	1853157.58333333
0159_AZ03_32017_20180615_STHS	1854317	0	188	29	9.83333333333333	303.5	1821.33333333333	15	30	0.75	0	0	16	24.25	0	9	0.5	0	39.25	0.375	0	0	26	0	12.3333333333333	1851791.875
0159_AJ09_750004_20190922_ST	1848654	0	268.5	24	17.6666666666667	188.666666666667	1905	1	30.5	4.75	0	1	86	48.75	0	6.5	0.125	0	157	0.125	0	0	28	0	8	1845878.41666667
0159_AB18_101080_20190909_ST	1827461	0	282.5	3	60	253	1649.33333333333	3	27	0.5	0	0.5	91	47.2083333333333	0	10.875	0.75	0	92	0.375	0	0	15	0	0.666666666666667	1824924.29166667
0159_AB10_26147_20181010_ST	1827001	0	245	65	64.8333333333333	224.166666666667	1752.66666666667	4	41.5	0	0	0.5	136	36.25	0	5.375	0.125	0	142.25	0	0	0	16	0	13.3333333333333	1824254
0159_AV42_66192_20191019_ST	1826407	0	206.5	28	212.333333333333	662.5	1672.83333333333	0	18	0.5	0	0	75	33.9166666666667	0	11.25	0.875	0	394.75	0.25	5.5	0	32	0	15.6666666666667	1823037.125
0159_AZ03_32000_20171102_ST	1826198	0	268.5	7	52.1666666666667	351.916666666667	2713.5	4.5	36	0.666666666666665	0	0	104	4.16666666666667	0	0.875	0.625	0	146	0	0.25	0	6	0	8.33333333333333	1822493.5
0159_AJ09_750027_20191001_ST	1825376	0	236.5	61.5	219.666666666667	272.583333333333	1939.66666666667	0	41.25	0.5	0	0	139	27.25	0	4.125	0.375	0	435	0	0.5	0	23	0	39.6666666666667	1821935.41666667
0159_AY44_33259_20191007_ST	1821793	0	210.5	122	1284.5	2366.33333333333	2034	117	158.75	0	0	77.5	458	64.6666666666667	0	66.375	0.5	0	619.75	0	23	0	210	0	49	1813931.125
0159_AV42_66144_20190909_ST	1820616	0	297.25	169	492.166666666667	832.416666666667	1842.66666666667	47	74	0	0	0.5	103	74.5	0	26.5	0.5	0	293.5	0	4.5	0	114	0	37.6666666666667	1816206.83333333
0159_AK37_71039_20181023_ST	1815110	0	268.75	68	235.833333333333	807.75	1419.5	9	24.75	10	0	54.5	424	24.5	0	23.0625	0	0	405.625	0	9.25	0	50	0	13	1811262.47916667
0159_AQ29_10015_20170822_ST	1801025	0	91	32	17.1666666666667	412.166666666667	2406.16666666667	64	35	0.25	0	0.5	55	4.75	0	0.5	0	0	39	0.75	0	0	50	0	4	1797812.75
0159_AP39_21156_20180210_ST	1800547	0	224	18.5	90.8333333333333	149	1993.66666666667	2	46.5	3.75	0	0	56	37.0833333333333	0	0.75	0	0	92.1666666666667	0	0	0	15	0	15.6666666666667	1797802.08333333
0159_AB18_30304_20191002_ST	1794421	0	379.5	310.5	1705.66666666667	2604.41666666667	2151.66666666667	139	271.75	0.25	0	0	47	89	0	131.583333333333	0.875	0	796	0.125	31	0	343	0	76.3333333333333	1785343.33333333
0159_AK37_71047_20190117_ST	1774048	0	127	108	16.1666666666667	272.5	2052.33333333333	4	16.25	0	0	0.5	109	14.4166666666667	0	0.75	0	0	176.5	0.125	0	0	48	0	46.6666666666667	1771055.79166667
0159_AK37_71073_20200105_ST	1770877	0	390	28	73	313.5	1767.5	9	28	1	0	1	231	16.3333333333333	0	3.625	0.25	0	374.25	0.125	0.5	0	7	0	23.5	1767609.41666667
0159_AJ09_750041_20191126_ST	1770556	0	305	16	108.666666666667	301.166666666667	1721.66666666667	1	55.5	3.25	0	0.5	69	44.0833333333333	0	19.5625	0.25	0	216.125	0.375	0	0	28	0	38	1767627.85416667
0159_AB10_26201_20180917_ST	1767105	0	252.5	71.5	12	144.333333333333	1381.66666666667	3	46.25	1.25	0	3	48	36.9166666666667	0	3.375	1.25	0	44	0.75	0.5	0	111	0	12	1764931.70833333
0159_AP39_21127_20180218_ST	1757714	0	266.5	14.5	36.6666666666667	156.916666666667	2168	2	58	0	0	0	95	41.3333333333333	0	1.875	0	0	76.5	0	0.75	0	73	0	6.33333333333333	1754716.625
0159_AB10_103832_20190306_ST	1755559	0	154.25	18	7.66666666666667	280.166666666667	1728.83333333333	1	64.5	6.75	0	2.5	72	25.1666666666667	0	8.125	1.125	0	143.416666666667	0.125	0	0	23	0	7.33333333333333	1753015.04166667
0159_AB10_26069_20180516_ST	1749567	0.5	220.25	14.5	16	180.333333333333	1643.83333333333	0	27	17.8333333333333	0	0	59	58.1666666666668	0	4.6875	1.375	0	106.625	0.25	2	0	2	0	0.666666666666667	1747211.97916667
0159_AB18_2646_20190328_ST	1749484	0	252	6	77	182.666666666667	1405.5	9	61	0	0	2.5	44	49.1666666666667	0	17.5	0.5	0	201	1.25	0	0	19	0	0.333333333333333	1747155.58333333
0159_AY44_33282_20191127_ST	1741374	0	186	7	22.6666666666667	196.666666666667	1589.5	0	2	0.25	0	0	22	35.75	0	2.5	0	0	21	0.625	0	0	10	0	9	1739269.04166667
0159_AY44_33028_20170919_ST	1740860	0.5	127.25	23	37.1666666666667	155.166666666667	2155.66666666667	1	11	0	0	0.5	33	1.66666666666667	0	0.6875	0.625	0	93.625	0.5	0	0	36	0	6.66666666666667	1738175.97916667
0159_AA34_42197_20180809_ST	1740831	0	250	42.5	262.5	523	1133.33333333333	44	69.75	0	0	0	23	32.25	0	37.8333333333333	0	0	117.75	4.125	5	0	59	0	44.3333333333333	1738182.625
0159_AY44_33086_20171029_ST	1740446	0	327.5	7	57.3333333333333	247	2036.16666666667	0	35	0	0	0	63	22.3333333333333	0	2.375	0.375	0	94.5	0.125	0.25	0	26	0	20.3333333333333	1737506.70833333
0159_AY44_33303_20200127_ST	1731978	0	118	21	48.6666666666667	140.666666666667	1689.33333333333	2	20.6666666666667	1.25	0	0.5	54	20.4166666666667	0	5.5	0.5	0	35	0.5	0	0	16	0	3.33333333333333	1729800.66666667
0159_AZ03_32098_20200124_ST	1730289	0	276	16	11.8333333333333	47.8333333333333	1384.66666666667	0	29.5	0	0	0	121	33.8333333333333	0	0.625	0.25	0	72.5	0	0	0	7	0	13.6666666666667	1728274.29166667
0159_AZ03_32018_20180723_STLS	1727214	0	243.5	20.5	91	313.75	1678.66666666667	7	35.5	5.25	0	0	59	19.8333333333333	0	7.25	0.625	0	142.5	0	1	0	19	0	12.6666666666667	1724556.95833333
0159_AP39_21137_20180210_ST	1715742	0	171.5	7.5	70	170.5	1932.66666666667	1	24.75	21.5	0	0	69	54.9999999999998	0	7.125	0.25	0	95.25	0.125	0	0	22	0	6	1713087.83333333
0159_AS41_40100_20191102_ST	1714852	0	227.5	6	28	76.3333333333333	1375.33333333333	1	24	0.75	0	0	54	59	0	0.875	0	0	115.5	0.125	0	0	7	0	1	1712875.58333333
0159_AP39_21402_20180611_ST_E21	1703926	0	209.5	8	99.5	176.333333333333	1597.5	4	42.5	0	0	0	42	33	0	3.125	0.125	0	45.75	0.125	0	0	23	0	3.66666666666667	1701637.875
0159_AB10_101812_20190109_ST	1695735	0	203.5	3	29.5	223.666666666667	1451.16666666667	18	26	0.75	0	0	31	36.6666666666667	0	5.375	1.75	0	51	0.5	0	0	7	0	8.33333333333333	1693637.79166667
0159_AB10_26024_20180430_ST	1690734	0	169.5	20.5	105.833333333333	190.666666666667	1694.16666666667	2	16.25	1	0	0	124	29.6666666666667	0	10.5	0.875	0	80	0.25	0.5	0	24	0	2.33333333333333	1688261.95833333
0159_AK37_71040_20181106_ST	1681784	0	347.5	162	1345.16666666667	2386.16666666667	2042.66666666667	49	261	0	0	0	164	150.5	0	127.125	0	0	1052.5	0.75	31.75	0	257	0	63	1673343.875
0159_AZ03_32084_20190614_ST	1656997	0	226.5	4	50.5	258.5	1640.66666666667	6	40.25	1	0	0	323	11.0833333333333	0	2.83333333333333	0.125	0	259	0.625	0	0	3	0	2.66666666666667	1654167.25
0159_AY44_33159_20190508_ST	1655807	0	233.25	28	60.8333333333333	266	1641.83333333333	5	39.25	1	0	0	69	88.4166666666665	0	13.9375	0	0	184.625	0	0.25	0	41	0	11	1653123.60416667
0159_AB10_26008_20180410_ST	1651008	0	194.5	38	38.1666666666667	183.833333333333	1733.33333333333	0	42.75	0.25	0	0	59	50.3333333333333	0	1.25	0	0	98.5	0.75	0	0	28	0	8	1648531.33333333
0159_AP39_21699_20180811_ST	1646577	0	304	1007.5	1929.33333333333	653	2639.5	11	147.75	0	0	0	226	110.972222222222	0	123.333333333333	0.625	0	931.5	70.125	37	0	259	0	295.333333333333	1637831.02777778
