sample_id	total	hydro_lyase_activity	X3_dehydroquinate_dehydratase_activity	X3_hydroxybutyryl_CoA_dehydratase_activity	X3_isopropylmalate_dehydratase_activity	aconitate_hydratase_activity	carbonate_dehydratase_activity	cystathionine_beta_synthase_activity	dihydroxy_acid_dehydratase_activity	enoyl_CoA_hydratase_activity	fumarate_hydratase_activity	homoaconitate_hydratase_activity	imidazoleglycerol_phosphate_dehydratase_activity	phosphogluconate_dehydratase_activity	methylglutaconyl_CoA_hydratase_activity	phosphopyruvate_hydratase_activity	porphobilinogen_synthase_activity	prephenate_dehydratase_activity	pseudouridylate_synthase_activity	tryptophan_synthase_activity	uroporphyrinogen_III_synthase_activity	X4_alpha_hydroxytetrahydrobiopterin_dehydratase_activity	GDP_mannose_4_6_dehydratase_activity	dTDP_glucose_4_6_dehydratase_activity	X_3R__hydroxymyristoyl__acyl_carrier_protein__dehydratase_activity	X2_oxopent_4_enoate_hydratase_activity	L____tartrate_dehydratase_activity	altronate_dehydratase_activity	X4_hydroxy_tetrahydrodipicolinate_synthase_activity	galactarate_dehydratase_activity	galactonate_dehydratase_activity	glucarate_dehydratase_activity	mannonate_dehydratase_activity	urocanate_hydratase_activity	X3_hydroxyacyl_CoA_dehydratase_activity	X2_oxo_hept_3_ene_1_7_dioate_hydratase_activity	acetylene_hydratase_activity	lactoyl_CoA_dehydratase_activity	nitrile_hydratase_activity	cyclohexa_1_5_dienecarbonyl_CoA_hydratase_activity	X3_hydroxyacyl__acyl_carrier_protein__dehydratase_activity	glyoxalase_III_activity	X2_hydroxyisoflavanone_dehydratase_activity	bile_acid_7alpha_dehydratase_activity	X3alpha_7alpha_12alpha_trihydroxy_5beta_cholest_24_enoyl_CoA_hydratase_activity	ectoine_synthase_activity	X2_hydroxyhexa_2_4_dienoate_hydratase_activity	protein_deglycase_activity	X4_hydroxybutanoyl_CoA_dehydratase_activity	O_succinylbenzoate_synthase_activity	X3_hydroxypropionyl_CoA_dehydratase_activity	glycerol_dehydratase_activity	X3_dehydroshikimate_dehydratase_activity	methylthioribulose_1_phosphate_dehydratase_activity	X5_dehydro_4_deoxyglucarate_dehydratase_activity	X2_dehydro_3_deoxy_L_arabinonate_dehydratase_activity	ATP_dependent_NAD_P_H_hydrate_dehydratase_activity	X2_methylisocitrate_dehydratase_activity	X_R__2_methylmalate_dehydratase_activity	X2_methylcitrate_dehydratase_activity	X4_oxalmesaconate_hydratase_activity	arabinonate_dehydratase_activity	CDP_glucose_4_6_dehydratase_activity	arogenate_dehydratase_activity	citrate_dehydratase_activity	D____tartrate_dehydratase_activity	D_glutamate_cyclase_activity	dimethylmaleate_hydratase_activity	gluconate_dehydratase_activity	isohexenylglutaconyl_CoA_hydratase_activity	itaconyl_CoA_hydratase_activity	L_arabinonate_dehydratase_activity	L_fuconate_dehydratase_activity	L_rhamnonate_dehydratase_activity	maleate_hydratase_activity	myo_inosose_2_dehydratase_activity	oleate_hydratase_activity	propanediol_dehydratase_activity	pyrazolylalanine_synthase_activity	trans_L_3_hydroxyproline_dehydratase_activity	UDP_glucose_4_6_dehydratase_activity	xylonate_dehydratase_activity	trans_feruloyl_CoA_hydratase_activity	cyclohexyl_isocyanide_hydratase_activity	L_serine_hydro_lyase__adding_indole__L_tryptophan_forming__activity	ADP_dependent_NAD_P_H_hydrate_dehydratase_activity	tRNA_threonylcarbamoyladenosine_dehydratase	X6_carboxy_5_6_7_8_tetrahydropterin_synthase_activity	X3R_hydroxyacyl_CoA_dehydratase_activity	very_long_chain_3_hydroxyacyl_CoA_dehydratase_activity	X3_hydroxy_arachidoyl_CoA_dehydratase_activity	X3_hydroxy_behenoyl_CoA_dehydratase_activity	X3_hydroxy_lignoceroyl_CoA_dehydratase_activity	glyoxalase__glycolic_acid_forming__activity	Remaining
0159_AS41_40101_20191130_ST	931829	1070.33333333333	207.333333333333	22	342.066666666667	87.4666666666667	42	0	266.566666666667	110.5	195.083333333333	0	179.166666666667	0	0	356	63.5	194.5	5.33333333333333	664.166666666667	204.833333333333	0	245	634	51.1428571428571	0	48.0833333333333	20.5	340.5	120.5	20.5	2.5	503.5	521	0	0	8.05	0	0	0	127.857142857143	3	0	0	1	2	0	0	5.33333333333333	36.1666666666667	0	5.5	2	8.5	0	0	0	1.5	0	1	0	0	66	0	86.8	0	0	96.7333333333333	0	0	0	0	0	5	0	45.3333333333333	190	2.5	0	0	0	0	0	14	0	96.7666666666667	0	51	0	0	0	0	0	0	924454.883333333
0159_AS41_40086_20190715_ST	928422	556	147	2.83333333333333	348.716666666667	171.816666666667	78.5	3	269.366666666667	154.583333333333	223.583333333333	1	136.15	3.53333333333333	0	271.833333333333	23	167.666666666667	7.66666666666667	788.166666666667	239.833333333333	0	461	622.25	44.7404761904762	9.5	27.25	47	328.333333333333	162.5	48.25	14	726.5	649	0	2	6.6	0	0	0	111.851190476191	10	0	0	1	0	0	0.25	5	75.6666666666667	0	8	3	7	0	0	0	4.11666666666667	0	1	8	1	39	1	170.483333333333	0	0	31.6166666666667	0	0	0	0	0	8	0	27.1666666666667	46	22	0	0	0	9	0	2	0	93.15	0	115.5	0	0	0	0	0	0	920878.025
0159_AQ29_10082_20180427_ST	928304	2286.25	329	40	433.883333333333	126.8	56	0	320.1	39.5	282.583333333333	0	208.166666666667	0	0	308.5	62	311.333333333333	20.6666666666667	718	208	0	167	772.166666666667	55.1785714285714	0	80.9166666666667	22.3333333333333	499.833333333333	66.3333333333333	142	8.5	338	150	0	0	2.05	0	0	0	137.946428571428	0.5	0	13	0	0	0	0	6	5.33333333333333	0	3	7	4	0	2	0	0.75	0.25	0	2	0	93	0	126.8	0	0	63.5	0	0	0	0	0	2	0	48.5	258.916666666667	5.5	0	0	0	0	0	2	0	123.6	0	33.6666666666667	0	0	0	0	0	0	919309.641666667
0159_AN38_59047_20181017_ST	928142	1289.83333333333	314.25	53	381.483333333333	118.666666666667	35	4	358	83.5	185.166666666667	0	213.833333333333	0	0	304	37.5	223.5	1.66666666666667	622	196.833333333333	0	149.5	611.333333333333	50.4642857142857	0	82.5	45.6666666666667	399.666666666667	152.166666666667	24	0	493.5	260	0	0	5.4	1	0	0	126.160714285714	6	0	0	2	0	0	0	2	17.5	0	3.5	1	24	0	0	0	3.91666666666667	0	0	3	0	136	1	118	0	0	72.5833333333333	1	0	0	0	1	1	0	32.5	180.25	10.3333333333333	0	0	0	0	0	28	0	112.016666666667	0	38	0	0	0	0	0	0	920523.808333333
0159_AJ09_750053_20190928_ST	912971	626.333333333333	273	13	285.066666666667	246.1	223.5	132.5	448.6	200.166666666667	419.833333333333	0	144.408333333333	104.333333333333	0	304.083333333333	86.5	277	12.1666666666667	588.566666666667	177	0	48.5	502.833333333333	42.6214285714286	258.5	47.1666666666667	40.1666666666667	405.833333333333	347	211.5	196.5	431.5	364	0	15	3.4	0	0	0	107.053571428572	2	0	0	1	0	0	5	2.33333333333333	131.833333333333	0	160.833333333333	22.3333333333333	136	0	0	0	12.5	0	0	4	1	34	16	240.766666666667	1	0	27.6	0	0	0	0	0	137	0	291	44	441	0	0	0	4.5	0	7	0	82.2333333333333	0	34.5	0	0	0	0	0	0	903547.833333333
0159_AP39_21049_20171023_ST	912558	966.666666666667	197	20.3333333333333	352.783333333333	105.083333333333	44.5	2	242.366666666667	98.3333333333333	185.75	0	158.833333333333	0	0	263.833333333333	36.5	153	1.66666666666667	683.5	225	0	225.333333333333	725.083333333333	50.0166666666667	0	82.4166666666667	67.8333333333333	373.5	146.333333333333	40.5	7.5	510	346	0	0	1.4	0	0	0	125.041666666667	23.5	0	0	2	0	0	0	2	23.5	0	0.5	1	13	0	0	0	2.31666666666667	0.25	1	2	0	127	0	104.75	0	0	67.0666666666667	1	0	0	0	2	3.25	0	77.3333333333333	133.333333333333	7	0	0	0	0	0	18	0	106.583333333333	0	57	0	0	0	0	0	0	905344.508333333
0159_AA34_42187_20180809_ST	906237	985.166666666667	229.416666666667	62	407.75	135.016666666667	58.5	10	334.166666666667	88.5	242.333333333333	0	141.9	0.333333333333333	0	285.333333333333	38.5	193.5	3	589.166666666667	173.5	0	144.5	606.333333333333	42.7761904761905	0	40.3333333333333	91.6666666666667	475	233.666666666667	92.5	9	551	359	0	0	3.75	0	0	0	106.940476190476	30	0	1	0	0	0	7	5.66666666666667	23	0	12	2	9	0	0	0	8.1	0.75	0	0	0	303	2	134.016666666667	0	0	62.3	1	0	0	0	0.5	1	0	35.1666666666667	122	7.5	0	0	0	0	0	46	0	101.583333333333	0	29	0	0	0	0	0	0	898558.866666667
0159_BE31_82024_20200115_ST	900885	1344.2	311.5	45	378.5	105.033333333333	56	15	316.5	64.5	212.583333333333	1.33333333333333	174.666666666667	0	0	341.666666666667	36.5	195	10.3333333333333	662.333333333333	167.166666666667	0	130.333333333333	626.083333333333	54.8547619047619	0	63.25	47	492.333333333333	129	86.5	3.5	440	397	0	0	3.45	1	0	0	137.136904761905	5	0	2	2	0	0	0	8	18.5	0	0.5	2	9	0	0	0	8.63333333333333	0.25	1	0	0	91	6	104.7	0	0	76.4333333333333	3	0	0	0	2	5	0	58.8333333333333	165.5	4	0	0	0	0	0	30	0	119.716666666667	0	49	0	0	0	0	0	0	893063.675
0159_AQ29_10153_20190917_ST	896359	840.666666666667	287	47.3333333333333	410.2	177.433333333333	68	16	409.633333333333	84.3333333333333	262.333333333333	0	207.5	0	0	276.5	35	235.5	0.666666666666667	812.5	264.833333333333	0	211	847.333333333333	70.0595238095238	0	55.3333333333333	131.833333333333	417.5	164.833333333333	32	5.5	553	124	0	0	3.6	0	0	0	175.148809523809	17	0	2	0	0	0	0	5	41.1666666666667	0	3	0	0	0	0	0	10.95	0	0	0	0	79	4	175.6	0	0	39.9333333333333	0	0	0	0	1	1	0	13	126.75	3.5	0	0	0	0	0	1	0	131.033333333333	0	42.5	0	0	0	0	0	0	888434.991666667
0159_AQ29_10154_20190905_ST	895579	1673.66666666667	255.416666666667	38.5	430.466666666667	164.2	51.8333333333333	1	374.733333333333	62	274	0	208.5	0.5	0	284.666666666667	30	345	26	852	236.5	0	224.5	727.833333333333	64.0714285714286	0	51.6666666666667	26.5	476.5	96.5	22.5	13	397	156	0	0	12.85	0	0	0	160.178571428572	0.5	0	10	6	0	0	0	9.66666666666667	8.83333333333333	0	1	0	9	0	0	0	1.5	0	0	0	0	129	0	164.2	0	0	25.4833333333333	3	0	0	1	2	1	0	25.5	181.833333333333	6.5	0	0	0	0	0	0	0	141.233333333333	0	35	0	0	0	0	0	0	887078.666666667
0159_AQ29_10128_20181028_ST	890392	1391.33333333333	261	36.5	404.383333333333	82.2666666666667	33	0	307.933333333333	72.5	217	1	191.5	0	0	292.5	37	206	7	572.333333333333	174.5	0	92.8333333333333	731.916666666667	55.6285714285714	0	76.3333333333333	62.8333333333333	455	185.333333333333	36.5	8	422.5	314	0	0	23.2	1	0	0	139.071428571428	10	0	0	1	1	0	0	18	17.1666666666667	0	17	2	16.5	0	0	0	0.75	0	0	0	0	111	0	81.6	0	0	113.216666666667	0	0	0	0	0	3	0	44.8333333333333	172.75	27.5	0	0	0	0	0	8	0	90.5333333333333	0	44.5	0	0	0	0	0	0	882719.75
0159_AA34_42382_20190404_ST	889170	861	193.666666666667	14	329.55	99.6	51.5	3	255.5	67.5	260.166666666667	0	140.166666666667	0	0	265.5	35	156.5	3.66666666666667	583.5	214.166666666667	0	176.25	769.75	67.05	0	29.1666666666667	88.8333333333333	402	177.833333333333	40	9.5	435.5	684	0	0	17.6	0	0	0	167.625	36	0	2	4	0	0	0	11.6666666666667	33.6666666666667	0	0.5	0	1	0	0	0	2.3	1	0	0	0	58	0.5	98.6	0	0	59.5666666666667	0	0	0	0	2	1	0	60.3333333333333	90.5	4	1	0	0	1.5	0	15	0	90.3666666666667	0	50	0	0	0	0	0	0	881946.408333333
0159_AY44_33003_20170914_ST	883823	982.833333333333	239.45	38	291.1	118.183333333333	36	0	252.833333333333	78.7	232.666666666667	1	180.166666666667	0	0	303.916666666667	28	167.333333333333	7.66666666666667	582	207.666666666667	0	174	819.333333333333	55.4571428571429	0	36	58	437.166666666667	166	55	9	436.5	536	0	0	10.4	1	0	0	138.642857142857	5.5	0	0	2	0	0	3.5	10	19.6666666666667	0	0.5	5	9	0	0	0	1.8	0	2	0	0	152	0.5	117.85	0	0	35.1666666666667	4	0	0	0	0	3	0	51.8333333333333	104	2	0	0	0	0	0	22	0	101.066666666667	0	55.5	0	0	0	0	0	0	876435.1
0159_BE31_82033_20200108_ST	866520	1345.83333333333	270.783333333333	60	364.333333333333	95.7	36.5	6.5	289.3	78.75	192.75	0	189.5	0	0	292.333333333333	38.5	204.5	10.6666666666667	589.166666666667	161.5	0	115.166666666667	638.833333333333	54.0595238095238	0	99.4166666666667	50	467.5	132.5	37.5	1	364.5	211.5	0	0	13	0	0	0	135.14880952381	0.5	0	7	4	0	0	0	4.33333333333333	17.6666666666667	0	2.5	2	14	0	0	0	8.86666666666667	0.25	0	0	0	127	2	95.7	0	0	78.25	0	0	0	0	0	5	0	35.5	169.083333333333	5	2	0	0	0	0	43	0	119.616666666667	0	24.5	0	0	0	0	0	0	859205.491666667
0159_BE31_82024_20191218_ST	863295	960.333333333333	258.916666666667	35	308.8	112.666666666667	44.6666666666667	2	297.966666666667	71	211	0.333333333333333	161	0	0	308	22.5	190	9	626.333333333333	168	0	155	639.916666666667	47.9833333333333	0	49	32	424.833333333333	141.5	79	4.5	447	412	0	0	5.3	0	0	0	119.958333333333	5	0	2	3	5	0	0.5	5	13.6666666666667	0	1	1	13	0	0	0	4.75	0	0	0	0	88	7	112	0	0	59.5666666666667	1	0	0	0	2	5.5	0	60	129	2.5	0	0	0	0	0	35	0	108.25	0	37.5	0	0	0	0	0	0	856248.258333333
0159_AP39_21034_20171102_ST	863076	747.166666666667	137	9.16666666666667	273.2	96.7833333333333	43.5	2	267.5	81.6666666666667	194	0	130.166666666667	0	0	182	36.3333333333333	148.5	11.3333333333333	609	149.333333333333	0	134.5	534.166666666667	37.6714285714286	0	26.3333333333333	24.8333333333333	321	105.333333333333	87	14.5	423	231	0	0	19.7	0	0	0	94.1785714285715	6	0	2	2	2	0	0	13.1666666666667	35.3333333333333	0	12	14	23.5	0	7	0	3.36666666666667	0.5	0	0	3	134	1	96.45	0	0	52.0333333333333	0	0	0	0	0	0	0	154.166666666667	74	20.5	0	0	0	0	0	0	0	80.4666666666667	0	71	0	0	0	0	0	0	857096.65
0159_AB10_26424_20190227_ST	862972	1140.66666666667	221.416666666667	39	309.65	95.05	43	1	213.5	85.8333333333333	193.166666666667	0	127	0	0	267.333333333333	33.5	177.2	10.3333333333333	510.833333333333	178.666666666667	0	162.5	687.5	47.3197802197802	1	53.1666666666667	41.3333333333333	357	109.333333333333	43	4.5	371	328	0	0	26.45	0	0	0	118.29945054945	8	0	7	5	0	0	0	6.33333333333333	21.8333333333333	0	5	2.5	40.5	0	0	0	2.56666666666667	0.25	0	1	0	117	4	95.05	0	0	38.8833333333333	2	0	0	0	1	3	0	53.5	144	5.5	0	2	0	4	0	20	0	84.6333333333333	0	51.5	0	0	0	0	0	0	856248.397435897
0159_AB10_26067_20180712_ST	862028	995.833333333333	270.75	32.1666666666667	308.416666666667	101.466666666667	39.5	3	242.1	89.6166666666667	202.666666666667	0	174	0	0	297.5	58.5	196.5	0.666666666666667	600.166666666667	217.166666666667	0	136.166666666667	593.416666666667	43.9928571428571	0	70	34.8333333333333	384	93.8333333333333	75	0.5	343	236	0	0	1.2	0	0	0	109.982142857143	0	0	0	3	0	0	0.25	0.333333333333333	26.8333333333333	0	4	4	23	0	0	0	4.76666666666667	0.25	0	0	0	68	3	101.466666666667	0	0	84.95	3	0	0	0	8	5	0	30.1666666666667	144.416666666667	2.5	0	0	0	0	0	27	0	90.7833333333333	0	40	0	0	0	0	0	0	855401.341666667
0159_AY44_33061_20171010_ST	856956	595.5	189.666666666667	6.5	269.133333333333	115.366666666667	62.5	6	217.2	117.416666666667	211.75	0	98.5666666666667	2	0	207.833333333333	26.5	149.666666666667	3	657.166666666667	257.666666666667	0	175.5	649.666666666667	35.6857142857143	6	27.4166666666667	78	341.5	132	49	10.5	596	365	0	0	0.8	0	0	0	89.2142857142858	9.5	0	0	0	0	0	0	2.33333333333333	35.5	0	26.1666666666667	4.25	4	0	0	0	2.01666666666667	0	0	0	1	67	7	115.366666666667	0	0	25.3666666666667	0	0	0	0	2	8	0	57.5	40.5	31	0	0	0	0	0	13	0	77.9166666666667	0	73.5	0	0	0	0	0	0	850603.366666667
0159_AA34_42297_20190116_ST	851605	554.5	162.166666666667	4	337.316666666667	158.466666666667	76.5	1	203.666666666667	90.5	201	0	110.333333333333	0.833333333333333	0	153	15.5	164.5	0.666666666666667	594.5	302.5	0	260.5	614.666666666667	50.0071428571429	1	20.3333333333333	68.3333333333333	335	124.833333333333	17	19	713	428	0	1	0	0	0	0	125.017857142857	6	0	1	0	0	0	2	0.333333333333333	44.6666666666667	0	1.5	0.666666666666667	5	0	0	0	1.2	0.25	0	0	0	51	1	157.3	0	0	16.8	1	0	0	0	9	4	0	39.5	38	6.5	0	0	0	0	0	0	0	76.85	0	77	0	0	0	0	0	0	845155.791666667
0159_AJ09_750016_20191104_ST	851444	1340.83333333333	260.166666666667	51.1666666666667	355.633333333333	86.35	51.5	50.5	274.766666666667	82	155.5	0	176.2	0	0	289	33	187.5	2.58333333333333	594.333333333333	154.333333333333	0	79.25	649	43.3833333333333	0	110.166666666667	49.5	479.333333333333	96	48	5.5	256	101	0	0	4.05	0	0	0	108.458333333333	8.5	0	0	3	0	0	0	4	15.5	0	15.5	0	31	0	0	0	43.0833333333333	0.25	1	0	0	115	12.5	86.0166666666667	0	0	123.7	0	0	0	0	14	9	0	38.3333333333333	166.5	16.5	0	0	0	0	0	25	0	93.0333333333333	0	26	0	0	0	0	0	0	844421.575
0159_AP39_21135_20180110_ST	842171	959.2	181	38.8333333333333	319.15	126.633333333333	44.5	0	260.833333333333	75.9833333333333	191.583333333333	0	155.583333333333	1.86666666666667	0	255.5	20	164.5	11.8333333333333	564.833333333333	181	0	165.5	626.833333333333	49.05	4	57.5833333333333	58.5	429.5	161	46	4.5	538.5	362	0	0	14.55	0	0	0	122.625	8.5	0	0	0	0	0	0	22.6666666666667	29	0	6.5	0	6	0	0	0	1.08333333333333	0	0.5	0	1	47	0.5	126.633333333333	0	0	55.7333333333333	0	0	0	0	2	0	0	49	127.5	17.5	0	0	0	3	0	6	0	95.1	0	33	0	0	0	0	0	0	835339.808333333
0159_AQ29_10034_20171121_ST	836065	642.166666666667	148	4	314.25	166.616666666667	54.5	0	260.833333333333	90.15	259	3.66666666666667	114.766666666667	10.4666666666667	0	202.083333333333	35.5	152	13.75	853.9	201.5	0	225.75	699.416666666667	46.4642857142857	0	34.6666666666667	24.6666666666667	288.666666666667	207.166666666667	54	33	442.5	449	0	0	4	0	0	0	116.160714285714	8	0	0	0	0	0	10.875	12.3333333333333	27.3333333333333	0	4.33333333333333	1	3	0	0	0	2.58333333333333	0	8.5	0	0	155	0	165.95	0	0	29.0333333333333	0	0	0	0	0	20.3333333333333	0	138.166666666667	38.5	29.8333333333333	0	0	0	0	0	13	0	95.8	0	49	0	0	0	0	0	0	829099.816666667
0159_BE31_82031_20191218_ST	823493	744.916666666667	172.2	2.5	276.95	147.283333333333	43.5	0	273.9	94.5833333333333	203.166666666667	2.33333333333333	145.3	8.9	0	307.583333333333	70.5	173.5	15.5	796.5	233.333333333333	0	154.5	674.583333333333	47.1214285714286	12	46.5	43.5	412	156.5	109.25	30.5	388.5	242	0	0	6.4	0	0	0	117.803571428572	4	0	0	3	0	0	1.375	11.6666666666667	23.1666666666667	0	10	0	19	0	0	0	2.33333333333333	0	13	4	4	174	1	146.283333333333	0	0	48.0833333333333	1	0	0	2	2	3.66666666666667	0	79.8333333333333	53.5	29	0	0	0	0	0	5	0	91.3	0	45	0	0	0	0	0	0	816562.183333334
0159_AQ29_10141_20190315_ST	819617	1515	291	54.6666666666667	414.45	104.383333333333	34.5	16	284.1	62.8666666666667	230.25	0.333333333333333	181.5	0	0	294	40.5	198.333333333333	12.6666666666667	662.833333333333	143.333333333333	0	118.583333333333	592.416666666667	44.6190476190476	2	89.25	50.5	533.5	153	42.5	5.5	421	309	0	0	16	0	0	0	111.547619047619	6	0	2	1	0	0	0	10.8333333333333	18.1666666666667	0	4.5	3	1	0	0	0	7.71666666666667	0	0.5	0	0	102	1	104.05	0	0	75.5	0	0	0	0	3	3	0	46.3333333333333	205	7.5	0	0	0	0	0	5	0	107.983333333333	0	33	0	0	0	0	0	0	811838.783333333
0159_AA34_42158_20180730_ST	810834	552.666666666667	187	0	398.733333333333	264.083333333333	186	180.642857142857	412.666666666667	109.183333333333	393.666666666667	3.66666666666667	204.6	58.6333333333333	0	247.75	52.5	245.5	39.3333333333333	742.9	113.2	6	79.25	929.5	29.1238095238095	118	37.3333333333333	34.6666666666667	441.5	199.166666666667	102	88.5	264	29	0	34	0	0	7	0	72.8095238095237	105	0	0	2	0	0	11.25	0.333333333333333	76.5	0	4	0.666666666666667	23.5	4	6	0	157.033333333333	0.75	74.75	3	0	0	60.5	260.083333333333	0	0	29	0	0	0	5.5	45.5	72.3333333333333	0	24.5	383	0	0	0	0	0	0	0	0	89.1666666666667	0	34.5	0	0	0	0	0	0	802496.557142857
0159_AN08_59019_20180314_ST	797550	1026	281.333333333333	40	322.533333333333	118.533333333333	41	0	305.266666666667	92.5	202.75	0.333333333333333	147.666666666667	0	0	268	28.5	202	3.33333333333333	635.5	174	1	191	763.5	34.8214285714286	0	66.75	31.3333333333333	417.333333333333	107.833333333333	39	1.5	421	211	0	0	8.9	0	0	0	87.0535714285715	3	0	0	2	0	0	0	5.33333333333333	13.8333333333333	0	1.5	0	17	0	0	0	1.4	0	0	0	0	163	1	118.2	0	0	46.1833333333333	1	0	0	0	2	6	0	60.8333333333333	116.833333333333	4	0	0	0	0	0	24	0	97.4833333333333	0	40.8333333333333	0	0	0	0	0	0	790553.291666667
0159_AA34_42401_20190425_ST	797493	465.333333333333	114.4	8	243.433333333333	93.6	36.5	0	196.4	49.7	163.416666666667	4.33333333333333	94.5	0.333333333333333	0	129.333333333333	14.5	105.333333333333	10	478.5	190.166666666667	0	131.25	850.5	30.1214285714286	2	13.4166666666667	48.3333333333333	299.333333333333	146.833333333333	76	47.5	469	366	0	0	13.3	0	0	0	75.3035714285715	1	0	0	0	0	0	0	24.1666666666667	44.1666666666667	0	9.5	0	16	0	0	0	0.833333333333333	0	2.5	0	0	179	0	93.6	0	0	45.75	0	0	0	0	0	1	0	75.3333333333333	42	19	0	0	0	0	0	0	0	72.8833333333333	0	34.5	0	0	0	0	0	0	791865.091666667
0159_BA21_18021_20171130_ST	795813	649.916666666667	177	21.6666666666667	243.9	97.6	36.8333333333333	0	214.366666666667	67.6666666666667	163.333333333333	0.666666666666667	138.166666666667	0	0	177	28.5	122.833333333333	0.333333333333333	485	179.5	0	143.5	631.833333333333	37.9547619047619	0	29.3333333333333	62.5	314.5	137	53.5	31.5	501	402	0	0	1.6	0	0	0	94.8869047619048	28.5	0	1	0	0	0	0	7.83333333333333	29.6666666666667	0	15	0	33	0	0	0	0.85	0	2	0	9	76	0	97.6	0	0	42.5	3	0	0	0	0.5	2	0	79.5	82.8333333333333	21	0	0	0	0	0	4	0	96.3166666666667	0	28	0	0	0	0	0	0	789907.508333333
0159_AP39_21202_20180226_ST	792204	766.583333333333	174.833333333333	35.5	266	126.516666666667	81.5	16.1428571428571	240.433333333333	57.2833333333333	193.166666666667	0	130.916666666667	9.7	0	278.142857142857	32.5	208	20.6666666666667	472.7	175.5	0	172.583333333333	586.083333333333	46.9357142857143	21.5	36.5	39.5	330.333333333333	122	63	26.5	377	391.5	0	6	9.2	0	0	0	117.339285714286	10.5	0	0	1	4	0	1.125	5.66666666666667	31.5	0	14.1666666666667	5.66666666666667	12.5	0	0	0	5.83333333333333	0.25	14	3	0	110	0	125.35	0	0	24.2	0	0	0	0	0	24	0	73.5	84.5	44.3333333333333	0	0	0	0	0	16	0	94.9	0	40.3333333333333	0	0	0	0	0	0	785825.614285714
0159_AP39_21102_20180117_ST	789873	569.083333333333	155	16.3333333333333	286.033333333333	112.25	50.5	1	217.666666666667	98.3833333333333	161.416666666667	1	101.533333333333	3.86666666666667	0	231.333333333333	23.5	137.5	5	574.5	177.833333333333	0	148.5	653.333333333333	42.2285714285714	0.5	28.4166666666667	45.8333333333333	304	108.333333333333	23.5	12	358.5	352	0	0	2	0	0	0	105.571428571428	21.5	0	0	0	0	0	1	4	25.6666666666667	0	5.5	2	12	0	0	0	0.833333333333333	0.25	3.5	1	0	124	2	110.583333333333	0	0	29.5833333333333	0	0	0	0	0	7.33333333333333	0	68	64.0833333333333	3	0	1	0	0	0	13	0	88.6833333333333	0	45.6666666666667	0	0	0	0	0	0	784130.366666666
0159_AY44_33027_20170919_ST	788504	1102.58333333333	235.166666666667	44.6666666666667	264.366666666667	79.4333333333333	28.5	1	243.766666666667	77.6666666666667	201	0.25	115.5	0	0	236	29.5	170	16.3333333333333	498.5	127.5	0	216.5	489.166666666667	39.447619047619	0	59	51.6666666666667	390	93.6666666666667	37.5	2	248.5	345	0	0	2.4	0	0	0	98.6190476190475	1	0	7	1	2	0	0	11	13.1666666666667	0	1	9	5	0	0	0	2.81666666666667	0.25	0	2	0	89	3	79.1	0	0	55.9166666666667	2	0	0	0	1	4	0	38.5	146	1	0	0	0	0	0	38	0	108.75	0	40.5	0	0	0	0	0	0	782296.8
0159_AB10_26381_20190424_ST	778969	744.833333333333	180.833333333333	11.1666666666667	259	112.933333333333	53	3	231.7	77.1666666666667	218.5	0	122.666666666667	0	0	252	43.5	172	6.33333333333333	617	242.333333333333	0	187	594	40.6571428571429	1	24.5	28.5	343.5	83	19	13.5	328	317	0	0	2.05	0	0	0	101.642857142857	4.5	0	0	1	0	0	4.5	6.66666666666667	9.66666666666667	0	5.5	0.333333333333333	9	0	0	0	2.55	0.5	0	0	0	53	1	112.6	0	0	30.2	7	0	0	0	0	1	0	79	59	9.5	0	0	0	0	0	27	0	87.6666666666667	0	68.1666666666667	0	0	0	0	0	0	772958.333333333
0159_AB10_26503_20190502_ST	778921	983.833333333333	269	60.1666666666667	349.816666666667	76.9	59.8333333333333	22	293.2	87.8666666666667	175.75	0	179.5	0	0	264	34	183.75	1.66666666666667	543.333333333333	160.333333333333	0	64.5	518.666666666667	46.6833333333333	0	103.75	70.3333333333333	411	168.333333333333	60.5	22	314	162	0	0	3	0	0	0	116.708333333333	17	0	0	0	0	0	0	2	18.8333333333333	0	18	0	22.5	0	0	0	18.95	0	0	0	0	14	15	76.9	0	0	60.1	0	0	0	0	0	0	0	47	148	33.5	0	0	0	0	0	44	0	87.6833333333333	0	30	0	0	0	0	0	0	772461.108333333
0159_AB10_26013_20180411_ST	778444	1043.33333333333	220.25	31	266.25	91.4	28.5	5.5	235.866666666667	51.5	221	0.333333333333333	156.5	0	0	302.5	43.5	188.666666666667	20.5	477	125.666666666667	0	112	441.666666666667	36.1190476190476	3	33.6666666666667	45.1666666666667	382.5	116.166666666667	42	3.5	266	262	0	0	19.05	0	0	0	90.297619047619	1	0	4	3	1	0	0	6.66666666666667	8.16666666666667	0	7.5	1	12	0	0	0	9.06666666666667	0	0	10	0	108	2	91.4	0	0	23.5333333333333	0	0	0	0	1	6	0	43	140.833333333333	11	0	0	0	3	0	19	0	103.383333333333	0	31.5	0	0	0	0	0	0	772434.55
