sample_id	total	transferase_complex	X1_3_beta_D_glucan_synthase_complex	ubiquitin_ligase_complex	glycosylphosphatidylinositol_N_acetylglucosaminyltransferase__GPI_GnT__complex	palmitoyltransferase_complex	alpha_alpha_trehalose_phosphate_synthase_complex__UDP_forming_	acetolactate_synthase_complex	CAAX_protein_geranylgeranyltransferase_complex	protein_farnesyltransferase_complex	Rab_protein_geranylgeranyltransferase_complex	serine_pyruvate_aminotransferase_complex	oligosaccharyltransferase_complex	aspartate_carbamoyltransferase_complex	riboflavin_synthase_complex	cellulose_synthase_complex	protein_N_acetylglucosaminyltransferase_complex	ubiquitin_conjugating_enzyme_complex	mannosyltransferase_complex	decaprenyl_diphosphate_synthase_complex	Atg12_Atg5_Atg16_complex	methyltransferase_complex	oxoglutarate_dehydrogenase_complex	methionine_adenosyltransferase_complex	transferase_complex__transferring_phosphorus_containing_groups	inositol_phosphoceramide_synthase_complex	SUMO_ligase_complex	glycosylphosphatidylinositol_mannosyltransferase_II_complex	acetyltransferase_complex	dehydrodolichyl_diphosphate_synthase_complex	Bre1_Rad6_ubiquitin_ligase_complex	UBR1_RAD6_ubiquitin_ligase_complex	MUB1_RAD6_UBR2_ubiquitin_ligase_complex	RAD6_UBR2_ubiquitin_ligase_complex	RSP5_BUL_ubiquitin_ligase_complex	glycosylphosphatidylinositol_mannosyltransferase_I_complex	Remaining
0159_AZ03_32003_20171013_ST	7239293	0	0	4.4375	0	0	6	421.5	0	0	0	0	0	1337.6	2066.5	0	10.0833333333333	0	0	0	0	182	707.875	0	48618.7083333333	0	1	0	7.5	0	0	0	0	0	0	0	7185929.79583334
0159_AZ03_32048_20190111_ST	7223977	1	0	0	0	0	6	456	0	0	0	0	0.166666666666667	1792.8	2069.5	0	9.25	0	0	0	0	109	125.166666666667	0	51166.0833333333	0	59	0	2.25	0	0	0	0	0	0	0	7168180.78333333
0159_AB10_26390_20190116_ST	7222405	1	0	1.25	0	0	6	70	0	0	0	0	0	1583.2	1851	0	29.8333333333333	0	0	0	0	191	5.66666666666665	0	50543.7083333334	0	23.5	0	7.25	0	0	0	0	0	0	0	7168091.59166667
0159_AB10_26039_20180723_ST	7205893.99999999	0	0	1.08333333333333	0	0	4	189	0	0	0	0	0	1687	2392	0	50.8333333333335	0	0	0	0	47	191.25	0	52264.5833333334	0	4	0	1	0	0	0	0	0	0	0	7149062.24999999
0159_AB18_26417_20190218_ST	7201868	0	0	2.3125	0	1.16666666666667	4	161	0	0	0	0	0	1737.2	2352	0	6.83333333333335	0	0	0	0	30	472.916666666667	0	44594.8333333334	0	107	0	6.25	0	0	0	0	0	0	0	7152392.4875
0159_AZ03_32008_20180124_ST	7190056	1	0	3	0	0	0	55.5	0	0	0	0	0	1612.2	2162.5	0	252.166666666666	0	0	0	0	180	4.5	0	48145.2916666666	0	14	0	2.33333333333333	0	0	0	0	0	0	0	7137623.50833333
0159_AB18_26665_20200817_ST	7188206	0	0	1	0	0.333333333333333	5	149.5	0	1	0	0	0.0833333333333333	1427.6	1969	0	43.5833333333333	0	0	0	0	200	114.979166666667	0	50146.0833333334	0	99	0	2	0	0	0	0	0	0	0	7134046.8375
0159_AB18_30835_20201101_ST	7185488	0	0	0.575	0	0	3	41	0	0	0	0	0	1632.4	1804	0	125.583333333333	0	0	0	0	47	72.75	0	44383.5833333333	0	1523	0	0	0	0	0	0	0	0	0	7135855.10833333
0159_AB18_26396_20190529_ST	7181879	0	0.333333333333333	1.55555555555556	0	0.666666666666667	0	169	0	0	0	0	0.166666666666667	1469	1952.5	0	4.66666666666667	0	0.111111111111111	0	0	46.25	155.5	0	47109.2083333333	0	166	0	0.34375	0	0	0	0	0	0	0	7130803.69791667
0159_AV42_66179_20190929_ST	7178969.99999999	0	0	0.333333333333333	0	1.66666666666667	2	173.5	0	0	0	0	0	1580	1484.5	0	20.75	0	0	0	0	202	51.1875	0	48177.8333333334	0	46	0	3	0	0	0	0	0	0	0	7127227.22916666
0159_AB18_26410_20190215_ST	7157144	0	0	0.0625000000000001	0	1	0	72	0	0	0	0	0	1178.8	1788.5	0	755	0	0	0	0	131	439.208333333333	0	42510.8333333334	0	34	0	0.5	0	0	0	0	0	0	0	7110233.09583334
0159_AZ03_32032_20180919_ST	7119944	0	0.25	0.5	0	0	2	178	0	0	0	0	0	1638	2042	0	104.333333333333	0	0	0	0	196	167.604166666666	0	49718.5833333334	0	6	0	12.5	0	0	0	0	0	0	0	7065878.22916666
0159_AB18_26444_20190227_ST	7110482.99999999	0	0	0.075	0	0.333333333333333	6	19.5	0	0	0.5	0	0.25	1433	1625	0	107	0	0	0	0	74	10.75	0	45606	0	411	0	0.25	0	0	0	0	0	0	0	7061189.34166666
0159_AP39_21355_20180223_ST_E21	7107525	0	0	1.97083333333333	0	0.333333333333333	1	783	0	0	0	0	0	2299.8	2220	0	5.5	0	0	0	0	161	202.75	0	46856.9583333334	0	6	0	0.25	0	0	0	0	0	0	0	7054986.4375
0159_AY44_33043_20170926_ST	7102299	0	0	0.2625	0	0	1	4	0	0	0	0	0	1411.4	1713.5	0	74	0	0	0	0	45	29.125	0	41718.2916666667	0	13	0	0.25	0	0	0	0	0	0	0	7057289.17083333
0159_AB10_26745_20201112_ST	6996867	3	1	10.7833333333333	0	0	62	98	0	1	0	0	0.222222222222222	1532.8	1158	0	2.16666666666667	0.0277777777777777	0.25	0	0	144.166666666667	136.520833333334	0	44991.7416666667	0	17.8333333333333	0	2.47916666666667	0.25	0.611111111111111	0.0555555555555555	1.30555555555555	0.805555555555555	0	0	6948701.98055555
0159_AZ03_32055_20190830_STLS	6966641	0	0	7.89583333333333	0	0	3	154.5	0	0	0	0	0	1614	2021	0	2.58333333333333	0	0	0	0	301	76.0625	0	47789.6666666667	0	4	0	5.75	0	0	0	0	0	0	0	6914661.54166667
0159_AB18_26714_20201224_ST	6963717	0	0	0.375	0	1.16666666666667	2	256	0	0	0	0	0	1417.8	1749	0	2.83333333333333	0	0	0	0	70	159.9375	0	48703.5833333334	0	17	0	4	0	0	0	0	0	0	0	6911333.30416667
0159_AB18_26691_20200831_ST	6961610	0	0	1.95416666666667	0	0.166666666666667	9	94	0	0	0	0	0	1419	1701	0	1.83333333333334	0	0	0	0	87	29	0	39488.375	0	7	0	0	0	0	0	0	0	0	0	6918771.67083334
0159_AV42_66212_20191007_ST	6874570	0	0	1	0	0	7	62	0	0	0	0	0	1653	2047.5	0	11	0	0	0	0	141	83.6458333333335	0	45852.1666666666	0	42	0	0	0	0	0	0	0	0	0	6824669.6875
0159_AB10_26748_20201110_ST	6871908	0	0	1.375	0	0.333333333333333	0	31	0	0	0	0	0.25	1610	1794.5	0	114.833333333333	0	0	0	0	63	20.375	0	42837	0	10	0	0	0	0	0	0	0	0	0	6825425.33333334
0159_AB18_30941_20200915_ST	6859964	0	0	1.5	0	0	0	96	0	0	0	0	0	1522.2	1434.5	0	78.6666666666665	0	0	0	0	335	90.6666666666665	0	48342.8333333333	0	22	0	1.75	0	0	0	0	0	0	0	6808038.88333333
0159_AB18_26743_20201030_ST	6854581	0	0	0.166666666666666	0	0	0	131	0	0	0	0	0	1509	1867	0	120.166666666667	0	0	0	0	38	32.6875	0	45161.9166666666	0	13	0	0.5	0	0	0	0	0	0	0	6805707.5625
0159_AS41_40058_20180625_ST	6821489	0	0	1.125	0	0	2	56	0	0	0	0	0	1174.8	1613	0	307.25	0	0	0	0	65	122.166666666667	0	47126.8333333333	0	84	0	0	0	0	0	0	0	0	0	6770936.825
0159_AP39_21290_20181113_ST_E21	6785393	0	0	0.8	0	1.33333333333333	2	78	0	0	1	0	0.0833333333333333	1050.6	2001	0	8.5	0	0	0	0	132	66.9583333333335	0	45649.8333333334	0	47	0	1.25	0	0	0	0	0	0	0	6736352.64166666
0159_AB18_26646_20200815_ST	6749335	0	0	4.075	0	0	0	58	0	0	0	0	0	1328.6	1362.5	0	82.5833333333335	0	0	0	0	62	309.270833333333	0	38168.9166666666	0	7	0	0	0	0	0	0	0	0	0	6707952.05416667
0159_AZ03_32028_20180808_ST	6741971.99999999	0	0	1.875	0	2	18	23	0	0	0	0	0	1604	1764	0	33.0833333333333	0	0	0	0	81	80.375	0	42000.45	0	73	0	0.0833333333333332	0	0	0	0	0	0	0	6696291.13333333
0159_AP39_21685_20190116_ST	6714617	0	0.25	0.208333333333333	0	0	0	424	0	0	0	0	0	964.4	1829	0	0.5	0	0	0	0	111	436.4375	0	43067.55	0	24	0	0	0	0	0	0	0	0	0	6667759.65416666
0159_AB18_26755_20201020_ST	6669450	1	0	0.075	0	0	2	65	0	0	0	0	0.0833333333333333	1355	1508	0	257.916666666667	0	0	0	0	118	53.375	0	44089.2916666666	0	17	0	0	0	0	0	0	0	0	0	6621983.25833333
0159_AA34_42092_20180525_ST	6668198	0	0	1.75	0	0	5	2	0	0	0	0	0	1160	1252	0	2.83333333333333	0	0	0	0	21	4.25	0	45889.1666666666	0	67	0	0	0	0	0	0	0	0	0	6619793
0159_AV42_66147_20190812_ST	6667588	0	0	0.25	0	0	0	96	0	1	0	0	0	1529	1922	0	52.6666666666665	0	0	0	0	41	70.0625	0	49015.125	0	4.5	0	0.25	0	0	0	0	0	0	0	6614856.14583334
0159_AZ03_32037_20201020_ST	6657593	2	0	3.25	0	0.5	3	100	0	0	0	0	0	1435.4	1532	0	51.6666666666665	0	0	0	0	360	33.9166666666667	0.25	50463.4166666666	0	19	0	11	0	0	0	0	0	0	0	6603577.6
0159_AV42_66200_20191011_ST	6644858.99999999	0	0	0.166666666666666	0	0	3	75.5	0	0	0	0	0	1474.4	1561.5	0	19.1666666666667	0	0	0	0	193	52	0	45227.4166666667	0	251	0	2.75	0	0	0	0	0	0	0	6595999.09999999
0159_AY44_33005_20170925_ST	6627805	0	0	2.125	0	0.333333333333333	0	21	0	0	0	0	0	1161	1520	0	9.75	0	0	0	0	40	180.75	0	41428.4583333334	0	30	0	0.375	0	0	0.333333333333333	0	0	0	0	6583410.875
0159_AB18_102958_20200826_ST	6621302	0	0	1.1875	0	0	4	266	0	0	0	0	0	1239.2	1694.5	0	2.91666666666667	0	0	0	0	50	308.916666666667	0	43559.1666666666	0	5.33333333333333	0	0	0	0	0	0.25	0.25	0	0	6574170.27916667
0159_AB18_26784_20201230_ST	6615803	0	0	7	0	0.333333333333333	3	127.5	0	0	0	0	0	1435.2	1313	0	14	0	0	0	0	196	81.375	0	45464.5	0	12	0	13.125	0	0	0	0	0	0	0	6567135.96666667
0159_AZ03_32076_20190429_ST	6571711.99999999	1	0.25	3.29166666666667	0	0	15	47	0	0	0	0	0	1400	1493	0	24	0	0	1.5	0	38.75	11.5	0	40397.4166666666	0	9	0	2.58333333333333	0	0	0	0	0	0	0	6528267.70833333
0159_AA34_42415_20190506_ST	6569907.99999999	0	0	3.075	0	0.333333333333333	1	151	0	0	0	0	0	1518.2	1637	0	52.6666666666665	0	0	0	0	57	124.229166666667	0	43356.5	0	4	0	0	0	0	0	0	0	0	0	6523002.99583333
0159_AY44_33148_20190508_ST	6565116	0	0.25	11.9916666666667	0.333333333333333	2.5	0	129	0	2	4	0	1.16666666666667	1618	1604	1	290.666666666667	0.0555555555555555	0	0	0	220.305555555556	34.5625	0	48839.9277777778	0	9	0	8.83712121212121	0	0.222222222222222	0.111111111111111	0.111111111111111	0.111111111111111	0	0	6512337.84760101
0159_AB10_26768_20200809_ST	6556792.00000001	1	0	3.24166666666666	0	0	1	151	0	0	0	0	0	1162.4	1614	0	38.1666666666667	0	0	0	0	174	235.125	0	45513.1666666666	0	4	0	9.5	0	0	0	0	0	0	0	6507885.40000001
0159_AA34_42438_20190621_ST	6536593.99999999	0	0	2.5	0	0	2	44	0	0	0	0	0	1574	1606.5	0	84.4166666666665	0	0	0	0	120	22.75	0	43165.25	0	37	0	0.5	0	0	0	0	0	0	0	6489935.08333333
0159_AV42_66196_20191011_ST	6493472	0	0	0	0	0	2	94	0	0	0	0	0	1683.2	1604	0	165.916666666666	0	0	0	0	150	12.25	0	45114.0095238095	0	3	0	2.75	0	0	0	0	0	0	0	6444640.87380952
0159_AA34_42406_20190430_ST	6455620	1	0	0.375	0	0	16	24	0	0	0	0	0	1580.4	2060.5	0	1.91666666666666	0	0	0	0	13	62.5	0	43933.3333333334	0	146	0	0	0	0	0	0	0	0	0	6407780.975
0159_AB18_106054_20190207_ST	6452385	0	0	0.575	0	0	14	164.5	0	0	0	0	0	1374	1582	0	23.8333333333333	0	0	0	0	20	126.604166666667	0	40870.5833333334	0	66	0	0.5	0	0	0	0	0	0	0	6408142.40416666
0159_AB18_26712_20200926_ST	6442071	0	0	0	0	0	1	922	0	0	0	0	0	1814.8	2155	0	116.333333333333	0	0	0	0	145	262.291666666667	0	41082.125	0	15	0	4.25	0	0	0	0	0	0	0	6395553.2
0159_AB18_26663_20200725_ST	6430810	0	0.25	4.5125	0	0	0	84	0	0	0	0	0	1404	653.5	0	10.3333333333333	0	0	0	0	35	1.25	0	39773.9166666666	0	10	0	0	0	0	0	0	0	0	0	6388833.2375
0159_AA34_42150_20180907_ST	6421650.00000001	0	0	2.65833333333333	0	1	0	40.5	0	1	2	0	0.333333333333333	1373	1637	0	24.3333333333333	0.0277777777777777	0	0	0	85.5	29.4375	0	45376.75	0	36.5	0	5.10606060606061	1	0.111111111111111	0.0555555555555555	0.0555555555555555	0.0555555555555555	0	0	6373033.57588384
0159_AB18_26718_20200909_ST	6392962	0	0	3.08333333333333	0	0.666666666666667	1	82	0	0	0	0	0	1506	1412	0	379.833333333333	0	0	0	0	339	31.7083333333333	0	45849.875	0	11	0	7.5	0	0	0	0	0	0	0	6343338.33333334
0159_AQ29_10060_20180211_ST	6385174	0	0	0.825	0	0.5	3	34	0	0	0	0	0	1378.6	1741	0	34.5	0	0	0	0	71	69.6458333333335	0	45438.9166666666	0	45	0	0	0	0	0	0	0	0	0	6336357.0125
0159_AZ03_32059_20190918_ST	6382042	0	0	0.241666666666667	0	0.166666666666667	16	85	0	0	0	0	0.0833333333333333	1309	1364.5	0	4.75	0	0	0	0	46	134.5	0	37934.3333333333	0	524	0	0	0	0	0	0	0	0	0	6340623.425
0159_AB10_101848_20181004_ST	6345437	0	0	1.025	0	0	7	16	0	0	0	0	0	1461.2	1720	0	2.83333333333333	0	0	0	0	23	15.6875	0	43028	0	166	0	0	0	0	0	0	0	0	0	6298996.25416666
0159_AB18_26642_20200320_ST	6270987	1	0	1.125	0	0	9	874.5	0	1	0	0	0	1299	1730.5	0	12.0833333333333	0	0	0	0	67	306.375	0	38331.5416666666	0	512	0	0	0	0	0	0	0	0	0	6227841.875
0159_AB18_26705_20191018_ST	6267873	0	0	0.375	0	0.666666666666667	1	611	0	0	0	0	0	1821.6	2179.5	0	647	0	0	0	0	174.75	184.25	0	40402.1666666666	0	8	0	0.270833333333333	0	0	0	0	0	0	0	6221842.42083334
0159_AB18_26560_20191009_ST	6266813	0	0	2	0	0.666666666666667	8	72	0	0	0	0	0.166666666666667	1391	1679	0	0.5	0	0	0	0	89	18.0833333333333	0	39561.6666666666	0	23	0	0.25	0	0	0	0	0	0	0	6223967.66666667
0159_AB18_26463_20190528_ST	6235093	0	0	0.5	0	0.166666666666667	130	874	0	0	0	0	0	1372.8	1528	0	83.1666666666665	0	0	0	0	305	148.416666666666	0	41893.5416666666	0	58.5	0	10.75	0	0	0	0	0	0	0	6188688.15833333
0159_AB10_26786_20210216_ST	6199253	1	0	6.3125	0	0	5	143	0	0	0	0	0	1253.2	1222.5	0	99.3333333333335	0	0	0	0	221	82.0208333333335	0	44826.4166666667	0	8	0	4.85416666666667	0	0	0	0	0	0	0	6151380.3625
0159_AP39_21361_20180308_ST_E21	6195301.00000001	0.5	0	0.3625	0	0	1	198	0	0	0	0	0	1064.4	1386	0	78.9166666666665	0	0	0	0	23	209.8125	0	48259.9166666666	0	1	0	0.75	0	0	0	0	0	0	0	6144077.34166667
0159_AQ29_10078_20180508_ST	6193496	0	0	2.66666666666667	0	1.83333333333333	4	71	0	0	1	0	0	1018	1023.5	0	74.0833333333335	0	0	0	0	356.8	5.54166666666665	0.5	46295.4583333334	0	0	0	6.14166666666667	0.25	0	0	0	0	0	0	6144635.225
0159_AB18_26741_20201114_ST	6186909	0	0	0.1875	0	0.333333333333333	0	41	0	0	0.5	0	0	1458	1504	0	199.25	0	0	0	0	91.5	21.3125	0	39841.9583333333	0	15	0	0.125	0	0	0	0.5	0	0	0	6143735.33333333
0159_AA34_42470_20190830_ST	6166507	0	0	0.5	0	0	5	59	0	0	0	0	0	1579	1817.5	0	94.3333333333335	0	0	0	0	92	12.5	0	39273.7083333334	0	0	0	0.5	0	0	0	0	0	0	0	6123572.95833333
0159_AP39_21372_20180327_ST_E21	6161143	0	0	0.875000000000002	0	0	1	40	0	5	0	0	0	1457.2	1488.5	0	14	0	0	0	0	81	9.3125	0	39753	0	8	0	0.5	0	0	0	0	0	0	0	6118284.6125
0159_AB18_26716_20200820_ST	6129283	2	0	0.375	0	0.333333333333333	2	235	0	0	0	0	0	1288	1529	0	95.0833333333335	0	0	0	0	256	153.125	0	41869.5	0	218	0	0.75	0	0	0	0	0	0	0	6083633.83333333
0159_AP39_21083_20180113_ST	6111009	0	0	0.1875	0	0.666666666666667	0	34	0	0	0	0	0	978.2	1256	0	0.166666666666666	0	0	0	0	108	86.3333333333335	0	34693.9166666667	0	6	0	0.5	0	0	0	0	0	0	0	6073845.02916667
0159_AY44_33007_20170914_ST	6077713	0	0	0	0	0	3	15	0	0	0	0	0	1552.2	1326	0	1.41666666666666	0	0	0	0	44	44.75	0	42384.6666666666	0	2219	0	0	0	0	0	0	0	0	0	6030122.96666667
0159_AP39_21364_20180504_ST_E21	6015921	0	0	0	0	0	2	63	0	0	0	0	0	1288.2	1831	0	92.3333333333335	0	0	0	0	27	38.75	0	42880.1666666666	0	97	0	0	0	0	0	0	0	0	0	5969601.55
0159_AA34_42388_20190405_ST	5986266	0	0	0.875	0	0.5	6	75	0	0	0	0	0	1298	1059	0	95.4166666666665	0	0	0	0	106	4.375	0	41391.6666666666	0	8	0	6	0	0	0	0	0	0	0	5942215.16666667
0159_AH05_15000_20171130_ST	5973013.99999999	0	0.25	2	0	2	8	63	0	0	0	0	0	1257	1512	0	56.6666666666665	0	0	0	0	74	4.75	0	39671.3333333334	0	10	0	0.458333333333333	0	0	0	0	0	0	0	5930352.54166666
0159_AA34_42282_20181025_ST	5961842	0	0	0	0	0	0	72	0	0	0	0	0	1121.2	1329	0	3.5	0	0	0	0	23	98.375	0	40159.4166666667	0	8	0	0	0	0	0	0	0	0	0	5919027.50833333
0159_AP39_21213_20180420_ST_E21	5955046	5	0	0	0	0	0	24.5	0	0	0	0	0	1030	1177	0	28.9166666666667	0	0	0	0	117	4.9375	0	43434.7261904762	0	23	0	2.5	0	0	0	0	0	0	0	5909198.41964286
0159_AB18_26497_20190718_ST	5949329	0.5	3.25	14.2652777777778	0.166666666666667	0.166666666666667	3	86	0.5	0	0.5	0	0	1480	1569	0	12.5	0	0.75	0.5	0	40.8333333333333	15.3125	0	38291.7857142857	0	4	0.25	6.50625	0.333333333333333	0.25	0.333333333333333	1	0.5	0.25	0.166666666666666	5907796.38025794
0159_AB18_26723_20201110_ST	5945421.99999999	0	0	2.16666666666667	0	0	6	136	0	0	0	0	0	1427.6	1218	0	4.5	0	0	0	0	61	16.25	0	38733.5	0	0	0	0	0	0	0	0	0	0	0	5903816.98333333
0159_AZ03_32024_20180718_ST	5941800	0	0	0.75	0	0	0	3	0	0	0	0	0	1293	1540	0	16.25	0	0	0	0	14.5	41	0	35376.5	0	4	0	0	0	0	0	0	0	0	0	5903511
0159_AP39_21392_20180504_ST_E21	5866533	0	0	0.75	0	1.33333333333333	13	119	0	0	0	0	0	1060.6	1341	0	25.4166666666667	0	0	0	0	106	93	0	41949.3333333334	0	18	0	0.75	0	0	0	0	0	0	0	5821804.81666666
0159_AZ03_32083_20190809_ST	5853768	0	0	0	0	0	18	0	0	1	0	0	0	1198	1230	0	0.583333333333335	0	0	0	0	45	1.5	0	34719.4166666666	0	90	0	0	0	0	0	0	0	0	0	5816464.5
0159_AQ29_10011_20170731_ST	5789921	0	0.25	4.25416666666667	0	0.5	0	40	0	0	4	0	0.333333333333333	1239	1665	0	70.9166666666665	0	0	0	0.142857142857143	82	6	0	42841.1166666666	0	6.5	0	4.91666666666667	0	0	0	0	0	0	0	5743956.06964286
0159_AP39_21101_20171111_ST	5774735	0.333333333333333	0.25	1.61111111111111	0	0	8	379	0.5	0	0	0	0	879	1977	0	18.1666666666667	0	0.111111111111111	0.333333333333333	0	109	360	0	40893.25	0	0.5	0	0.520833333333333	0	0	0	0	0	0	0	5730107.42361111
0159_AQ29_10041_20171121_ST	5761569	0	0	0.166666666666666	0	3.83333333333333	2	24	0	0	0	0	0	1099	1630	0	11.1666666666667	0	0	0	0	24	45.25	0	37226.25	0	28	0	0.5	0	0	0	0	0	0	0	5721474.83333333
0159_AA34_42453_20190809_ST	5759658	1	0	6.75416666666667	0	0	0	23	0	0	0.5	0	0	632.8	2464	0	1175.91666666666	0	0	0	0	1738.25	33.75	0	52762.2333333334	0	124.333333333333	0	1.5	0	0	0	0	0	0	0	5700693.9625
0159_AZ03_32060_20190920_ST	5740340.99999999	0	0	3.79166666666667	0	0.333333333333333	6	149.5	0	0	0	0	0	1310	1083.5	0	5.83333333333335	0	0	0	0	314.25	93.4166666666665	0	43751.1416666666	0	15.5	0	24.5227272727273	0	0	0	0	0	0	0	5693583.21060606
0159_AB18_26776_20210113_ST	5729126.00000001	0	0	0.583333333333334	0	0.666666666666667	0	133	0	0	0	0	0.0833333333333333	1620	1621	0	82.5833333333335	0	0	0	0	419	6.25	0	40548.7083333334	0	15	0	1.5	0	0	0	0	0	0	0	5684677.62500001
0159_AB18_26645_20200422_ST	5704886	0	0	0	0	0	0	108	0	0	0	0	0	1070.4	1163	0	21.5	0	0	0	0	24	93.125	0	37794.5833333334	0	75	0	0.5	0	0	0	0	0	0	0	5664535.89166666
0159_AV42_66129_20190414_ST	5684208	0	0	0	0	1	2	85	0	0	0	0	0	1440.4	1689	0	55.9166666666665	0	0.111111111111111	0	0	68	32.7708333333333	0	36511.625	0	238	0	0.625	0	0	0	0	0	0	0	5644083.55138889
0159_AP39_21359_20180323_ST_E21	5671904	0	0.25	1.34444444444444	0	0	1	88.5	0.5	0	0	0	0	1253	1161.5	0	119.25	0	0.111111111111111	0	0	420.5	75.375	0	41876.7916666666	0	8	0	1.08333333333333	0	0	0	0.25	0.25	0	0	5626896.29444445
0159_AP39_21064_20171222_ST	5653130	0	0.25	0	0	0	20	23	0	0	0	0	0	1197.8	1507.5	0	0.583333333333335	0	0	0	0	32	36.5	0	34160.4166666667	0	147	0	0	0	0	0	0	0	0	0	5616004.95
0159_AB18_26720_20210217_ST	5648673	0	0.25	5.2875	0	0	12	80.5	0	0	0	0	0	1262.4	1575.5	0	86.0833333333335	0	0	0	0	234	22.4166666666667	0	39371.4166666666	0	54	0	4.75	0	0	0	0	0	0	0	5605964.39583333
0159_AK37_71056_20190611_ST	5606527	1	0	1.35416666666666	0	0	2	50	0	0	0	0	0	1128	1155	0	10.1666666666667	0	0	0	0	50	14.375	0	38997.4166666666	0	157	0	0	0	0	0	0	0	0	0	5564960.6875
0159_AB18_26425_20190206_ST	5558989	0	0	0.833333333333335	0	0	3	48	0	0	0	0	0	1334	1388	0	7.66666666666665	0	0	0	0	67	25.25	0	37512.6666666666	0	73	0	0.75	0	0	0	0	0	0	0	5518528.83333333
0159_AP39_21261_20180629_ST_E21	5502934	0.5	0	1	0	0	1	242	0	0	0	0	0	830	1411.5	0	13.75	0	0	0	0	26	280.625	0	37013.8333333334	0	55	0	0.5	0	0	0	0	0	0	0	5463058.29166667
0159_AA34_42084_20180509_ST	5501488	9.16666666666667	58.9583333333335	424.238888888889	7	8.63888888888889	121.5	533	20.25	24.5	43.5	0	7.44444444444443	226.2	1081	0	1645	1.29861111111111	28.7222222222222	2.16666666666667	0	227.416666666667	220.291666666667	1	43441.2535714286	4.5	135.833333333333	2.5	233.446726190476	5.08333333333333	3.61111111111111	13.3888888888889	27.3055555555556	19.8055555555556	28	8.83333333333335	5452873.14553571
0159_AA34_42113_20180615_ST	5466709	0.5	0	9.12500000000001	0	1.66666666666667	4	122	0	0	0	0	0	1330	1676	0	28.75	0	0	0	0	99.5	56.375	0	37626.3095238095	0	631	0	0.0625	0	0	0	0	0	0	0	5425123.71130953
0159_AB18_26415_20190218_ST	5462225	0	0	0	0	0	0	61	0	0	0	0	0	1182	1676	0	182.75	0	0	0	0	46	4.75	0	35891.0833333334	0	97.5	0	0.5	0	0	0	0	0	0	0	5423083.41666667
0159_AP39_21222_20180322_ST_E21	5457020	0	0	1.5875	0	0	2	53	0	1	0	0	0.166666666666667	882	1500	0	213.916666666666	0	0	0	0	565	91	0	41620.6666666666	0	8	0	0.375	0	0	0	0	0	0	0	5412081.2875
0159_AY44_33033_20171003_ST	5453153	0	0	0.875	0	0.333333333333333	5	43	0	0	1	0	0.166666666666667	1199	1474	0	130.75	0	0	0	0	75.3333333333333	22	0	37878.3166666667	0	113	0	0.25	0	0	0	0	0	0	0	5412209.975
0159_AV42_66213_20191004_ST	5436777	0	0	1.875	0	0.333333333333333	2	153	0	0	0	0	0	1330.4	1428	0	17.3333333333333	0	0	0	0	82	241.166666666666	0	37835.25	0	4	0	2.66666666666667	0	0	0	0	0	0	0	5395678.975
0159_AA34_42376_20190318_ST	5433622	3	0	1.5125	0	0	7	53	0	0	0	0	0	765	1102	0	53.0833333333335	0	0	0	0	28	42.125	0	33495.8333333333	0	4	0	0.25	0	0	0	0	0	0	0	5398067.19583334
0159_AB18_26520_20200917_ST	5430493.99999999	1	0	0.616666666666666	0	0	2	56	0	0	0	0	0	985.2	1273	0	15.1666666666667	0	0	0	0	83	51.875	0	37201.8333333334	0	73	0	0	0	0	0	0	0	0	0	5390751.30833333
0159_AP39_21413_20180813_ST_E21	5424876	0	0	13.3666666666667	0	0.166666666666667	0	122	0	0	0	0	0	755.4	1031	0	35.75	0	0	0	0	26	116.25	0	39493.8333333334	0	5	0	3	0	0	0	0	0	0	0	5383274.23333334
0159_AB10_26756_20201027_ST	5407572	0	0	1	0.333333333333333	0.833333333333333	2	69	0	0	0	0	0	1135.4	1453	0	102.166666666667	0	0	0	0	59	5.25	0	37192.2083333333	0	14	0	7.8125	0	0	0	0	0	0	0	5367529.99583333
0159_AA34_42452_20190801_ST	5404011	0	0	2.33333333333333	0	0.666666666666667	4	71	0	0	0	0	0	1127	1290	0	1.5	0	0	0	0	70	29.3125	0	34940.9166666666	0	45	0	0	0	0	0	0	0	0	0	5366429.27083334
0159_AB18_26722_20201204_ST	5369834	0	0	0.5125	0	0.333333333333333	1	320	0	0	0	0	0	1139.6	1400	0	72.1666666666665	0	0	0	0	110	112	0	34800.1666666667	0	460	0	2.45833333333333	0	0	0	0	0	0	0	5331415.7625
0159_AA34_42477_20190918_ST	5339445	0	0	0	0	1	3	29	0	0	0	0	0	1232	1326	0	378.25	0	0	0	0	57	4.5	0	32882.5833333334	0	4	0	0	0	0	0	0	0	0	0	5303527.66666667
0159_AA34_42242_20181111_ST	5333638	0	0	0.537499999999999	0	0	0	18	0	0	0	0	0	869.8	1038	0	0.583333333333335	0	0	0	0	9	56.5833333333335	0	31655.75	0	6	0	0	0	0	0	0	0	0	0	5299983.74583334
0159_AZ03_32040_20181023_ST	5326964	0	0	4.16666666666667	0	1.66666666666667	11	29	0	1	0	0	0	1065	1171.5	0	125.416666666667	0	0	0	0	69	3.4375	0	32545.25	0	18	0	3.25	0	0	0	0	0	0	0	5291916.3125
