,Bacteroidales_S24_7_grp_uncl,Lachnospiraceae_uncl,Lachnospiraceae_NK4A136_grp,Ruminococcaceae_uncl,Lactococcus,Romboutsia,Clostridiales_vadinBB60_grp_uncl,Akkermansia,Anaeroplasma,Oscillibacter,Acetatifactor,Ruminiclostridium_9,Enterobacteriaceae_uncl,Lactobacillus,Turicibacter,Lachnospiraceae_UCG_001,Clostridium_sensu_stricto_1,Clostridiales_uncl,Parabacteroides,Tyzzerella,Enterococcus,Peptostreptococcaceae_uncl,Ruminococcaceae_UCG_014,Bacteria_uncl,Parcubacteria_uncl,Lachnoclostridium,Lactobacillales_uncl,Epulopiscium,Clostridiaceae_1_uncl,Erysipelatoclostridium,Flavobacterium,Ruminiclostridium_5,Roseburia,Anaerotruncus,Eubacterium_coprostanoligenes_grp
0115.PG334.SB.MST,-1.85305762303613,-1.11112027830676,0.0589509743434978,-2.51341498077309,0.579092674312555,-3.75017760792202,-8.89637269290419,0.431023998393352,-5.94740218525823,-1.69890694320888,-3.30834485564298,-1.3126731970286,-8.89637269290419,-4.15564271603018,-8.89637269290419,-8.89637269290419,-8.89637269290419,-2.95166991170424,-3.75017760792202,-4.33796427282413,-1.14338114052498,-8.89637269290419,-8.89637269290419,-3.05703042736207,-2.09725458354818,-4.15564271603018,-8.89637269290419,-8.89637269290419,-8.89637269290419,-5.94740218525823,-1.45876581552609,-5.25425500469829,-8.89637269290419,-8.89637269290419,-8.89637269290419
0115.PG335.LB.MST,-0.821870817604378,0.653747060263522,-0.504335782002916,-0.654816732941211,-4.72384348717902,-5.41699066773897,-4.72384348717902,1.48976411090959,-8.47584402774956,-1.24260339784333,-1.46574694915754,-1.28985628269388,-8.47584402774956,-8.47584402774956,-8.47584402774956,-8.47584402774956,-8.47584402774956,-2.23893683739102,0.181431291259407,-3.33754912605913,-8.47584402774956,-8.47584402774956,-8.47584402774956,-4.72384348717902,-8.47584402774956,-4.03069630661908,-8.47584402774956,-8.47584402774956,-8.47584402774956,-4.72384348717902,-8.47584402774956,-3.21976609040275,-5.41699066773897,-8.47584402774956,-8.47584402774956
0115.PG335.SB.MST,-3.71301679500933,-1.25408563162459,-3.05909032760267,-3.33352717330443,1.07383371658691,-6.27796615247087,-9.22440180451363,-2.05845844729476,-9.22440180451363,-3.97538105947682,-5.17935386380276,-3.79305950268287,-9.22440180451363,-3.28223387891688,-9.22440180451363,-9.22440180451363,-5.58481897191093,-9.22440180451363,-3.71301679500933,-9.22440180451363,-1.54176770407637,-9.22440180451363,-9.22440180451363,-3.79305950268287,-1.50728152800521,-5.17935386380276,-9.22440180451363,-9.22440180451363,-4.66852824003677,-9.22440180451363,-1.49047440968882,-4.48620668324282,-9.22440180451363,-9.22440180451363,-9.22440180451363
0115.PG336.LB.MST,2.31829633252029,1.88669599359958,1.23921884987282,1.19821082614544,-7.33390190352726,-4.17242720198222,0.864525400431408,-7.33390190352726,1.22573549953553,0.74022768375383,-3.07381491331411,-0.280606903871595,-7.33390190352726,-7.33390190352726,-7.33390190352726,-0.240601569257896,-7.33390190352726,-1.86984210898818,-7.33390190352726,-1.39983847974244,-7.33390190352726,-7.33390190352726,-2.38066773275417,-4.17242720198222,-4.17242720198222,-3.47928002142228,-7.33390190352726,-7.33390190352726,-7.33390190352726,-7.33390190352726,-7.33390190352726,-2.22651705292691,-1.22798822281578,-7.33390190352726,-7.33390190352726
0115.PG336.SB.MST,-1.13598095140952,-0.193372911217987,-0.878758086442444,-2.27541523459788,-3.84403115251173,-3.94939166816955,-2.19537252692434,-6.14661624550577,-1.82912813196946,-2.31797484901668,-2.92774042063757,-3.10209380778235,-3.7487209727074,-5.04800395683766,-6.14661624550577,-1.25626711728402,-9.47404494400346,-4.53717833307167,-4.53717833307167,-9.47404494400346,-3.94939166816955,-6.14661624550577,-5.45346906494583,-3.01112202957662,-1.89812100345641,-4.53717833307167,-9.47404494400346,-9.47404494400346,-9.47404494400346,-9.47404494400346,-2.1392830602733,-3.7487209727074,-1.55149639537118,-6.14661624550577,-9.47404494400346
0115.PG339.LB.MST,2.17074657732748,1.30609775410273,0.918680715866264,-0.00988010859970509,-7.56984800537692,-3.7111820827122,1.25166254754771,-4.40432926327214,1.55150810619269,-0.0223026285982624,-1.40859698971815,-1.14623272525066,-7.56984800537692,-4.40432926327214,-7.56984800537692,-1.07212475309694,-7.56984800537692,-1.2262754329242,-7.56984800537692,-3.01803490215225,-7.56984800537692,-7.56984800537692,-2.79489135083804,-4.40432926327214,-7.56984800537692,-3.01803490215225,-7.56984800537692,-7.56984800537692,-7.56984800537692,-7.56984800537692,-7.56984800537692,-3.7111820827122,-3.7111820827122,-7.56984800537692,-7.56984800537692
0115.PG339.SB.MST,0.507664503033232,0.0369454808870675,-0.289652007814387,-2.09741181838888,-4.83825184231408,-9.18189105457709,-5.53139902287403,-4.43278673420592,-4.02732162609776,-2.08141147704244,-3.28010722426753,-2.41788371366366,-9.18189105457709,-2.75881030063425,-9.18189105457709,-2.56098455730433,-5.53139902287403,-5.12593391476586,-6.22454620343397,-4.83825184231408,-4.02732162609776,-9.18189105457709,-4.61510829099987,-2.69818567881781,-1.9204811102298,-4.14510466175414,-9.18189105457709,-9.18189105457709,-4.83825184231408,-9.18189105457709,-1.80570559563738,-3.45195748119419,-4.43278673420592,-9.18189105457709,-9.18189105457709
0115.PG347.LB.MST,2.09931683072644,2.21290195916859,1.94845218821007,0.401724404083429,-2.61381049676674,-3.12463612053273,-0.331428111090215,-7.38248346815237,0.674591390750069,-0.726740847734362,0.371871440933748,-0.197896718465693,-7.38248346815237,-7.38248346815237,-7.38248346815237,-7.38248346815237,-7.38248346815237,-3.12463612053273,-7.38248346815237,-1.22751613564685,-7.38248346815237,-7.38248346815237,-7.38248346815237,-4.22324840920084,-7.38248346815237,-0.96515187117936,-7.38248346815237,-7.38248346815237,-7.38248346815237,-7.38248346815237,-7.38248346815237,-1.58419107958558,-7.38248346815237,-7.38248346815237,-7.38248346815237
0115.PG347.SB.MST,-0.688646878714672,1.08938239770148,0.81946278158954,-0.946475988016772,1.17190342138948,-8.37052505911199,-2.99123197170872,-8.37052505911199,-2.29808479114877,-2.09329037850276,-0.12126908544376,-1.98792986284493,-5.38912724450709,-8.37052505911199,-8.37052505911199,-3.19190266717087,-8.37052505911199,-8.37052505911199,-8.37052505911199,-4.0028328833872,-3.08654215151304,-8.37052505911199,-8.37052505911199,-2.82417788704555,-2.21107341415914,-1.18443462511612,-8.37052505911199,-8.37052505911199,-8.37052505911199,-8.37052505911199,-2.44468826534065,-3.08654215151304,-4.29051495583898,-8.37052505911199,-8.37052505911199
0115.PG348.LB.MST,2.6815278532059,-0.464265114923828,1.2419249386315,0.591097189950464,-4.60739984131536,-7.71646080017636,-3.50878755264725,-7.71646080017636,-2.52795829963553,-1.31156297531103,-0.529862397409642,0.171723651796168,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-3.22110548019547,-7.71646080017636,-2.20950456851699,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-3.50878755264725,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636,-7.71646080017636
0115.PG348.SB.MST,1.72811725816599,-1.43820131596354,0.961510487761232,0.433600860938055,-0.571100828280153,-5.35022432139168,-4.25161203272357,-4.65707714083174,-3.96392996027179,-1.88448841859196,-1.13071661621558,-0.191169022177153,-8.29883231317359,-8.29883231317359,-8.29883231317359,-8.29883231317359,-8.29883231317359,-8.29883231317359,-8.29883231317359,-3.55846485216363,-2.51701097733547,-8.29883231317359,-8.29883231317359,-3.96392996027179,-2.30570188366826,-3.55846485216363,-8.29883231317359,-8.29883231317359,-3.74078640895758,-8.29883231317359,-2.45985256349552,-5.35022432139168,-8.29883231317359,-8.29883231317359,-8.29883231317359
0115.PG351.LB.MST,2.58222096681674,0.719960847048347,1.70771054290465,-0.517487886473978,-7.45772854433822,-7.45772854433822,1.31594427915464,-7.45772854433822,1.10042465295109,-1.07179862217971,-1.23214127225489,-0.933648283698891,-7.45772854433822,-7.45772854433822,-7.45772854433822,-0.654063421479729,-7.45772854433822,-3.67448830762409,-7.45772854433822,-3.67448830762409,-4.36763548818404,-7.45772854433822,-7.45772854433822,-7.45772854433822,-7.45772854433822,-2.98134112706415,-7.45772854433822,-7.45772854433822,-7.45772854433822,-7.45772854433822,-7.45772854433822,-2.2881939465042,-7.45772854433822,-7.45772854433822,-7.45772854433822
0115.PG351.SB.MST,-1.35294633500211,-0.894199860281008,-1.16318979972064,-2.75427857348654,-3.61172880533776,-6.25078613495302,-3.1597436815947,-3.2062636972296,-3.4175727908968,-3.94820104195898,-2.66726719649691,-3.85289086215465,-5.55763895439307,-4.64134822251892,-9.7122757468713,-4.0535615576168,-6.25078613495302,-6.25078613495302,-9.7122757468713,-5.15217384628491,-0.741397798325043,-9.7122757468713,-5.15217384628491,-3.11529191902387,-1.97412001593697,-4.30487598589771,-9.7122757468713,-9.7122757468713,-6.25078613495302,-9.7122757468713,-1.5968257847955,-4.30487598589771,-9.7122757468713,-9.7122757468713,-9.7122757468713
0115.PG353.LB.MST,2.6059033601637,0.836436387872973,1.28166472915315,-0.230923357291032,-7.51949105115385,-7.51949105115385,1.10002090874569,-7.51949105115385,0.974586726353791,-0.0745772869003378,-0.939574724386942,-1.18643480231847,-7.51949105115385,-7.51949105115385,-7.51949105115385,-0.971323422701523,-7.51949105115385,-4.40531062718667,-7.51949105115385,-7.51949105115385,-7.51949105115385,-7.51949105115385,-3.30669833851856,-7.51949105115385,-7.51949105115385,-2.79587271475257,-7.51949105115385,-7.51949105115385,-7.51949105115385,-7.51949105115385,-7.51949105115385,-3.71216344662672,-7.51949105115385,-7.51949105115385,-7.51949105115385
0115.PG353.SB.MST,0.257642209630821,0.639878399853828,0.771787732106482,-0.728744818703252,-4.17555271161746,-8.68306675660663,-1.17982043806347,-3.83908047499625,-1.49453118290317,-1.15026163582192,-1.5083245050355,-1.74193935621701,-3.58776604671534,-3.58776604671534,-8.68306675660663,-0.902188701465189,-5.09184344349161,-3.58776604671534,-8.68306675660663,-3.99323115482351,-3.48240553105751,-8.68306675660663,-3.48240553105751,-3.58776604671534,-2.3837932423894,-2.84055164488512,-5.78499062405156,-8.68306675660663,-5.78499062405156,-8.68306675660663,-2.22964256256215,-2.78925835049757,-8.68306675660663,-5.09184344349161,-5.78499062405156
0115.PG355.LB.MST,2.30091448725001,1.43392037688708,2.41790919018918,0.856209363973703,-7.21234558182936,-4.03413976424805,-0.227477274477731,-7.21234558182936,1.81229901080967,0.509155018021953,-0.205498367758956,-0.370578118118404,-7.21234558182936,-7.21234558182936,-7.21234558182936,-1.63624449144968,-7.21234558182936,-2.08822961519274,-7.21234558182936,-2.08822961519274,-7.21234558182936,-7.21234558182936,-4.03413976424805,-3.34099258368811,-7.21234558182936,-2.64784540312816,-7.21234558182936,-7.21234558182936,-7.21234558182936,-7.21234558182936,-7.21234558182936,-2.93552747557994,-7.21234558182936,-7.21234558182936,-7.21234558182936
0115.PG355.SB.MST,-2.56753087556469,-2.12391400149215,-1.2773803749977,-3.98772678836026,-7.35502261834674,-10.3816215398813,-4.21952840241759,-10.3816215398813,-2.59284868354898,-4.31050018062331,-4.52180927429052,-4.64697241724453,-10.3816215398813,-10.3816215398813,-10.3816215398813,-3.95382523668458,-10.3816215398813,-6.66187543778679,-10.3816215398813,-6.66187543778679,-10.3816215398813,-10.3816215398813,-5.96872825722685,-7.35502261834674,-5.2755810766669,-5.56326314911868,-10.3816215398813,-10.3816215398813,-10.3816215398813,-10.3816215398813,-5.15779804101052,-7.35502261834674,-7.35502261834674,-10.3816215398813,-10.3816215398813
0115.PG374.LB.MST,2.93685078868848,0.508211684084631,-0.349238547766591,0.256897255803725,-2.70061380493007,-3.39376098549001,-3.39376098549001,2.91160147620064,-7.09256797436437,-1.19653640815379,-1.88968358871374,0.117784453341007,-7.09256797436437,-7.09256797436437,-4.08690816604996,-7.09256797436437,-7.09256797436437,-1.4478508364347,-7.09256797436437,-1.37885796494775,-4.08690816604996,-7.09256797436437,-4.08690816604996,-2.47747025361586,-7.09256797436437,-2.00746662437012,-7.09256797436437,-7.09256797436437,-7.09256797436437,-2.2951486968219,-7.09256797436437,-3.39376098549001,-7.09256797436437,-7.09256797436437,-7.09256797436437
0115.PG374.SB.MST,2.35966764719301,-1.72537452236677,-2.5363047385831,-2.31316118726889,-1.43769244991499,3.50335455737455,-6.84721310245772,2.33698236436193,-6.84721310245772,-6.84721310245772,-3.92259909970299,-2.31316118726889,-6.84721310245772,-6.84721310245772,-6.84721310245772,-6.84721310245772,-0.184929481419625,-2.82398681103488,-6.84721310245772,-6.84721310245772,-6.84721310245772,-3.92259909970299,-6.84721310245772,-6.84721310245772,-3.92259909970299,-6.84721310245772,-6.84721310245772,-6.84721310245772,-6.84721310245772,-3.22945191914305,-3.22945191914305,-6.84721310245772,-6.84721310245772,-6.84721310245772,-6.84721310245772
0115.PG376.LB.MST,2.59852611345786,0.595092120264359,-0.817870487937692,-0.644598766663656,-3.04249403946203,-2.34934685890208,-1.65619967834214,2.42345416846996,-7.44641515348328,-1.3377459472236,-0.224095781190951,-0.96305249778219,-7.44641515348328,-7.44641515348328,-7.44641515348328,-7.44641515348328,-7.44641515348328,-2.03089312778355,-7.44641515348328,-1.86383904312038,-7.44641515348328,-4.42878840058192,-4.42878840058192,-3.73564122002197,-7.44641515348328,-3.04249403946203,-7.44641515348328,-7.44641515348328,-7.44641515348328,-1.5955750565257,-7.44641515348328,-2.81935048814782,-7.44641515348328,-7.44641515348328,-1.17069186256044
0115.PG376.SB.MST,1.49116496627589,-4.52010220812827,-3.42148991946016,-4.52010220812827,-0.831222754014334,3.12816082277365,-7.43205781401107,0.758012451102247,-7.43205781401107,-3.82695502756832,-7.43205781401107,-7.43205781401107,-7.43205781401107,-7.43205781401107,-7.43205781401107,-7.43205781401107,-2.57419205907296,-7.43205781401107,-7.43205781401107,-7.43205781401107,-1.11890482646611,-7.43205781401107,-7.43205781401107,-4.52010220812827,-2.91066429569417,-7.43205781401107,-7.43205781401107,-7.43205781401107,-7.43205781401107,-1.47557977040485,-2.91066429569417,-4.52010220812827,-7.43205781401107,-7.43205781401107,-7.43205781401107
0115.PG378.LB.MST,2.64608599980831,1.69727655803136,0.394251754755099,0.308177145983856,-2.38869975452023,-1.87787413075424,-7.21137780642732,2.51162451875834,-7.21137780642732,-0.961583398880083,-1.18472695019429,-0.229215505166856,-7.21137780642732,-7.21137780642732,-7.21137780642732,-7.21137780642732,-7.21137780642732,-2.79416486262839,-7.21137780642732,-1.47240902264607,-4.18045922374828,-7.21137780642732,-0.120016213201864,-3.08184693508017,-7.21137780642732,-2.38869975452023,-7.21137780642732,-7.21137780642732,-7.21137780642732,-1.47240902264607,-7.21137780642732,-4.18045922374828,-4.18045922374828,-7.21137780642732,-0.746472019263138
0115.PG381.LB.MST,2.67715574134238,1.86025535813954,1.10536017051115,-0.122244238348063,-7.1428657748833,-7.1428657748833,2.01782192514821,-2.85227334616905,-0.424525110220996,0.339573806311234,-1.87144409315732,-0.549688253175002,-7.1428657748833,-7.1428657748833,-7.1428657748833,1.55444590109521,-7.1428657748833,-1.06051387694099,-7.1428657748833,-7.1428657748833,-3.95088563483716,-7.1428657748833,-7.1428657748833,-3.25773845427721,-7.1428657748833,-3.95088563483716,-7.1428657748833,-7.1428657748833,-7.1428657748833,-3.95088563483716,-7.1428657748833,-7.1428657748833,-0.100738033127099,-7.1428657748833,-7.1428657748833
0115.PG381.SB.MST,1.48722306854638,1.38723409669046,0.22725286164606,-0.440893016708468,-7.88854579884938,-4.14219499082096,0.619978943976795,-3.44904781026102,-1.94497041348474,-0.313553594331867,-1.79081973365748,-1.22442425873668,-7.88854579884938,-3.44904781026102,-7.88854579884938,1.22144184184772,-2.75590062970107,-2.06275344914113,-7.88854579884938,-7.88854579884938,0.0550069568408469,-4.83534217138091,-3.22590425894681,-3.7367298827128,-3.7367298827128,-2.53275707838686,-4.83534217138091,-7.88854579884938,-7.88854579884938,-7.88854579884938,-2.53275707838686,-3.7367298827128,-0.6158344662048,-7.88854579884938,-7.88854579884938
0115.PG383.LB.MST,2.25164038573457,1.53317539719033,1.65055134959257,0.477580493605914,-7.29498227129991,-4.07629639799463,1.93741875804817,-1.99685485631479,1.24671358114378,0.558432590235008,-1.67840112519626,-0.144470765270302,-7.29498227129991,-7.29498227129991,-7.29498227129991,-0.465378485350403,-7.29498227129991,-1.43723906837937,-7.29498227129991,-4.07629639799463,-7.29498227129991,-7.29498227129991,-3.38314921743468,-4.07629639799463,-7.29498227129991,-3.38314921743468,-7.29498227129991,-7.29498227129991,-7.29498227129991,-7.29498227129991,-7.29498227129991,-4.07629639799463,-4.07629639799463,-4.07629639799463,-7.29498227129991
0115.PG383.SB.MST,1.33664448444211,1.15261206324453,0.220790389339494,0.362440906402521,-8.2225650716494,-5.2172889195837,-2.44470019734392,-2.91470382658966,-3.27137877052839,-0.0525029456601875,-1.30526591415556,-0.129692584351317,-8.2225650716494,-3.83099455846381,-8.2225650716494,-0.3889751822814,-8.2225650716494,-2.7323822697957,-8.2225650716494,-8.2225650716494,-3.42552945035565,-8.2225650716494,-1.26604520100227,-4.52414173902376,-3.02006434224748,-3.02006434224748,-8.2225650716494,-8.2225650716494,-8.2225650716494,-4.52414173902376,-3.13784737790387,-3.02006434224748,-2.44470019734392,-8.2225650716494,-2.91470382658966
0115.PG385.LB.MST,2.58759723056281,0.852996175174702,1.83653913405802,0.520862340152087,-7.29294338328778,-7.29294338328778,1.19360064908083,-2.28249804075445,1.22405985656553,0.530912676005589,-1.50930815252097,-0.182437211871876,-7.29294338328778,-7.29294338328778,-1.50930815252097,0.269547911871181,-7.29294338328778,-1.07852523642851,-7.29294338328778,-2.97564522131439,-7.29294338328778,-7.29294338328778,-1.67636223718413,-3.38111032942256,-7.29294338328778,-4.0742575099825,-7.29294338328778,-7.29294338328778,-7.29294338328778,-7.29294338328778,-7.29294338328778,-7.29294338328778,-2.28249804075445,-7.29294338328778,-7.29294338328778
0115.PG385.SB.MST,3.03718302359545,-0.416325652634715,-0.741748053069343,-1.60194931829245,-7.00473723404348,2.64913995893395,-2.61355022997093,-1.92040304941099,-1.80262001375461,-1.80262001375461,-2.90123230242272,-2.05393444203551,-3.99984459109083,-7.00473723404348,2.30643069585719,-1.00411231753683,-7.00473723404348,-3.99984459109083,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-3.99984459109083,-3.99984459109083,-2.90123230242272,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348,-7.00473723404348
0115.PG386.LB.MST,2.7391887401273,1.12744135784454,-0.591863032168092,0.736323698144517,-4.02585023665324,-7.09323849911366,-1.82862565931702,2.86068140587727,-4.02585023665324,-0.890356020724089,-0.499489712037077,1.10994820039702,-7.09323849911366,-7.09323849911366,-7.09323849911366,-7.09323849911366,-7.09323849911366,-2.07994008759793,-4.02585023665324,-1.31780003555103,-7.09323849911366,-7.09323849911366,-7.09323849911366,-2.41641232421914,-7.09323849911366,-4.02585023665324,-7.09323849911366,-7.09323849911366,-7.09323849911366,-7.09323849911366,-7.09323849911366,-3.33270305609329,-7.09323849911366,-7.09323849911366,-7.09323849911366
0115.PG386.SB.MST,-3.16004848830902,-2.87236641585724,-2.87236641585724,-4.25866077697713,0.207247341677454,3.63042363005838,-4.25866077697713,-2.17921923529729,-7.18575485186222,-7.18575485186222,-4.25866077697713,-7.18575485186222,-7.18575485186222,-7.18575485186222,-7.18575485186222,-7.18575485186222,-4.25866077697713,-7.18575485186222,-7.18575485186222,-7.18575485186222,-3.16004848830902,-2.46690130774908,-7.18575485186222,-4.25866077697713,-2.87236641585724,-7.18575485186222,-7.18575485186222,-7.18575485186222,-7.18575485186222,-7.18575485186222,-2.87236641585724,-7.18575485186222,-7.18575485186222,-7.18575485186222,-7.18575485186222
0115.PG388.LB.MST,2.04311068049817,-0.244291236074483,-0.0688425585682905,-0.0631118838593056,-2.83000258498445,-8.30142738826533,-4.53475067722287,-5.22789785778282,-8.30142738826533,-1.79391065329767,-0.602925044498548,-0.146493492798357,-8.30142738826533,-8.30142738826533,-8.30142738826533,-8.30142738826533,-8.30142738826533,-4.12928556911471,-8.30142738826533,-1.96980131976134,-8.30142738826533,-8.30142738826533,-8.30142738826533,-5.22789785778282,-8.30142738826533,-2.92531276478877,-8.30142738826533,-8.30142738826533,-8.30142738826533,-3.84160349666293,-8.30142738826533,-3.84160349666293,-5.22789785778282,-8.30142738826533,-8.30142738826533
0115.PG388.SB.MST,-6.035431621072,-3.20221827701579,-4.64913725995211,-8.96501193414065,1.65027144016255,-6.035431621072,-8.96501193414065,-8.96501193414065,-8.96501193414065,-4.93681933240389,-8.96501193414065,-8.96501193414065,-8.96501193414065,-8.96501193414065,-8.96501193414065,-3.73284652807796,-8.96501193414065,-4.4259937086379,-8.96501193414065,-8.96501193414065,-4.93681933240389,-8.96501193414065,-8.96501193414065,-2.32185955436769,-1.52457211455515,-8.96501193414065,-8.96501193414065,-8.96501193414065,-8.96501193414065,-8.96501193414065,-1.65340498639812,-8.96501193414065,-4.24367215184395,-8.96501193414065,-8.96501193414065
0115.PG390.LB.MST,3.05580503749256,0.639177228457856,-0.525574862714798,0.780676790731556,-7.25245144591723,-7.25245144591723,0.205312645827994,1.51797375590443,0.0875296101716107,0.31067316148582,0.614884535888812,-0.551550349118059,-7.25245144591723,-7.25245144591723,-7.25245144591723,-7.25245144591723,-7.25245144591723,-2.57969859641034,-7.25245144591723,-4.18913650884444,-7.25245144591723,-7.25245144591723,-7.25245144591723,-2.80284214772455,-7.25245144591723,-1.99191193150823,-7.25245144591723,-7.25245144591723,-7.25245144591723,-7.25245144591723,-7.25245144591723,-3.09052422017634,-4.18913650884444,-7.25245144591723,-7.25245144591723
0115.PG390.SB.MST,-3.47082391758961,-7.81629295652969,-4.8571182787095,-7.81629295652969,0.461001715134719,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,-7.81629295652969,2.92360260740842,-7.81629295652969,-7.81629295652969,-2.91120812965418,-2.65989370137328,-7.81629295652969,-7.81629295652969,-7.81629295652969,-4.8571182787095,-7.81629295652969,-1.6382424538413,-7.81629295652969,-4.8571182787095,-7.81629295652969,-7.81629295652969
0115.PG393.LB.MST,2.60696649889554,1.63168357180437,1.07354162348725,-1.62936717811455,-7.40355054267339,-7.40355054267339,0.710958242862346,-7.40355054267339,0.855539471673454,1.41148553071991,-1.89173144258204,-2.24840638652077,-7.40355054267339,-7.40355054267339,-1.14979409785266,-2.58487862314198,-4.19431653557608,-1.48626633447387,-4.19431653557608,-7.40355054267339,-7.40355054267339,-7.40355054267339,-1.24987755640964,-2.24840638652077,-7.40355054267339,-3.50116935501614,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339,-7.40355054267339
0115.PG393.SB.MST,2.6467575908639,-2.85495403161333,-5.05217860894955,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-5.05217860894955,-4.3590314283896,-3.95356632028144,-8.10941449994596,-5.05217860894955,-8.10941449994596,-0.200148345029932,-8.10941449994596,-5.05217860894955,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-3.44274069651545,-8.10941449994596,-5.05217860894955,-3.95356632028144,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596,-8.10941449994596
0115.PG395.LB.MST,2.37924680279711,0.335339085511666,0.675664891448869,0.454122621501633,-7.60722443751409,-4.37419111580067,0.469995970657923,0.454122621501633,0.545789810027457,1.31278424053915,-2.42828096674536,-0.818843054311255,-7.60722443751409,-7.60722443751409,-7.60722443751409,-4.37419111580067,-7.60722443751409,-1.4838193579045,-7.60722443751409,-2.58243164657261,-7.60722443751409,-7.60722443751409,-1.00689528581419,-3.68104393524072,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409,-7.60722443751409
0115.PG395.SB.MST,1.88903296124734,0.097273492019285,0.46246470098951,-0.622541935622822,-7.93341868983162,-2.36165767136545,0.841713966966781,-0.226126663034575,0.325666399219639,0.813185883352243,-2.98069687977168,-1.21303496212268,-7.93341868983162,-4.23345984826705,-0.91927384359452,-2.21855682772478,-2.62402193583295,-2.44170037903899,-7.93341868983162,-2.21855682772478,-7.93341868983162,-7.93341868983162,-1.34308809037088,-7.93341868983162,-7.93341868983162,-4.92660702882699,-7.93341868983162,-7.93341868983162,-4.23345984826705,-4.92660702882699,-3.82799474015888,-3.31716911639289,-4.92660702882699,-4.92660702882699,-7.93341868983162
0115.PG397.LB.MST,2.52724597159588,0.845781818311496,1.07145381597906,-0.122468652493371,-7.40879335476161,-7.40879335476161,1.45994058755281,1.18134948680228,0.864591150268992,0.437147135442052,-2.60737530228137,-1.08131899878632,-7.40879335476161,-7.40879335476161,-2.83051885359558,-2.42505374548742,-7.40879335476161,-1.22108094116148,-7.40879335476161,-4.21681321471547,-7.40879335476161,-7.40879335476161,-0.920976348711142,-4.21681321471547,-7.40879335476161,-4.21681321471547,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161,-7.40879335476161
0115.PG397.SB.MST,2.20680930960914,0.167139091356204,-0.429864228650839,-1.38871457494379,-7.53178909142349,-0.632388492762313,0.38106598756549,-0.0243991205426742,0.0709110592616505,-0.572965072291512,-2.73244932164488,-2.12631351807457,-7.53178909142349,-2.91477087843884,2.40628597507869,-3.83106161031299,-1.30533296600474,-2.4447672491931,-7.53178909142349,-7.53178909142349,-3.42559650220483,-4.52420879087294,-2.03930214108494,-7.53178909142349,-7.53178909142349,-4.52420879087294,-7.53178909142349,-7.53178909142349,-7.53178909142349,-7.53178909142349,-7.53178909142349,-4.52420879087294,-7.53178909142349,-7.53178909142349,-7.53178909142349
0115.PG407.LB.MST,1.91693314810341,0.148288236174927,-0.720749610848682,-0.409313452388794,-7.80866605107455,-7.80866605107455,1.25226246798442,-7.80866605107455,1.76895321120281,-0.217646033176602,-3.573381040762,-1.83877998537389,-7.80866605107455,-7.80866605107455,-7.80866605107455,-1.14563280481395,-7.80866605107455,-2.47476875209389,-7.80866605107455,-4.67199332943011,-7.80866605107455,-7.80866605107455,-0.354505215893799,-3.97884614887016,-7.80866605107455,-2.59255178775027,-7.80866605107455,-7.80866605107455,-7.80866605107455,-7.80866605107455,-7.80866605107455,-4.67199332943011,-2.7260831803748,-7.80866605107455,-7.80866605107455
