,Bacteroidales_S24_7_grp_uncl,Lachnospiraceae_uncl,Lachnospiraceae_NK4A136_grp,Ruminococcaceae_uncl,Lactococcus,Romboutsia,Clostridiales_vadinBB60_grp_uncl,Akkermansia,Anaeroplasma,Oscillibacter,Acetatifactor,Ruminiclostridium_9,Enterobacteriaceae_uncl,Lactobacillus,Turicibacter,Lachnospiraceae_UCG_001,Clostridium_sensu_stricto_1,Clostridiales_uncl,Parabacteroides,Tyzzerella,Enterococcus,Peptostreptococcaceae_uncl,Ruminococcaceae_UCG_014,Bacteria_uncl,Parcubacteria_uncl,Lachnoclostridium,Lactobacillales_uncl,Epulopiscium,Clostridiaceae_1_uncl,Erysipelatoclostridium,Flavobacterium,Ruminiclostridium_5,Roseburia,Anaerotruncus,Eubacterium_coprostanoligenes_grp
0115.PG161.SB.MST,2.70088150771401,-0.803856552888985,-2.91406975323557,-2.50860464512741,-0.11070937232904,2.65522849404083,-7.20085529034757,2.01137069479745,-7.20085529034757,-7.20085529034757,-7.20085529034757,-3.20175182568736,-7.20085529034757,-3.20175182568736,-7.20085529034757,-7.20085529034757,-7.20085529034757,-7.20085529034757,-7.20085529034757,-7.20085529034757,-0.933068284368992,-7.20085529034757,-2.10313953701925,-3.60721693379552,-2.69092620192137,-7.20085529034757,-4.30036411435547,-7.20085529034757,-4.30036411435547,-7.20085529034757,-2.35445396530015,-3.20175182568736,-7.20085529034757,-7.20085529034757,-7.20085529034757
0115.PG162.LB.MST,2.21306012665462,2.47404708583131,-0.223340409526858,2.06781598764357,-3.31438286288517,-2.62123568232523,-1.23494132120534,1.2019561093963,-2.62123568232523,0.763154581020546,0.820783693857182,0.812751522159918,-7.12299443934132,-7.12299443934132,-7.12299443934132,-7.12299443934132,-7.12299443934132,-4.00753004344512,-7.12299443934132,0.435121213045197,-7.12299443934132,-7.12299443934132,-2.90891775477701,-3.31438286288517,-7.12299443934132,-1.92808850176528,-7.12299443934132,-7.12299443934132,-7.12299443934132,-7.12299443934132,-7.12299443934132,-2.62123568232523,-4.00753004344512,-2.39809213101102,-7.12299443934132
0115.PG162.SB.MST,1.41781733634448,0.0611987433707065,-1.39158535901802,-1.86158898826375,0.129021339709468,1.89120379159384,-8.04220688645739,0.408472913024733,-8.04220688645739,-3.13455466407664,-2.77787972013791,-4.38731763257201,-8.04220688645739,-5.08046481313195,-8.04220688645739,-5.08046481313195,-3.00102327145212,-8.04220688645739,-8.04220688645739,-3.69417045201206,-0.244182906180475,-5.08046481313195,-2.4414074835167,-3.98185252446384,-3.13455466407664,-3.2887053439039,-4.38731763257201,-8.04220688645739,-8.04220688645739,-3.69417045201206,-3.47102690069785,-2.51551545567042,-4.38731763257201,-8.04220688645739,-8.04220688645739
0115.PG163.LB.MST,2.88388867947581,1.674525026515,0.43518507835177,1.05933938742476,-2.09054356595649,-3.18915585462459,-1.48440776238617,2.70110618697422,-6.96036025399453,0.702664443486032,0.292084234711097,0.953978871766938,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-1.8028614935047,-6.96036025399453,-0.624206497163058,-6.96036025399453,-6.96036025399453,-2.49600867406465,-3.88230303518454,-6.96036025399453,-3.18915585462459,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-6.96036025399453,-2.78369074651643,-6.96036025399453
0115.PG163.SB.MST,0.713673077764437,0.5415320809026,-0.705721231781798,-0.686673036811104,-0.238124342566628,2.80582420704922,-7.60593545800918,0.745712431509054,-7.60593545800918,-2.35437985736918,-1.22297774587808,-2.25906967756486,-7.60593545800918,-3.55835266169512,-7.60593545800918,-7.60593545800918,-0.7251393176389,-7.60593545800918,-7.60593545800918,-4.65696495036323,-2.71105480130791,-3.55835266169512,-3.55835266169512,-3.96381776980328,-3.04752703792913,-4.65696495036323,-7.60593545800918,-7.60593545800918,-7.60593545800918,-3.55835266169512,-2.57752340868339,-2.45974037302701,-4.65696495036323,-3.96381776980328,-7.60593545800918
0115.PG164.LB.MST,2.34648349500786,1.67376413713801,0.437409923309036,2.38332007236435,-3.93203792915799,-7.04750232505419,-2.83342564048988,2.27856214786667,-7.04750232505419,0.533870189496598,0.093313761577164,1.12420787619032,-7.04750232505419,-7.04750232505419,-7.04750232505419,-7.04750232505419,-7.04750232505419,-1.36708857169645,-7.04750232505419,0.145499514747734,-3.93203792915799,-7.04750232505419,-7.04750232505419,-2.54574356803809,-7.04750232505419,-3.23889074859804,-7.04750232505419,-7.04750232505419,-7.04750232505419,-7.04750232505419,-7.04750232505419,-2.54574356803809,-7.04750232505419,-3.23889074859804,-7.04750232505419
0115.PG164.SB.MST,-0.139212155891761,-0.609215785137497,-1.90849876926776,-1.35845243234849,-0.522204408147867,3.11713460040593,-4.61654897036997,0.0839313954224488,-7.5532670724869,-2.53710742869013,-2.53710742869013,-3.00711105793587,-7.5532670724869,-7.5532670724869,-7.5532670724869,-7.5532670724869,-2.67063882131465,-7.5532670724869,-7.5532670724869,-3.00711105793587,-1.62081669681598,-3.92340178981002,-2.53710742869013,-3.51793668170186,-2.41932439303375,-4.61654897036997,-7.5532670724869,-7.5532670724869,-7.5532670724869,-7.5532670724869,-1.67210999120353,-3.51793668170186,-7.5532670724869,-7.5532670724869,-7.5532670724869
0115.PG165.LB.MST,2.53573089849036,0.749450895026929,1.93188185557811,-0.142547144278182,-7.25304381906302,-4.05457014970633,0.0885645766852047,-4.05457014970633,2.14998761286236,0.995285857543209,-0.876516319358382,-0.416983989979942,-7.25304381906302,-7.25304381906302,-7.25304381906302,-0.722365639531124,-7.25304381906302,-1.56966349991833,-7.25304381906302,-2.66827578858644,-7.25304381906302,-7.25304381906302,-7.25304381906302,-2.66827578858644,-7.25304381906302,-4.05457014970633,-7.25304381906302,-7.25304381906302,-7.25304381906302,-7.25304381906302,-7.25304381906302,-3.36142296914638,-4.05457014970633,-7.25304381906302,-7.25304381906302
0115.PG165.SB.MST,3.61936336620361,-0.535812194886527,-0.676890793146433,-2.78710399349302,-7.18637573842608,-7.18637573842608,-7.18637573842608,-1.87081326161887,-7.18637573842608,-1.22895937544647,-2.2274882055576,-2.56396044217881,-7.18637573842608,-1.68849170482491,-7.18637573842608,-4.17339835461291,-7.18637573842608,-3.0747860659448,-7.18637573842608,-7.18637573842608,-7.18637573842608,-7.18637573842608,-2.2274882055576,-3.0747860659448,-7.18637573842608,-7.18637573842608,-7.18637573842608,-7.18637573842608,-7.18637573842608,-7.18637573842608,-7.18637573842608,-4.17339835461291,-7.18637573842608,-7.18637573842608,-7.18637573842608
0115.PG166.LB.MST,2.08049616748311,1.03980652654771,0.324776634738255,-0.183103478797979,-7.59876089225695,-7.59876089225695,-0.21295644194766,-1.91770453418608,2.08049616748311,0.553215873627175,-2.32316964229425,-1.00141380231193,-7.59876089225695,-4.40261118397409,-7.59876089225695,0.0971984863561796,-7.59876089225695,-0.936875281174359,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-3.30399889530598,-2.79317327153999,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695,-7.59876089225695
0115.PG166.SB.MST,3.18126383161845,1.66251911411087,-1.00897349125755,0.221566340453111,-7.31545630499845,-7.31545630499845,-7.31545630499845,0.348050487562231,-4.26707002927903,-0.801334126479302,-1.00897349125755,-2.06984545194281,-7.31545630499845,-1.22254759155561,-7.31545630499845,-0.9712331632747,-7.31545630499845,-1.55901982817682,-7.31545630499845,-7.31545630499845,-7.31545630499845,-7.31545630499845,-1.37669827138286,-3.16845774061092,-4.26707002927903,-7.31545630499845,-3.57392284871908,-7.31545630499845,-7.31545630499845,-7.31545630499845,-7.31545630499845,-2.88077566815914,-7.31545630499845,-7.31545630499845,-7.31545630499845
0115.PG167.LB.MST,2.14607231951438,1.77006047831971,1.50240519621781,0.239243520501539,-7.45342621412279,-7.45342621412279,1.00867400581112,-3.47432854620277,1.20316230136495,0.938469747137867,-1.12295328903929,-0.989421896414768,-7.45342621412279,-7.45342621412279,-7.45342621412279,-7.45342621412279,-7.45342621412279,-1.27710396886655,-7.45342621412279,-4.16747572676271,-7.45342621412279,-7.45342621412279,-2.55803781432861,-3.0688634380946,-7.45342621412279,-3.47432854620277,-7.45342621412279,-7.45342621412279,-7.45342621412279,-7.45342621412279,-7.45342621412279,-3.47432854620277,-7.45342621412279,-7.45342621412279,-7.45342621412279
0115.PG167.SB.MST,3.01122524575435,1.29812055892499,1.11733628144992,-0.292269158538419,-7.4453372815398,-7.4453372815398,-1.17151861873222,-2.65312315965644,-3.16394878342243,0.0681722681957902,-1.55451087098833,-2.47080160286249,-7.4453372815398,-4.26256107209054,-7.4453372815398,-7.4453372815398,-7.4453372815398,-1.21803863436712,-7.4453372815398,-7.4453372815398,-7.4453372815398,-7.4453372815398,-1.3181220929241,-2.47080160286249,-7.4453372815398,-7.4453372815398,-7.4453372815398,-7.4453372815398,-7.4453372815398,-7.4453372815398,-7.4453372815398,-4.26256107209054,-7.4453372815398,-3.5694138915306,-7.4453372815398
0115.PG168.LB.MST,1.99096996988233,0.846956025434937,1.8748174579852,-0.779011188950374,-7.16865363073284,-3.26391783873837,1.90372120416755,-0.319478859571934,2.48068663043808,1.14888045460226,-2.57077065817843,-1.01262604013188,-7.16865363073284,-7.16865363073284,-7.16865363073284,-1.55916974649995,-7.16865363073284,-1.47215836951032,-7.16865363073284,-3.95706501929832,-3.95706501929832,-7.16865363073284,-7.16865363073284,-3.26391783873837,-7.16865363073284,-2.85845273063021,-7.16865363073284,-7.16865363073284,-7.16865363073284,-7.16865363073284,-7.16865363073284,-3.95706501929832,-7.16865363073284,-7.16865363073284,-7.16865363073284
0115.PG168.SB.MST,2.62528668144841,-0.166821822660692,-5.03435627311627,-3.24259680388822,-8.08154182825918,-8.08154182825918,-8.08154182825918,-0.844701531089849,-8.08154182825918,-3.93574398444817,-3.24259680388822,-5.03435627311627,-5.03435627311627,-1.45083733466016,-8.08154182825918,-8.08154182825918,-8.08154182825918,-3.42491836068217,-8.08154182825918,-8.08154182825918,-8.08154182825918,-8.08154182825918,-3.24259680388822,-3.64806191199638,-8.08154182825918,-8.08154182825918,-4.34120909255633,-8.08154182825918,-8.08154182825918,-8.08154182825918,-8.08154182825918,-5.03435627311627,-8.08154182825918,-8.08154182825918,-8.08154182825918
0115.PG169.LB.MST,1.41053562986382,0.773477915954914,1.38456014346056,0.0369802945213554,-7.57908013778547,-7.57908013778547,1.16470066734754,-3.63932037738572,1.99725334757703,1.02411871672635,-1.07437101992418,-0.482319956235608,-7.57908013778547,-7.57908013778547,-4.33246755794567,-7.57908013778547,-7.57908013778547,-1.28794512022224,-7.57908013778547,-3.63932037738572,-7.57908013778547,-7.57908013778547,-1.38802857877923,-2.94617319682578,-7.57908013778547,-7.57908013778547,-7.57908013778547,-7.57908013778547,-7.57908013778547,-7.57908013778547,-7.57908013778547,-2.72302964551157,-3.63932037738572,-7.57908013778547,-4.33246755794567
0115.PG169.SB.MST,3.25091473540865,1.0380942517487,-0.333672008808285,-0.701396788933603,-7.35148799633281,-7.35148799633281,-7.35148799633281,-2.89862136626982,-7.35148799633281,-1.14942151146056,-1.64585839777445,-1.64585839777445,-7.35148799633281,0.885568267648439,-7.35148799633281,-7.35148799633281,-7.35148799633281,-3.1863034387216,-7.35148799633281,-7.35148799633281,-7.35148799633281,-7.35148799633281,-2.20547418570988,-4.28491572738971,-7.35148799633281,-2.67547781495561,-7.35148799633281,-7.35148799633281,-7.35148799633281,-7.35148799633281,-7.35148799633281,-2.49315625816166,-7.35148799633281,-7.35148799633281,-7.35148799633281
0115.PG170.LB.MST,2.756042657983,1.27811797401718,1.75817193911642,0.209358648498754,-7.19521831918365,-7.19521831918365,0.238346185372007,-3.31700187611741,2.07889581876949,0.752024878120404,-1.81292447934113,-0.346587410547706,-7.19521831918365,-7.19521831918365,-7.19521831918365,-7.19521831918365,-7.19521831918365,-1.06571007751091,-7.19521831918365,-7.19521831918365,-7.19521831918365,-7.19521831918365,-4.01014905667735,-3.31700187611741,-7.19521831918365,-4.01014905667735,-7.19521831918365,-7.19521831918365,-7.19521831918365,-7.19521831918365,-7.19521831918365,-2.91153676800924,-3.31700187611741,-7.19521831918365,-7.19521831918365
0115.PG170.SB.MST,0.207850811563404,-0.376662527993746,-0.0614225114783069,-1.77479134676064,-4.81931378448406,-9.27872708277336,-9.27872708277336,-3.56655081598869,-5.51246096504401,-0.599806079307955,-3.20987587204996,-2.29358514017581,-4.12616660392412,-4.4138486763759,-9.27872708277336,-9.27872708277336,-9.27872708277336,-4.12616660392412,-9.27872708277336,-9.27872708277336,-9.27872708277336,-9.27872708277336,-9.27872708277336,-2.87340363542875,-2.56802198587757,-9.27872708277336,-3.31523638770779,-9.27872708277336,-9.27872708277336,-9.27872708277336,-4.81931378448406,-4.81931378448406,-9.27872708277336,-4.81931378448406,-9.27872708277336
0115.PG171.LB.MST,2.21288203234612,1.06020252240773,1.54095069093645,0.0997405722204404,-7.24087010768898,-7.24087010768898,0.996486708021626,-0.50103328820849,2.58195543034273,0.76839673277209,-2.92878152415654,-0.80851798795645,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-1.94795227114481,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-4.02739381282465,-1.72480871983061,-7.24087010768898,-4.02739381282465,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-7.24087010768898,-4.02739381282465
0115.PG171.SB.MST,2.98541814271021,-0.506101877245231,-1.53274066628825,-1.61975204327788,-7.68547336099236,-7.68547336099236,-7.68547336099236,-3.1013565842021,-7.68547336099236,-1.66627205891277,-3.61218220796809,-2.76488434758088,-7.68547336099236,0.82653977038234,-7.68547336099236,-7.68547336099236,-7.68547336099236,-3.61218220796809,-7.68547336099236,-7.68547336099236,-7.68547336099236,-7.68547336099236,-7.68547336099236,-2.91903502740814,-2.91903502740814,-7.68547336099236,-7.68547336099236,-7.68547336099236,-7.68547336099236,-4.7107944966362,-7.68547336099236,-4.01764731607625,-7.68547336099236,-7.68547336099236,-4.7107944966362
0115.PG188.LB.MST,3.1130201539216,1.61513472739325,-0.918562086564184,1.47020070267091,-3.91429436011817,-3.91429436011817,-6.97964388588875,2.46921227476583,-3.22114717955823,-0.064146758408116,-1.02392260222201,0.528356896372142,-6.97964388588875,-6.97964388588875,-6.97964388588875,-6.97964388588875,-6.97964388588875,-2.30485644768407,-6.97964388588875,-0.480307155633028,-6.97964388588875,-6.97964388588875,-1.14170563787839,-0.823251906759859,-6.97964388588875,-1.96838421106286,-6.97964388588875,-6.97964388588875,-6.97964388588875,-3.91429436011817,-6.97964388588875,-3.91429436011817,-6.97964388588875,-6.97964388588875,-3.91429436011817
0115.PG188.SB.MST,2.37366671272055,0.940075636897598,-7.91644286012226,-0.603222473031958,-4.22756340600832,-7.91644286012226,-4.92071058656827,1.13607342666036,-7.91644286012226,-2.28165325695301,-2.5228153137699,-1.62487372056394,-7.91644286012226,-3.53441622544838,-7.91644286012226,-7.91644286012226,-7.91644286012226,-1.74265675622032,-7.91644286012226,-7.91644286012226,-7.91644286012226,-7.91644286012226,-0.616645493364098,-2.61812549357422,-2.84126904488843,-7.91644286012226,-7.91644286012226,-7.91644286012226,-7.91644286012226,-7.91644286012226,-4.92071058656827,-7.91644286012226,-7.91644286012226,-2.72348600923205,-1.55341475658179
0115.PG189.LB.MST,2.44756532083169,1.04413747376819,-2.54400041054421,1.25895149982957,-7.48608619383469,-7.48608619383469,-7.48608619383469,2.03071056795917,-7.48608619383469,-2.72632196733816,0.152876489959875,-1.93786460697389,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-0.0590937607562098,-7.48608619383469,-2.54400041054421,-7.48608619383469,-7.48608619383469,-4.33575987977227,-0.968464049785791,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-7.48608619383469,-3.23714759110416,-7.48608619383469,-0.551570245854004,-7.48608619383469
0115.PG189.SB.MST,-1.20389913316668,-0.704769549163877,-4.81094856903298,-2.02947089937595,-2.67932127418257,-9.88699119405213,-9.88699119405213,-1.33632371881601,-9.88699119405213,-4.19190936062676,-2.49417884104698,-3.98426999584851,-6.06371153752835,-4.67741717640846,-9.88699119405213,-9.88699119405213,-9.88699119405213,-3.92364537403208,-9.88699119405213,-9.88699119405213,-9.88699119405213,-9.88699119405213,-9.88699119405213,-3.38956288810182,-1.58637472305014,-6.75685871808829,-9.88699119405213,-9.88699119405213,-6.75685871808829,-9.88699119405213,-3.86648696019213,-9.88699119405213,-9.88699119405213,-3.86648696019213,-3.7611264445343
0115.PG190.SB.MST,-0.140007040531932,-0.12630819617377,-5.52220589106067,-0.902147092578828,-0.241543459751354,-6.21535307162062,-9.34896835476191,-1.73801625714241,-9.34896835476191,-3.57629574200536,-2.84805724163414,-1.88461973133428,-5.11674078295251,-3.81745779882225,-9.34896835476191,-9.34896835476191,-9.34896835476191,-3.81745779882225,-9.34896835476191,-5.52220589106067,-9.34896835476191,-6.21535307162062,-9.34896835476191,-2.74961716882089,-2.81415568995846,-6.21535307162062,-9.34896835476191,-9.34896835476191,-9.34896835476191,-5.52220589106067,-4.2694429225653,-5.11674078295251,-9.34896835476191,-2.43116343770235,-9.34896835476191
0115.PG191.LB.MST,2.15099003049034,1.0141397280679,-3.40067672942898,0.413365867638966,-4.49928901809709,-7.56179127735189,0.0224995589519541,2.34232645838051,-7.56179127735189,-1.28041319322889,-0.491955832864615,-1.72670029585731,-7.56179127735189,-7.56179127735189,-7.56179127735189,-7.56179127735189,-7.56179127735189,-0.943940956607672,-7.56179127735189,-2.01438236830909,-7.56179127735189,-7.56179127735189,-7.56179127735189,-2.30206444076087,-7.56179127735189,-7.56179127735189,-7.56179127735189,-7.56179127735189,-7.56179127735189,-2.55337886904177,-7.56179127735189,-3.1129946569772,-7.56179127735189,-0.372154633051995,-7.56179127735189
0115.PG191.SB.MST,1.57981653265573,0.247292665703855,-5.20802844965385,-0.73069163517564,-0.654151558053306,-8.20528163604854,-8.20528163604854,1.61307902260262,-5.20802844965385,-4.5148812690939,-2.21229617609986,-2.81013317685548,-5.20802844965385,-1.74229254685412,-8.20528163604854,-8.20528163604854,-8.20528163604854,-1.47035883137048,-8.20528163604854,-8.20528163604854,-8.20528163604854,-8.20528163604854,-8.20528163604854,-0.777211650810533,-1.71152088818737,-8.20528163604854,-1.91219158364952,-8.20528163604854,-8.20528163604854,-3.59859053721975,-5.20802844965385,-8.20528163604854,-8.20528163604854,-3.12858690797401,-8.20528163604854
0115.PG192.LB.MST,2.51838453025149,1.64119016693012,-4.31464720253471,0.290522983453384,-7.48061629366758,-7.48061629366758,-7.48061629366758,1.45679392059531,-7.48061629366758,-1.91675192973634,0.0920720447295453,-0.507984712764388,-7.48061629366758,-7.48061629366758,-7.48061629366758,-7.48061629366758,-7.48061629366758,-0.124992460508282,-7.48061629366758,-3.2160349138666,-7.48061629366758,-7.48061629366758,-4.31464720253471,0.838644391963071,-7.48061629366758,-4.31464720253471,-7.48061629366758,-7.48061629366758,-7.48061629366758,-3.62150002197476,-7.48061629366758,-2.36873705347939,-7.48061629366758,-0.289295511799559,-7.48061629366758
0115.PG192.SB.MST,-0.974668854946379,-0.653500599464557,-4.11682976223372,-1.72595206209399,-2.29975248502137,-9.81495838800514,-4.04272179008,-3.15541859507909,-9.81495838800514,-3.18527155822877,-2.85313772320616,-2.73053540111383,-5.58316683102715,-3.84856577563904,-9.81495838800514,-5.07234120726115,-6.68177911969525,-5.98863193913531,-9.81495838800514,-5.98863193913531,-9.81495838800514,-6.68177911969525,-9.81495838800514,-2.4051130006792,-1.28815157334289,-9.81495838800514,-9.81495838800514,-9.81495838800514,-5.07234120726115,-9.81495838800514,-3.34957460952005,-3.09826018123914,-9.81495838800514,-4.28388384689688,-9.81495838800514
0115.PG193.LB.MST,2.78292198581214,1.32861562626089,-0.965601217062642,0.797987375198717,-4.14365504741059,-7.2098195691513,-7.2098195691513,2.25660239789823,-3.45050786685064,-1.00816083148144,-0.588306985921174,0.173833066125723,-7.2098195691513,-7.2098195691513,-7.2098195691513,-3.45050786685064,-7.2098195691513,-2.06421350573075,-7.2098195691513,-0.118303356675438,-7.2098195691513,-7.2098195691513,-7.2098195691513,1.087453569444,-7.2098195691513,-1.31044170335437,-7.2098195691513,-7.2098195691513,-7.2098195691513,-4.14365504741059,-7.2098195691513,-3.45050786685064,-7.2098195691513,-7.2098195691513,-7.2098195691513
0115.PG193.SB.MST,1.0596464288033,0.0346870497099509,-8.82045876349793,-0.111605043504786,-8.82045876349793,-8.82045876349793,-8.82045876349793,-0.403863782983979,-8.82045876349793,-2.00416921185481,-1.95971744928397,-2.45615433559786,-8.82045876349793,-3.30345219598507,-8.82045876349793,-8.82045876349793,-8.82045876349793,-1.53986360372371,-8.82045876349793,-3.30345219598507,-8.82045876349793,-8.82045876349793,-8.82045876349793,-0.751406243359439,-2.61030501542512,-8.82045876349793,-8.82045876349793,-8.82045876349793,-8.82045876349793,-3.99659937654501,-3.70891730409323,-8.82045876349793,-8.82045876349793,-1.69401428355097,-8.82045876349793
0115.PG194.LB.MST,2.30069241770705,1.72294691430442,-7.38461821115967,1.26432243791616,-7.38461821115967,-7.38461821115967,-7.38461821115967,2.0281851432745,-7.38461821115967,-1.61746557628861,-0.39822529983189,0.37146195785039,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,0.0370927714259553,-7.38461821115967,-1.046920717821,-7.38461821115967,-7.38461821115967,-3.48926775319021,0.481024160361916,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,-7.38461821115967,-4.18241493375015,-7.38461821115967,-1.98519035641393,-7.38461821115967
0115.PG194.SB.MST,0.0361709918997012,1.14041709828607,-8.42187448350271,-2.29216659719676,1.34884617924627,-8.42187448350271,-8.42187448350271,0.185467293262161,-4.3290485244578,-2.7196106120237,-4.04136645200602,-3.63590134389785,-5.42766081312591,-3.23043623578969,-8.42187448350271,-8.42187448350271,-8.42187448350271,-3.02976554032754,-8.42187448350271,-3.81822290069181,-8.42187448350271,-8.42187448350271,-0.631870267529168,-2.13182394712158,-3.23043623578969,-4.73451363256596,-8.42187448350271,-8.42187448350271,-8.42187448350271,-0.745529586001689,-3.81822290069181,-4.04136645200602,-8.42187448350271,-8.42187448350271,-8.42187448350271
0115.PG195.LB.MST,2.24673115822672,2.15068215312097,-2.88464575356566,0.261659378467704,-4.27094011468555,-7.46801875940308,-7.46801875940308,1.58699303979791,-7.46801875940308,-0.633353954959166,-0.399739103777661,-2.66150220225145,-7.46801875940308,-7.46801875940308,-7.46801875940308,-7.46801875940308,-7.46801875940308,0.456447704026789,-7.46801875940308,-2.88464575356566,-7.46801875940308,-7.46801875940308,-4.27094011468555,0.649040811142573,-7.46801875940308,-7.46801875940308,-7.46801875940308,-7.46801875940308,-7.46801875940308,-4.27094011468555,-7.46801875940308,-2.66150220225145,-7.46801875940308,-1.05206428981735,-7.46801875940308
0115.PG195.SB.MST,-0.560224611583663,0.756849372645042,-4.92332323637203,-1.74526940602408,1.44400594906783,-8.69123273984511,-8.69123273984511,-1.15056229827739,-8.69123273984511,-8.69123273984511,-3.2185751441336,-4.23017605581208,-8.69123273984511,-2.97741308731671,-8.69123273984511,-5.61647041693197,-8.69123273984511,-2.48097620100282,-8.69123273984511,-8.69123273984511,-8.69123273984511,-4.23017605581208,-4.00703250449787,-2.84388169469219,-2.28426590675677,-8.69123273984511,-2.78325707287575,-8.69123273984511,-8.69123273984511,-8.69123273984511,-4.23017605581208,-3.82471094770392,-8.69123273984511,-2.78325707287575,-4.92332323637203
0115.PG196.LB.MST,1.70820264986242,1.7675568925116,-1.28036113421296,0.86807327895383,-7.27258584859434,-7.27258584859434,1.94136775963765,-7.27258584859434,2.20526492706599,1.18044796399598,-1.21136826272601,-1.14682974158844,-7.27258584859434,-7.27258584859434,-7.27258584859434,-0.335899525372106,-7.27258584859434,0.0879147214042547,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-3.91941846382822,-1.722193886492,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-7.27258584859434,-3.91941846382822,-1.61683337083417,-7.27258584859434
0115.PG196.SB.MST,0.142139904026843,1.67090991339349,-2.44812726141898,-0.379157019606443,-1.37768584971757,-8.30816813203023,-1.26947226507734,-0.698927406609725,-4.93303391120698,-1.26947226507734,-0.348066432536412,-2.22498371010477,-0.628968818002815,0.423552363465028,-8.30816813203023,-4.23988673064704,-3.32359599877288,-2.85359236952715,-8.30816813203023,-2.63044881821294,-8.30816813203023,-4.93303391120698,-8.30816813203023,-1.40667338659082,-2.22498371010477,-8.30816813203023,-8.30816813203023,-8.30816813203023,-3.83442162253887,-2.29397658159173,-4.93303391120698,-2.98712376215167,-8.30816813203023,-3.32359599877288,-8.30816813203023
0115.PG197.LB.MST,2.23520144154536,1.75445327301665,0.222204999273675,1.97016184584334,-7.24592623491728,-3.33314306221574,0.0680543194464166,-7.24592623491728,1.80265537483452,-0.560554339975958,-0.935247789417368,-3.33314306221574,-7.24592623491728,-7.24592623491728,-7.24592623491728,0.674190123016732,-7.24592623491728,0.943523056800316,-7.24592623491728,-7.24592623491728,-7.24592623491728,-7.24592623491728,-2.23453077354763,-1.94684870109585,-7.24592623491728,-7.24592623491728,-7.24592623491728,-7.24592623491728,-7.24592623491728,-7.24592623491728,-7.24592623491728,-2.63999588165579,-0.625092861113529,-2.63999588165579,-7.24592623491728
0115.PG197.SB.MST,0.848865607248153,1.40691030295153,-0.135633374652536,1.10302498766129,-8.04503421877343,-8.04503421877343,-1.20525812644739,-4.76060618793681,-0.666261625714706,-2.27569953814881,-1.02293656965344,-2.68116464625697,-4.76060618793681,1.15828766633634,-8.04503421877343,-0.416800766083123,-8.04503421877343,-1.39331035795033,-8.04503421877343,-3.37431182681692,-8.04503421877343,-8.04503421877343,-3.6619938992687,-2.45802109494276,-3.15116827550271,-8.04503421877343,-8.04503421877343,-8.04503421877343,-8.04503421877343,-8.04503421877343,-4.76060618793681,-2.81469603888149,-2.56338161060059,-2.68116464625697,-8.04503421877343
0115.PG198.LB.MST,1.54063628483535,1.93223154507936,-1.55040616852297,1.63142838466488,-7.38645765842196,-7.38645765842196,0.636666037349234,-7.38645765842196,2.24814268647318,-0.187101325627776,-1.46339479153334,-2.15654197209328,-7.38645765842196,-7.38645765842196,-7.38645765842196,-0.690204903299856,-7.38645765842196,0.562558065195512,-7.38645765842196,-7.38645765842196,-7.38645765842196,-7.38645765842196,-3.94830144132134,-1.75107686398512,-7.38645765842196,-7.38645765842196,-7.38645765842196,-7.38645765842196,-7.38645765842196,-7.38645765842196,-7.38645765842196,-3.25515426076139,-7.38645765842196,-1.3833520838598,-7.38645765842196
