mouse_id	liver.ENSMUSG00000021492	liver.ENSMUSG00000026621	liver.ENSMUSG00000031010	liver.ENSMUSG00000039197	liver.ENSMUSG00000069805	liver.ENSMUSG00000024892	liver.ENSMUSG00000025347	liver.ENSMUSG00000023224	liver.ENSMUSG00000037942	liver.ENSMUSG00000028179	liver.ENSMUSG00000073988	liver.ENSMUSG00000063856	liver.ENSMUSG00000026664	liver.ENSMUSG00000030382	liver.ENSMUSG00000092746	liver.ENSMUSG00000026874	liver.ENSMUSG00000092702	liver.ENSMUSG00000017344	liver.ENSMUSG00000028307	liver.ENSMUSG00000056035	liver.ENSMUSG00000099021	liver.ENSMUSG00000099250
m68	-7.15838814204687	-7.38844169561869	-7.00977870323239	-7.11622767179404	-7.03912955371799	-6.84670000210681	-6.69786767608459	-6.72128106787709	-6.6662375611815	-6.79965873560629	-6.76449766937687	-6.44841837567317	-6.36115455138818	-6.21091597309902	-6.51576405031402	-5.84401963219252	-6.28453583898608	-5.35544338619551	-5.29987225980426	-4.32717341358168	-3.56169803690513	-3.26443402731609
m69	-7.21248121026837	-7.11860702344637	-6.97798894373311	-6.9636299548444	-6.88504917261055	-6.85333093808359	-6.71234027735397	-6.89300859068837	-6.87104209286994	-6.09794983247531	-6.55944650526614	-6.36231013602046	-6.28803866525774	-6.14256030500084	-6.3931674704569	-6.13300182106792	-6.22425076581547	-5.45374689220398	-4.96600137962516	-4.2871667033195	-3.56533463608554	-3.24816956610367
m07	-7.31807003799978	-7.29984159772644	-7.13899114302753	-7.07125834025686	-7.17571014207724	-6.91982517786511	-6.93485842259953	-6.97320299103113	-7.00305790883862	-7.23375634378027	-6.81385945187822	-6.76711695098206	-6.56840464281733	-6.39046038195493	-5.44840122867663	-6.27738100612325	-5.19716924746291	-5.51954900354633	-5.34080927875494	-4.66517626412882	-2.95041106507052	-2.61153116397475
m70	-7.26787973514366	-7.26158680819811	-7.03451614300793	-7.00188010451327	-7.009237800324	-6.77816491103148	-6.79865354815219	-6.83819271344181	-6.63683184041863	-7.0012938091502	-6.51509302973826	-6.31384088177504	-6.22863946559253	-6.17111841719329	-6.75082768222331	-5.94824948756056	-6.48499222483658	-5.42756545392142	-5.28187423386489	-4.31310305342835	-3.82390599412806	-3.52318854138958
m71	-7.2264139234267	-7.11276155574605	-6.88971062695455	-6.98045077597892	-7.05838269381687	-6.74540898087697	-6.80552466284741	-6.98367115496058	-6.60166905625916	-6.59399357998082	-6.52744306435267	-6.27456086976447	-6.2842028905872	-6.19338941398003	-6.73390587376046	-6.04137442882051	-6.45643653918397	-5.44026152221823	-5.04433843514306	-4.05944903307321	-3.83222717235552	-3.55085629021804
m72	-7.27602980992593	-7.31692977133977	-6.86947751513253	-6.8600449741323	-7.03275835696016	-6.56492288350002	-6.94733324601263	-6.63061010330775	-6.20752946732055	-6.94549642731569	-6.23885485250169	-6.46014629209143	-6.35705140538913	-6.21050314571905	-6.05078657226674	-5.82736169173039	-5.64198267661239	-5.35276888573175	-5.11893216028906	-4.62026425978025	-3.48557830879159	-3.16297632199295
m73	-7.19074549229689	-7.21018454932911	-6.94384697927512	-7.00972740359816	-7.00370438942993	-6.73248266873998	-6.74515299531019	-6.91072328655146	-6.65840071013932	-6.37477293443594	-6.57102303793983	-6.34799459352021	-6.24829245351309	-6.14240939940962	-6.1593839254435	-5.89346893238976	-5.8115122424802	-5.42180017345905	-5.13634756062869	-3.99430149798266	-3.41932653048252	-3.1325072224957
m74	-7.19929345002209	-7.0680373712347	-7.07815657817995	-6.85695272682607	-6.94062196468156	-6.60486125381893	-6.72845049554453	-6.86090378982991	-6.718433159844	-6.04658094277298	-6.49940682729234	-6.17008995964381	-6.11572130047883	-6.02420676783376	-6.0827759627629	-6.13537052114568	-5.6762261688751	-5.4927312651254	-5.03051360200179	-4.15844478152666	-3.39396531081718	-2.90747865175143
m75	-7.16113084084015	-6.95840362409461	-7.04575986315308	-6.98448614360292	-6.86070103685251	-6.64300991610112	-6.66673400561336	-6.7747151404363	-6.85897878810992	-6.55244924773328	-6.70904966645861	-6.14214097525989	-6.15629560104712	-5.96776322145819	-6.05351906770872	-5.95723210549363	-5.73827699028008	-5.34032942020894	-5.23593036151515	-4.10943602628393	-3.3050037722859	-2.8940592213784
m76	-7.11185739339573	-6.99815824209954	-6.96813573659033	-6.90109306590112	-6.77284424440928	-6.66952877285581	-6.59793225654474	-6.59802989141104	-6.59988872574304	-6.3403719348898	-6.46575164143377	-6.18153270218012	-6.15777973954457	-6.12795916771161	-6.6019182011164	-5.81334703018283	-6.41647523166992	-5.28524419862634	-4.96104173410288	-4.11783942233775	-3.78216638521515	-3.44507268293388
m77	-7.14332253774764	-7.02398796738466	-7.07103462782355	-6.83068630808488	-6.79901933511622	-6.69554158883746	-6.79733170047204	-6.62912269755595	-6.78665842693009	-6.31751776187748	-6.5976230261649	-6.27871868014658	-6.20901725444644	-6.14921660161905	-5.99669851120931	-5.83902952309784	-5.77723480817459	-5.24911546856739	-4.95434086999727	-4.22620140307412	-3.39736664573401	-2.9978497454952
m78	-7.21356457622921	-7.28203986965619	-7.0192341261992	-6.92648668362169	-6.54882048559512	-6.38322753757333	-6.88336635981074	-6.0833416335254	-5.90886530214986	-6.85054767948187	-6.68730843097636	-6.415067861842	-6.42546661727608	-6.52001473862511	-5.79849597532781	-5.42553364930592	-5.56195865177647	-4.84324079762265	-5.33783358497301	-4.89564876920018	-3.07923169290815	-2.75346599477594
m79	-7.18124910294194	-7.1079951254151	-7.03158409419479	-7.05569155447328	-6.84898631053956	-6.75196761434781	-6.78012090117905	-6.7501780931964	-6.5628317686461	-6.89932253510962	-6.73212877240412	-6.28666944713111	-6.17788108045077	-6.29393572223173	-6.03454825119575	-5.75784351846889	-5.89275608407198	-5.33797783799386	-5.14407564356545	-4.04204859845189	-3.15758179853395	-3.06600333880561
m08	-7.40059170458458	-7.26929668801976	-7.2264434666866	-7.07733615223504	-7.39970409773611	-7.01233076010352	-6.89069891670713	-6.94790046585667	-6.99058591643388	-7.12471733118249	-7.1756958876311	-7.12707863763841	-6.76801711589262	-6.39545985029499	-5.843354240258	-6.16531263038718	-5.66898614019425	-5.56838767691367	-5.42088093553366	-4.67372867431507	-3.12280784119254	-2.88164890849094
m80	-7.15711330932893	-7.08789122899351	-7.00136441382945	-6.90693721410785	-6.91722377093183	-6.62329434676023	-6.63112094302711	-6.60641180974871	-6.50718044033067	-6.42709784036631	-6.42923585356646	-6.15478725547057	-6.04584614802475	-5.97802937089884	-6.1790978225101	-5.8181306440727	-6.07799028680529	-5.34369807421409	-5.09837244459062	-4.0348613324344	-3.44391160232791	-3.04861132186856
m09	-7.4029739194654	-7.2092534951173	-7.14843855811994	-7.20240112524545	-7.23236423875048	-6.9723862034705	-6.67927129160451	-7.04496724724452	-6.94476729079333	-6.94510786125213	-6.92021379968218	-6.84935651009202	-6.6605175086588	-6.30265814245818	-5.70882539924963	-6.36379512399778	-5.33599158786694	-5.47534418321132	-5.2532234614618	-4.63152002787239	-3.18416324161795	-2.75524456539505
