Variable	beta
POS_00307.8395360	2.04814863510107
log_POS_00333.0986960	8.14084261630664
sqrt_POS_00610.7188860	1.97547109234313
log_NEG_00173.0569340	2.45700082234445
log_NEG_00463.2179840	2.35830615053694
sqrt_POS_00166.9430860	1.39180452866206
log_POS_00472.3092760	0.507726862978544
log_NEG_00161.0455740	0.825101046458653
log_NEG_00222.8300240	3823.00858788473
log_POS_00259.6342260	4.29829279712567
log_NEG_00129.9757440	3.01228436849631
log_POS_00637.3384060	1.07448282746845
log_POS_00511.2511060	3.77152716438451
log_NEG_00275.9938840	4.08027246180955
log_NEG_00146.0457640	5.39084432398259
log_POS_00153.9786460	2.05169217152499
log_POS_00235.1176560	0.543796988915945
log_POS_00159.0506560	1.11161675353223
sqrt_POS_00172.9522160	1.81113937846714
log_POS_01152.5643860	32.602140268359
NEG_00216.9287240	2.85091235289342
log_NEG_00185.0430840	3.25113513302886
log_POS_00592.2365560	1.15860398507635
log_NEG_00288.8770840	3.2321663610444
sqrt_POS_00678.7062360	1.05652163749424
log_NEG_00243.0624740	1.30234115133781
log_POS_00355.1977960	3.79475104768756
log_NEG_00292.9664040	0.567126774264106
log_POS_00210.0012860	1.15035620534107
log_POS_00550.3235560	0.56496075548804
log_POS_00225.0770060	8.75197020091728
log_POS_00249.6190260	2.27969553352
log_NEG_00244.0938840	7.44220497522739
log_NEG_00135.0451240	1.87874762190194
log_POS_00134.0811060	1.31528137454559
log_POS_00269.8836160	1.43825270045382
log_POS_00201.1121560	0.65872825537084
log_NEG_00492.2467040	11.8730966060604
log_POS_00534.1491560	7.34215732672481
log_POS_00363.1652160	0.480692351097483
log_POS_01099.4976460	46.2270602145767
log_NEG_00328.1514440	31.5642509711972
sqrt_NEG_00080.9168440	1.67367400157537
log_POS_00275.1349660	1.36133921856085
log_POS_00310.1132760	2.98897578369504
log_NEG_00100.0402640	5.5420544418408
log_POS_00885.4930760	2.25227901721944
NEG_00255.1603040	1.58828821013848
log_POS_00305.1571260	1.01053511001961
log_NEG_00320.9262640	33.1934948136425
log_POS_00214.0822360	2.6925946338382
log_POS_00183.5389860	6.12308690563708
log_POS_00094.0650660	0.774724943746259
log_POS_00381.1770060	1.83342614722206
log_POS_00198.0999960	4.28318516079347
log_POS_00200.9719760	2.98001009087547
log_POS_00777.3894860	2.67364627851915
log_POS_00176.6025560	22.6942887662423
orig_NEG_00228.8461040	2.00650012006119
log_POS_00181.0971260	1.07193788025149
log_NEG_00159.1027140	2.51648841756854
log_POS_00381.1447460	8492.93961596536
